ENTREZID	final_module_id	final_module_label	final_module_status	module_direction	module_direction_sign	SYMBOL	ENSEMBL	GENENAME	selected_refseq_feature_id	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	primary_scoring_weight	optional_abs_logFC_weight	scoring_role	primary_scoring_rule	optional_sensitivity_rule	mapped_SYMBOL	mapped_ENSEMBL	ensembl_available_in_GSE161731	symbol_available_in_GSE161731
2537	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IFI6		interferon alpha inducible protein 6		-2.39629405266998	8.22669999673773e-09	-2.64053912133538	-2.20184367840854	Tier_1_cross_site_FDR05_direction_concordant	1	2.40907008545676	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFI6	ENSG00000126709	TRUE	FALSE
2537	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	IFI6		interferon alpha inducible protein 6		-2.39629405266998	8.22669999673773e-09	-2.64053912133538	-2.20184367840854	Tier_1_cross_site_FDR05_direction_concordant	1	2.72218167917591	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFI6	ENSG00000126709	TRUE	FALSE
255231	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	MCOLN2		mucolipin TRP cation channel 2		-0.631727152709154	0.00289946468598024	-0.104100985211885	-1.39584899769163	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.635095256388382	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	MCOLN2	ENSG00000153898	TRUE	FALSE
256987	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	SERINC5		serine incorporator 5		-1.23140217428914	1.12264946263249e-05	-1.51010154100025	-1.0448470163752	Tier_1_cross_site_FDR05_direction_concordant	1	1.23796749315512	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	SERINC5	ENSG00000164300	TRUE	FALSE
25880	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	TMEM186		transmembrane protein 186		0.552760305913266	0.00135830443036077	0.879035667586107	0.15458106625207	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.728743099917095	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	TMEM186	ENSG00000184857	TRUE	FALSE
26137	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	ZBTB20		zinc finger and BTB domain containing 20		-0.83753706368883	0.000322909490124913	-1.26072684544703	-0.252307618612479	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.590576750030735	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	ZBTB20	ENSG00000181722	TRUE	FALSE
26137	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	ZBTB20		zinc finger and BTB domain containing 20		-0.83753706368883	0.000322909490124913	-1.26072684544703	-0.252307618612479	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.951439180790101	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	ZBTB20	ENSG00000181722	TRUE	FALSE
2625	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	GATA3		GATA binding protein 3		-0.790109539037166	8.13884447375849e-06	-0.459440096955703	-1.32383337693448	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.794322071036166	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	GATA3	ENSG00000107485	TRUE	FALSE
2625	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	GATA3		GATA binding protein 3		-0.790109539037166	8.13884447375849e-06	-0.459440096955703	-1.32383337693448	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.89756167833936	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	GATA3	ENSG00000107485	TRUE	FALSE
2633	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	GBP1		guanylate binding protein 1		-1.11523582451266	4.18207444816114e-05	-1.39015107744705	-0.886121308673677	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.12118179322342	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	GBP1	ENSG00000117228	TRUE	FALSE
2635	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	GBP3		guanylate binding protein 3		-1.34798841146849	7.50944627541982e-08	-1.7136604956001	-0.935535366041534	Tier_1_cross_site_FDR05_direction_concordant	1	1.35517531915285	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	GBP3	ENSG00000117226	TRUE	FALSE
27293	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	SMPDL3B		sphingomyelin phosphodiesterase acid like 3B		-0.608208667116264	0.0359817811842737	-0.729186591164552	-0.472649100952734	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.611451380114538	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	SMPDL3B	ENSG00000130768	TRUE	FALSE
284184	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	NDUFAF8		NADH:ubiquinone oxidoreductase complex assembly factor 8		0.877025274263644	1.35087745689756e-05	1.51808180451778	0.0428620743118842	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.15624459686296	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	NDUFAF8	ENSG00000224877	TRUE	FALSE
28998	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	primary_discovery_module	higher_in_bacterial	1	MRPL13		mitochondrial ribosomal protein L13		0.814783290342086	0.00191519371102425	1.35644956007476	0.108149339703897	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.03059840208063	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	MRPL13	ENSG00000172172	TRUE	FALSE
29093	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	primary_discovery_module	higher_in_bacterial	1	MRPL22		mitochondrial ribosomal protein L22		0.64924288905948	0.000856662602886584	0.987213027065084	0.228282117143766	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.821210611408083	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	MRPL22	ENSG00000082515	TRUE	FALSE
29802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	VPREB3		V-set pre-B cell surrogate light chain 3		-0.59169889775124	0.0372522568398029	-0.200602407539182	-1.23443569974921	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.672167882423415	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	VPREB3	ENSG00000128218	TRUE	FALSE
29851	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	ICOS		inducible T cell costimulator		-0.803829722197215	0.0128756681502466	-0.0396115847562685	-2.05683693705047	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.913147758516627	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	ICOS	ENSG00000163600	TRUE	FALSE
326	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	AIRE		autoimmune regulator		-1.2266661814181	1.63570659694794e-05	-0.896153325152195	-1.83313369503442	Tier_1_cross_site_FDR05_direction_concordant	1	1.39348850021158	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	AIRE	ENSG00000160224	TRUE	FALSE
3429	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IFI27		interferon alpha inducible protein 27		-4.76772856416775	2.51896266086772e-33	-5.43444150089658	-4.14967904484638	Tier_1_cross_site_FDR05_direction_concordant	1	3	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFI27	ENSG00000165949	TRUE	FALSE
3429	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IFI27		interferon alpha inducible protein 27		-4.76772856416775	2.51896266086772e-33	-5.43444150089658	-4.14967904484638	Tier_1_cross_site_FDR05_direction_concordant	1	3	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFI27	ENSG00000275214	FALSE	FALSE
3429	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	IFI27		interferon alpha inducible protein 27		-4.76772856416775	2.51896266086772e-33	-5.43444150089658	-4.14967904484638	Tier_1_cross_site_FDR05_direction_concordant	1	3	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFI27	ENSG00000165949	TRUE	FALSE
3429	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	IFI27		interferon alpha inducible protein 27		-4.76772856416775	2.51896266086772e-33	-5.43444150089658	-4.14967904484638	Tier_1_cross_site_FDR05_direction_concordant	1	3	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFI27	ENSG00000275214	FALSE	FALSE
3430	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IFI35		interferon induced protein 35		-0.816885695457015	3.26309288923017e-06	-1.15401030634663	-0.40640782171863	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.821240986668701	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFI35	ENSG00000068079	TRUE	FALSE
3433	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IFIT2		interferon induced protein with tetratricopeptide repeats 2		-3.04824288937295	1.09996245032701e-24	-3.54692092343074	-2.60149064283263	Tier_1_cross_site_FDR05_direction_concordant	1	3	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFIT2	ENSG00000119922	TRUE	FALSE
3434	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IFIT1		interferon induced protein with tetratricopeptide repeats 1		-3.77323797706401	5.90023842003119e-28	-4.31758142819668	-3.3023648897722	Tier_1_cross_site_FDR05_direction_concordant	1	3	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFIT1	ENSG00000185745	TRUE	FALSE
3434	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	IFIT1		interferon induced protein with tetratricopeptide repeats 1		-3.77323797706401	5.90023842003119e-28	-4.31758142819668	-3.3023648897722	Tier_1_cross_site_FDR05_direction_concordant	1	2.66064239804785	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFIT1	ENSG00000185745	TRUE	FALSE
3437	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IFIT3		interferon induced protein with tetratricopeptide repeats 3		-2.65550962111013	9.07234927849064e-22	-3.12184711368811	-2.21684779080811	Tier_1_cross_site_FDR05_direction_concordant	1	2.66966768236605	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IFIT3	ENSG00000119917	TRUE	FALSE
353376	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	TICAM2		TIR domain containing adaptor molecule 2		-0.515797340133511	0.00516069349965684	-0.857470269766328	-0.0106839135054756	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.518547354774467	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	TICAM2	ENSG00000243414	TRUE	FALSE
355	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	FAS		Fas cell surface death receptor		-0.421179990936675	0.0427083512055564	-0.733586153902268	-0.019450808216121	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.478458999506265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	FAS	ENSG00000026103	TRUE	FALSE
3557	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	IL1RN		interleukin 1 receptor antagonist		-1.04704749191055	3.73289194723583e-07	-1.60347344699309	-0.357895478635668	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.18944229591948	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IL1RN	ENSG00000136689	TRUE	FALSE
3559	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	IL2RA		interleukin 2 receptor subunit alpha		-0.74777941606931	0.000729291259265031	-0.995589521844487	-0.478107685520994	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.849474806408109	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IL2RA	ENSG00000134460	TRUE	FALSE
3575	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	IL7R		interleukin 7 receptor		-1.18680963729262	3.21798880451086e-12	-1.27842666960681	-1.10622924275438	Tier_1_cross_site_FDR05_direction_concordant	1	1.34821160521084	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IL7R	ENSG00000168685	TRUE	FALSE
3600	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	IL15		interleukin 15		-1.18557807352126	5.08859807156884e-05	-1.36615779011961	-0.990665125960654	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.34681255306555	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IL15	ENSG00000164136	TRUE	FALSE
3665	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IRF7		interferon regulatory factor 7		-1.45404953351808	1.6567768830903e-13	-1.8398718883554	-1.01060762204544	Tier_1_cross_site_FDR05_direction_concordant	1	1.46180191453039	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IRF7	ENSG00000185507	TRUE	FALSE
3665	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	IRF7		interferon regulatory factor 7		-1.45404953351808	1.6567768830903e-13	-1.8398718883554	-1.01060762204544	Tier_1_cross_site_FDR05_direction_concordant	1	1.46180191453039	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IRF7	ENSG00000276561	FALSE	FALSE
3665	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	IRF7		interferon regulatory factor 7		-1.45404953351808	1.6567768830903e-13	-1.8398718883554	-1.01060762204544	Tier_1_cross_site_FDR05_direction_concordant	1	1.02530130918225	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IRF7	ENSG00000185507	TRUE	FALSE
3665	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	IRF7		interferon regulatory factor 7		-1.45404953351808	1.6567768830903e-13	-1.8398718883554	-1.01060762204544	Tier_1_cross_site_FDR05_direction_concordant	1	1.02530130918225	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	IRF7	ENSG00000276561	FALSE	FALSE
3669	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	primary_discovery_submodule	higher_in_viral	-1	ISG20		interferon stimulated exonuclease gene 20		-0.931639866308119	1.19680278685105e-08	-0.86646370769374	-1.10779714302187	Tier_1_cross_site_FDR05_direction_concordant	1	0.936606978530494	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	ISG20	ENSG00000172183	TRUE	FALSE
3669	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	ISG20		interferon stimulated exonuclease gene 20		-0.931639866308119	1.19680278685105e-08	-0.86646370769374	-1.10779714302187	Tier_1_cross_site_FDR05_direction_concordant	1	0.656931935668622	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	ISG20	ENSG00000172183	TRUE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000125498	TRUE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000284100	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000274782	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000278755	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000284530	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000278495	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000276820	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000277356	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000275080	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000278805	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000277833	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000278821	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000274692	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000283723	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000284145	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000284347	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000278248	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000276625	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000275276	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000284514	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000275750	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000284401	FALSE	FALSE
3802	VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	KIR2DL1		killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1		-1.2329376218869	0.000104986930627342	-1.20395967003007	-1.47092610261723	Tier_1_cross_site_FDR05_direction_concordant	1	1.40061283469265	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score	KIR2DL1	ENSG00000273510	FALSE	FALSE
