final_module_id	ENTREZID	SYMBOL	final_module_label	module_direction	locked_entrez_present	any_ensembl_mapping	matched_by_ensembl	matched_by_symbol	matched_ensembl_ids	all_mapped_ensembl_ids
VIR_M1a	4210	MEFV	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000103313	ENSG00000103313
VIR_M1a	4343	MOV10	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000155363	ENSG00000155363
VIR_M1a	439996	IFIT1B	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000204010	ENSG00000204010
VIR_M1a	4599	MX1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000157601	ENSG00000157601
VIR_M1b	4599	MX1	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000157601	ENSG00000157601
VIR_M1a	4600	MX2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000183486	ENSG00000183486
BACT_M2	4696	NDUFA3	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000170906	ENSG00000170906;ENSG00000273642;ENSG00000274359;ENSG00000275605;ENSG00000275724;ENSG00000276061;ENSG00000276220;ENSG00000276766;ENSG00000277722;ENSG00000278365
BACT_M2	4697	NDUFA4	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000189043	ENSG00000189043
BACT_M2	4707	NDUFB1	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000183648	ENSG00000183648
BACT_M2	4709	NDUFB3	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000119013	ENSG00000119013
BACT_M2	4718	NDUFC2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000151366	ENSG00000151366
BACT_M2	4724	NDUFS4	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000164258	ENSG00000164258
BACT_M2	4731	NDUFV3	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000160194	ENSG00000160194
VIR_M1a	481	ATP1B1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000143153	ENSG00000143153
VIR_M1a	4938	OAS1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000089127	ENSG00000089127
VIR_M1b	4938	OAS1	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000089127	ENSG00000089127
VIR_M1a	4939	OAS2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000111335	ENSG00000111335
VIR_M1b	4939	OAS2	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000111335	ENSG00000111335
VIR_M1a	4940	OAS3	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000111331	ENSG00000111331
VIR_M1b	4940	OAS3	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000111331	ENSG00000111331
BACT_M2	498	ATP5F1A	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000152234	ENSG00000152234
VIR_M2	5027	P2RX7	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000089041	ENSG00000089041
VIR_M1a	50943	FOXP3	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000049768	ENSG00000049768
BACT_M1	51023	MRPS18C	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000163319	ENSG00000163319
BACT_M2	51103	NDUFAF1	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000137806	ENSG00000137806
BACT_M1	51121	RPL26L1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000037241	ENSG00000037241
VIR_M1a	51191	HERC5	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000138646	ENSG00000138646
VIR_M1a	51251	NT5C3A	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000122643	ENSG00000122643
VIR_M1a	51284	TLR7	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000196664	ENSG00000196664
VIR_M1b	51284	TLR7	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000196664	ENSG00000196664
VIR_M2	51284	TLR7	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000196664	ENSG00000196664
VIR_M2	5167	ENPP1	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000197594	ENSG00000197594
BACT_M2	521	ATP5ME	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000169020	ENSG00000169020
VIR_M2	5272	SERPINB9	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000170542	ENSG00000170542
VIR_M2	5295	PIK3R1	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000145675	ENSG00000145675
VIR_M1a	5359	PLSCR1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000188313	ENSG00000188313
VIR_M1b	5359	PLSCR1	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000188313	ENSG00000188313
VIR_M1a	5366	PMAIP1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000141682	ENSG00000141682
VIR_M1a	5371	PML	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000140464	ENSG00000140464
VIR_M2	5393	EXOSC9	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000123737	ENSG00000123737
VIR_M1a	54625	PARP14	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000173193	ENSG00000173193
VIR_M2	54718	BTN2A3P	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	FALSE	FALSE	""	ENSG00000291104
VIR_M1a	54726	OTUD4	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000164164	ENSG00000164164
VIR_M1a	54809	SAMD9	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000205413	ENSG00000205413
VIR_M2	54900	LAX1	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000122188	ENSG00000122188
VIR_M2	55016	MARCHF1	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000145416	ENSG00000145416
BACT_M2	55471	NDUFAF7	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000003509	ENSG00000003509
VIR_M1a	5551	PRF1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000180644	ENSG00000180644
VIR_M1a	55601	DDX60	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000137628	ENSG00000137628
VIR_M1a	55718	POLR3E	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000058600	ENSG00000058600;ENSG00000284282
VIR_M1a	558	AXL	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000167601	ENSG00000167601
VIR_M1a	5610	EIF2AK2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000055332	ENSG00000055332
VIR_M1b	5610	EIF2AK2	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000055332	ENSG00000055332
VIR_M2	56477	CCL28	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000151882	ENSG00000151882
VIR_M1a	56829	ZC3HAV1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000105939	ENSG00000105939
VIR_M1b	56829	ZC3HAV1	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000105939	ENSG00000105939
VIR_M2	57007	ACKR3	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000144476	ENSG00000144476
VIR_M2	57105	CYSLTR2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000152207	ENSG00000152207
VIR_M2	5734	PTGER4	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000171522	ENSG00000171522
VIR_M1a	575	ADGRB1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000181790	ENSG00000181790
VIR_M2	57621	ZBTB2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000181472	ENSG00000181472
VIR_M2	57684	ZBTB26	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000171448	ENSG00000171448
VIR_M1b	5781	PTPN11	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000179295	ENSG00000179295
VIR_M1a	58487	CREBZF	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000137504	ENSG00000137504
VIR_M1a	59	ACTA2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000107796	ENSG00000107796
VIR_M1a	596	BCL2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000171791	ENSG00000171791
VIR_M2	5996	RGS1	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000090104	ENSG00000090104
BACT_M1	6133	RPL9	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000163682	ENSG00000163682
BACT_M1	6138	RPL15	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000174748	ENSG00000174748
BACT_M1	6139	RPL17	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000265681	ENSG00000265681
BACT_M1	6154	RPL26	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000161970	ENSG00000161970
BACT_M1	6155	RPL27	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000131469	ENSG00000131469
BACT_M1	6159	RPL29	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000162244	ENSG00000162244
BACT_M1	6160	RPL31	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000071082	ENSG00000071082
BACT_M1	6164	RPL34	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000109475	ENSG00000109475
BACT_M1	6175	RPLP0	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000089157	ENSG00000089157
BACT_M1	6189	RPS3A	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000145425	ENSG00000145425;ENSG00000292158
BACT_M1	6192	RPS4Y1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000129824	ENSG00000129824
BACT_M1	6201	RPS7	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000171863	ENSG00000171863
BACT_M1	6203	RPS9	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000170889	ENSG00000170889;ENSG00000274005;ENSG00000274626;ENSG00000274646;ENSG00000274950;ENSG00000275323;ENSG00000277079;ENSG00000277359;ENSG00000278081;ENSG00000278270
BACT_M1	6210	RPS15A	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000134419	ENSG00000134419
BACT_M1	6229	RPS24	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000138326	ENSG00000138326
BACT_M1	6232	RPS27	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000177954	ENSG00000177954
VIR_M1a	6355	CCL8	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000108700	ENSG00000108700
VIR_M1a	639	PRDM1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000057657	ENSG00000057657
VIR_M1b	63901	FAM111A	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000166801	ENSG00000166801
VIR_M1a	640	BLK	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000136573	ENSG00000136573;ENSG00000285369
VIR_M1a	64108	RTP4	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000136514	ENSG00000136514;ENSG00000291555
VIR_M1a	64127	NOD2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000167207	ENSG00000167207
VIR_M2	64127	NOD2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000167207	ENSG00000167207
VIR_M1a	64135	IFIH1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000115267	ENSG00000115267
VIR_M1b	64135	IFIH1	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000115267	ENSG00000115267
VIR_M1a	64170	CARD9	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000187796	ENSG00000187796
VIR_M2	64170	CARD9	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000187796	ENSG00000187796
VIR_M2	643	CXCR5	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000160683	ENSG00000160683
VIR_M1a	64343	AZI2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000163512	ENSG00000163512
VIR_M1b	64343	AZI2	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000163512	ENSG00000163512
BACT_M1	64963	MRPS11	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000181991	ENSG00000181991
VIR_M2	654	BMP6	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000153162	ENSG00000153162
VIR_M2	657	BMPR1A	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000107779	ENSG00000107779
VIR_M1a	665	BNIP3L	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000104765	ENSG00000104765
VIR_M1a	6714	SRC	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000197122	ENSG00000197122;ENSG00000291971
VIR_M1a	6772	STAT1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000115415	ENSG00000115415
VIR_M1b	6772	STAT1	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000115415	ENSG00000115415
VIR_M1a	6773	STAT2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000170581	ENSG00000170581
VIR_M1b	6773	STAT2	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000170581	ENSG00000170581
VIR_M2	6932	TCF7	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000081059	ENSG00000081059
VIR_M2	6938	TCF12	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000140262	ENSG00000140262
VIR_M2	7049	TGFBR3	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000069702	ENSG00000069702
VIR_M1a	7098	TLR3	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000164342	ENSG00000164342
VIR_M1b	7098	TLR3	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000164342	ENSG00000164342
VIR_M2	7098	TLR3	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000164342	ENSG00000164342
VIR_M1a	710	SERPING1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000149131	ENSG00000149131
VIR_M1a	717	C2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000166278	ENSG00000166278;ENSG00000204364;ENSG00000206372;ENSG00000226560;ENSG00000231543;ENSG00000235017;ENSG00000235696
VIR_M1a	7292	TNFSF4	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000117586	ENSG00000117586
VIR_M2	7292	TNFSF4	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000117586	ENSG00000117586
VIR_M2	729230	CCR2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000121807	ENSG00000121807
VIR_M2	7293	TNFRSF4	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000186827	ENSG00000186827
BACT_M1	7311	UBA52	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000221983	ENSG00000221983
VIR_M2	7597	ZBTB25	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000089775	ENSG00000089775
VIR_M2	7690	ZNF131	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000172262	ENSG00000172262
VIR_M2	7693	ZNF134	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000213762	ENSG00000213762
VIR_M1a	79132	DHX58	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000108771	ENSG00000108771
VIR_M1a	81030	ZBP1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000124256	ENSG00000124256
VIR_M1a	83666	PARP9	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000138496	ENSG00000138496
VIR_M2	841	CASP8	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000064012	ENSG00000064012
BACT_M2	84233	TMEM126A	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000171202	ENSG00000171202
VIR_M2	84502	JPH4	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000092051	ENSG00000092051
VIR_M2	84614	ZBTB37	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000185278	ENSG00000185278
BACT_M2	847	CAT	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000121691	ENSG00000121691
VIR_M1a	84851	TRIM52	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000183718	ENSG00000183718
VIR_M1a	85363	TRIM5	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000132256	ENSG00000132256
VIR_M1a	85364	ZCCHC3	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000247315	ENSG00000247315
VIR_M1a	8575	PRKRA	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000180228	ENSG00000180228
VIR_M2	8575	PRKRA	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000180228	ENSG00000180228
VIR_M1a	8638	OASL	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000135114	ENSG00000135114
VIR_M1b	8638	OASL	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000135114	ENSG00000135114
VIR_M2	8651	SOCS1	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000185338	ENSG00000185338
VIR_M2	868	CBLB	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000114423	ENSG00000114423
VIR_M1a	8725	URI1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000105176	ENSG00000105176
VIR_M2	8743	TNFSF10	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000121858	ENSG00000121858
VIR_M2	8744	TNFSF9	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000125657	ENSG00000125657
VIR_M2	8763	CD164	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000135535	ENSG00000135535
VIR_M1a	8767	RIPK2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000104312	ENSG00000104312
VIR_M1b	8767	RIPK2	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000104312	ENSG00000104312
VIR_M2	8767	RIPK2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000104312	ENSG00000104312
BACT_M2	9016	SLC25A14	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000102078	ENSG00000102078
VIR_M2	9034	CCRL2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000121797	ENSG00000121797
VIR_M1a	912	CD1D	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000158473	ENSG00000158473
VIR_M2	912	CD1D	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000158473	ENSG00000158473
VIR_M1a	91351	DDX60L	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000181381	ENSG00000181381
VIR_M1a	91543	RSAD2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000134321	ENSG00000134321
VIR_M1b	91543	RSAD2	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000134321	ENSG00000134321
VIR_M1a	91607	SLFN11	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000172716	ENSG00000172716
VIR_M1a	9188	DDX21	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000165732	ENSG00000165732
