final_module_id	final_module_label	final_module_status	module_direction	module_direction_sign	ENTREZID	SYMBOL	ENSEMBL	GENENAME	selected_refseq_feature_id	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	primary_scoring_weight	optional_abs_logFC_weight	scoring_role	primary_scoring_rule	optional_sensitivity_rule
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	57007	ACKR3		atypical chemokine receptor 3		-1.20676214152757	0.00050446171609778	-1.05576340367082	-1.47761001874289	Tier_1_cross_site_FDR05_direction_concordant	1	1.37087758037425	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	326	AIRE		autoimmune regulator		-1.2266661814181	1.63570659694794e-05	-0.896153325152195	-1.83313369503442	Tier_1_cross_site_FDR05_direction_concordant	1	1.39348850021158	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	654	BMP6		bone morphogenetic protein 6		-1.05820349307331	0.000105796047650359	-1.09864768838497	-1.19374483987505	Tier_1_cross_site_FDR05_direction_concordant	1	1.20211547429853	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	657	BMPR1A		bone morphogenetic protein receptor type 1A		-1.03518850367564	0.00167477742258991	-1.26491482134715	-0.685298335920607	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.17597052668037	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	11120	BTN2A1		butyrophilin subfamily 2 member A1		-0.379658444529749	0.0327783165859606	-0.476991181971386	-0.223511315973265	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.431290667725761	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	10385	BTN2A2		butyrophilin subfamily 2 member A2		-1.45979072394088	6.41302739528099e-17	-1.44284626795883	-1.58198191351521	Tier_1_cross_site_FDR05_direction_concordant	1	1.65831716675803	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	54718	BTN2A3P		butyrophilin subfamily 2 member A3, pseudogene		-1.22863417096999	1.63656916756285e-05	-1.22426571566639	-1.21643226182782	Tier_1_cross_site_FDR05_direction_concordant	1	1.39572412947294	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	11119	BTN3A1		butyrophilin subfamily 3 member A1		-0.99406962505339	2.57670673392069e-10	-0.856215443785058	-1.31788924547635	Tier_1_cross_site_FDR05_direction_concordant	1	1.12925962409768	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	64170	CARD9		caspase recruitment domain family member 9		-0.374873111849995	0.046295780615268	-0.526931119754242	-0.229110328888959	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.425854546505548	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	841	CASP8		caspase 8		-0.636109476896385	0.000672997078737086	-0.7678654421896	-0.521679651404071	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.722618145309894	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	868	CBLB		Cbl proto-oncogene B		-0.462221706089768	0.0078469825712524	-0.0151016670467997	-1.13934894612087	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.525082244657344	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M2	Viral-higher cytokine and innate immune regulation programme	primary_discovery_module	higher_in_viral	-1	56477	CCL28		C-C motif chemokine ligand 28		-0.979653851418915	1.31330571921878e-07	-0.913452415545666	-1.15101878471832	Tier_1_cross_site_FDR05_direction_concordant	1	1.11288335556953	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
