final_module_id	final_module_label	final_module_status	module_direction	module_direction_sign	ENTREZID	SYMBOL	ENSEMBL	GENENAME	selected_refseq_feature_id	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	primary_scoring_weight	optional_abs_logFC_weight	scoring_role	primary_scoring_rule	optional_sensitivity_rule
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	200316	APOBEC3F		apolipoprotein B mRNA editing enzyme catalytic subunit 3F		-0.711547076378691	0.000150658754741308	-0.522192174330288	-1.08194037568067	Tier_1_cross_site_FDR05_direction_concordant	1	0.501736792412238	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	64343	AZI2		5-azacytidine induced 2		-0.998842231966949	6.3302383981623e-06	-1.47917784674294	-0.368805405732579	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.704318680000111	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	1654	DDX3X		DEAD-box helicase 3 X-linked		-0.708960416718184	3.58601062077933e-05	-1.00487133913141	-0.314078614668025	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.499912847989995	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	5610	EIF2AK2		eukaryotic translation initiation factor 2 alpha kinase 2		-1.41816802582432	1.31206652467218e-20	-1.74117673023092	-1.05000643348052	Tier_1_cross_site_FDR05_direction_concordant	1	1	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	63901	FAM111A		FAM111 trypsin like peptidase A		-0.431456780335223	0.0183911981796565	-0.337948324081779	-0.631315734243161	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.304235303912197	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	3429	IFI27		interferon alpha inducible protein 27		-4.76772856416775	2.51896266086772e-33	-5.43444150089658	-4.14967904484638	Tier_1_cross_site_FDR05_direction_concordant	1	3	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	64135	IFIH1		interferon induced with helicase C domain 1		-2.11835974978813	3.64736086490445e-15	-2.66635071862163	-1.48776941166876	Tier_1_cross_site_FDR05_direction_concordant	1	1.49372973527366	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	3434	IFIT1		interferon induced protein with tetratricopeptide repeats 1		-3.77323797706401	5.90023842003119e-28	-4.31758142819668	-3.3023648897722	Tier_1_cross_site_FDR05_direction_concordant	1	2.66064239804785	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	24138	IFIT5		interferon induced protein with tetratricopeptide repeats 5		-2.09147312813928	6.94407834320328e-16	-2.48962886231449	-1.6944507013634	Tier_1_cross_site_FDR05_direction_concordant	1	1.47477103562788	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	primary_discovery_submodule	higher_in_viral	-1	10410	IFITM3		interferon induced transmembrane protein 3		-0.686449914635831	0.000557379185905744	-0.78907208345949	-0.610884140524759	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.484039903689711	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
