final_module_id	final_module_label	final_module_status	module_direction	module_direction_sign	ENTREZID	SYMBOL	ENSEMBL	GENENAME	selected_refseq_feature_id	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	primary_scoring_weight	optional_abs_logFC_weight	scoring_role	primary_scoring_rule	optional_sensitivity_rule
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	498	ATP5F1A		ATP synthase F1 subunit alpha		0.758511889822559	0.000849765529150216	1.10125686173979	0.210439375149438	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	521	ATP5ME		ATP synthase membrane subunit e		0.854381487138956	1.94247709485523e-07	1.11944082086528	0.536979774943048	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.12639168693694	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	9551	ATP5MF		ATP synthase membrane subunit f		0.902637706698252	3.36721317372946e-09	0.898902675239108	0.948244177526573	Tier_1_cross_site_FDR05_direction_concordant	1	1.19001128236686	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	847	CAT		catalase		0.546611511781923	0.00338050113395296	0.220512598721183	1.03226726442018	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.720636708687314	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	4191	MDH2		malate dehydrogenase 2		0.889557533443158	4.2259004662702e-05	1.34372990347824	0.220607022777692	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.17276676262946	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	113115	MTFR2		mitochondrial fission regulator 2		0.90526410150697	0.00136542979637154	1.32495799661447	0.283629656930538	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.19347384484473	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	4696	NDUFA3		NADH:ubiquinone oxidoreductase subunit A3		0.547547173818523	0.000766103014087434	0.666404302924705	0.366683242193272	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.721870258285091	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	4697	NDUFA4		NDUFA4 mitochondrial complex associated		1.43990870418483	6.83851168380457e-10	1.80560661979092	0.976466432194883	Tier_1_cross_site_FDR05_direction_concordant	1	1.8983337288512	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	51103	NDUFAF1		NADH:ubiquinone oxidoreductase complex assembly factor 1		0.787345494836507	1.41133962424495e-06	0.623040737784162	1.05771697821451	Tier_1_cross_site_FDR05_direction_concordant	1	1.03801338568429	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	91942	NDUFAF2		NADH:ubiquinone oxidoreductase complex assembly factor 2		0.93421758325215	0.000950076710939535	1.41038787615625	0.248037153525855	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.23164527252262	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	137682	NDUFAF6		NADH:ubiquinone oxidoreductase complex assembly factor 6		-0.724220963534201	0.00299997132490686	-0.659524331342295	-0.94682931807158	Tier_1_cross_site_FDR05_direction_concordant	1	0.954791840776049	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	55471	NDUFAF7		NADH:ubiquinone oxidoreductase complex assembly factor 7		0.580424098358827	0.00120247288716524	0.61805690113816	0.51760975827121	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.765214238757164	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	284184	NDUFAF8		NADH:ubiquinone oxidoreductase complex assembly factor 8		0.877025274263644	1.35087745689756e-05	1.51808180451778	0.0428620743118842	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	1.15624459686296	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	4707	NDUFB1		NADH:ubiquinone oxidoreductase subunit B1		1.13040482082355	1.42028645004313e-13	1.33302678510374	0.907185513689181	Tier_1_cross_site_FDR05_direction_concordant	1	1.49029281675201	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	4709	NDUFB3		NADH:ubiquinone oxidoreductase subunit B3		0.741485853942643	3.04199410838174e-06	0.737152234652674	0.778148344490649	Tier_1_cross_site_FDR05_direction_concordant	1	0.977553369817447	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	4718	NDUFC2		NADH:ubiquinone oxidoreductase subunit C2		1.01958619210785	1.61824000924309e-07	1.06331966099925	1.02362076498133	Tier_1_cross_site_FDR05_direction_concordant	1	1.34419276189114	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	4724	NDUFS4		NADH:ubiquinone oxidoreductase subunit S4		0.688832203336287	0.00111912727923689	0.830491122962114	0.515053945104625	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.908136329276826	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	4731	NDUFV3		NADH:ubiquinone oxidoreductase subunit V3		0.639635215949223	0.0192210448515391	0.706815816899603	0.542682359672071	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	1	0.843276452922649	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	9016	SLC25A14		solute carrier family 25 member 14		0.532063697195929	0.00548107178909845	0.841979016765444	0.0552508071749986	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.701457293333129	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	84233	TMEM126A		transmembrane protein 126A		0.692007641497845	0.00297556828551306	0.933753992189987	0.382266841751438	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.912322734531859	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	primary_discovery_module	higher_in_bacterial	1	25880	TMEM186		transmembrane protein 186		0.552760305913266	0.00135830443036077	0.879035667586107	0.15458106625207	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	1	0.728743099917095	module_gene	unweighted_mean_z_score	bounded_abs_logFC_weighted_mean_z_score
