requested_entrez	final_module_id	final_module_label	module_direction	requested_symbol	mapped	mapping_rule	rescued_by_entrez	accepted_probe_count	accepted_probe_ids	selected_probe_id	selected_platform_symbol	selected_platform_entrez	selected_probe_mean_expression	selected_probe_median_expression	selected_probe_expression_variance	selected_probe_expression_sd	median_tie_count	selection_rule	selection_reference_population	representative_probe_frozen
665	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	BNIP3L	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1718961;ILMN_2045419	ILMN_1718961	BNIP3L	665	8.94721962695891	8.5249448305	1.6955601540651	1.30213676473138	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
717	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	C2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1710740	ILMN_1710740	C2	717	6.28631382688356	6.1950881985	0.0718457280563097	0.268040534353127	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
64170	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CARD9	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1712532	ILMN_1712532	CARD9	64170	7.50884254116438	7.5047268655	0.193423254803039	0.439799107324059	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
6355	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CCL8	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1772964	ILMN_1772964	CCL8	6355	6.49136821865069	6.105062017	1.25623603789467	1.12081936006417	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
11126	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CD160	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1742001	ILMN_1742001	CD160	11126	6.32724193939726	6.2096576925	0.147010855841454	0.383419947109503	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
912	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CD1D	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1719433;ILMN_1892782	ILMN_1719433	CD1D	912	7.85834808134247	7.9028132765	0.364997871298303	0.604150536951101	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
958	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CD40	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1779257;ILMN_2367818	ILMN_1779257	CD40	958	6.50874886376712	6.4802504895	0.103305504201061	0.321411736252833	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
1021	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CDK6	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1802615	ILMN_1802615	CDK6	1021	7.21603165808904	7.267569543	0.204295652321077	0.451990765747573	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10462	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CLEC10A	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1653166;ILMN_1704797;ILMN_2415303	ILMN_2415303	CLEC10A	10462	6.2011807759726	6.1578535405	0.0497739869322472	0.223100844759152	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
58487	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CREBZF	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1784847	ILMN_1784847	CREBZF	58487	6.22534161500685	6.220460872	0.0222501391565595	0.149164805354881	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
1435	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	CSF1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1733402;ILMN_1805930;ILMN_2302947	ILMN_1733402	CSF1	1435	5.91443921265753	5.922732855	0.0168231907343316	0.129704243316599	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10521	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DDX17	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1675124;ILMN_1774513;ILMN_2371590	ILMN_2371590	DDX17	10521	9.32379185328082	9.38906371	0.285532452521969	0.534352367377529	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9188	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DDX21	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1735461	ILMN_1735461	DDX21	9188	7.99404112120548	8.0183419185	0.213073274739157	0.461598607817612	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
1654	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DDX3X	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1728870;ILMN_1794392	ILMN_1794392	DDX3X	1654	9.34037866027397	9.4184411585	0.284084250410274	0.532995544456306	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
55601	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DDX60	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1795181	ILMN_1795181	DDX60	55601	7.26887634077397	7.158817507	0.697310426027222	0.835051151742947	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
91351	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DDX60L	FALSE	UNMAPPED	FALSE	0	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DEFB1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1686573	ILMN_1686573	DEFB1	1672	6.13380502176712	6.0162290905	0.363290492320262	0.602735839585023	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
79132	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DHX58	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1678422	ILMN_1678422	DHX58	79132	7.28206635492466	6.920298322	0.869109626208126	0.932260492677946	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
151636	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DTX3L	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1784380	ILMN_1784380	DTX3L	151636	6.48564149389041	6.4026804975	0.118048075111669	0.343581249650892	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
5610	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	EIF2AK2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1706502	ILMN_1706502	EIF2AK2	5610	10.1747712692466	10.11177749	1.11314668186409	1.05505766755381	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
23052	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	ENDOD1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1699022	ILMN_1699022	ENDOD1	23052	6.63236950406164	6.576309099	0.107974774049966	0.328595152200951	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
50943	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	FOXP3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1768049	ILMN_1768049	FOXP3	50943	5.90015888341096	5.8927100825	0.0217134203435531	0.147354743200051	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
2444	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	FRK	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1727605	ILMN_1727605	FRK	2444	5.77476115694521	5.7749398125	0.0163836856442601	0.127998772042001	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10146	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	G3BP1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_2344455;ILMN_2357809	ILMN_2344455	G3BP1	10146	6.77338859840411	6.7121621205	0.102417166928472	0.320026822201627	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9908	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	G3BP2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	ILMN_1720422;ILMN_1759622;ILMN_2381753;ILMN_2381758	ILMN_2381753	G3BP2	9908	8.49989024040411	8.536249026	0.175675399205897	0.419136492333818	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
2625	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	GATA3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_2406656	ILMN_2406656	GATA3	2625	6.22840007293836	6.224132364	0.0238843820826699	0.154545728128182	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
2633	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	GBP1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1701114;ILMN_2148785	ILMN_2148785	GBP1	2633	8.60132826232192	8.459834033	1.88450649783895	1.37277328712317	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
2635	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	GBP3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1725314	ILMN_1725314	GBP3	2635	6.20408645980822	6.187624757	0.0230061910858537	0.151677918913247	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
51191	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	HERC5	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1729749	ILMN_1729749	HERC5	51191	10.0202211233767	10.108377065	2.95399639977685	1.71871940693554	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3429	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFI27	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_2058782	ILMN_2058782	IFI27	3429	10.7911372623288	11.825889005	7.43188678642614	2.72614870952157	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3430	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFI35	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1745374	ILMN_1745374	IFI35	3430	9.78822636769178	9.7861590835	1.19337225346105	1.09241578781206	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10561	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFI44	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1760062	ILMN_1760062	IFI44	10561	9.06046147309589	9.0937052265	3.10050539887832	1.76082520395362	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10964	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFI44L	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1723912	ILMN_1723912	IFI44L	10964	9.66868060043836	10.0335805025	4.53229876641816	2.12891962422684	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
2537	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFI6	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1687384;ILMN_2347798	ILMN_1687384	IFI6	2537	11.3923930088973	11.27923215	1.06404923757651	1.03152762327362	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
64135	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFIH1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1781373	ILMN_1781373	IFIH1	64135	7.97883609533562	7.8615467855	1.08873055490659	1.04342251983872	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3434	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFIT1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1699331;ILMN_1707695	ILMN_1707695	IFIT1	3434	8.85163668250685	8.87628572	3.76589001492073	1.94059012027804	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
439996	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFIT1B	TRUE	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	1	ILMN_1759155	ILMN_1759155	IFIT1L	439996	8.29610291456849	7.815348743	3.43814489049071	1.85422352764997	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3433	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFIT2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1739428	ILMN_1739428	IFIT2	3433	10.3171785193014	10.426653205	3.02333582050908	1.73877422930899	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3437	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFIT3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1664543;ILMN_1701789;ILMN_2239754	ILMN_1701789	IFIT3	3437	10.2885235642329	10.528084415	3.68358144217854	1.91926586021284	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
24138	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFIT5	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1696654	ILMN_1696654	IFIT5	24138	6.74478334109589	6.5934141815	0.285945460843103	0.534738684633067	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10410	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IFITM3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1805750	ILMN_1805750	IFITM3	10410	12.2551041544795	12.4695558	1.6523276887168	1.28542899014951	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
246778	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IL27	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1753758	ILMN_1753758	IL27	246778	6.13488797965069	6.1047268285	0.109527836683425	0.330949900564156	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10527	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IPO7	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1652378	ILMN_1652378	IPO7	10527	6.10329192705479	6.13199909	0.0156163621329965	0.12496544375545	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3665	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IRF7	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1674646;ILMN_1798181;ILMN_2349061	ILMN_1798181	IRF7	3665	10.1514596375822	10.04650167	1.56333808881472	1.2503351905848	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10379	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	IRF9	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1745471	ILMN_1745471	IRF9	10379	10.575692482774	10.614183175	0.365038446899073	0.604184116721942	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9636	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	ISG15	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_2054019	ILMN_2054019	ISG15	9636	9.18550530482877	8.86079701	3.23739723876325	1.79927686551104	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3669	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	ISG20	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1659913	ILMN_1659913	ISG20	3669	11.3561145184452	11.309976025	0.599590182075721	0.774332087721877	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10219	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	KLRG1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1658399;ILMN_2124920	ILMN_1658399	KLRG1	10219	7.68978199510959	7.5780444715	0.540057652530577	0.734886149366401	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
23547	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	LILRA4	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1702385	ILMN_1702385	LILRA4	23547	6.00817681553425	6.041168594	0.0269850068318989	0.16427113815853	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
4063	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	LY9	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1731928;ILMN_1756275;ILMN_1812278	ILMN_1812278	LY9	4063	7.38563835673973	7.3944428915	0.384269693730251	0.619894905391431	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10892	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MALT1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1730986;ILMN_2387791	ILMN_1730986	MALT1	10892	6.78046484780822	6.7766080155	0.0990631022191387	0.314742914485996	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9782	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MATR3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	ILMN_1660179;ILMN_1815107;ILMN_2296369;ILMN_2411076	ILMN_1815107	MATR3	9782	8.97214945765754	8.944208888	0.431087017033369	0.656572171991297	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
255231	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MCOLN2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1660462	ILMN_1660462	MCOLN2	255231	6.79392975891781	6.7319190845	0.207169379203618	0.455158630813058	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
4210	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MEFV	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1804738;ILMN_2115752	ILMN_1804738	MEFV	4210	7.11310464602055	7.047043081	0.309147039197714	0.556009927247449	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9258	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MFHAS1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1745686	ILMN_1745686	MFHAS1	9258	6.97987485512329	6.966941816	0.135442920881539	0.368025706821601	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
100507436	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MICA	FALSE	EXACT_SYMBOL_WITH_CONFLICTING_ENTREZ_NOT_ACCEPTED	FALSE	0	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11043	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MID2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1760180;ILMN_2264597;ILMN_2382648	ILMN_1760180	MID2	11043	6.14682634791781	6.1452289475	0.0236849048662675	0.153899008659145	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
4343	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MOV10	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1725700	ILMN_1725700	MOV10	4343	7.42190695753425	7.243176038	0.575043203765526	0.75831603158942	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
4599	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MX1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1662358	ILMN_1662358	MX1	4599	11.9429128112123	12.143252325	2.0532208755754	1.43290644341331	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
4600	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	MX2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_2231928	ILMN_2231928	MX2	4600	10.137709171089	10.060708245	0.998279431254132	0.999139345263779	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
23138	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	N4BP3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1678531	ILMN_1678531	N4BP3	23138	5.84768136397945	5.8709607175	0.0219500397694181	0.148155458115515	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
64127	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	NOD2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1762594	ILMN_1762594	NOD2	64127	7.67345355781507	7.5884500465	0.425876376283963	0.652592044300237	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
51251	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	NT5C3A	TRUE	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	2	ILMN_1769734;ILMN_2352121	ILMN_2352121	NT5C3	51251	9.7688375695	9.769689588	0.848257106062173	0.921008743749034	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
4938	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	OAS1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	ILMN_1658247;ILMN_1672606;ILMN_1675640;ILMN_2410826	ILMN_2410826	OAS1	4938	8.31011757097945	8.2237200155	1.55753980755127	1.24801434589161	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
4939	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	OAS2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	ILMN_1674063;ILMN_1709333;ILMN_1736729;ILMN_2248970	ILMN_1674063	OAS2	4939	10.5910237955548	10.486420385	1.9031885666108	1.37956100503414	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
4940	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	OAS3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1745397;ILMN_2184262	ILMN_1745397	OAS3	4940	8.51031852344521	8.4242722685	2.55884997565846	1.599640577023	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
