requested_entrez	final_module_id	final_module_label	module_direction	requested_symbol	mapped	mapping_rule	rescued_by_entrez	accepted_probe_count	accepted_probe_ids	selected_probe_id	selected_platform_symbol	selected_platform_entrez	selected_probe_mean_expression	selected_probe_median_expression	selected_probe_expression_variance	selected_probe_expression_sd	median_tie_count	selection_rule	selection_reference_population	representative_probe_frozen
8638	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	OASL	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1674811;ILMN_1681721	ILMN_1674811	OASL	8638	8.598957092	8.5186575425	2.14563431137702	1.46479838591426	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
54726	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	OTUD4	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1708203;ILMN_2287604;ILMN_2394975	ILMN_1708203	OTUD4	54726	6.49160350699315	6.4447362975	0.0496535717684842	0.22283081422569	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
54625	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PARP14	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1691731	ILMN_1691731	PARP14	54625	8.31023792342466	8.207662051	0.690162720194685	0.830760326565181	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
83666	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PARP9	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1731224;ILMN_2053527	ILMN_1731224	PARP9	83666	9.58398411480822	9.756454399	0.850357590696571	0.92214835612095	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
11040	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PIM2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1748283	ILMN_1748283	PIM2	11040	9.98542384573288	10.0414184	0.260722985614436	0.510610404921831	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
122618	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PLD4	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1695490	ILMN_1695490	PLD4	122618	6.03504639183562	6.046317976	0.0161741495822009	0.127177630038466	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
403313	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PLPP6	TRUE	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	1	ILMN_1802628	ILMN_1802628	PPAPDC2	403313	6.40248508043836	6.3849758825	0.030850031255783	0.175641769678465	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
5359	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PLSCR1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1745242	ILMN_1745242	PLSCR1	5359	7.17017219406849	7.113262435	0.564765719973445	0.751508962004742	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
5366	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PMAIP1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1689525;ILMN_2098446	ILMN_2098446	PMAIP1	5366	6.16297778544521	6.1497067935	0.0361505891074716	0.190133082622335	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
5371	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PML	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	7	ILMN_1728019;ILMN_1731299;ILMN_1750861;ILMN_1808599;ILMN_1811588;ILMN_2248192;ILMN_2398378	ILMN_1728019	PML	5371	7.5152431325548	7.4039827405	0.479596220232175	0.692528858772091	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
55718	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	POLR3E	FALSE	UNMAPPED	FALSE	0	none	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
639	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PRDM1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	ILMN_1655077;ILMN_2294784;ILMN_2298159;ILMN_2414165	ILMN_1655077	PRDM1	639	7.45980207472603	7.406612634	0.274455665129383	0.523885164066882	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
5551	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PRF1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1740633	ILMN_1740633	PRF1	5551	8.57183699819863	8.5546919045	1.02348682468461	1.01167525653473	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
8575	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	PRKRA	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1758474	ILMN_1758474	PRKRA	8575	7.17161627796575	7.1647047645	0.103569987152281	0.321822912721082	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
23586	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	RIGI	TRUE	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	1	ILMN_1797001	ILMN_1797001	DDX58	23586	7.38092479879452	7.192969963	0.732119560379745	0.855639854366161	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
8767	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	RIPK2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1758939	ILMN_1758939	RIPK2	8767	7.42001972656849	7.302266391	0.179610181108303	0.423804413743301	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
91543	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	RSAD2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1657871	ILMN_1657871	RSAD2	91543	8.44276418379452	8.450099675	3.15128340422005	1.77518545628902	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
64108	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	RTP4	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_2173975	ILMN_2173975	RTP4	64108	6.91542013684247	6.776896666	0.497204771564817	0.70512748603697	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
54809	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SAMD9	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1814305	ILMN_1814305	SAMD9	54809	8.79236089587671	8.720549725	0.78676687316536	0.886998801107059	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
256987	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SERINC5	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1789464	ILMN_1789464	SERINC5	256987	6.22602235386301	6.200346881	0.0419274169876965	0.204761854327647	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
710	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SERPING1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1670305;ILMN_1711272	ILMN_1670305	SERPING1	710	7.49317679441781	7.067172552	1.77322575311489	1.33162522997835	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
117157	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SH2D1B	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1701237	ILMN_1701237	SH2D1B	117157	6.31901511870548	6.2461354525	0.101799498896263	0.31906033739132	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
91607	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SLFN11	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1752520;ILMN_2162860	ILMN_1752520	SLFN11	91607	7.88875196226027	7.9147124225	0.158037597068749	0.397539428319694	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
146857	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SLFN13	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_2215862	ILMN_2215862	SLFN13	146857	6.30506902667808	6.271211437	0.0441985308868444	0.210234466457915	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
27293	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SMPDL3B	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1678095;ILMN_1719660;ILMN_1789913	ILMN_1719660	SMPDL3B	27293	5.99131108703425	6.003757996	0.0146489920149575	0.121033020349645	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10417	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SPON2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1676099	ILMN_1676099	SPON2	10417	6.06458568667123	6.075691902	0.052633736996008	0.229420437180317	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
6714	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	SRC	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1685898;ILMN_1729987;ILMN_1778253	ILMN_1729987	SRC	6714	7.29760272232877	7.22842478	0.293141079665609	0.541425045288459	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
6772	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	STAT1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1690105;ILMN_1691364;ILMN_1777325	ILMN_1691364	STAT1	6772	11.094814229137	11.26050709	1.00168461984168	1.00084195547633	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
6773	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	STAT2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1690921	ILMN_1690921	STAT2	6773	10.8708450278014	10.82075189	0.855719890402972	0.925051290687696	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10010	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TANK	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	ILMN_1715069;ILMN_1793849;ILMN_2292387;ILMN_2372773	ILMN_1715069	TANK	10010	8.75138145222603	8.769513781	0.300072563776839	0.547788794862435	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
353376	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TICAM2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1651346	ILMN_1651346	TICAM2	353376	7.44204305714384	7.4223709065	0.137873064574844	0.371312623775229	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
7098	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TLR3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1689578;ILMN_2155708	ILMN_1689578	TLR3	7098	6.00421644478082	6.01482211	0.0115609525633215	0.107521870162872	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
51284	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TLR7	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1677827	ILMN_1677827	TLR7	51284	7.23247165105479	7.0698703315	0.465980632234464	0.682627740598391	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
7292	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TNFSF4	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1746175;ILMN_2089875	ILMN_2089875	TNFSF4	7292	6.45327864861644	6.4088773755	0.0783895860015631	0.279981402956631	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9618	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRAF4	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1745976;ILMN_1763104	ILMN_1763104	TRAF4	9618	6.07148088236301	6.1125833895	0.0102956408035127	0.101467437158493	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
11277	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TREX1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1676997;ILMN_1770955	ILMN_1676997	TREX1	11277	5.96490941730822	5.967492194	0.0133182493268341	0.115404719690462	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9830	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRIM14	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	ILMN_1677542;ILMN_1713542;ILMN_1772689;ILMN_2383290	ILMN_1772689	TRIM14	9830	6.37228612178082	6.217624595	0.2079338039582	0.455997592053072	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10346	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRIM22	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1779252	ILMN_1779252	TRIM22	10346	9.3109811214589	9.388353578	0.961498460101503	0.980560278668019	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
22954	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRIM32	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1654737	ILMN_1654737	TRIM32	22954	6.33115546476712	6.3323380745	0.0295181059096118	0.171808340628771	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
23087	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRIM35	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1671765;ILMN_1740389	ILMN_1671765	TRIM35	23087	6.09470372309589	6.126852021	0.00952099217508411	0.0975755716103375	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10475	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRIM38	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1697971	ILMN_1697971	TRIM38	10475	8.48044124163699	8.430250396	0.379807904954139	0.616285570944297	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
85363	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRIM5	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1704972;ILMN_1737599;ILMN_2404665	ILMN_1704972	TRIM5	85363	7.32559481989041	7.207895336	0.421793302610785	0.64945615911375	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
84851	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRIM52	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1754130	ILMN_1754130	TRIM52	84851	7.14255693812329	7.1035892305	0.105498168015757	0.324804815259499	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
117854	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRIM6	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1654786;ILMN_1656910	ILMN_1656910	TRIM6	117854	6.24535859008219	6.1550127505	0.105705350107858	0.325123592050559	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9246	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	UBE2L6	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1703108;ILMN_1769520;ILMN_2252495	ILMN_1769520	UBE2L6	9246	11.5523875015822	11.66135486	0.83504461649195	0.91380775685696	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
8725	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	URI1	TRUE	EXACT_ENTREZ_HISTORICAL_OR_ALTERNATE_SYMBOL	TRUE	2	ILMN_1798728;ILMN_2406892	ILMN_1798728	C19orf2	8725	8.83264434868493	8.8939517965	0.337436782199155	0.580893090163031	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9213	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	XPR1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1798030;ILMN_2104106	ILMN_2104106	XPR1	9213	7.19604302958219	7.21955692	0.0738715132430291	0.271793144216386	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
81030	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	ZBP1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1765994	ILMN_1765994	ZBP1	81030	9.33064382708904	9.167904955	1.65929562993849	1.28813649507282	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
22890	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	ZBTB1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1750246	ILMN_1750246	ZBTB1	22890	5.92624272122603	5.9247083795	0.0124127715969747	0.111412618661329	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
56829	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	ZC3HAV1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1667068;ILMN_1724837;ILMN_1729973	ILMN_1667068	ZC3HAV1	56829	9.15170794823973	9.1213707265	0.213854877400186	0.462444458719299	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
85364	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	ZCCHC3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1786852	ILMN_1786852	ZCCHC3	85364	6.50521200772603	6.485165339	0.0408880521432169	0.2022079428292	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10771	VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	ZMYND11	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1734783;ILMN_1753110;ILMN_1754234	ILMN_1754234	ZMYND11	10771	8.3723909920548	8.3606609965	0.393042110212042	0.626930706068894	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
200316	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	APOBEC3F	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	4	ILMN_1702706;ILMN_1710726;ILMN_2296950;ILMN_2412172	ILMN_2296950	APOBEC3F	200316	7.30479982407534	7.2473279915	0.184768144506427	0.429846652315016	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
64343	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	AZI2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1733680	ILMN_1733680	AZI2	64343	6.75400669830822	6.7058752865	0.12806197289559	0.357857475673752	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
1654	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	DDX3X	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1728870;ILMN_1794392	ILMN_1794392	DDX3X	1654	9.34037866027397	9.4184411585	0.284084250410274	0.532995544456306	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
5610	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	EIF2AK2	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1706502	ILMN_1706502	EIF2AK2	5610	10.1747712692466	10.11177749	1.11314668186409	1.05505766755381	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
63901	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	FAM111A	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1778845;ILMN_2410038	ILMN_2410038	FAM111A	63901	8.7707756985	8.754707192	0.254278244631255	0.504260096211524	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3429	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	IFI27	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_2058782	ILMN_2058782	IFI27	3429	10.7911372623288	11.825889005	7.43188678642614	2.72614870952157	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
64135	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	IFIH1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1781373	ILMN_1781373	IFIH1	64135	7.97883609533562	7.8615467855	1.08873055490659	1.04342251983872	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3434	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	IFIT1	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	2	ILMN_1699331;ILMN_1707695	ILMN_1707695	IFIT1	3434	8.85163668250685	8.87628572	3.76589001492073	1.94059012027804	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
24138	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	IFIT5	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1696654	ILMN_1696654	IFIT5	24138	6.74478334109589	6.5934141815	0.285945460843103	0.534738684633067	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
10410	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	IFITM3	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_1805750	ILMN_1805750	IFITM3	10410	12.2551041544795	12.4695558	1.6523276887168	1.28542899014951	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
3665	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	IRF7	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	3	ILMN_1674646;ILMN_1798181;ILMN_2349061	ILMN_1798181	IRF7	3665	10.1514596375822	10.04650167	1.56333808881472	1.2503351905848	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
9636	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	ISG15	TRUE	EXACT_ENTREZ_WITH_EXACT_SYMBOL_SUPPORT	FALSE	1	ILMN_2054019	ILMN_2054019	ISG15	9636	9.18550530482877	8.86079701	3.23739723876325	1.79927686551104	1	Highest median expression across all 146 samples; lexicographically smallest probe ID for exact ties	All 146 GSE72810 samples	TRUE
