requested_entrez	requested_symbol	module_memberships	candidate_probe_count	median_rule_probe_id	median_rule_probe_median	median_rule_probe_variance	median_rule_tie_count	variance_rule_probe_id	variance_rule_probe_median	variance_rule_probe_variance	variance_rule_tie_count	same_probe_selected
6164	RPL34	BACT_M1	2	ILMN_1706873	6.763284268	0.306364867310282	1	ILMN_1706873	6.763284268	0.306364867310282	1	TRUE
6133	RPL9	BACT_M1	3	ILMN_1750507	11.03159204	1.52608665327778	1	ILMN_1750507	11.03159204	1.52608665327778	1	TRUE
6175	RPLP0	BACT_M1	3	ILMN_1709880	12.10260945	0.571178214958841	1	ILMN_1709880	12.10260945	0.571178214958841	1	TRUE
6210	RPS15A	BACT_M1	3	ILMN_1787949	12.27097554	0.926353310579098	1	ILMN_2337241	10.499514885	1.02008394542132	1	FALSE
6229	RPS24	BACT_M1	2	ILMN_1656625	9.403291381	1.33091797872517	1	ILMN_1656625	9.403291381	1.33091797872517	1	TRUE
6232	RPS27	BACT_M1	3	ILMN_1660498	13.16999273	0.544554485459612	1	ILMN_1696839	9.871646106	1.10344076337441	1	FALSE
6189	RPS3A	BACT_M1	3	ILMN_2139943	10.625575865	1.62862511874222	1	ILMN_2139943	10.625575865	1.62862511874222	1	TRUE
6192	RPS4Y1	BACT_M1	1	ILMN_1783142	9.305845109	4.76581742440643	1	ILMN_1783142	9.305845109	4.76581742440643	1	TRUE
6201	RPS7	BACT_M1	2	ILMN_1750722	6.2772790565	0.0739305960740217	1	ILMN_1750722	6.2772790565	0.0739305960740217	1	TRUE
6203	RPS9	BACT_M1	2	ILMN_1749447	11.97457271	0.300172967571853	1	ILMN_2038772	11.80757563	0.320550216773486	1	FALSE
91543	RSAD2	VIR_M1a;VIR_M1b	1	ILMN_1657871	8.450099675	3.15128340422005	1	ILMN_1657871	8.450099675	3.15128340422005	1	TRUE
64108	RTP4	VIR_M1a	1	ILMN_2173975	6.776896666	0.497204771564817	1	ILMN_2173975	6.776896666	0.497204771564817	1	TRUE
54809	SAMD9	VIR_M1a	1	ILMN_1814305	8.720549725	0.78676687316536	1	ILMN_1814305	8.720549725	0.78676687316536	1	TRUE
256987	SERINC5	VIR_M1a	1	ILMN_1789464	6.200346881	0.0419274169876965	1	ILMN_1789464	6.200346881	0.0419274169876965	1	TRUE
5272	SERPINB9	VIR_M2	2	ILMN_1742052	6.348200796	0.0350883537538217	1	ILMN_1742052	6.348200796	0.0350883537538217	1	TRUE
710	SERPING1	VIR_M1a	2	ILMN_1670305	7.067172552	1.77322575311489	1	ILMN_1670305	7.067172552	1.77322575311489	1	TRUE
117157	SH2D1B	VIR_M1a	1	ILMN_1701237	6.2461354525	0.101799498896263	1	ILMN_1701237	6.2461354525	0.101799498896263	1	TRUE
23411	SIRT1	VIR_M2	1	ILMN_1739083	6.7693478615	0.0945270445379078	1	ILMN_1739083	6.7693478615	0.0945270445379078	1	TRUE
9016	SLC25A14	BACT_M2	2	ILMN_1743770	6.4696005795	0.0330002984946759	1	ILMN_1743770	6.4696005795	0.0330002984946759	1	TRUE
91607	SLFN11	VIR_M1a	2	ILMN_1752520	7.9147124225	0.158037597068749	1	ILMN_1752520	7.9147124225	0.158037597068749	1	TRUE
146857	SLFN13	VIR_M1a	1	ILMN_2215862	6.271211437	0.0441985308868444	1	ILMN_2215862	6.271211437	0.0441985308868444	1	TRUE
4088	SMAD3	VIR_M2	1	ILMN_1682738	7.4243616715	0.122887758577264	1	ILMN_1682738	7.4243616715	0.122887758577264	1	TRUE
27293	SMPDL3B	VIR_M1a	3	ILMN_1719660	6.003757996	0.0146489920149575	1	ILMN_1789913	5.832699262	0.0197977836524847	1	FALSE
8651	SOCS1	VIR_M2	1	ILMN_1774733	7.0778340375	0.711148644428158	1	ILMN_1774733	7.0778340375	0.711148644428158	1	TRUE
10417	SPON2	VIR_M1a;VIR_M2	1	ILMN_1676099	6.075691902	0.052633736996008	1	ILMN_1676099	6.075691902	0.052633736996008	1	TRUE
6714	SRC	VIR_M1a	3	ILMN_1729987	7.22842478	0.293141079665609	1	ILMN_1729987	7.22842478	0.293141079665609	1	TRUE
6772	STAT1	VIR_M1a;VIR_M1b	3	ILMN_1691364	11.26050709	1.00168461984168	1	ILMN_1690105	9.186810028	1.10338545224032	1	FALSE
6773	STAT2	VIR_M1a;VIR_M1b	1	ILMN_1690921	10.82075189	0.855719890402972	1	ILMN_1690921	10.82075189	0.855719890402972	1	TRUE
10010	TANK	VIR_M1a;VIR_M1b	4	ILMN_1715069	8.769513781	0.300072563776839	1	ILMN_1715069	8.769513781	0.300072563776839	1	TRUE
6938	TCF12	VIR_M2	3	ILMN_2314007	6.872183425	0.0922325628346622	1	ILMN_2314007	6.872183425	0.0922325628346622	1	TRUE
6932	TCF7	VIR_M2	6	ILMN_1676470	7.0304102095	0.264675451873621	1	ILMN_1676470	7.0304102095	0.264675451873621	1	TRUE
7049	TGFBR3	VIR_M2	1	ILMN_1784287	7.308534761	0.678399177738227	1	ILMN_1784287	7.308534761	0.678399177738227	1	TRUE
353376	TICAM2	VIR_M1a	1	ILMN_1651346	7.4223709065	0.137873064574844	1	ILMN_1651346	7.4223709065	0.137873064574844	1	TRUE
7098	TLR3	VIR_M1a;VIR_M1b;VIR_M2	2	ILMN_1689578	6.01482211	0.0115609525633215	1	ILMN_2155708	5.7660565905	0.0127424235648223	1	FALSE
51284	TLR7	VIR_M1a;VIR_M1b;VIR_M2	1	ILMN_1677827	7.0698703315	0.465980632234464	1	ILMN_1677827	7.0698703315	0.465980632234464	1	TRUE
84233	TMEM126A	BACT_M2	1	ILMN_2217809	7.388407491	0.312699043206736	1	ILMN_2217809	7.388407491	0.312699043206736	1	TRUE
25880	TMEM186	BACT_M2	1	ILMN_2230998	6.171173766	0.00859308925276158	1	ILMN_2230998	6.171173766	0.00859308925276158	1	TRUE
7293	TNFRSF4	VIR_M2	2	ILMN_2112256	6.474641828	0.132205209647686	1	ILMN_2112256	6.474641828	0.132205209647686	1	TRUE
8743	TNFSF10	VIR_M2	1	ILMN_1801307	9.920512042	0.761158732866141	1	ILMN_1801307	9.920512042	0.761158732866141	1	TRUE
9966	TNFSF15	VIR_M2	2	ILMN_2106380	7.248703615	0.16440823496302	1	ILMN_2106380	7.248703615	0.16440823496302	1	TRUE
7292	TNFSF4	VIR_M1a;VIR_M2	2	ILMN_2089875	6.4088773755	0.0783895860015631	1	ILMN_2089875	6.4088773755	0.0783895860015631	1	TRUE
944	TNFSF8	VIR_M2	1	ILMN_1761778	6.2494353265	0.0334606877999024	1	ILMN_1761778	6.2494353265	0.0334606877999024	1	TRUE
8744	TNFSF9	VIR_M2	1	ILMN_1751464	6.102096447	0.0110331930977985	1	ILMN_1751464	6.102096447	0.0110331930977985	1	TRUE
9868	TOMM70	VIR_M1b	1	ILMN_1746426	7.797408761	0.153176127482775	1	ILMN_1746426	7.797408761	0.153176127482775	1	TRUE
9618	TRAF4	VIR_M1a	2	ILMN_1763104	6.1125833895	0.0102956408035127	1	ILMN_1745976	5.891256395	0.0261599255190427	1	FALSE
11277	TREX1	VIR_M1a;VIR_M1b	2	ILMN_1676997	5.967492194	0.0133182493268341	1	ILMN_1770955	5.9413217835	0.0179355588967822	1	FALSE
9830	TRIM14	VIR_M1a	4	ILMN_1772689	6.217624595	0.2079338039582	1	ILMN_1772689	6.217624595	0.2079338039582	1	TRUE
10346	TRIM22	VIR_M1a;VIR_M2	1	ILMN_1779252	9.388353578	0.961498460101503	1	ILMN_1779252	9.388353578	0.961498460101503	1	TRUE
22954	TRIM32	VIR_M1a	1	ILMN_1654737	6.3323380745	0.0295181059096118	1	ILMN_1654737	6.3323380745	0.0295181059096118	1	TRUE
23087	TRIM35	VIR_M1a	2	ILMN_1671765	6.126852021	0.00952099217508411	1	ILMN_1671765	6.126852021	0.00952099217508411	1	TRUE
10475	TRIM38	VIR_M1a	1	ILMN_1697971	8.430250396	0.379807904954139	1	ILMN_1697971	8.430250396	0.379807904954139	1	TRUE
85363	TRIM5	VIR_M1a	3	ILMN_1704972	7.207895336	0.421793302610785	1	ILMN_1704972	7.207895336	0.421793302610785	1	TRUE
84851	TRIM52	VIR_M1a	1	ILMN_1754130	7.1035892305	0.105498168015757	1	ILMN_1754130	7.1035892305	0.105498168015757	1	TRUE
117854	TRIM6	VIR_M1a;VIR_M1b	2	ILMN_1656910	6.1550127505	0.105705350107858	1	ILMN_1656910	6.1550127505	0.105705350107858	1	TRUE
7311	UBA52	BACT_M1	2	ILMN_1782977	13.693099075	0.0984694134070568	1	ILMN_2368576	7.1129634275	0.145272703086937	1	FALSE
9246	UBE2L6	VIR_M1a	3	ILMN_1769520	11.66135486	0.83504461649195	1	ILMN_1769520	11.66135486	0.83504461649195	1	TRUE
8725	URI1	VIR_M1a	2	ILMN_1798728	8.8939517965	0.337436782199155	1	ILMN_1798728	8.8939517965	0.337436782199155	1	TRUE
29802	VPREB3	VIR_M2	1	ILMN_1700147	9.0352781175	0.859728431758329	1	ILMN_1700147	9.0352781175	0.859728431758329	1	TRUE
9213	XPR1	VIR_M1a	2	ILMN_2104106	7.21955692	0.0738715132430291	1	ILMN_2104106	7.21955692	0.0738715132430291	1	TRUE
81030	ZBP1	VIR_M1a	1	ILMN_1765994	9.167904955	1.65929562993849	1	ILMN_1765994	9.167904955	1.65929562993849	1	TRUE
22890	ZBTB1	VIR_M1a;VIR_M2	1	ILMN_1750246	5.9247083795	0.0124127715969747	1	ILMN_1750246	5.9247083795	0.0124127715969747	1	TRUE
57621	ZBTB2	VIR_M2	1	ILMN_1766247	6.1025971885	0.0110277665588149	1	ILMN_1766247	6.1025971885	0.0110277665588149	1	TRUE
26137	ZBTB20	VIR_M1b;VIR_M2	1	ILMN_1689456	7.655431318	0.173037112181984	1	ILMN_1689456	7.655431318	0.173037112181984	1	TRUE
7597	ZBTB25	VIR_M2	2	ILMN_2048982	6.4357829815	0.052310886477183	1	ILMN_2048982	6.4357829815	0.052310886477183	1	TRUE
57684	ZBTB26	VIR_M2	1	ILMN_1718668	5.959847581	0.0153015722379823	1	ILMN_1718668	5.959847581	0.0153015722379823	1	TRUE
10009	ZBTB33	VIR_M2	1	ILMN_1673138	8.206867431	0.203495538377492	1	ILMN_1673138	8.206867431	0.203495538377492	1	TRUE
84614	ZBTB37	VIR_M2	1	ILMN_1785960	5.844006355	0.0191978936815658	1	ILMN_1785960	5.844006355	0.0191978936815658	1	TRUE
9880	ZBTB39	VIR_M2	1	ILMN_1681154	6.1540192095	0.00795855744951931	1	ILMN_1681154	6.1540192095	0.00795855744951931	1	TRUE
166793	ZBTB49	VIR_M2	1	ILMN_2103388	6.723584658	0.0582959384835747	1	ILMN_2103388	6.723584658	0.0582959384835747	1	TRUE
10773	ZBTB6	VIR_M2	1	ILMN_1727218	6.1387836495	0.0109119209355692	1	ILMN_1727218	6.1387836495	0.0109119209355692	1	TRUE
56829	ZC3HAV1	VIR_M1a;VIR_M1b	3	ILMN_1667068	9.1213707265	0.213854877400186	1	ILMN_1729973	7.548599832	0.351814293323034	1	FALSE
85364	ZCCHC3	VIR_M1a	1	ILMN_1786852	6.485165339	0.0408880521432169	1	ILMN_1786852	6.485165339	0.0408880521432169	1	TRUE
10771	ZMYND11	VIR_M1a	3	ILMN_1754234	8.3606609965	0.393042110212042	1	ILMN_1754234	8.3606609965	0.393042110212042	1	TRUE
7690	ZNF131	VIR_M2	1	ILMN_2178088	5.9954997835	0.0243197265986447	1	ILMN_2178088	5.9954997835	0.0243197265986447	1	TRUE
7693	ZNF134	VIR_M2	1	ILMN_1768809	6.4298352405	0.033263832967794	1	ILMN_1768809	6.4298352405	0.033263832967794	1	TRUE
137209	ZNF572	VIR_M2	1	ILMN_1802974	5.97019779	0.0149749459663908	1	ILMN_1802974	5.97019779	0.0149749459663908	1	TRUE
