source_manuscript	source_sha256	clean_docx	clean_docx_sha256	paragraphs	tables	sections	embedded_media_files	format_transformations	empty_comment_parts_removed	placement_items_requiring_relocation	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
docs/complete_manuscript_draft_v2.3_submission_candidate_metadata_restored.md	f3b61e6ddb9f5d38c6211c6cfe0d8694e6ca3b761d52a3245d58df844ab5b2ae	submission/revision_round1/PONE-D-26-30583_clean_revised_manuscript.docx	299e0bd45efa1be622e361905279a915cd5896ddbe6df5343420345ad1eccac9	156	2	1	0	8	1	5	40	40	0	PASS	READY_FOR_RENDER_AND_PLOS_PLACEMENT_CORRECTION
