total_checks	passed_checks	failed_checks	panel_a_rows	panel_b_rows	panel_b_wide_rows	panel_c_rows	panel_a_fdr_supported_rows	panel_a_ci_supported_rows	panel_b_fdr_supported_rows	panel_b_ci_supported_rows	method_discordant_rows	deletion_variants	deletion_direction_preserved_fraction	minimum_deletion_pearson	minimum_gse72810_sensitivity_pearson	svg_raster_image_elements	svg_path_elements	quality_gate	final_status
29	29	0	30	20	10	20	24	25	16	16	4	29826	1	0.994020292486117	0.987432198189249	0	613	PASS	READY_FOR_SUPPLEMENTARY_FIGURE_VISUAL_REVIEW
