base_sample_id	final_module_id	final_module_label	final_module_direction	module_score	matched_genes_n	locked_genes_n	coverage_fraction	sample_group	projection_role
Control_14	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.649618712718759	24	25	0.96	Control	secondary_control_context
Control_15	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.292711165581969	24	25	0.96	Control	secondary_control_context
Control_16	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.183980725485712	24	25	0.96	Control	secondary_control_context
Control_17	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	2.38849396173691	24	25	0.96	Control	secondary_control_context
Control_18	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.673862724020714	24	25	0.96	Control	secondary_control_context
Control_19	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	2.35075337578929	24	25	0.96	Control	secondary_control_context
Control_20	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.03339812068845	24	25	0.96	Control	secondary_control_context
Control_21	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.41804780742709	24	25	0.96	Control	secondary_control_context
Control_22	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.701748575931581	24	25	0.96	Control	secondary_control_context
Control_23	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	2.62231490086346	24	25	0.96	Control	secondary_control_context
Control_24	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.385940013161544	24	25	0.96	Control	secondary_control_context
Control_25	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.270932765454012	24	25	0.96	Control	secondary_control_context
Control_26	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.457891888071009	24	25	0.96	Control	secondary_control_context
Control_27	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.120101571840299	24	25	0.96	Control	secondary_control_context
Control_28	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.706115842400643	24	25	0.96	Control	secondary_control_context
Control_29	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.972268244273458	24	25	0.96	Control	secondary_control_context
Control_30	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.58490081168433	24	25	0.96	Control	secondary_control_context
Control_31	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.96697930734584	24	25	0.96	Control	secondary_control_context
Control_32	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.522565151779992	24	25	0.96	Control	secondary_control_context
Control_33	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0151044710411342	24	25	0.96	Control	secondary_control_context
Control_34	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.575190640580436	24	25	0.96	Control	secondary_control_context
Control_35	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.177799338224544	24	25	0.96	Control	secondary_control_context
Control_36	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.732096051661217	24	25	0.96	Control	secondary_control_context
Control_37	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.711402626911905	24	25	0.96	Control	secondary_control_context
Control_38	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.756669683848019	24	25	0.96	Control	secondary_control_context
Control_39	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.353237525982964	24	25	0.96	Control	secondary_control_context
Control_40	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.352222609304396	24	25	0.96	Control	secondary_control_context
Control_41	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.912900296940391	24	25	0.96	Control	secondary_control_context
Control_42	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.687410184442157	24	25	0.96	Control	secondary_control_context
Control_43	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.239998031807892	24	25	0.96	Control	secondary_control_context
Control_44	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.440466544292734	24	25	0.96	Control	secondary_control_context
Control_45	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.381172949664477	24	25	0.96	Control	secondary_control_context
Control_46	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.307313141492786	24	25	0.96	Control	secondary_control_context
Control_47	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.23745343109215	24	25	0.96	Control	secondary_control_context
Control_48	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.134170406500696	24	25	0.96	Control	secondary_control_context
Control_49	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.61543849596754	24	25	0.96	Control	secondary_control_context
Control_50	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.17335627969735	24	25	0.96	Control	secondary_control_context
Control_51	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.412695568824434	24	25	0.96	Control	secondary_control_context
Control_52	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0441779190805764	24	25	0.96	Control	secondary_control_context
Control_53	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.487452439792823	24	25	0.96	Control	secondary_control_context
Control_54	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-1.2059399859889	24	25	0.96	Control	secondary_control_context
Control_55	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	1.1239810840057	24	25	0.96	Control	secondary_control_context
DefiniteBacterial_01	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.72794568412639	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_02	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-1.09176184924586	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_03	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.449150002066279	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_04	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.514019630400822	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_05	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.110014595248082	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_06	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.307288675065882	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_07	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.380896820645108	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_08	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.119367820286363	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_09	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.373327982741352	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_10	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.104083037198543	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_11	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.224343118697978	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_12	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0985891838022714	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_13	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.498646465896401	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_14	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.501328634092721	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_15	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.220917688170835	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_16	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.17293573953123	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_17	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.01961321675329	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_18	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.799674332705087	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_19	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.99491733816921	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_20	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.309737919116957	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_21	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0253923644380718	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_22	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.26546121832236	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_23	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.994963674327041	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_24	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.74103265340834	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_25	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.196286103319792	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_26	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.359650044981795	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_27	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.26063771728635	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_28	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0837019229700152	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_29	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.269770830782568	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_30	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.550978576959022	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_31	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.397732674292393	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_32	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0100411451578939	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_33	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0775990838093728	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_34	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.257838257046528	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_35	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.289039110798556	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_36	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.480331509433516	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_37	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.125720498914904	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_38	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.219137212977519	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_39	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.806824735247315	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_40	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.45084491960986	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_41	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.731172575780817	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_42	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-1.19480184835414	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_43	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.45368352925339	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_44	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.299084659243218	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_45	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.101571858523437	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_46	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.884363474446655	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_47	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.378234484600273	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_48	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.134020748795393	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_49	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.279071641847226	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_50	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.45984061941633	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_51	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.586779436332603	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteBacterial_52	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.155251064329703	21	21	1	DefiniteBacterial	primary_bacterial
DefiniteViral_01	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.75875101355841	21	21	1	DefiniteViral	primary_viral
DefiniteViral_02	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.324822912718058	21	21	1	DefiniteViral	primary_viral
DefiniteViral_03	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.488988419385712	21	21	1	DefiniteViral	primary_viral
DefiniteViral_04	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	2.12869785264874	21	21	1	DefiniteViral	primary_viral
DefiniteViral_05	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.160771397298252	21	21	1	DefiniteViral	primary_viral
DefiniteViral_06	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.335869910976632	21	21	1	DefiniteViral	primary_viral
DefiniteViral_07	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.513785223259477	21	21	1	DefiniteViral	primary_viral
DefiniteViral_08	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.278318817333589	21	21	1	DefiniteViral	primary_viral
DefiniteViral_09	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.296040928101382	21	21	1	DefiniteViral	primary_viral
DefiniteViral_10	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.493991091713745	21	21	1	DefiniteViral	primary_viral
DefiniteViral_11	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.914654626326781	21	21	1	DefiniteViral	primary_viral
DefiniteViral_12	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.499138735467195	21	21	1	DefiniteViral	primary_viral
DefiniteViral_13	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.251405552961106	21	21	1	DefiniteViral	primary_viral
DefiniteViral_14	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.84323950754056	21	21	1	DefiniteViral	primary_viral
DefiniteViral_15	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0920290186134942	21	21	1	DefiniteViral	primary_viral
DefiniteViral_16	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	2.18003443960916	21	21	1	DefiniteViral	primary_viral
DefiniteViral_17	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.265186110587212	21	21	1	DefiniteViral	primary_viral
DefiniteViral_18	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.240204532169389	21	21	1	DefiniteViral	primary_viral
DefiniteViral_19	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0444589620375551	21	21	1	DefiniteViral	primary_viral
DefiniteViral_20	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.45862073462316	21	21	1	DefiniteViral	primary_viral
DefiniteViral_21	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0876582533711357	21	21	1	DefiniteViral	primary_viral
DefiniteViral_22	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0707209598089934	21	21	1	DefiniteViral	primary_viral
DefiniteViral_23	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.652299033570877	21	21	1	DefiniteViral	primary_viral
DefiniteViral_24	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.454222714053166	21	21	1	DefiniteViral	primary_viral
DefiniteViral_25	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.876748618431302	21	21	1	DefiniteViral	primary_viral
DefiniteViral_26	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.615709138445388	21	21	1	DefiniteViral	primary_viral
DefiniteViral_27	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.497273622028689	21	21	1	DefiniteViral	primary_viral
DefiniteViral_28	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0384603754032284	21	21	1	DefiniteViral	primary_viral
DefiniteViral_29	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.14923070706952	21	21	1	DefiniteViral	primary_viral
DefiniteViral_30	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0690484965214799	21	21	1	DefiniteViral	primary_viral
DefiniteViral_31	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.651310376780669	21	21	1	DefiniteViral	primary_viral
DefiniteViral_32	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0775928257346109	21	21	1	DefiniteViral	primary_viral
DefiniteViral_33	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.179134222877844	21	21	1	DefiniteViral	primary_viral
DefiniteViral_34	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	1.00897694422601	21	21	1	DefiniteViral	primary_viral
DefiniteViral_35	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.614448731386737	21	21	1	DefiniteViral	primary_viral
DefiniteViral_36	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.228553729005673	21	21	1	DefiniteViral	primary_viral
DefiniteViral_37	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.279852188986921	21	21	1	DefiniteViral	primary_viral
DefiniteViral_38	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.550707255258918	21	21	1	DefiniteViral	primary_viral
DefiniteViral_39	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.91162720070612	21	21	1	DefiniteViral	primary_viral
DefiniteViral_40	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.854344882253459	21	21	1	DefiniteViral	primary_viral
DefiniteViral_41	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.893265974587517	21	21	1	DefiniteViral	primary_viral
DefiniteViral_42	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.563296616201757	21	21	1	DefiniteViral	primary_viral
DefiniteViral_43	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.9653490249444	21	21	1	DefiniteViral	primary_viral
DefiniteViral_44	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0984744535363111	21	21	1	DefiniteViral	primary_viral
DefiniteViral_45	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.625857959234327	21	21	1	DefiniteViral	primary_viral
DefiniteViral_46	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.863449265822276	21	21	1	DefiniteViral	primary_viral
DefiniteViral_47	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.53671442051432	21	21	1	DefiniteViral	primary_viral
DefiniteViral_48	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.153194368879573	21	21	1	DefiniteViral	primary_viral
DefiniteViral_49	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.206873274447223	21	21	1	DefiniteViral	primary_viral
DefiniteViral_50	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	2.19835035616038	21	21	1	DefiniteViral	primary_viral
DefiniteViral_51	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.326152743868843	21	21	1	DefiniteViral	primary_viral
DefiniteViral_52	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.10884796771095	21	21	1	DefiniteViral	primary_viral
DefiniteViral_53	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.94571023108227	21	21	1	DefiniteViral	primary_viral
DefiniteViral_54	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0850171703896476	21	21	1	DefiniteViral	primary_viral
DefiniteViral_55	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.517909338605254	21	21	1	DefiniteViral	primary_viral
DefiniteViral_56	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.286278789427726	21	21	1	DefiniteViral	primary_viral
DefiniteViral_57	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.655284305851316	21	21	1	DefiniteViral	primary_viral
DefiniteViral_58	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.174423929541435	21	21	1	DefiniteViral	primary_viral
DefiniteViral_59	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.757363990272087	21	21	1	DefiniteViral	primary_viral
DefiniteViral_60	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.792583244904358	21	21	1	DefiniteViral	primary_viral
DefiniteViral_61	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.600570355381758	21	21	1	DefiniteViral	primary_viral
DefiniteViral_62	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.0936578228302199	21	21	1	DefiniteViral	primary_viral
DefiniteViral_63	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.375719763311318	21	21	1	DefiniteViral	primary_viral
DefiniteViral_64	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0211377272805808	21	21	1	DefiniteViral	primary_viral
DefiniteViral_65	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	0.227436629209406	21	21	1	DefiniteViral	primary_viral
DefiniteViral_66	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.555085630684232	21	21	1	DefiniteViral	primary_viral
DefiniteViral_67	BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	-0.0225898722233886	21	21	1	DefiniteViral	primary_viral
