SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
KLK13	KLK13	26085	940327	ILMN_1666191	-7.111696
KLK14	KLK14	43847	3610253	ILMN_1750850	2.633659
KLK15	KLK15	55554	4200445	ILMN_2347097	3.973642
KLK2	KLK2	3817	1030132	ILMN_2335583	-0.7259661
KLK3	KLK3	354	5050301	ILMN_1655426	11.54928
KLK4	KLK4	9622	5290707	ILMN_1792363	2.088613
KLK5	KLK5	25818	3170687	ILMN_2353054	-2.468191
KLK6	KLK6	5653	6520022	ILMN_1777541	7.048643
KLK7	KLK7	5650	2600767	ILMN_3242535	16.90502
KLK8	KLK8	11202	3140079	ILMN_1705252	4.017466
KLK9	KLK9	284366	3840240	ILMN_2124425	-16.72118
KLKB1	KLKB1	3818	7400240	ILMN_1800468	-0.9862189
KLKP1	KLKP1	606293	6980538	ILMN_2223618	-4.584573
KLLN	KLLN	100144748	50242	ILMN_3238213	52.00037
KLRA1P	KLRA1P	10748	4810427	ILMN_1795431	0.8958372
KLRB1	KLRB1	3820	6200019	ILMN_2079655	778.3464
KLRC1	KLRC1	3821	3830575	ILMN_2384140	39.06684
KLRC2	KLRC2	3822	2360164	ILMN_2059357	8.674736
KLRC3	KLRC3	3823	1070487	ILMN_2386790	62.36744
KLRC4	KLRC4	8302	4010278	ILMN_1719093	-1.816244
KLRC4-KLRK1	KLRC4-KLRK1	100528032	4490204	ILMN_2222443	14.70336
KLRD1	KLRD1	3824	1770598	ILMN_1799134	349.5896
KLRF1	KLRF1	51348	60619	ILMN_2055781	141.8251
KLRG1	KLRG1	10219	4880193	ILMN_1658399	449.1949
KLRG2	KLRG2	346689	2450487	ILMN_2224657	-5.757475
KLRK1	KLRK1	22914	4490204	ILMN_2222443	14.70336
KMO	KMO	8564	2470743	ILMN_1730917	103.0411
KMT2A	KMT2A	4297	2140349	ILMN_1668683	119.8127
KMT2B	KMT2B	9757	4060608	ILMN_1715968	264.4211
KMT2C	KMT2C	58508	2350121	ILMN_1796206	266.9922
KMT2D	KMT2D	8085	60673	ILMN_1802743	6.399201
KMT2E	KMT2E	55904	3120050	ILMN_2259633	454.0279
KMT2E-AS1	KMT2E-AS1	100216545	4570056	ILMN_3247329	1.430278
KMT5A	KMT5A	387893	3130520	ILMN_3208881	163.3647
KMT5B	KMT5B	51111	2480661	ILMN_1669598	226.2944
KMT5C	KMT5C	84787	2350424	ILMN_1735168	41.83607
KNCN	KNCN	148930	940376	ILMN_3247552	30.25494
KNDC1	KNDC1	85442	4830594	ILMN_1702789	7.980557
KNG1	KNG1	3827	1450619	ILMN_1753729	-9.763521
KNL1	KNL1	57082	4260050	ILMN_1715437	13.88845
KNOP1	KNOP1	400506	4760113	ILMN_1783712	43.86579
KNSTRN	KNSTRN	90417	6270452	ILMN_2141807	36.81009
KNTC1	KNTC1	9735	3190524	ILMN_1732516	129.248
KPLCE	KPLCE	100129271	4540482	ILMN_3248515	-2.932322
KPNA1	KPNA1	3836	1170053	ILMN_1676005	329.5175
KPNA2	KPNA2	3838	3420400	ILMN_1678300	96.44106
KPNA3	KPNA3	3839	2760451	ILMN_1708427	232.2459
KPNA4	KPNA4	3840	2850128	ILMN_1664756	882.1844
KPNA5	KPNA5	3841	2360370	ILMN_1669700	0.5281194
KPNA6	KPNA6	23633	5340021	ILMN_1696021	936.6097
KPNA7	KPNA7	402569	4120079	ILMN_3256550	-1.465641
KPNB1	KPNB1	3837	6840577	ILMN_1703949	3077.623
KPRP	KPRP	448834	1690008	ILMN_1780649	-9.092248
KPTN	KPTN	11133	2630167	ILMN_1679543	42.30086
KRAS	KRAS	3845	2470050	ILMN_1728071	308.7009
KRBA1	KRBA1	84626	6270139	ILMN_3239060	139.9258
KRBA2	KRBA2	124751	6620132	ILMN_1685202	-2.326401
KRBOX4	KRBOX4	55634	870373	ILMN_1710768	33.11341
KRBOX5	KRBOX5	124411	6450670	ILMN_1781720	6.720815
KRCC1	KRCC1	51315	2370538	ILMN_1745620	411.2872
KREMEN1	KREMEN1	83999	5310445	ILMN_1700994	151.7031
KREMEN2	KREMEN2	79412	1580379	ILMN_2411935	18.10305
KRI1	KRI1	65095	5090747	ILMN_2347748	160.826
KRIT1	KRIT1	889	2070706	ILMN_2323418	186.9001
KRR1	KRR1	11103	6650044	ILMN_1767579	15.83727
KRT1	KRT1	3848	2450647	ILMN_1735712	368.9153
KRT10	KRT10	3858	5560682	ILMN_1716093	512.1752
KRT10-AS1	KRT10-AS1	147184	3310471	ILMN_1758173	158.4916
KRT12	KRT12	3859	870433	ILMN_1781884	8.709911
KRT13	KRT13	3860	2230035	ILMN_1721218	-8.164581
KRT14	KRT14	3861	5390470	ILMN_1774088	-6.29444
KRT15	KRT15	3866	3710671	ILMN_1770612	3.125262
KRT16	KRT16	3868	450551	ILMN_1736760	4.248235
KRT16P2	KRT16P2	400578	4760192	ILMN_1797704	3.068736
KRT16P3	KRT16P3	644945	5910402	ILMN_1750748	11.65642
KRT17	KRT17	3872	3840445	ILMN_1666845	6.071336
KRT17P5	KRT17P5	339240	4640632	ILMN_3243111	3.175925
KRT18	KRT18	3875	5090554	ILMN_3236458	205.8327
KRT18P55	KRT18P55	284085	4880333	ILMN_2041222	41.35112
KRT19	KRT19	3880	6060630	ILMN_1730777	2.118857
KRT2	KRT2	3849	1240315	ILMN_1669299	-4.510105
KRT20	KRT20	54474	5290674	ILMN_1794729	4.665512
KRT222	KRT222	125113	7160056	ILMN_1801090	-8.521163
KRT23	KRT23	25984	630152	ILMN_1791545	114.8481
KRT24	KRT24	192666	2850372	ILMN_1770663	10.33133
KRT25	KRT25	147183	7650110	ILMN_1704497	2.659553
KRT26	KRT26	353288	6450367	ILMN_1723404	-4.262168
KRT27	KRT27	342574	3520524	ILMN_1680828	-3.460277
KRT28	KRT28	162605	2750528	ILMN_1666887	-11.85301
KRT3	KRT3	3850	4890202	ILMN_1695621	58.35313
KRT31	KRT31	3881	2060414	ILMN_3238902	8.354783
KRT32	KRT32	3882	6250521	ILMN_1807249	-10.27786
KRT33A	KRT33A	3883	270392	ILMN_1731800	1.379952
KRT33B	KRT33B	3884	6450148	ILMN_1770015	-1.730955
KRT34	KRT34	3885	3710168	ILMN_1770228	1.163239
KRT35	KRT35	3886	6200504	ILMN_3245113	-5.887148
KRT36	KRT36	8689	6660392	ILMN_1790252	2.292566
KRT37	KRT37	8688	5810255	ILMN_1740813	1.197997
KRT38	KRT38	8687	3170341	ILMN_1741544	-10.14695
KRT39	KRT39	390792	5700048	ILMN_1760665	5.150059
KRT4	KRT4	3851	540546	ILMN_1744765	1.268499
KRT40	KRT40	125115	1430102	ILMN_1658563	2.716053
KRT5	KRT5	3852	5860289	ILMN_1801632	-12.84643
KRT6A	KRT6A	3853	2000114	ILMN_1669820	16.91825
KRT6B	KRT6B	3854	2000114	ILMN_1669820	16.91825
KRT6C	KRT6C	286887	2000114	ILMN_1669820	16.91825
KRT7	KRT7	3855	3800161	ILMN_2163723	-6.91721
KRT71	KRT71	112802	3450128	ILMN_1716136	-4.170949
KRT72	KRT72	140807	2600369	ILMN_1695812	29.31205
KRT73	KRT73	319101	5220026	ILMN_1672120	61.42787
KRT74	KRT74	121391	940161	ILMN_1713272	-10.24375
KRT75	KRT75	9119	6370309	ILMN_1721247	37.78644
KRT76	KRT76	51350	50609	ILMN_1755786	2.045844
KRT77	KRT77	374454	2570180	ILMN_1801428	-9.50001
KRT78	KRT78	196374	2370564	ILMN_1737653	7.796595
KRT79	KRT79	338785	6900376	ILMN_2204940	1.035728
KRT8	KRT8	3856	2260037	ILMN_3280842	39.97894
KRT80	KRT80	144501	4830520	ILMN_1705814	0.6580926
KRT81	KRT81	3887	430446	ILMN_1801442	-2.518207
KRT82	KRT82	3888	2360242	ILMN_1676086	-8.574037
KRT83	KRT83	3889	5550273	ILMN_1677586	6.940851
KRT84	KRT84	3890	270142	ILMN_1806284	4.532406
KRT85	KRT85	3891	3370328	ILMN_1765072	11.43127
KRT86	KRT86	3892	5720053	ILMN_1811984	-1.91586
KRT8P41	KRT8P41	283102	1410097	ILMN_3191922	56.20767
KRT9	KRT9	3857	5820291	ILMN_1792568	11.37916
KRTAP1-1	KRTAP1-1	81851	1580546	ILMN_1657962	11.93388
KRTAP1-3	KRTAP1-3	81850	1170035	ILMN_3251708	6.579818
KRTAP1-5	KRTAP1-5	83895	940079	ILMN_1681558	11.19654
KRTAP10-1	KRTAP10-1	386677	3420129	ILMN_1771174	-2.595108
KRTAP10-10	KRTAP10-10	353333	3290327	ILMN_1688334	6.702943
KRTAP10-11	KRTAP10-11	386678	2260594	ILMN_1776412	52.67391
KRTAP10-12	KRTAP10-12	386685	1030068	ILMN_1754009	-0.2083822
KRTAP10-2	KRTAP10-2	386679	360725	ILMN_1797201	48.64975
KRTAP10-3	KRTAP10-3	386682	5670022	ILMN_2206732	23.23375
KRTAP10-4	KRTAP10-4	386672	5390072	ILMN_1762711	-6.225381
KRTAP10-5	KRTAP10-5	386680	620131	ILMN_1657191	10.24352
KRTAP10-6	KRTAP10-6	386674	3290327	ILMN_1688334	6.702943
KRTAP10-7	KRTAP10-7	386675	3710050	ILMN_1677392	-9.587465
KRTAP10-8	KRTAP10-8	386681	6510097	ILMN_1793716	-6.00254
KRTAP10-9	KRTAP10-9	386676	4920736	ILMN_2125829	-0.7690639
KRTAP11-1	KRTAP11-1	337880	5490544	ILMN_1798206	11.96378
KRTAP12-1	KRTAP12-1	353332	7380220	ILMN_2173797	-2.014575
KRTAP12-2	KRTAP12-2	353323	4830110	ILMN_1697704	11.29934
KRTAP12-3	KRTAP12-3	386683	3310468	ILMN_1714028	-4.005807
KRTAP12-4	KRTAP12-4	386684	6220577	ILMN_1780422	-2.799857
KRTAP13-1	KRTAP13-1	140258	6250326	ILMN_2055638	-11.42982
KRTAP13-2	KRTAP13-2	337959	4900739	ILMN_1791951	3.322209
KRTAP13-3	KRTAP13-3	337960	2640079	ILMN_1780411	-0.6624847
KRTAP13-4	KRTAP13-4	284827	5130390	ILMN_1761119	9.645449
KRTAP15-1	KRTAP15-1	254950	460326	ILMN_1684526	-2.876462
KRTAP16-1	KRTAP16-1	100505753	1850224	ILMN_3284078	7.745422
KRTAP17-1	KRTAP17-1	83902	4180564	ILMN_1713715	3.600196
KRTAP19-1	KRTAP19-1	337882	2710008	ILMN_1801138	-4.749736
KRTAP19-2	KRTAP19-2	337969	1770209	ILMN_1775879	3.974829
KRTAP19-3	KRTAP19-3	337970	4490450	ILMN_1763883	-4.009137
KRTAP19-4	KRTAP19-4	337971	2030037	ILMN_1656051	-6.82938
KRTAP19-5	KRTAP19-5	337972	1940220	ILMN_1805469	-3.974466
KRTAP19-6	KRTAP19-6	337973	670309	ILMN_1784216	11.73702
KRTAP19-7	KRTAP19-7	337974	1190563	ILMN_1748852	6.647083
KRTAP2-1	KRTAP2-1	81872	6370246	ILMN_3248701	0.8591275
KRTAP2-2	KRTAP2-2	728279	6020382	ILMN_1658448	0.6714551
KRTAP2-3	KRTAP2-3	730755	3940673	ILMN_1660067	9.325226
KRTAP2-4	KRTAP2-4	85294	6020382	ILMN_1658448	0.6714551
KRTAP20-1	KRTAP20-1	337975	6480270	ILMN_1719105	3.535231
KRTAP20-2	KRTAP20-2	337976	7560424	ILMN_1740258	-14.95768
KRTAP20-3	KRTAP20-3	337985	430736	ILMN_3309114	19.1693
KRTAP20-4	KRTAP20-4	100151643	4210121	ILMN_1908043	-4.286373
KRTAP21-1	KRTAP21-1	337977	610048	ILMN_2195721	4.264686
KRTAP21-2	KRTAP21-2	337978	2070079	ILMN_1791721	-0.2645164
KRTAP21-3	KRTAP21-3	100288323	520445	ILMN_3310940	-2.39344
KRTAP22-1	KRTAP22-1	337979	4010215	ILMN_1678828	2.917903
KRTAP22-2	KRTAP22-2	100288287	4390204	ILMN_3310638	-12.32614
KRTAP23-1	KRTAP23-1	337963	4810347	ILMN_1666823	-10.23137
KRTAP24-1	KRTAP24-1	643803	520368	ILMN_1908490	-1.719039
KRTAP25-1	KRTAP25-1	100131902	840661	ILMN_1914874	-5.488549
KRTAP26-1	KRTAP26-1	388818	6760300	ILMN_1786908	-20.72648
KRTAP27-1	KRTAP27-1	643812	360301	ILMN_1675546	3.671871
KRTAP3-1	KRTAP3-1	83896	2350484	ILMN_1652439	8.256506
KRTAP3-2	KRTAP3-2	83897	6580215	ILMN_1662081	10.5053
KRTAP3-3	KRTAP3-3	85293	6580215	ILMN_1662081	10.5053
KRTAP4-1	KRTAP4-1	85285	4540129	ILMN_1780326	7.222296
KRTAP4-11	KRTAP4-11	653240	4010725	ILMN_3251398	1.004014
KRTAP4-12	KRTAP4-12	83755	6330332	ILMN_1698584	14.08366
KRTAP4-2	KRTAP4-2	85291	1580634	ILMN_2059165	-6.460418
KRTAP4-3	KRTAP4-3	85290	6840437	ILMN_1746434	-9.081434
KRTAP4-4	KRTAP4-4	84616	1190397	ILMN_1714010	0.2918252
KRTAP4-5	KRTAP4-5	85289	4890129	ILMN_1659475	-12.86592
KRTAP4-7	KRTAP4-7	100132476	2570475	ILMN_1680432	27.267
KRTAP4-8	KRTAP4-8	728224	3870240	ILMN_1684885	21.78788
KRTAP4-9	KRTAP4-9	100132386	4760333	ILMN_3240403	-5.876808
KRTAP5-1	KRTAP5-1	387264	3170021	ILMN_2191003	4.903332
KRTAP5-10	KRTAP5-10	387273	2710403	ILMN_1703708	8.105315
KRTAP5-11	KRTAP5-11	440051	2060487	ILMN_1749989	11.79885
KRTAP5-2	KRTAP5-2	440021	3780500	ILMN_1802360	-13.38717
KRTAP5-3	KRTAP5-3	387266	6480564	ILMN_1701525	-6.242878
KRTAP5-4	KRTAP5-4	387267	2060296	ILMN_1744383	-12.75382
KRTAP5-5	KRTAP5-5	439915	1990692	ILMN_3284420	19.95805
KRTAP5-6	KRTAP5-6	440023	620520	ILMN_2180380	-14.93501
KRTAP5-7	KRTAP5-7	440050	3120397	ILMN_1791777	-5.781042
KRTAP5-8	KRTAP5-8	57830	1050397	ILMN_2197990	-9.212902
KRTAP5-9	KRTAP5-9	3846	7400706	ILMN_1766565	-5.815403
KRTAP5-AS1	KRTAP5-AS1	338651	870142	ILMN_3248668	0.9423238
KRTAP6-1	KRTAP6-1	337966	3840121	ILMN_2112942	-0.4145756
KRTAP6-2	KRTAP6-2	337967	5860056	ILMN_1722755	-4.625729
KRTAP6-3	KRTAP6-3	337968	3390494	ILMN_1728440	0.3869122
KRTAP7-1	KRTAP7-1	337878	3610433	ILMN_1730562	6.452249
KRTAP8-1	KRTAP8-1	337879	2710470	ILMN_1694419	-8.646614
KRTAP9-1	KRTAP9-1	728318	4200278	ILMN_3224662	1.772122
KRTAP9-2	KRTAP9-2	83899	6020551	ILMN_1716822	-0.6303542
KRTAP9-3	KRTAP9-3	83900	940438	ILMN_1693976	-9.272675
KRTAP9-4	KRTAP9-4	85280	5910593	ILMN_1696738	5.502472
KRTAP9-8	KRTAP9-8	83901	6020551	ILMN_1716822	-0.6303542
KRTAP9-9	KRTAP9-9	81870	1260209	ILMN_1710314	7.632311
KRTCAP2	KRTCAP2	200185	6110605	ILMN_1658802	3260.788
KRTCAP3	KRTCAP3	200634	290435	ILMN_1700728	15.81991
KRTDAP	KRTDAP	388533	290767	ILMN_1752548	-9.31504
KSR1	KSR1	8844	2630500	ILMN_1754798	9.631472
KSR2	KSR2	283455	3420646	ILMN_1885628	3.898293
KTI12	KTI12	112970	4610767	ILMN_1703226	284.5653
KTN1	KTN1	3895	4730148	ILMN_2339202	224.547
KTN1-AS1	KTN1-AS1	100129075	4890079	ILMN_1779832	7.139529
KXD1	KXD1	79036	3780131	ILMN_1790951	549.2031
KY	KY	339855	3400128	ILMN_1748178	-7.795338
KYAT1	KYAT1	883	3450040	ILMN_1764096	110.1095
KYAT3	KYAT3	56267	770630	ILMN_1778371	239.8126
KYNU	KYNU	8942	3460685	ILMN_1746517	422.0307
L1CAM	L1CAM	3897	5890471	ILMN_2362341	10.74509
L1TD1	L1TD1	54596	1940709	ILMN_1711156	33004.34
L2HGDH	L2HGDH	79944	4670593	ILMN_3256926	304.4121
L3HYPDH	L3HYPDH	112849	1300719	ILMN_2053281	17.50101
L3MBTL1	L3MBTL1	26013	7610685	ILMN_2400940	15.43779
L3MBTL2	L3MBTL2	83746	5870646	ILMN_2336109	369.9542
L3MBTL3	L3MBTL3	84456	770128	ILMN_1727495	97.04925
L3MBTL4	L3MBTL4	91133	730433	ILMN_3307954	35.33491
LACC1	LACC1	144811	1050209	ILMN_1693431	13.59501
LACRT	LACRT	90070	380474	ILMN_1739375	-8.621634
LACTB	LACTB	114294	1570669	ILMN_1703335	699.2614
LACTB2	LACTB2	51110	4050711	ILMN_1660635	59.87043
LAD1	LAD1	3898	1170349	ILMN_1782389	-1.79311
LAG3	LAG3	3902	2680189	ILMN_1813338	138.8894
LAGE3	LAGE3	8270	1240482	ILMN_1708151	616.9695
LAIR1	LAIR1	3903	4280307	ILMN_2389211	52572.02
LAIR2	LAIR2	3904	50278	ILMN_1807491	212.0417
LALBA	LALBA	3906	2570224	ILMN_1728255	5.170818
LAMA1	LAMA1	284217	5360110	ILMN_1770038	-12.75759
LAMA2	LAMA2	3908	1470296	ILMN_2339266	-2.830656
LAMA3	LAMA3	3909	2650612	ILMN_1688892	2.469282
LAMA4	LAMA4	3910	7160253	ILMN_1795442	-2.471084
LAMA5	LAMA5	3911	4040176	ILMN_1773567	93.95987
LAMB1	LAMB1	3912	2630746	ILMN_1658709	16.5437
LAMB2	LAMB2	3913	7650189	ILMN_1752968	-4.620071
LAMB2P1	LAMB2P1	22973	3780612	ILMN_3242152	14.93197
LAMB3	LAMB3	3914	730040	ILMN_1715684	4.665431
LAMB4	LAMB4	22798	1710669	ILMN_1792301	-2.385884
LAMC1	LAMC1	3915	4120086	ILMN_1810852	91.69317
LAMC2	LAMC2	3918	2230594	ILMN_1653824	-4.32495
LAMC3	LAMC3	10319	6280541	ILMN_1688642	4.858257
LAMP1	LAMP1	3916	6270100	ILMN_1782292	2475.61
LAMP2	LAMP2	3920	3060292	ILMN_1673282	1760.803
LAMP3	LAMP3	27074	520059	ILMN_2170813	73.62774
LAMP5	LAMP5	24141	4290026	ILMN_1713561	60.39634
LAMTOR1	LAMTOR1	55004	290035	ILMN_1815878	2482.092
LAMTOR2	LAMTOR2	28956	3460066	ILMN_3236928	3353.064
LAMTOR3	LAMTOR3	8649	4480026	ILMN_1659415	430.8589
LAMTOR4	LAMTOR4	389541	4590615	ILMN_1779735	2745.175
LAMTOR5	LAMTOR5	10542	6860653	ILMN_2220518	2982.912
LANCL1	LANCL1	10314	2450612	ILMN_1703697	276.7354
LANCL2	LANCL2	55915	7560301	ILMN_1708009	29.03013
LANCL3	LANCL3	347404	540168	ILMN_2091753	0.4486881
LAP3	LAP3	51056	3290292	ILMN_1683792	966.576
LAPTM4A	LAPTM4A	9741	7050494	ILMN_1745110	263.0098
LAPTM4B	LAPTM4B	55353	6650348	ILMN_1680196	80.90107
LAPTM5	LAPTM5	7805	5360376	ILMN_1772359	3606.249
LARGE1	LARGE1	9215	10768	ILMN_1662038	18.28678
LARGE2	LARGE2	120071	1850435	ILMN_1697916	13.72217
LARP1	LARP1	23367	4040376	ILMN_1681590	184.9132
LARP1B	LARP1B	55132	5910164	ILMN_1733390	61.02896
LARP4	LARP4	113251	3840360	ILMN_2347888	119.0329
LARP4B	LARP4B	23185	6100619	ILMN_1766222	828.5514
LARP6	LARP6	55323	5810687	ILMN_1663401	-3.145277
LARP7	LARP7	51574	5700739	ILMN_2392717	224.4786
LARS1	LARS1	51520	940020	ILMN_1757317	280.2285
LARS2	LARS2	23395	4280767	ILMN_1700168	41.6124
LAS1L	LAS1L	81887	240661	ILMN_1774890	208.2537
LASP1	LASP1	3927	620300	ILMN_1665909	4179.812
LASP1NB	LASP1NB	100505576	5860189	ILMN_1916702	40.19519
LAT	LAT	27040	460259	ILMN_2404625	929.3938
LAT2	LAT2	7462	3060092	ILMN_1803560	1058.878
LATS1	LATS1	9113	5340300	ILMN_1696921	13.38509
LATS2	LATS2	26524	3450192	ILMN_1703412	74.25812
LAX1	LAX1	54900	3310259	ILMN_1677691	1341.032
LAYN	LAYN	143903	5690475	ILMN_1716397	14.98178
LBH	LBH	81606	2810246	ILMN_2315979	1685.252
LBHD1	LBHD1	79081	7100280	ILMN_1739345	845.201
LBP	LBP	3929	1850564	ILMN_1732538	-9.888189
LBR	LBR	3930	5080524	ILMN_1768969	565.2991
LBX1	LBX1	10660	5810669	ILMN_2202134	-1.133585
LBX1-AS1	LBX1-AS1	399806	5130315	ILMN_3295970	-3.877021
LBX2	LBX2	85474	6860221	ILMN_1808731	-4.52191
LBX2-AS1	LBX2-AS1	151534	2490386	ILMN_3249231	2.368834
LCA5	LCA5	167691	4250093	ILMN_2052686	2.364811
LCA5L	LCA5L	150082	7200689	ILMN_1665657	3.846414
LCAT	LCAT	3931	1170112	ILMN_1815102	5.611247
LCE1A	LCE1A	353131	1110347	ILMN_1679960	-6.583461
LCE1B	LCE1B	353132	50725	ILMN_1736655	9.365949
LCE1C	LCE1C	353133	580253	ILMN_3236932	-1.820082
LCE1D	LCE1D	353134	3400324	ILMN_1718420	-11.97966
LCE1E	LCE1E	353135	2510619	ILMN_1769684	13.01639
LCE1F	LCE1F	353137	6380626	ILMN_1716471	1.201035
LCE2A	LCE2A	353139	2510379	ILMN_1653282	2.550409
LCE2B	LCE2B	26239	830538	ILMN_1795711	2.043116
LCE2C	LCE2C	353140	5690224	ILMN_1709708	-5.189303
LCE2D	LCE2D	353141	4280274	ILMN_1656706	-8.492153
LCE3A	LCE3A	353142	1660414	ILMN_1756522	-11.52442
LCE3B	LCE3B	353143	2190653	ILMN_1787260	-9.455506
LCE3C	LCE3C	353144	2480632	ILMN_1728632	-4.644005
LCE3D	LCE3D	84648	2360026	ILMN_1718395	-5.750327
LCE3E	LCE3E	353145	6590524	ILMN_1808220	-0.1828228
LCE4A	LCE4A	199834	5340253	ILMN_1806683	6.609667
LCE5A	LCE5A	254910	2900592	ILMN_1743296	-2.170173
LCE6A	LCE6A	448835	3850408	ILMN_3238649	-1.47673
LCK	LCK	3932	130161	ILMN_2377109	253.6478
LCLAT1	LCLAT1	253558	7040546	ILMN_1708081	296.0328
LCMT1	LCMT1	51451	2810669	ILMN_2312709	616.979
LCMT2	LCMT2	9836	5310332	ILMN_1667577	132.3226
LCN1	LCN1	3933	6100689	ILMN_3245845	57.28299
LCN10	LCN10	414332	4610576	ILMN_1688646	-1.055834
LCN12	LCN12	286256	3370240	ILMN_1769116	11.40364
LCN15	LCN15	389812	3140427	ILMN_1803862	-2.549928
LCN2	LCN2	3934	4390398	ILMN_1692223	1001.297
LCN6	LCN6	158062	1710364	ILMN_1792800	-12.41293
LCN8	LCN8	138307	6560692	ILMN_1761917	-12.78183
LCN9	LCN9	392399	6770386	ILMN_1769993	-6.208036
LCNL1	LCNL1	401562	3520136	ILMN_1747800	20.55791
LCOR	LCOR	84458	7150554	ILMN_2062381	490.382
LCORL	LCORL	254251	6060286	ILMN_1730085	7.373002
LCP1	LCP1	3936	6350161	ILMN_1662932	14222.03
LCP2	LCP2	3937	4810307	ILMN_1658962	180.0992
LCT	LCT	3938	2680711	ILMN_1749026	-0.3817329
LCTL	LCTL	197021	4780347	ILMN_1763537	-7.178447
LDAF1	LDAF1	57146	2000431	ILMN_1655876	232.8181
LDAH	LDAH	60526	6860273	ILMN_1660275	92.57733
LDB1	LDB1	8861	2140148	ILMN_1811347	25.17988
LDB2	LDB2	9079	4830148	ILMN_1800697	42.21756
LDB3	LDB3	11155	3190278	ILMN_1713534	6.234003
LDC1P	LDC1P	149086	6980711	ILMN_1813823	15.06692
LDHA	LDHA	3939	770326	ILMN_3249748	5115.477
LDHAL6A	LDHAL6A	160287	4880253	ILMN_1758812	28.47471
LDHAL6B	LDHAL6B	92483	5340671	ILMN_1719788	1.848572
LDHB	LDHB	3945	1400240	ILMN_1728132	1376.262
LDHC	LDHC	3948	110291	ILMN_2326324	17.52522
LDHD	LDHD	197257	2340021	ILMN_1722771	3.494875
LDLR	LDLR	3949	1440736	ILMN_2053415	397.0285
LDLRAD1	LDLRAD1	388633	5550544	ILMN_1731343	5.336112
LDLRAD2	LDLRAD2	401944	5870075	ILMN_1734125	19.52363
LDLRAD3	LDLRAD3	143458	2030612	ILMN_2129563	12.53154
LDLRAD4	LDLRAD4	753	3060390	ILMN_2351795	12.3295
LDLRAD4-AS1	LDLRAD4-AS1	100288122	7550661	ILMN_1842305	19.43004
LDLRAP1	LDLRAP1	26119	1030768	ILMN_1809040	339.9998
LDOC1	LDOC1	23641	1400484	ILMN_1788250	40.58236
LEAP2	LEAP2	116842	4570546	ILMN_2124361	56.14964
LECT2	LECT2	3950	1570148	ILMN_1717557	-13.64937
LEF1	LEF1	51176	4570255	ILMN_2213136	1916.043
LEF1-AS1	LEF1-AS1	641518	450435	ILMN_1707904	50.97553
LEFTY1	LEFTY1	10637	5860528	ILMN_1660317	10.08244
LEFTY2	LEFTY2	7044	6450291	ILMN_1781256	18.83311
LEISA1	LEISA1	100126784	1780204	ILMN_3268883	-10.16684
LEKR1	LEKR1	389170	4830240	ILMN_1684492	13.51525
LELP1	LELP1	149018	2940661	ILMN_1810321	10.2763
LEMD1	LEMD1	93273	3180615	ILMN_1785444	1.079799
LEMD2	LEMD2	221496	4780446	ILMN_1680860	347.5066
LEMD3	LEMD3	23592	6580349	ILMN_2183938	622.9388
LENEP	LENEP	55891	3710242	ILMN_1736447	-6.579939
LENG1	LENG1	79165	5260414	ILMN_1679238	43.53057
LENG8	LENG8	114823	2000142	ILMN_1654890	43.90253
LENG9	LENG9	94059	5860341	ILMN_1732720	-0.3049836
LEO1	LEO1	123169	2970674	ILMN_1801553	105.2208
LEP	LEP	3952	840309	ILMN_2207505	845.8501
LEPR	LEPR	3953	2680382	ILMN_2234956	26.06791
LEPROT	LEPROT	54741	6980255	ILMN_1661537	1321.063
LEPROTL1	LEPROTL1	23484	6370164	ILMN_1752591	1193.883
LETM1	LETM1	3954	6520553	ILMN_1897310	188.4031
LETM2	LETM2	137994	2630408	ILMN_1714223	17.95511
LETMD1	LETMD1	25875	4150575	ILMN_1754149	327.1738
LETR1	LETR1	400456	6560014	ILMN_1730768	4.262005
LEUTX	LEUTX	342900	290551	ILMN_1783808	1.323298
LFNG	LFNG	3955	6620392	ILMN_1663080	3700.427
LGALS1	LGALS1	3956	1450193	ILMN_1723978	5801.232
LGALS12	LGALS12	85329	4180338	ILMN_1776283	112.4273
LGALS13	LGALS13	29124	1740113	ILMN_1794842	-11.11929
LGALS14	LGALS14	56891	5260035	ILMN_1698318	10.15796
LGALS2	LGALS2	3957	6280086	ILMN_1687306	122.8441
LGALS3	LGALS3	3958	5420377	ILMN_1803788	383.6294
LGALS3BP	LGALS3BP	3959	4290730	ILMN_1659688	84.96801
LGALS4	LGALS4	3960	6840209	ILMN_1694034	-4.286372
LGALS7	LGALS7	3963	6900743	ILMN_1658569	3.09644
LGALS7B	LGALS7B	653499	6900743	ILMN_1658569	3.09644
LGALS8	LGALS8	3964	6270554	ILMN_2356654	288.2314
LGALS8-AS1	LGALS8-AS1	100287902	4010301	ILMN_1670957	-3.387096
LGALS9	LGALS9	3965	840431	ILMN_2412214	484.1183
LGALS9B	LGALS9B	284194	840669	ILMN_1766184	99.93106
LGALS9C	LGALS9C	654346	840669	ILMN_1766184	99.93106
LGALSL	LGALSL	29094	1740435	ILMN_1673548	36.59602
LGI1	LGI1	9211	4150068	ILMN_2171023	0.9131783
LGI2	LGI2	55203	5390128	ILMN_1767900	7.00282
LGI3	LGI3	203190	380253	ILMN_1737162	-2.406836
