SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
FSIP2	FSIP2	401024	7050477	ILMN_1688721	1.151073
FST	FST	10468	1260068	ILMN_1712896	-1.57621
FSTL1	FSTL1	11167	2650220	ILMN_2201678	-11.06292
FSTL3	FSTL3	10272	2360356	ILMN_1730670	37.39502
FSTL4	FSTL4	23105	6330333	ILMN_1661566	162.62
FSTL5	FSTL5	56884	1070162	ILMN_1737981	-15.20935
FTCD	FTCD	10841	6200367	ILMN_1663569	3.949845
FTH1	FTH1	2495	3850204	ILMN_3176403	21975.29
FTH1P3	FTH1P3	2498	6450139	ILMN_2173835	1231.478
FTHL17	FTHL17	53940	60754	ILMN_1735439	-6.846844
FTL	FTL	2512	5810328	ILMN_1814823	34799.55
FTLP10	FTLP10	100130017	2340022	ILMN_3238031	-0.2825167
FTMT	FTMT	94033	2630646	ILMN_1702498	-3.491629
FTO	FTO	79068	2900129	ILMN_2288070	42.86197
FTSJ1	FTSJ1	24140	1110605	ILMN_2401822	243.1488
FTSJ3	FTSJ3	117246	4210600	ILMN_1811692	137.917
FUBP1	FUBP1	8880	20201	ILMN_1776552	21.78088
FUBP3	FUBP3	8939	2370494	ILMN_2353033	366.403
FUCA1	FUCA1	2517	2060121	ILMN_1752728	233.4948
FUCA2	FUCA2	2519	6450768	ILMN_1744914	119.061
FUNDC1	FUNDC1	139341	4260192	ILMN_1728540	114.8741
FUNDC2	FUNDC2	65991	1940039	ILMN_1669118	12.84782
FUNDC2P2	FUNDC2P2	388965	1410619	ILMN_1785922	2.650351
FUOM	FUOM	282969	2510546	ILMN_1704785	35.72946
FURIN	FURIN	5045	3870706	ILMN_1790228	193.7311
FUS	FUS	2521	6130161	ILMN_2306066	47.35387
FUT1	FUT1	2523	4850382	ILMN_1712894	-16.31928
FUT10	FUT10	84750	460037	ILMN_1725683	1.537171
FUT11	FUT11	170384	70553	ILMN_1678862	54.12297
FUT2	FUT2	2524	830082	ILMN_1794659	-7.815817
FUT3	FUT3	2525	940487	ILMN_1653358	-1.232616
FUT4	FUT4	2526	7160373	ILMN_1792072	140.5406
FUT5	FUT5	2527	6290411	ILMN_1773310	-10.22459
FUT6	FUT6	2528	5420373	ILMN_2312228	134.7143
FUT7	FUT7	2529	5340324	ILMN_1724236	161.0535
FUT8	FUT8	2530	3870497	ILMN_1741422	72.29863
FUT8-AS1	FUT8-AS1	645431	5080725	ILMN_3237703	128.2432
FUT9	FUT9	10690	130523	ILMN_1878007	-1.905941
FUZ	FUZ	80199	5900414	ILMN_1748836	53.92424
FXN	FXN	2395	10132	ILMN_2342515	29.24531
FXR1	FXR1	8087	520356	ILMN_1679640	314.5798
FXR2	FXR2	9513	5690280	ILMN_1738699	317.6438
FXYD1	FXYD1	5348	5860022	ILMN_1789463	19.70658
FXYD2	FXYD2	486	2710348	ILMN_1781045	48.86658
FXYD3	FXYD3	5349	6760440	ILMN_2376050	0.6894844
FXYD4	FXYD4	53828	7100040	ILMN_1725597	-15.95789
FXYD5	FXYD5	53827	7380546	ILMN_2309848	6157.264
FXYD6	FXYD6	53826	160270	ILMN_1768812	24.61135
FXYD6-FXYD2	FXYD6-FXYD2	100533181	2710348	ILMN_1781045	48.86658
FXYD7	FXYD7	53822	6380110	ILMN_1786118	10.351
FYB1	FYB1	2533	5890414	ILMN_1796537	3856.751
FYB2	FYB2	199920	6370358	ILMN_1761999	-1.380334
FYCO1	FYCO1	79443	6900278	ILMN_1709032	146.5029
FYN	FYN	2534	610164	ILMN_1686555	1333.626
FYTTD1	FYTTD1	84248	3180465	ILMN_1670439	217.504
FZD1	FZD1	8321	4230674	ILMN_2222065	37.10086
FZD10	FZD10	11211	2260192	ILMN_2105539	18.87837
FZD2	FZD2	2535	5720180	ILMN_1653711	83.87001
FZD3	FZD3	7976	1470121	ILMN_1703408	30.57374
FZD4	FZD4	8322	620255	ILMN_1743367	-12.24515
FZD4-DT	FZD4-DT	100506368	1400128	ILMN_1819225	14.48968
FZD5	FZD5	7855	4890102	ILMN_1798971	17.60126
FZD6	FZD6	8323	2190553	ILMN_1659297	-4.072851
FZD7	FZD7	8324	460670	ILMN_2108823	114.597
FZD8	FZD8	8325	3290301	ILMN_1729368	18.54181
FZD9	FZD9	8326	6200132	ILMN_1704398	-3.115071
FZR1	FZR1	51343	6560553	ILMN_3306993	31.05282
G0S2	G0S2	50486	6180427	ILMN_1691846	3.283184
G2E3	G2E3	55632	4060224	ILMN_3267670	65.91798
G3BP1	G3BP1	10146	5720300	ILMN_2344455	131.1474
G3BP2	G3BP2	9908	4150037	ILMN_2381753	1126.67
G6PC1	G6PC1	2538	5550482	ILMN_2079890	259.8232
G6PC2	G6PC2	57818	2070070	ILMN_2394421	1.939843
G6PC3	G6PC3	92579	380242	ILMN_2127477	96.99043
G6PD	G6PD	2539	4200450	ILMN_2347949	1763.315
GAA	GAA	2548	1190634	ILMN_2410783	128.7942
GAB1	GAB1	2549	6660470	ILMN_1781672	8.470148
GAB2	GAB2	9846	540368	ILMN_1665964	541.3766
GAB3	GAB3	139716	6130754	ILMN_1805979	60.28495
GAB4	GAB4	128954	620192	ILMN_1716182	-0.6912758
GABARAP	GABARAP	11337	3840332	ILMN_2050109	263.9906
GABARAPL1	GABARAPL1	23710	6420465	ILMN_2151281	240.8816
GABARAPL2	GABARAPL2	11345	3120520	ILMN_1796458	3763.002
GABBR1	GABBR1	2550	7550328	ILMN_2395375	56.18033
GABBR2	GABBR2	9568	4780563	ILMN_1660718	-1.154134
GABPA	GABPA	2551	270053	ILMN_1750029	86.64581
GABPB1	GABPB1	2553	7200431	ILMN_1761147	110.8244
GABPB1-AS1	GABPB1-AS1	100129387	2340286	ILMN_3236965	16.12183
GABRA1	GABRA1	2554	6900332	ILMN_1802633	-13.95539
GABRA2	GABRA2	2555	20152	ILMN_1659678	-12.0462
GABRA3	GABRA3	2556	2340093	ILMN_1715551	-0.7157414
GABRA4	GABRA4	2557	1410014	ILMN_1801408	-1.631589
GABRA5	GABRA5	2558	2070386	ILMN_2215730	3.042055
GABRA6	GABRA6	2559	540162	ILMN_1798681	-8.820635
GABRB1	GABRB1	2560	6130692	ILMN_2159730	-6.1803
GABRB2	GABRB2	2561	110192	ILMN_1667362	-1.498789
GABRB3	GABRB3	2562	4250349	ILMN_1660608	28.01375
GABRD	GABRD	2563	2450524	ILMN_1779742	-12.17885
GABRE	GABRE	2564	6060102	ILMN_1784706	41.86163
GABRG1	GABRG1	2565	5390471	ILMN_1670606	-16.03452
GABRG2	GABRG2	2566	2120600	ILMN_1800270	-3.723557
GABRG3	GABRG3	2567	10148	ILMN_1787840	24.45057
GABRP	GABRP	2568	4810209	ILMN_1689146	2.521405
GABRQ	GABRQ	55879	830195	ILMN_1793523	-7.592919
GABRR1	GABRR1	2569	5080722	ILMN_1760431	-3.423336
GABRR2	GABRR2	2570	5390639	ILMN_1676870	-10.42581
GABRR3	GABRR3	200959	70382	ILMN_1700949	1.822212
GAD1	GAD1	2571	840059	ILMN_1812859	4.511517
GAD2	GAD2	2572	7210736	ILMN_1728301	-3.130214
GADD45A	GADD45A	1647	4880673	ILMN_2052208	195.019
GADD45B	GADD45B	4616	4920110	ILMN_1718977	565.3759
GADD45G	GADD45G	10912	5570114	ILMN_1651498	13.60817
GADD45GIP1	GADD45GIP1	90480	3780112	ILMN_1751530	25.00546
GADL1	GADL1	339896	270286	ILMN_1700703	-12.08376
GAGE1	GAGE1	2543	3610544	ILMN_3245682	22.43283
GAGE10	GAGE10	102724473	5670743	ILMN_3237846	21.16925
GAGE12B	GAGE12B	729428	3610544	ILMN_3245682	22.43283
GAGE12C	GAGE12C	729422	3610544	ILMN_3245682	22.43283
GAGE12D	GAGE12D	100132399	3610544	ILMN_3245682	22.43283
GAGE12E	GAGE12E	729431	3610544	ILMN_3245682	22.43283
GAGE12F	GAGE12F	100008586	3610544	ILMN_3245682	22.43283
GAGE12G	GAGE12G	645073	3610544	ILMN_3245682	22.43283
GAGE12H	GAGE12H	729442	3610544	ILMN_3245682	22.43283
GAGE12I	GAGE12I	26748	3610544	ILMN_3245682	22.43283
GAGE12J	GAGE12J	729396	3610544	ILMN_3245682	22.43283
GAGE13	GAGE13	645051	3610544	ILMN_3245682	22.43283
GAGE2A	GAGE2A	729447	3610544	ILMN_3245682	22.43283
GAGE2B	GAGE2B	645037	3610544	ILMN_3245682	22.43283
GAGE2C	GAGE2C	2574	3610544	ILMN_3245682	22.43283
GAGE2D	GAGE2D	729408	3610544	ILMN_3245682	22.43283
GAGE2E	GAGE2E	26749	3610544	ILMN_3245682	22.43283
GAGE4	GAGE4	2576	3610544	ILMN_3245682	22.43283
GAGE5	GAGE5	2577	3610544	ILMN_3245682	22.43283
GAGE6	GAGE6	2578	5670743	ILMN_3237846	21.16925
GAGE7	GAGE7	2579	3610544	ILMN_3245682	22.43283
GAGE8	GAGE8	100101629	3610544	ILMN_3245682	22.43283
GAK	GAK	2580	7210767	ILMN_1813775	1339.141
GAL	GAL	51083	60452	ILMN_1682015	-15.39676
GAL3ST1	GAL3ST1	9514	1260468	ILMN_1729905	-10.6753
GAL3ST2	GAL3ST2	64090	6580010	ILMN_1714478	-5.476781
GAL3ST3	GAL3ST3	89792	3780367	ILMN_1904786	6.357656
GAL3ST4	GAL3ST4	79690	4180603	ILMN_1693452	108.0172
GALC	GALC	2581	3440491	ILMN_1799744	416.3651
GALE	GALE	2582	6980162	ILMN_1792168	63.22232
GALK1	GALK1	2584	3520278	ILMN_1803194	1515.398
GALK2	GALK2	2585	4070706	ILMN_1723124	256.1363
GALM	GALM	130589	5960646	ILMN_3183544	16273.43
GALNS	GALNS	2588	2850136	ILMN_1737949	110.8715
GALNT1	GALNT1	2589	4920201	ILMN_1803977	117.8923
GALNT10	GALNT10	55568	3610202	ILMN_1681984	77.6761
GALNT11	GALNT11	63917	4480669	ILMN_1651819	406.6959
GALNT12	GALNT12	79695	4880544	ILMN_1735157	35.34403
GALNT13	GALNT13	114805	6480575	ILMN_1738869	2.221778
GALNT14	GALNT14	79623	5310270	ILMN_1722524	11.51793
GALNT15	GALNT15	117248	1980379	ILMN_1813104	-7.521902
GALNT16	GALNT16	57452	240746	ILMN_1799903	22.95936
GALNT17	GALNT17	64409	6550309	ILMN_1701557	-10.13743
GALNT18	GALNT18	374378	130148	ILMN_1673773	-7.146749
GALNT2	GALNT2	2590	5690500	ILMN_1814606	24.94311
GALNT4	GALNT4	8693	7320717	ILMN_1739297	222.7539
GALNT5	GALNT5	11227	4010138	ILMN_1658575	2.359009
GALNT6	GALNT6	11226	4490164	ILMN_1677574	94.49155
GALNT7	GALNT7	51809	1010292	ILMN_1670748	-6.619323
GALNT8	GALNT8	26290	3440279	ILMN_1782978	-1.497541
GALNT9	GALNT9	50614	5340136	ILMN_1653687	11.0432
GALNT9-AS1	GALNT9-AS1	100130238	540369	ILMN_3248619	-3.449381
GALNTL5	GALNTL5	168391	2940008	ILMN_1738212	-5.364749
GALNTL6	GALNTL6	442117	2650195	ILMN_3243773	5.828607
GALP	GALP	85569	5490114	ILMN_1746352	-10.49124
GALR1	GALR1	2587	4180424	ILMN_1763309	-3.467329
GALR2	GALR2	8811	1510008	ILMN_1733847	-4.883165
GALR3	GALR3	8484	2630382	ILMN_1758100	-6.55998
GALT	GALT	2592	5690750	ILMN_1657475	220.7637
GAMT	GAMT	2593	5290593	ILMN_1756469	161.1657
GAN	GAN	8139	460600	ILMN_3307901	6.442882
GANAB	GANAB	23193	2650446	ILMN_1739441	433.3735
GANC	GANC	2595	6420722	ILMN_1812256	-9.516406
GAP43	GAP43	2596	4670204	ILMN_1794552	10.47129
GAPDH	GAPDH	2597	2640091	ILMN_2038778	7105.32
GAPDHS	GAPDHS	26330	1190653	ILMN_2200153	1.201443
GAPT	GAPT	202309	6480079	ILMN_1675191	721.3228
GAPVD1	GAPVD1	26130	1570433	ILMN_1671221	464.6091
GAR1	GAR1	54433	1340647	ILMN_2412549	599.3867
GAREM1	GAREM1	64762	6400079	ILMN_1707553	5.158868
GAREM2	GAREM2	150946	5360026	ILMN_1707689	6.451087
GARIN1A	GARIN1A	346653	2710497	ILMN_1788806	-8.28974
GARIN1B	GARIN1B	84691	840035	ILMN_1659464	-0.3812206
GARIN2	GARIN2	161142	5890673	ILMN_1798547	-12.04961
GARIN3	GARIN3	153745	6220605	ILMN_3243991	2.420101
GARIN4	GARIN4	149647	360598	ILMN_1709472	4.346415
GARIN5A	GARIN5A	112703	1410470	ILMN_1732717	2.99825
GARIN5B	GARIN5B	284418	2070102	ILMN_3209098	18.45537
GARIN6	GARIN6	196472	10086	ILMN_1705659	0.1123219
GARNL3	GARNL3	84253	4880343	ILMN_1779347	-5.017114
GARRE1	GARRE1	9710	5550463	ILMN_1765696	36904.48
GARS1	GARS1	2617	5700278	ILMN_1771026	1048.328
GART	GART	2618	20544	ILMN_1679476	506.1183
GAS1	GAS1	2619	6270411	ILMN_2062701	8.591558
GAS2	GAS2	2620	7650605	ILMN_1652852	6.765093
GAS2L1	GAS2L1	10634	6280735	ILMN_2370535	14.70155
GAS2L1P2	GAS2L1P2	340508	6660477	ILMN_3248566	0.9006369
GAS2L2	GAS2L2	246176	1240041	ILMN_1711712	5.926924
GAS2L3	GAS2L3	283431	6400356	ILMN_2211003	9.055354
GAS6	GAS6	2621	70730	ILMN_1779558	130.5409
GAS6-AS1	GAS6-AS1	650669	6520538	ILMN_3253126	61.60476
GAS7	GAS7	8522	1070435	ILMN_1745994	466.1583
GAS8	GAS8	2622	6860291	ILMN_1783798	8.686036
GAS8-AS1	GAS8-AS1	750	2750008	ILMN_1806189	-4.091695
GASK1A	GASK1A	729085	2370543	ILMN_1658398	-3.78581
GASK1B	GASK1B	51313	3460014	ILMN_1761941	171.0178
GAST	GAST	2520	4670291	ILMN_1712721	-12.90042
GATA1	GATA1	2623	3400291	ILMN_1797251	85.42197
GATA2	GATA2	2624	4010196	ILMN_2102670	6.04001
GATA3	GATA3	2625	5910719	ILMN_2406656	39.08744
GATA3-AS1	GATA3-AS1	399717	6550372	ILMN_1679767	0.1172489
GATA4	GATA4	2626	3440239	ILMN_1749866	-4.831433
GATA5	GATA5	140628	6250403	ILMN_1760153	-6.827886
GATA6	GATA6	2627	2490594	ILMN_1695041	0.7960001
GATAD1	GATAD1	57798	1770360	ILMN_1710863	37.02901
GATAD2A	GATAD2A	54815	1570373	ILMN_1673682	1587.884
GATAD2B	GATAD2B	57459	2370576	ILMN_1766359	390.4746
GATB	GATB	5188	520114	ILMN_1753010	123.8801
GATC	GATC	283459	3840750	ILMN_1809034	41.48902
GATD1	GATD1	347862	3420730	ILMN_1752197	111.4466
GATD3	GATD3	8209	5050376	ILMN_1737588	1117.916
GATM	GATM	2628	3940292	ILMN_1729180	-7.678794
GBA1	GBA1	2629	4780133	ILMN_2364110	694.5688
GBA1LP	GBA1LP	2630	580048	ILMN_1755123	369.3713
GBA2	GBA2	57704	2030438	ILMN_1674560	126.3393
GBA3	GBA3	57733	5080670	ILMN_1664350	-0.1735518
GBE1	GBE1	2632	6280176	ILMN_1789702	94.41644
GBF1	GBF1	8729	6510192	ILMN_2157544	94.5601
GBGT1	GBGT1	26301	4490687	ILMN_1652906	355.5645
GBP1	GBP1	2633	2190148	ILMN_2148785	972.5161
GBP2	GBP2	2634	1940162	ILMN_1774077	4705.865
GBP3	GBP3	2635	2350189	ILMN_1725314	19.63505
GBP4	GBP4	115361	1980524	ILMN_1771385	540.9387
GBP5	GBP5	115362	1510364	ILMN_2114568	652.6382
GBP6	GBP6	163351	3780047	ILMN_1756953	25.56859
GBP7	GBP7	388646	4850026	ILMN_2052172	-6.327795
GBX1	GBX1	2636	1660475	ILMN_3240441	-0.4289287
GBX2	GBX2	2637	2450491	ILMN_1680320	-1.825624
GC	GC	2638	4780278	ILMN_1736162	3.350972
GCA	GCA	25801	4230619	ILMN_1800602	5268.28
GCAT	GCAT	23464	7560164	ILMN_1724437	40.23907
GCC1	GCC1	79571	1570280	ILMN_1682206	449.2495
GCC2	GCC2	9648	6280538	ILMN_1678831	41.61526
GCDH	GCDH	2639	6660201	ILMN_2296843	171.5581
GCG	GCG	2641	7560450	ILMN_1724396	1.53928
GCGR	GCGR	2642	6100095	ILMN_1725311	-19.4773
GCH1	GCH1	2643	240053	ILMN_1812759	224.918
GCHFR	GCHFR	2644	5670475	ILMN_1694780	394.3304
GCK	GCK	2645	270554	ILMN_1706775	4.921543
GCKR	GCKR	2646	6960059	ILMN_1815530	6.209137
GCLC	GCLC	2729	4730670	ILMN_1730575	107.2751
GCLM	GCLM	2730	4480053	ILMN_2225974	393.7815
GCM1	GCM1	8521	1050176	ILMN_1695135	34.12919
GCM2	GCM2	9247	2650689	ILMN_1728449	-2.591653
GCN1	GCN1	10985	6270450	ILMN_1734312	603.9133
GCNA	GCNA	93953	3850192	ILMN_1666690	43.91854
GCNT1	GCNT1	2650	870600	ILMN_1666545	141.6032
GCNT2	GCNT2	2651	6660369	ILMN_1680390	68.58976
GCNT2P1	GCNT2P1	644378	3060224	ILMN_3266787	-1.482954
GCNT3	GCNT3	9245	4610520	ILMN_1712082	-13.8719
GCNT4	GCNT4	51301	2140390	ILMN_3236182	4.752429
GCNT7	GCNT7	140687	7000370	ILMN_3249296	-6.870109
GCOM1	GCOM1	145781	6280707	ILMN_3294033	414.9241
GCSAM	GCSAM	257144	7200711	ILMN_2388254	37.47832
GCSAML	GCSAML	148823	4560291	ILMN_1762204	10.34465
GCSH	GCSH	2653	4900408	ILMN_3306482	95.73072
GCSHP3	GCSHP3	100329109	5820021	ILMN_3221072	-0.4035703
GDA	GDA	9615	4060347	ILMN_1812494	4.447345
GDAP1	GDAP1	54332	4120577	ILMN_1721801	23.99296
GDAP1L1	GDAP1L1	78997	290168	ILMN_1760208	9.37348
GDAP2	GDAP2	54834	7320661	ILMN_1789059	92.40739
GDE1	GDE1	51573	6520075	ILMN_1728698	265.8912
GDF1	GDF1	2657	2940092	ILMN_1662280	484.3771
GDF10	GDF10	2662	5690095	ILMN_1678191	3.976987
GDF11	GDF11	10220	510332	ILMN_1821280	286.3166
GDF15	GDF15	9518	5090671	ILMN_2188862	-1.656803
GDF2	GDF2	2658	7550279	ILMN_1760363	-15.94048
GDF3	GDF3	9573	2070632	ILMN_2210111	-9.849606
GDF5	GDF5	8200	2690168	ILMN_1796471	-7.915534
GDF5-AS1	GDF5-AS1	554250	7210626	ILMN_3188215	17.56944
GDF6	GDF6	392255	3130097	ILMN_1757441	-9.212752
GDF7	GDF7	151449	1500528	ILMN_1803881	-5.424538
GDF9	GDF9	2661	1300373	ILMN_1738783	2.468249
GDI1	GDI1	2664	830653	ILMN_1734153	323.3078
GDI2	GDI2	2665	6180538	ILMN_1754178	1686.586
GDNF	GDNF	2668	6180626	ILMN_2067101	45.77103
GDPD1	GDPD1	284161	3930484	ILMN_1679083	803.9138
GDPD2	GDPD2	54857	5270390	ILMN_1726549	11.53663
GDPD3	GDPD3	79153	5390121	ILMN_1774901	101.7855
GDPD4	GDPD4	220032	6840768	ILMN_1742040	26.80065
GDPD5	GDPD5	81544	1010176	ILMN_1701643	122.2743
GDPGP1	GDPGP1	390637	2630452	ILMN_1810855	0.7967401
GEM	GEM	2669	1440408	ILMN_1677092	11.93464
GEMIN2	GEMIN2	8487	5360326	ILMN_2344002	43.77437
GEMIN4	GEMIN4	50628	6450300	ILMN_1770206	492.5032
GEMIN5	GEMIN5	25929	6110484	ILMN_1663383	23.31451
GEMIN6	GEMIN6	79833	5080164	ILMN_1707484	109.2495
GEMIN7	GEMIN7	79760	110605	ILMN_2327181	29.79212
GEMIN8	GEMIN8	54960	1260035	ILMN_2364088	55.03295
GEMIN8P4	GEMIN8P4	492303	4880044	ILMN_2159471	-17.29762
GEN1	GEN1	348654	2810408	ILMN_1680220	17.66219
GET1	GET1	7485	4590102	ILMN_2085922	90.91241
GET3	GET3	439	4480435	ILMN_1657571	58.86786
GET4	GET4	51608	2900504	ILMN_1701724	168.5726
GFAP	GFAP	2670	3190167	ILMN_1697176	-0.3190571
GFER	GFER	2671	6940689	ILMN_1768055	13.74555
GFI1	GFI1	2672	4120379	ILMN_1690420	110.4704
GFI1B	GFI1B	8328	7200386	ILMN_1742548	53.56643
GFM1	GFM1	85476	3440195	ILMN_1657682	208.0485
GFM2	GFM2	84340	7320452	ILMN_1686668	24.75794
GFOD1	GFOD1	54438	5720059	ILMN_1778240	590.7725
GFOD2	GFOD2	81577	2970050	ILMN_1744006	184.9043
GFOD3P	GFOD3P	57212	3450056	ILMN_2090040	90.75658
GFPT1	GFPT1	2673	2350053	ILMN_2220187	45.5176
GFPT2	GFPT2	9945	5130563	ILMN_1709674	-12.91928
GFRA1	GFRA1	2674	1570114	ILMN_1898518	5.029069
GFRA2	GFRA2	2675	4490072	ILMN_1656300	44.63915
GFRA3	GFRA3	2676	6060458	ILMN_1810716	-6.582186
GFRA4	GFRA4	64096	4560474	ILMN_1662378	8.260477
GFRAL	GFRAL	389400	6520475	ILMN_1691742	-4.678431
GFUS	GFUS	7264	2350661	ILMN_1697777	227.4264
GFY	GFY	100507003	430066	ILMN_1654857	-4.268586
GGA1	GGA1	26088	2570156	ILMN_2278908	35950.16
GGA2	GGA2	23062	2190121	ILMN_1686152	292.4772
GGA3	GGA3	23163	1050367	ILMN_2402972	187.8305
GGACT	GGACT	87769	4760377	ILMN_3241953	54.98059
GGCT	GGCT	79017	3780056	ILMN_2101526	108.143
GGCX	GGCX	2677	5360241	ILMN_1758232	11.00685
GGH	GGH	8836	2510338	ILMN_1681754	182.7454
GGN	GGN	199720	5820577	ILMN_1691719	-11.92206
GGNBP1	GGNBP1	449520	380524	ILMN_3270462	-2.234618
GGNBP2	GGNBP2	79893	4900639	ILMN_1725620	585.4479
GGPS1	GGPS1	9453	1260520	ILMN_1692276	436.881
GGT1	GGT1	2678	5910079	ILMN_1753340	36.16927
GGT3P	GGT3P	2679	5910255	ILMN_3235392	48.14622
GGT5	GGT5	2687	670538	ILMN_1749372	-4.599632
GGT6	GGT6	124975	1340154	ILMN_1788942	-5.971891
GGT7	GGT7	2686	7150537	ILMN_1737036	5.154876
GGT8P	GGT8P	645367	5860639	ILMN_1652604	21.77722
GGTA1	GGTA1	2681	1070324	ILMN_2212780	6.63053
GGTLC1	GGTLC1	92086	2000192	ILMN_1692188	14.94357
GGTLC2	GGTLC2	91227	5910079	ILMN_1753340	36.16927
GH1	GH1	2688	1340706	ILMN_1781261	-1.250837
GH2	GH2	2689	5550706	ILMN_2413473	15.13796
GHDC	GHDC	84514	2030754	ILMN_1746378	296.4799
GHITM	GHITM	27069	4850754	ILMN_1728467	2855.937
GHR	GHR	2690	5050470	ILMN_1775814	-23.42567
GHRH	GHRH	2691	2810288	ILMN_1794372	-9.505475
GHRHR	GHRHR	2692	5340730	ILMN_1740186	-3.4719
GHRL	GHRL	51738	7320193	ILMN_1696380	75.00023
GHRLOS	GHRLOS	100126793	1090324	ILMN_3256106	0.03171168
GHSR	GHSR	2693	5570047	ILMN_1717492	-2.959078
GID4	GID4	79018	780070	ILMN_1656427	133.0755
GID8	GID8	54994	7400689	ILMN_1755909	822.8782
GIGYF1	GIGYF1	64599	6450020	ILMN_1815639	81.01998
GIGYF2	GIGYF2	26058	7550224	ILMN_1750718	183.6209
GIMAP1	GIMAP1	170575	6420671	ILMN_1757186	580.5908
GIMAP1-GIMAP5	GIMAP1-GIMAP5	100527949	5360079	ILMN_1769383	1867.692
GIMAP2	GIMAP2	26157	6110747	ILMN_2135272	345.5658
GIMAP4	GIMAP4	55303	4880626	ILMN_1748473	7332.617
GIMAP5	GIMAP5	55340	5360079	ILMN_1769383	1867.692
GIMAP6	GIMAP6	474344	6330615	ILMN_2329429	972.1882
GIMAP7	GIMAP7	168537	3170091	ILMN_1776678	3109.747
GIMAP8	GIMAP8	155038	1190040	ILMN_1747305	1296.718
GIMD1	GIMD1	100507096	840615	ILMN_3177564	-5.074976
GIN1	GIN1	54826	3390382	ILMN_3249235	59.30923
GINM1	GINM1	116254	360017	ILMN_2220403	89.11102
GINS1	GINS1	9837	1850347	ILMN_1697751	5.866758
GINS2	GINS2	51659	6020735	ILMN_1809590	157.006
GINS3	GINS3	64785	3060192	ILMN_1754272	42.08341
GINS4	GINS4	84296	3060433	ILMN_1807501	10.34687
GIP	GIP	2695	6550392	ILMN_1673805	-5.874753
GIPC1	GIPC1	10755	6380427	ILMN_1796177	306.447
GIPC2	GIPC2	54810	610615	ILMN_1672545	-1.357414
GIPC3	GIPC3	126326	5900296	ILMN_3253728	38.24418
GIPR	GIPR	2696	1850382	ILMN_2082005	-16.43633
GIT1	GIT1	28964	2640601	ILMN_1733155	118.0645
GIT2	GIT2	9815	2810327	ILMN_1760922	299.2169
GJA1	GJA1	2697	6940017	ILMN_1727087	0.8680034
GJA10	GJA10	84694	3370551	ILMN_2200210	0.9807975
GJA3	GJA3	2700	1580128	ILMN_1876266	5.089777
GJA4	GJA4	2701	2480546	ILMN_1671106	-1.742184
GJA5	GJA5	2702	990646	ILMN_1722753	24.00461
GJA8	GJA8	2703	2760328	ILMN_1686867	-1.539148
GJA9	GJA9	81025	2350114	ILMN_1710161	-8.34284
GJA9-MYCBP	GJA9-MYCBP	100527950	4040296	ILMN_1659620	14.90293
GJB1	GJB1	2705	1410152	ILMN_1799535	5.500275
GJB2	GJB2	2706	5260095	ILMN_1769388	13.94133
GJB3	GJB3	2707	450524	ILMN_1789575	2.398493
GJB4	GJB4	127534	3850341	ILMN_1718268	6.950204
GJB5	GJB5	2709	6400017	ILMN_1735365	-10.88595
GJB6	GJB6	10804	3120113	ILMN_1718671	13.32943
GJB7	GJB7	375519	1240433	ILMN_3223148	23.2726
GJC1	GJC1	10052	6370270	ILMN_2397484	27625.34
GJC2	GJC2	57165	6520356	ILMN_1723048	104.8097
GJC3	GJC3	349149	4290241	ILMN_1757629	5.002391
GJD2	GJD2	57369	1030215	ILMN_1712396	-8.680412
GJD3	GJD3	125111	5890189	ILMN_1691743	-8.329077
GJD4	GJD4	219770	4200132	ILMN_1654742	-4.931779
GK	GK	2710	4150369	ILMN_2393296	448.7232
GK2	GK2	2712	6020431	ILMN_1722330	-5.206585
GK5	GK5	256356	6180543	ILMN_1673892	168.8145
GKAP1	GKAP1	80318	6840750	ILMN_1736972	23.19394
GKN1	GKN1	56287	6330477	ILMN_1760103	-1.541619
GKN2	GKN2	200504	5670020	ILMN_1813688	14.83362
GLA	GLA	2717	60630	ILMN_1766637	611.6954
GLB1	GLB1	2720	1340634	ILMN_2397721	1345.059
GLB1L	GLB1L	79411	2490360	ILMN_2217513	31.71338
GLB1L2	GLB1L2	89944	3940014	ILMN_2144401	-8.874054
GLB1L3	GLB1L3	112937	5960326	ILMN_1789048	4.33394
GLCCI1	GLCCI1	113263	5290079	ILMN_1781431	31.30517
GLCE	GLCE	26035	2350524	ILMN_1714349	65.14536
GLDC	GLDC	2731	4210397	ILMN_1806754	32.35986
GLDN	GLDN	342035	5860402	ILMN_1704376	-13.20232
GLE1	GLE1	2733	2140630	ILMN_1754912	994.3238
GLG1	GLG1	2734	2030376	ILMN_1772261	1254.779
GLI1	GLI1	2735	1410369	ILMN_1779989	3.952151
GLI2	GLI2	2736	5290427	ILMN_1727577	-11.0185
GLI3	GLI3	2737	110424	ILMN_1771962	21.53219
GLI4	GLI4	2738	2750209	ILMN_1782751	12.0847
GLIDR	GLIDR	389741	1770148	ILMN_1811181	120.536
GLIPR1	GLIPR1	11010	6220746	ILMN_1769245	1257.413
GLIPR1L1	GLIPR1L1	256710	870681	ILMN_1768975	-0.9389251
GLIPR1L2	GLIPR1L2	144321	7400204	ILMN_1769559	-0.05131184
