clean_docx_sha256	baseline_docx_sha256	scientific_source_sha256	clean_paragraphs	submitted_paragraphs	clean_exact_unchanged	clean_near_unchanged	clean_modified_candidates	clean_revision_addition_candidates	submitted_exact_retained	submitted_near_retained	submitted_modified_or_relocated	submitted_deletion_or_rewrite_candidates	reviewer_target_categories	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
691f494f5f2335b1a96f5b8d009c815d733b3c74fab0f230eaa3f73274f6b38f	0e0b4a2bcec736d2735ecc903ad72e99a1a3897bc09e2f991a7249000852dd34	f3b61e6ddb9f5d38c6211c6cfe0d8694e6ca3b761d52a3245d58df844ab5b2ae	146	71	5	25	24	92	3	14	22	32	14	26	26	0	PASS	READY_FOR_TARGETED_OOXML_REDLINE_BUILD
