comparison	spearman_logFC	pearson_logFC
pooled_vs_Sri_Lanka	0.907714006036335	0.926379816827128
pooled_vs_United_States	0.734151189341645	0.794062438600711
Sri_Lanka_vs_United_States	0.407985996550053	0.508029104515555
