feature_id	pooled_logFC	pooled_P.Value	pooled_adj.P.Val	Sri_Lanka_logFC	Sri_Lanka_P.Value	Sri_Lanka_adj.P.Val	United_States_logFC	United_States_P.Value	United_States_adj.P.Val	pooled_direction	Sri_Lanka_direction	United_States_direction	pooled_Sri_Lanka_concordant	pooled_United_States_concordant	Sri_Lanka_United_States_concordant	all_three_concordant
NM_000068	-1.42333785771663	1.32701390950447e-08	1.81773638193013e-07	-1.65909660219889	1.99520864791922e-07	2.90620376909952e-06	-1.14695551845116	0.00585285824588467	0.0225259530016515	-1	-1	-1	TRUE	TRUE	TRUE	TRUE
NM_000071	1.79324092619443	3.12210475428635e-11	8.20485847318959e-10	2.03162700507114	4.09298579254533e-09	1.04442020717498e-07	1.64482441348504	0.000247263751655291	0.00212324077688028	1	1	1	TRUE	TRUE	TRUE	TRUE
NM_000072	-0.316776651616242	0.0688210553365493	0.116917455460045	-0.927349196534741	8.12939259779961e-05	0.000459784283267518	0.553837953829891	0.0286955537580409	0.0758301241552669	-1	-1	1	TRUE	FALSE	FALSE	FALSE
NM_000073	-0.689478524988589	0.0186514612663407	0.0392023724503991	0.0713557878382601	0.853776187053929	0.891115806319687	-1.92279054277192	8.94527957924934e-06	0.000183432277344295	-1	1	-1	FALSE	TRUE	FALSE	FALSE
NM_000074	-0.703280317170108	5.99688433940906e-06	3.98974350977518e-05	-0.459796293406136	0.0255252918248127	0.0512736351149487	-1.06016819566125	2.03488898464763e-05	0.000344004605274454	-1	-1	-1	TRUE	TRUE	TRUE	TRUE
NM_000075	0.111510360535362	0.444748765832087	0.53578281837696	0.635320879870393	0.00131730749369566	0.00448669644757912	-0.710641727566882	0.000957906517435628	0.00576328894169528	1	1	-1	TRUE	FALSE	FALSE	FALSE
NM_000076	-0.674851046519291	0.0136498471280085	0.0299849838217312	-0.681274721566853	0.0441180073997886	0.0812819926290533	-0.630436922447327	0.176401255655726	0.2993761635997	-1	-1	-1	TRUE	TRUE	TRUE	TRUE
NM_000077	0.50156844654494	0.0469669529369643	0.0849576783453643	1.37672517256147	3.19380296913839e-05	0.00021312267460727	-0.755074862198106	0.0555284245027154	0.125851423575454	1	1	-1	TRUE	FALSE	FALSE	FALSE
NM_000078	1.421304037271	2.36917064207394e-06	1.75485346929025e-05	1.23208254812329	0.00205613758959649	0.00645942438805217	1.75837543487004	0.000131432305688881	0.00134934018556054	1	1	1	TRUE	TRUE	TRUE	TRUE
NM_000080	0.769814574552365	0.00255192184773567	0.00722274059338601	0.555006407878535	0.0804551632103907	0.134410058394838	1.18571764446042	0.00617552837182591	0.0234620805296631	1	1	1	TRUE	TRUE	TRUE	TRUE
NM_000081	-0.0315676861847813	0.841350799419815	0.878972712615414	-0.260765119990056	0.224080034343356	0.313975800941132	0.309710982593227	0.196670704167064	0.324442581261826	-1	-1	1	TRUE	FALSE	FALSE	FALSE
NM_000082	-0.175615649110062	0.50063776633987	0.587677096262902	0.0875895683127391	0.792707498943793	0.841888330665636	-0.668335287201434	0.121477275442515	0.227708691683838	-1	1	-1	FALSE	TRUE	FALSE	FALSE
