feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	site	contrast	logFC_direction
NM_001366994	-3.95021979267381	4.18988140910142	-7.42039633381526	6.67121331470055e-11	4.60060672692056e-08	14.5327920138097	United_States	bacterial_vs_viral	higher_in_viral
NM_001288952	-3.98733140323609	4.41609804817079	-7.40730347795978	7.11988676897197e-11	4.61893848513587e-08	14.4708146232794	United_States	bacterial_vs_viral	higher_in_viral
NM_001163940	1.72606284596636	7.04180444973849	7.36334863300844	7.3809483835824e-11	4.61893848513587e-08	14.4301857391005	United_States	bacterial_vs_viral	higher_in_bacterial
NM_002863	1.71629316828008	7.15981867213759	7.36306951849974	7.39067110977289e-11	4.61893848513587e-08	14.4289291156762	United_States	bacterial_vs_viral	higher_in_bacterial
NR_046308	1.77841482476688	6.30557617696424	7.34248056641111	8.14408904195705e-11	4.935564750003e-08	14.3362643336924	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001171156	1.65424160097534	4.15305630170591	7.32088166286439	9.01654520074852e-11	5.30358492558146e-08	14.239119077845	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001288956	-4.15913055220575	4.70513362108918	-7.34134328268798	9.70405716842382e-11	5.54489826603737e-08	14.175369305858	United_States	bacterial_vs_viral	higher_in_viral
NM_014214	1.57282791978035	6.07114101359644	7.28569478749136	1.064089489923e-10	5.91131269693614e-08	14.0810043766018	United_States	bacterial_vs_viral	higher_in_bacterial
NM_003307	1.62358204311877	2.66334719436535	7.26155019494198	1.19204758957769e-10	6.36218469339674e-08	13.972614872574	United_States	bacterial_vs_viral	higher_in_bacterial
NR_038257	1.63931977512301	2.63879874980462	7.25856822458831	1.20887553552216e-10	6.36218469339674e-08	13.9592343248286	United_States	bacterial_vs_viral	higher_in_bacterial
NM_020370	2.76744846941925	4.12935556112758	7.2185376099429	1.4589823533017e-10	7.48158668812328e-08	13.7797419524572	United_States	bacterial_vs_viral	higher_in_bacterial
NM_203281	2.57920003800933	1.54298980320316	7.11558702109087	2.36359606901677e-10	1.18173894460666e-07	13.319279920011	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001320352	1.74311635122121	1.70850316129981	7.08201678324989	2.76522213488285e-10	1.348821401842e-07	13.169505490782	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001320350	1.62501794967262	2.63331409524913	7.04927362459014	3.22201059511847e-10	1.53421404504225e-07	13.0236043398894	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001177520	2.65525595537864	7.01745188899679	7.02235861544309	3.65295935115395e-10	1.62447226920067e-07	12.9038110993297	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001320351	1.59738064924272	2.57209394077662	7.01312958092974	3.81351978351312e-10	1.62447226920067e-07	12.8627636287256	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001721	2.50179361754281	1.485510876731	7.01172485619152	3.83856442600705e-10	1.62447226920067e-07	12.8565172239022	United_States	bacterial_vs_viral	higher_in_bacterial
NM_015568	-1.44812721792878	3.5662294055672	-7.00559941648867	3.94969437182453e-10	1.62447226920067e-07	12.8292832302436	United_States	bacterial_vs_viral	higher_in_viral
NM_002964	1.82946435109115	10.5322472203447	7.00301961614621	3.99744756299655e-10	1.62447226920067e-07	12.8178152999161	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001127501	2.62436620040768	7.15398155015442	7.00080768998939	4.03884688802536e-10	1.62447226920067e-07	12.8079836108877	United_States	bacterial_vs_viral	higher_in_bacterial
NM_000478	2.61941660773794	7.2911455389633	7.00063412132973	4.04211340561431e-10	1.62447226920067e-07	12.8072121602069	United_States	bacterial_vs_viral	higher_in_bacterial
NM_032108	2.6978247558787	1.12505999057894	6.99961300113998	4.0613837421888e-10	1.62447226920067e-07	12.8026737539446	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001319201	1.84746965268713	9.26590718550727	6.98892405739835	4.26865299306363e-10	1.64954473332862e-07	12.7551774740816	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001320866	2.58180539333447	1.49471072703262	6.98790110238226	4.28903075819232e-10	1.64954473332862e-07	12.7506330448865	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001035230	-2.27425213001289	0.232337205872234	-6.97819529235377	4.48723920763136e-10	1.69212174913027e-07	12.7075247605108	United_States	bacterial_vs_viral	higher_in_viral
NM_001172735	-1.47774680126419	3.51586619280999	-6.97431696958235	4.56895717051025e-10	1.69212174913027e-07	12.6903039454995	United_States	bacterial_vs_viral	higher_in_viral
NM_001319197	1.83793824159799	9.32787032844288	6.96814620887658	4.70202994136587e-10	1.70974357813411e-07	12.6629096641119	United_States	bacterial_vs_viral	higher_in_bacterial
NM_018370	1.25295300108499	4.75554033106106	6.96040103195825	4.87450598558043e-10	1.74080795010041e-07	12.628535711303	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001319196	1.84034798940752	9.27381516084099	6.95617183515269	4.97131809984221e-10	1.7442349241885e-07	12.6097706613947	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001319198	1.81679309265704	9.4173621787619	6.92952440089781	5.62669881351797e-10	1.9401439581301e-07	12.4916105412107	United_States	bacterial_vs_viral	higher_in_bacterial
NM_021643	-2.36128036713311	3.30496071050898	-6.90624234061271	6.26897544607783e-10	2.12497016857814e-07	12.3884805334805	United_States	bacterial_vs_viral	higher_in_viral
NM_080759	2.73807204019747	-1.40516090393681	6.83724582324362	8.63077044021354e-10	2.87677963389718e-07	12.0834557495237	United_States	bacterial_vs_viral	higher_in_bacterial
NM_017449	-2.83721513757512	-0.0706042878628574	-6.81032097024836	9.77521014717646e-10	3.2048266841538e-07	11.964673988834	United_States	bacterial_vs_viral	higher_in_viral
NM_003897	1.37684130040036	4.06983158687788	6.78912993237105	1.07805988869497e-09	3.4774386635501e-07	11.8712882422066	United_States	bacterial_vs_viral	higher_in_bacterial
NM_002030	-3.2280749395515	-0.813145015855693	-6.77946553783142	1.12724980719367e-09	3.57839188794703e-07	11.8287284605203	United_States	bacterial_vs_viral	higher_in_viral
NM_001366900	-2.53349581057092	-0.357343080305847	-6.76279947472634	1.21735353146624e-09	3.80403957434271e-07	11.7553791174694	United_States	bacterial_vs_viral	higher_in_viral
NM_004392	2.68304282867505	-2.07603076459664	6.75617619258229	1.25511089547298e-09	3.86168658439447e-07	11.726244883091	United_States	bacterial_vs_viral	higher_in_bacterial
NM_005576	2.7424897334498	-0.516405487388384	6.7209101648348	1.47655180091063e-09	4.47417567672903e-07	11.5712692966922	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001198656	-2.24346285754196	1.22115045926266	-6.69370201472416	1.67345949645739e-09	4.99515171188825e-07	11.4518800289076	United_States	bacterial_vs_viral	higher_in_viral
NM_001302504	1.67731791977628	2.9098060458824	6.68959007706422	1.7053978143306e-09	5.01562513070554e-07	11.4338503700839	United_States	bacterial_vs_viral	higher_in_bacterial
NM_000717	2.7650033077331	3.50495305267418	6.68183930293811	1.76724932679733e-09	5.12220569371301e-07	11.3998751764066	United_States	bacterial_vs_viral	higher_in_bacterial
NR_137422	2.63246463371614	3.52037657595903	6.66213136431138	1.93470159244635e-09	5.46628976505366e-07	11.3135437338291	United_States	bacterial_vs_viral	higher_in_bacterial
NM_020400	-1.38941048264848	2.22076168049071	-6.66146500041087	1.94062989808895e-09	5.46628976505366e-07	11.3106261483924	United_States	bacterial_vs_viral	higher_in_viral
NR_002712	-2.66391465952679	4.7714540213388	-6.58702180446269	2.72973139598986e-09	7.50617494304303e-07	10.9852934135901	United_States	bacterial_vs_viral	higher_in_viral
NR_028324	1.42658455922778	8.44042371910155	6.58620981120503	2.73989084875314e-09	7.50617494304303e-07	10.9817515491055	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001329424	1.91020564788869	3.73150514385164	6.56684551369125	2.99356901708368e-09	8.08016701434728e-07	10.8973293497876	United_States	bacterial_vs_viral	higher_in_bacterial
NM_021209	1.52860361823889	4.26061090589392	6.5641833340544	3.03021414108728e-09	8.08016701434728e-07	10.8857296705007	United_States	bacterial_vs_viral	higher_in_bacterial
NM_004418	-1.57560565666532	2.9052603390314	-6.55952742741722	3.09537286587448e-09	8.14531078218733e-07	10.8654467421791	United_States	bacterial_vs_viral	higher_in_viral
NM_020406	3.64516630224193	7.60658965157105	6.56428079102065	3.4218500925783e-09	8.88747792226928e-07	10.7763237660197	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001115152	3.06958073482992	-1.88035565944392	6.5278462738491	3.57707385853269e-09	9.14586142763684e-07	10.727562029377	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001243763	-2.55974188135724	0.93958394738259	-6.52566787908349	3.61279590371174e-09	9.14586142763684e-07	10.7180895070585	United_States	bacterial_vs_viral	higher_in_viral
NM_000607	3.33236990380063	2.86612439927805	6.51498702247641	4.01420387256334e-09	1.00350079059243e-06	10.6207217862513	United_States	bacterial_vs_viral	higher_in_bacterial
NM_003268	1.48766667517425	5.96481675967025	6.48996200954534	4.25119850894921e-09	1.04962616025278e-06	10.5629825796274	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001199138	1.51302017797744	4.27860331207235	6.48000882523558	4.44823399623895e-09	1.08488087427784e-06	10.5197987108898	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001318138	2.76231397499788	4.40548210254619	6.46854243249197	4.68643788128915e-09	1.10807835810175e-06	10.4700783703192	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001010933	2.1338338040082	-1.17502610721059	6.46775668977622	4.70321510890433e-09	1.10807835810175e-06	10.4666723849617	United_States	bacterial_vs_viral	higher_in_bacterial
NR_131192	-2.96600785573485	-3.15661571380264	-6.46745985897435	4.70956850035747e-09	1.10807835810175e-06	10.4653857405173	United_States	bacterial_vs_viral	higher_in_viral
NM_001366712	2.66143158155589	-1.36117032948221	6.45911453395246	4.8917070518571e-09	1.137549410815e-06	10.4292205921727	United_States	bacterial_vs_viral	higher_in_bacterial
NM_005139	1.93674152066265	7.50707321955497	6.4533764423703	5.02096497313087e-09	1.15418710916832e-06	10.404363699266	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001309192	-2.6176304743435	-0.0895539189646037	-6.44491073095519	5.21785476334404e-09	1.18545938140739e-06	10.3677053361843	United_States	bacterial_vs_viral	higher_in_viral
NM_001291866	1.40118481616018	4.74161596543478	6.43969022312288	5.34305415163338e-09	1.18545938140739e-06	10.3451079502515	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001287430	1.40137433941098	3.92204062802428	6.43728569068549	5.40171460011443e-09	1.18545938140739e-06	10.3347019372259	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001199139	1.48793491725261	4.24328820166025	6.43624853331881	5.42721295555282e-09	1.18545938140739e-06	10.3302138952083	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001318940	1.40836886653368	3.8370996894022	6.43518893725214	5.45338582376519e-09	1.18545938140739e-06	10.3256290221911	United_States	bacterial_vs_viral	higher_in_bacterial
NM_080760	2.61154316809065	-1.91909367965332	6.4318463893632	5.5367696949486e-09	1.19064362504599e-06	10.3111675842558	United_States	bacterial_vs_viral	higher_in_bacterial
NM_005308	-1.22675624113275	3.86238806078616	-6.42220584464383	5.7843886784903e-09	1.2306594593737e-06	10.2694731286945	United_States	bacterial_vs_viral	higher_in_viral
NM_153615	1.85411968958066	4.11163534437562	6.41148832765541	6.0725316872803e-09	1.27836380225178e-06	10.2231472681815	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001290222	1.44750800819623	3.77141443689389	6.40745853742151	6.18450478186147e-09	1.28837407429633e-06	10.2057359471286	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001309193	-2.67504627098987	-0.125540705294855	-6.40314427618755	6.30664439062371e-09	1.2962018351122e-06	10.1870999123839	United_States	bacterial_vs_viral	higher_in_viral
NM_001105513	-2.38926433633998	-0.316449789326879	-6.39945795321608	6.412893083537e-09	1.2962018351122e-06	10.1711799426456	United_States	bacterial_vs_viral	higher_in_viral
NM_001184721	1.59960991537221	5.38413922151146	6.3993331875401	6.41651990980089e-09	1.2962018351122e-06	10.1706411804381	United_States	bacterial_vs_viral	higher_in_bacterial
NM_004481	1.38691343453811	4.81651192425905	6.39705342508027	6.48314859774202e-09	1.29656488806243e-06	10.1607973980708	United_States	bacterial_vs_viral	higher_in_bacterial
NM_017565	2.50868687400092	1.5629103212949	6.38847281593454	6.74011293609299e-09	1.33460909513786e-06	10.1237586246663	United_States	bacterial_vs_viral	higher_in_bacterial
NM_000610	1.30936868269375	5.64460846032251	6.3819557232638	6.94198206634604e-09	1.36110489553779e-06	10.0956392540237	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001126102	2.7574377290417	4.4323245689245	6.37832496635791	7.05702526882407e-09	1.37022765389527e-06	10.0799781308249	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001362774	1.40734914619312	5.15201083967696	6.37382916472415	7.202091353646e-09	1.38494831713044e-06	10.0605901878005	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001136562	-2.18137358221189	1.25986659452321	-6.35305960798821	7.91143639593367e-09	1.49636280142068e-06	9.97108756453919	United_States	bacterial_vs_viral	higher_in_viral
NM_018140	-2.19130988308254	-0.678300459733837	-6.35250989637856	7.93111940349976e-09	1.49636280142068e-06	9.96872014369765	United_States	bacterial_vs_viral	higher_in_viral
NM_001329425	1.78956759576527	4.67199489094965	6.33925592347789	8.4206134718699e-09	1.573867746018e-06	9.91166273071742	United_States	bacterial_vs_viral	higher_in_bacterial
NM_000608	3.43561525646404	0.197333591378388	6.33884881120484	8.55865319171526e-09	1.58485652945476e-06	9.89701016740039	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001252269	-2.24366242644003	-0.574108742100452	-6.32954354132135	8.79814308824808e-09	1.61425746442086e-06	9.86987968582855	United_States	bacterial_vs_viral	higher_in_viral
NM_001184720	1.6502480495493	6.07886679940873	6.3213224909778	9.13073243735881e-09	1.64992027579713e-06	9.83453105424455	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001001389	1.31094121368392	5.6509598848414	6.32067338449188	9.15751540644442e-09	1.64992027579713e-06	9.83174077551183	United_States	bacterial_vs_viral	higher_in_bacterial
NM_052972	1.32712373592528	8.35073676182377	6.31498128820832	9.3957268520298e-09	1.67772447601557e-06	9.80727705992143	United_States	bacterial_vs_viral	higher_in_bacterial
NR_159496	-2.41581796479556	-0.283294015695818	-6.30685364346615	9.74650775182827e-09	1.72495936751162e-06	9.77236006124842	United_States	bacterial_vs_viral	higher_in_viral
NM_001001391	1.33611414333996	5.99085622177511	6.30267949457947	9.93165513126096e-09	1.73102514055686e-06	9.75443415253994	United_States	bacterial_vs_viral	higher_in_bacterial
NM_004130	1.64445666066345	5.82748073863359	6.30132188125221	9.99261834250622e-09	1.73102514055686e-06	9.74860483532022	United_States	bacterial_vs_viral	higher_in_bacterial
NM_004442	-2.59051314397182	-0.0564867462731873	-6.3002624615936	1.00404478376216e-08	1.73102514055686e-06	9.74405622971333	United_States	bacterial_vs_viral	higher_in_viral
NM_005091	2.30655480080793	5.88290660539761	6.29425953252102	1.03157620886086e-08	1.74995009095689e-06	9.71828816783702	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001202556	1.35284572688353	5.6873553170054	6.29405609635627	1.03252217977356e-08	1.74995009095689e-06	9.71741506379652	United_States	bacterial_vs_viral	higher_in_bacterial
NR_003615	-1.37764793955051	3.08800734154548	-6.29103262604212	1.04668259718325e-08	1.75496970477535e-06	9.70444023848755	United_States	bacterial_vs_viral	higher_in_viral
NM_004666	2.76400407232302	5.37326597614287	6.28968950146381	1.05303447458894e-08	1.75496970477535e-06	9.69867715132127	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001142961	-1.45833215600554	2.0943452853888	-6.277798859358	1.1109533813912e-08	1.83619476648287e-06	9.64767702976498	United_States	bacterial_vs_viral	higher_in_viral
NM_000904	1.38852852350275	4.21906367708911	6.27429564911683	1.12860948979589e-08	1.83855351667112e-06	9.63265840154977	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001134434	-1.52290648952331	1.37721503937418	-6.27387129493418	1.13076695110029e-08	1.83855351667112e-06	9.6308393671481	United_States	bacterial_vs_viral	higher_in_viral
NM_001202555	1.34420837523917	5.7846438225294	6.26353161779569	1.18461173609184e-08	1.91056855726618e-06	9.58653183802575	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001010931	2.03219747943954	-0.988198697858769	6.25627872754799	1.2238846683357e-08	1.95811755856365e-06	9.55546843477322	United_States	bacterial_vs_viral	higher_in_bacterial
NM_004668	1.75256187022832	5.43712786539868	6.25211791982064	1.24699193971441e-08	1.97624973347421e-06	9.53765432698395	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001287429	1.34463852067125	4.28019470292651	6.25069700038474	1.25498132982262e-08	1.97624973347421e-06	9.53157183385743	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001261419	2.48231341652161	5.27749287310597	6.24720420553874	1.27483564227021e-08	1.99183109451265e-06	9.51662257102595	United_States	bacterial_vs_viral	higher_in_bacterial
NM_005143	2.76388817047244	4.85431198562596	6.24126183808063	1.30932915355827e-08	2.0289282166335e-06	9.49119644197053	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001001390	1.34030526927022	5.70625990043116	6.23964558496536	1.31886928427599e-08	2.0289282166335e-06	9.48428244772663	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001272039	1.35496492408228	3.04638736333711	6.23546663179339	1.34385529362527e-08	2.05158488681005e-06	9.46640895328905	United_States	bacterial_vs_viral	higher_in_bacterial
NR_159495	-2.3067653462576	-0.421760445250773	-6.23329330911119	1.35703371776628e-08	2.05600888800059e-06	9.4571154187689	United_States	bacterial_vs_viral	higher_in_viral
NR_135618	4.21270087557518	0.932350659877647	6.25427662518513	1.3720282173504e-08	2.06309716682636e-06	9.45300499004682	United_States	bacterial_vs_viral	higher_in_bacterial
NM_032564	1.4703763483972	6.5116533746861	6.22852304253796	1.38640820437729e-08	2.06916251338369e-06	9.43672125155103	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001287426	1.38208092623236	5.0107672301712	6.22336411950314	1.41888256415508e-08	2.10194314078055e-06	9.41467226847599	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001349115	-1.8679373828675	0.253197433112601	-6.21682956982207	1.46109581294435e-08	2.1485628796378e-06	9.38675408618359	United_States	bacterial_vs_viral	higher_in_viral
NM_023068	-4.09982792089414	4.59743588818129	-6.23817654919103	1.54175270792359e-08	2.25062134348642e-06	9.34468617179584	United_States	bacterial_vs_viral	higher_in_viral
NM_001315491	1.20569670368466	2.47699600086064	6.20199444600105	1.56158673746737e-08	2.25807072074233e-06	9.32341489645885	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001288660	1.51596930419581	5.12680481274834	6.20087543702947	1.56943762279706e-08	2.25807072074233e-06	9.31863963226299	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001367089	-4.036806512801	4.50616349368065	-6.22286527484319	1.63184100535148e-08	2.33108487614459e-06	9.28993542331256	United_States	bacterial_vs_viral	higher_in_viral
NM_001278511	3.14638965013733	-1.87714749249531	6.1891975278307	1.65372921917536e-08	2.34559791874383e-06	9.26882537486264	United_States	bacterial_vs_viral	higher_in_bacterial
NM_003364	1.32999638712867	5.20375619976429	6.18376899646387	1.69441859216765e-08	2.38638573413808e-06	9.24568151126337	United_States	bacterial_vs_viral	higher_in_bacterial
NM_152672	3.59252373824722	-0.891143975063375	6.17937240614217	1.75128784765004e-08	2.44923116539532e-06	9.21507820123095	United_States	bacterial_vs_viral	higher_in_bacterial
NM_004633	2.49443092426478	6.00790001370852	6.17008224217712	1.80144412908443e-08	2.48629183072821e-06	9.18736521489642	United_States	bacterial_vs_viral	higher_in_bacterial
NM_005214	-2.39855372233057	0.77333188992789	-6.16897729146583	1.81036986136683e-08	2.48629183072821e-06	9.18265948161395	United_States	bacterial_vs_viral	higher_in_viral
NM_001323265	-1.5281037562588	1.07441555871704	-6.1683959029954	1.81508379062112e-08	2.48629183072821e-06	9.18018361423186	United_States	bacterial_vs_viral	higher_in_viral
NR_048564	2.52631161165059	5.92658707854737	6.16471265188679	1.8452304304768e-08	2.50660433744491e-06	9.16450047629046	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001142467	-3.00860141816055	1.46026883758065	-6.16152516100153	1.87572083596001e-08	2.50660433744491e-06	9.14903090546687	United_States	bacterial_vs_viral	higher_in_viral
NM_001278512	3.12649357565966	-1.85205452051691	6.16052322510898	1.88012080034446e-08	2.50660433744491e-06	9.14666656701973	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001001392	1.379699435769	5.22767750662676	6.1595575719015	1.88825479461163e-08	2.50660433744491e-06	9.1425565728853	United_States	bacterial_vs_viral	higher_in_bacterial
NR_027303	-2.34400809951743	2.67721473246365	-6.15904565437727	1.8925809038161e-08	2.50660433744491e-06	9.14037786315172	United_States	bacterial_vs_viral	higher_in_viral
NM_006834	1.4286709931931	6.27166116836999	6.14748018814198	1.99296628172084e-08	2.62219293869309e-06	9.09117465024606	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001199583	-2.50271303435835	-0.73358342654062	-6.14500945582545	2.01508306439025e-08	2.62854378802343e-06	9.08066812714163	United_States	bacterial_vs_viral	higher_in_viral
NM_001253891	1.47496074812348	6.38631015659895	6.14382261779117	2.02579296543619e-08	2.62854378802343e-06	9.075621824249	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001287428	1.31716088706643	4.1101772780425	6.14256275246104	2.037223296883e-08	2.62854378802343e-06	9.07026544242605	United_States	bacterial_vs_viral	higher_in_bacterial
NM_004644	3.17625371204273	-1.80793037666839	6.13652274524933	2.09291191799273e-08	2.68308624666261e-06	9.04459212973146	United_States	bacterial_vs_viral	higher_in_bacterial
NM_001127213	-2.26202577765233	9.20946959714919	-6.1303754617859	2.15113106283583e-08	2.74015733284419e-06	9.01847319773184	United_States	bacterial_vs_viral	higher_in_viral
NM_001330451	-1.34559519350021	4.1441627357368	-6.12849941589119	2.16921459361858e-08	2.74570396568215e-06	9.01050423236096	United_States	bacterial_vs_viral	higher_in_viral
NM_006255	-1.31707335015643	5.13155860506188	-6.11581568684067	2.29547069922677e-08	2.88724015810291e-06	8.95665265833429	United_States	bacterial_vs_viral	higher_in_viral
NM_007203	-2.16827820835028	1.11194751556712	-6.10630638346095	2.39485577052001e-08	2.99342003466435e-06	8.91630826004228	United_States	bacterial_vs_viral	higher_in_viral
NM_152637	2.71868608705083	2.67060739121803	6.10197369761828	2.44153395764273e-08	3.01370388967202e-06	8.89793470556262	United_States	bacterial_vs_viral	higher_in_bacterial
NM_017414	-3.71504404881507	4.72004209573439	-6.12311760798916	2.45216307538734e-08	3.01370388967202e-06	8.90008361837781	United_States	bacterial_vs_viral	higher_in_viral
