feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	site	contrast	logFC_direction
NM_001367089	-5.28909814556777	4.10978766185413	-17.4875614334646	2.94015401631511e-38	5.88001401722859e-34	76.2458405309752	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_023068	-5.31396449868214	4.20337317749633	-17.3298480923398	7.38923811777668e-38	7.38886865587079e-34	75.3415011532803	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_017414	-5.28230891297147	4.13304209217304	-16.7920825697773	1.74717415821108e-36	1.16472453300211e-32	72.2360936451338	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001352774	-3.6778763808039	1.36055951548212	-16.1116469896921	9.99440886634205e-35	3.90273112158213e-31	68.2604394076082	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001352777	-3.7076095931497	1.35199614790503	-16.0616320837032	1.34816940823224e-34	3.90273112158213e-31	67.9662597869986	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001352776	-3.77214191486504	1.32105838480045	-16.0592277740581	1.3677159449458e-34	3.90273112158213e-31	67.9521114948312	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_002230	-3.62988447606599	1.65572292913494	-16.0416370222216	1.519641443013e-34	3.90273112158213e-31	67.8485795832918	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_021991	-3.71348734385064	1.38294760173211	-16.0371352103195	1.56117050715821e-34	3.90273112158213e-31	67.8220786438299	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001352775	-3.70121353521619	1.33909181968863	-15.8689571917691	4.28052374781103e-34	9.51179938138587e-31	66.8305755758816	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001352773	-3.61234790096267	1.65196395186415	-15.808166708162	6.16775655276409e-34	1.22169079510909e-30	66.4714781070901	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_017912	-2.60925881418345	4.22091231632727	-15.7939122888707	6.71963535486772e-34	1.22169079510909e-30	66.3872219277153	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_194323	-5.59297367399263	0.456972912676007	-15.4169859431062	6.52357391983592e-33	1.08720795685665e-29	64.1520665256567	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001288956	-5.68949973888044	3.77294634183747	-15.0898663720291	4.73856277353687e-32	7.28973206984338e-29	62.2014997393145	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001287489	-5.61935949953123	0.361594645719747	-15.0470339146978	6.1474890913595e-32	8.78168816700704e-29	61.9453907541488	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001288995	-5.72329105432559	3.58146442988329	-15.0249824004112	7.02952107346282e-32	9.37222612987886e-29	61.8134757833727	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001270929	-4.31758142819668	4.94245865696461	-14.871650822984	1.78763273771534e-31	2.23442919509807e-28	60.8950826405457	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001270927	-4.3293614625571	4.91556097749118	-14.8268968124908	2.3482537427641e-31	2.76251332950231e-28	60.6266539136323	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001130080	-5.53024817052497	4.06419831493363	-14.8106851607494	2.59223942670403e-31	2.88012201636966e-28	60.52937794625	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_005532	-5.52678464085139	3.90820949881663	-14.7911625322161	2.92001300124565e-31	3.07354421115325e-28	60.4122064254422	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001288954	-5.55826501223452	3.24351480897085	-14.7710336604633	3.30151773593147e-31	3.30135266004467e-28	60.2913639362333	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_194248	-5.52930711593247	0.275860397082828	-14.7249510664575	4.37375477358943e-31	4.165272462715e-28	60.0145868808874	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001288952	-5.55682130237356	3.44470368344756	-14.6721997241409	6.03610294216302e-31	5.48709194274174e-28	59.6975487611815	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_002982	-7.40021650402341	-1.29275083098065	-14.644788957496	7.1365576345532e-31	6.20539200580128e-28	59.5327221347848	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001366994	-5.47961322168849	3.23631555966627	-14.6321082899399	7.71159253271331e-31	6.4260057942389e-28	59.456450787576	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001270930	-4.2659625656309	4.91522830905445	-14.6158504121775	8.51728310379865e-31	6.81348579171477e-28	59.3586450461164	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001288957	-5.42854915200071	2.9280765921243	-14.5954431990561	9.64905103793744e-31	7.42197583491195e-28	59.2358483830267	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001172309	-3.46654753411333	0.550635201725572	-14.572905329415	1.10749219354852e-30	8.20323569584328e-28	59.1001936602356	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001165136	-2.50473022585435	4.09899281620226	-14.5510598809301	1.26582348630786e-30	8.76497937377036e-28	58.9686695439406	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001288958	-5.51126947384412	2.97816809720856	-14.5503946336375	1.27098555847463e-30	8.76497937377036e-28	58.9646637434034	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001270928	-4.26012053193856	4.94004849822926	-14.5308228550855	1.43267021675715e-30	9.49836003867882e-28	58.8467968611112	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001366993	-5.41684387305249	3.18361093895548	-14.5263616747718	1.47231942196632e-30	9.49836003867882e-28	58.8199262972857	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_004802	-5.4925005174882	0.3753481322234	-14.5122592332567	1.60503334671525e-30	1.00309568440494e-27	58.7349746700496	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_002535	-2.97073576687252	6.43460358019935	-14.4427034672901	2.45720810201422e-30	1.48914257067219e-27	58.315760916103	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001548	-4.19576414648542	5.18192891901838	-14.3547884663972	4.21142770791477e-30	2.47718655089963e-27	57.7853883975699	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001288960	-5.43444150089658	3.43343330140347	-14.3457822631959	4.45053812175307e-30	2.5430374827697e-27	57.7310244690149	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_194322	-5.47223505977376	0.319358931187854	-14.3397348207789	4.61868106335661e-30	2.5658056273908e-27	57.6945171978586	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001364727	-3.27240170263645	1.03218544592126	-14.314069208727	5.40607580076699e-30	2.92205702539295e-27	57.5395499007315	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_198576	-3.31232498181926	1.12295769359123	-14.1987476682996	1.09721638398166e-29	5.77453433243401e-27	56.8426797454327	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001305275	-3.29993846897536	0.984298765829497	-14.1712601598795	1.29903407621021e-29	6.57100038696172e-27	56.6764430214374	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001288959	-5.56574393442562	3.60971936841081	-14.1693626831344	1.31426579068188e-29	6.57100038696172e-27	56.6649657459823	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_006187	-3.54827819774241	7.64962861811295	-14.0240102145743	3.21209475406062e-29	1.56679714601118e-26	55.7850699162385	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_144573	-3.49346245588704	0.469081429290729	-13.9256225351755	5.8858242351563e-29	2.80263330664026e-26	55.1887161638952	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NR_046236	-4.50473636528095	3.40404350420044	-13.675839453972	2.74542646394964e-28	1.27687869424486e-25	53.6721481242454	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_207315	-4.4988646821603	3.52514214586438	-13.428025815261	1.26910236738533e-27	5.76835869212256e-25	52.1642446839966	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_080657	-4.41051954754139	6.71124375537933	-13.3754330454353	1.75695120592961e-27	7.8082815927525e-25	51.8438476087716	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_016817	-2.8084471091148	7.15231761886676	-13.3276550153042	2.36120799377373e-27	1.02656084059741e-24	51.5526755915452	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_006820	-4.44206628183126	6.27614158332694	-13.2923051937133	2.93860662396764e-27	1.25040838027083e-24	51.337181209649	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001547	-3.54692092343074	7.75953032556856	-13.0214003001183	1.57361969096637e-26	6.55642087492427e-24	49.6841056502082	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001144925	-3.23237424901121	6.74585595081702	-12.9620504893411	2.27351013816826e-26	9.27916923535246e-24	49.3216058953955	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001104544	-4.44785092727453	-3.04301822329722	-12.9141945439576	3.05899983162773e-26	1.22353875265446e-23	49.0292299123662	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001282920	-3.20681520273428	5.87010198294547	-12.9101748397802	3.13621852615544e-26	1.22982812361927e-23	49.0046684455241	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_033219	-1.88905275774461	2.726954276319	-12.9024594457596	3.28993908719135e-26	1.26529791932192e-23	48.9575240216968	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001100423	-3.23451417610825	1.688801346358	-12.8347089913137	5.00845538229507e-26	1.88988866397206e-23	48.5434679384872	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_021913	-3.64120475856249	-1.60878855006575	-12.7531638062604	8.30703851551618e-26	3.07652709762607e-23	48.0449473288738	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001178046	-3.19270471377541	6.70643317353728	-12.7454875056052	8.71234646320902e-26	3.16796758032213e-23	47.9980105692092	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_005623	-6.18408691468782	-2.66397914648969	-12.7102919538623	1.0839266970602e-25	3.87097321687624e-23	47.7827902558397	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001282735	-3.19631433680262	1.63940239452347	-12.5735236749272	2.5335894886134e-25	8.88934318996129e-23	46.9462150764896	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001699	-3.57928674167061	-1.55675947672408	-12.5404110154753	3.11193229882689e-25	1.0730264490386e-22	46.7436238539359	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001282743	-3.18738682779018	1.58800632815272	-12.5246751423308	3.4313651241437e-25	1.16311645962288e-22	46.6473420884775	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_002462	-3.10791329198294	6.82045404588074	-12.5064441839511	3.84268066748868e-25	1.28082951115177e-22	46.5357893664782	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001100424	-3.18289559697802	1.78839895537083	-12.4828158662701	4.45000569905757e-25	1.45894531107299e-22	46.3912041494707	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001282744	-3.16181814106614	1.64471057875993	-12.4067009324779	7.13942016059803e-25	2.30292360954516e-22	45.9253991707808	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001256477	-4.54170245952148	1.19921442205651	-12.3954336676557	7.6569502350514e-25	2.43065631350465e-22	45.8564409565267	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_017938	-4.2381230151532	-3.00450508178077	-12.3498357146946	1.01638549226983e-24	3.17604585311005e-22	45.5773595507302	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_015535	-3.15926357817538	1.62742914156251	-12.297743563662	1.40470986989928e-24	4.32196810586395e-22	45.2585115120183	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001100422	-3.17900245028784	1.63444160268072	-12.2739161839954	1.62879824098631e-24	4.93550545780079e-22	45.1126625266474	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_022750	-2.0957366998199	5.91893602707884	-12.2610211018529	1.76463774728087e-24	5.26731198624927e-22	45.0337297775407	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001104545	-4.17686559238608	-3.20184355082134	-12.1092183591494	4.53100291061836e-24	1.33258128249201e-21	44.1044976139545	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001549	-3.12184711368811	6.98453020460676	-11.938549139475	1.30794821303081e-23	3.79096468295698e-21	43.0598551646582	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001289758	-3.10964662802804	6.94429392932149	-11.8960106588628	1.70343356763785e-23	4.86670970274133e-21	42.7995199337911	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001353136	-2.36347782462384	4.60708117733277	-11.8904233837671	1.76357728954258e-23	4.96757495965663e-21	42.7653273768867	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_003865	-5.1329213916276	-2.03638422515991	-11.7977812866863	3.13494490258803e-23	8.7077448759525e-21	42.1984452554094	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001243763	-3.05686547481434	0.601013207403755	-11.7937160633995	3.21507881452718e-23	8.80799468653824e-21	42.1735728950616	Sri_Lanka	bacterial_vs_viral	higher_in_viral
NM_001289759	-3.10753802494111	6.93695351873525	-11.7727960076743	3.66100044293721e-23	9.8941010619326e-21	42.0455815964273	Sri_Lanka	bacterial_vs_viral	higher_in_viral
