scoring_population	final_module_id	final_module_label	final_module_direction	deletion_order	deleted_gene_1	deleted_gene_2	available_gene_count	retained_gene_count	n_bacterial	n_viral	mean_bacterial	mean_viral	median_bacterial	median_viral	median_difference_bacterial_minus_viral	full_module_median_difference	effect_change_from_full	abs_effect_change_from_full	wilcox_W	wilcox_p	nominal_p_lt_0_05	full_module_wilcox_p	full_module_nominal_p_lt_0_05	same_nominal_significance_state_as_full	expected_direction_match	effect_sign_preserved_vs_full	pearson_correlation_with_full_scores	spearman_correlation_with_full_scores	mean_abs_score_deviation	max_abs_score_deviation
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	EIF4EBP2	none	24	23	52	94	0.0897948837977252	-0.0645923412181934	-0.0857457619276656	-0.264500890087421	0.178755128159755	0.206714010970064	-0.0279588828103086	0.0279588828103086	2874	0.0792230895325722	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.998854614191587	0.997388798581351	0.0356377591612228	0.175114668072869
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	MRPL13	none	24	23	52	94	0.0923460220949072	-0.0703015996814756	-0.0379483192684771	-0.252556802232067	0.21460848296359	0.206714010970064	0.00789447199352611	0.00789447199352611	2878	0.0764679003216988	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999809498262303	0.99951677257278	0.011544952734624	0.0814957199728699
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	MRPL22	none	24	23	52	94	0.0897582373182668	-0.0696098471111441	-0.0511355584535163	-0.256088832200508	0.204953273746991	0.206714010970064	-0.00176073722307288	0.00176073722307288	2876	0.077835567767349	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999796786489806	0.999431062509236	0.0124394930721605	0.0849789362005868
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	MRPS11	none	24	23	52	94	0.095966056488348	-0.0749329679221866	-0.0680444891704935	-0.283356656332375	0.215312167161881	0.206714010970064	0.00859815619181725	0.00859815619181725	2894	0.0662180777666075	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999226790393637	0.998204521944732	0.0255050716445257	0.11530102667243
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	MRPS18C	none	24	23	52	94	0.0884391550039095	-0.0696255898367955	-0.0487216921223356	-0.242197426773624	0.193475734651289	0.206714010970064	-0.0132382763187753	0.0132382763187753	2879	0.0757914513224846	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999693924929242	0.999207920792079	0.0147744312565071	0.0856960087700411
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL15	none	24	23	52	94	0.0925054689125347	-0.0619079516873243	-0.0499465880754636	-0.263665181034722	0.213718592959258	0.206714010970064	0.00700458198919399	0.00700458198919399	2871	0.0813420238546387	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999851121551139	0.999507906014482	0.0121456103564473	0.0607945809712267
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL17	none	24	23	52	94	0.0885599777002018	-0.0631555412088579	-0.0466756773160825	-0.243086178506838	0.196410501190756	0.206714010970064	-0.0103035097793085	0.0103035097793085	2874	0.0792230895325722	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999890023571963	0.999593616078026	0.00992572653667661	0.0544426018372901
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL23	none	24	23	52	94	0.0915376112478995	-0.0649127969113953	-0.0406884267213289	-0.250584021235648	0.209895594514319	0.206714010970064	0.00318158354425513	0.00318158354425513	2871	0.0813420238546387	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999728527901915	0.999850746268657	0.0127908233797581	0.103537446405197
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL26	none	24	23	52	94	0.0925151463484642	-0.0645297361903867	-0.0403571397172312	-0.248955735647685	0.208598595930454	0.206714010970064	0.00188458496039012	0.00188458496039012	2880	0.0751198931490439	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999744791334903	0.999835968671494	0.0126711101547268	0.0870027720244524
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL26L1	none	24	23	52	94	0.0879462710385445	-0.0684232633814783	-0.0509307988692832	-0.249725068297506	0.198794269428222	0.206714010970064	-0.00791974154184169	0.00791974154184169	2865	0.0857178435393054	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999783389627171	0.999404462834343	0.0116911872998095	0.12087268802911
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL27	none	24	23	52	94	0.0835019543772267	-0.0595036609764401	-0.0571671725423482	-0.246104623963954	0.188937451421605	0.206714010970064	-0.0177765595484587	0.0177765595484587	2843	0.103413411821271	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999866276126279	0.999422195950938	0.0120183118385326	0.0455720223922984
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL29	none	24	23	52	94	0.0994917466017039	-0.063427206225752	-0.0371710044588216	-0.268324745850263	0.231153741391441	0.206714010970064	0.0244397304213772	0.0244397304213772	2882	0.0737913523845039	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999562351574945	0.998624205704152	0.0194973787545324	0.0775472246898314
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL31	none	24	23	52	94	0.0893940128679804	-0.0643053035138074	-0.0386504455785663	-0.245901896262022	0.207251450683456	0.206714010970064	0.000537439713391791	0.000537439713391791	2871	0.0813420238546387	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999801280403983	0.999711836855327	0.012303616910867	0.0632142031077585
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL34	none	24	23	52	94	0.0874589802407128	-0.0660611639888725	-0.0356476371434151	-0.246464410203674	0.210816773060259	0.206714010970064	0.00410276209019517	0.00410276209019517	2871	0.0813420238546387	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.99981171624768	0.999491650657603	0.0119035439520391	0.074205034314732
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPL9	none	24	23	52	94	0.0889689044821024	-0.0626704253299198	-0.0438537785827196	-0.242968127317595	0.199114348734875	0.206714010970064	-0.00759966223518871	0.00759966223518871	2862	0.0879760410138447	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.9998902773096	0.999729569971923	0.00998106411661349	0.061814385723141
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPLP0	none	24	23	52	94	0.0927091141702348	-0.0638788267647266	-0.0560117650688318	-0.260001968787016	0.203990203718184	0.206714010970064	-0.00272380725188035	0.00272380725188035	2869	0.0827800312338406	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999602702619103	0.999108910891089	0.0179725942799208	0.0920269451939762
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPS15A	none	24	23	52	94	0.0885119940660838	-0.0630146127804442	-0.0471600804848235	-0.244090501559119	0.196930421074296	0.206714010970064	-0.00978358989576822	0.00978358989576822	2866	0.0849756050188554	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999884429304857	0.999556672085119	0.0109136389610487	0.0435006316626509
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPS24	none	24	23	52	94	0.0903218413266928	-0.0646323767927061	-0.0425348063534066	-0.246631360322653	0.204096553969246	0.206714010970064	-0.00261745700081789	0.00261745700081789	2875	0.0785268347260002	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999829848240652	0.999686714940151	0.0114397114389026	0.0583545076064573
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPS27	none	24	23	52	94	0.0878788778821567	-0.0623127537276977	-0.0426547286532943	-0.248740492132406	0.206085763479111	0.206714010970064	-0.000628247490952805	0.000628247490952805	2861	0.088739348430653	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999767183544808	0.999459139943845	0.0144470136179555	0.0518344985219898
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPS3A	none	24	23	52	94	0.0871645396862229	-0.0614828180291287	-0.0403793216062116	-0.240429059868879	0.200049738262667	0.206714010970064	-0.00666427270739681	0.00666427270739681	2866	0.0849756050188554	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999854590006757	0.999614304714054	0.0108913137857457	0.0613140892857556
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPS4Y1	none	24	23	52	94	0.106368775333698	-0.0719432442555051	-0.0535145662835414	-0.267860657643389	0.214346091359848	0.206714010970064	0.00763208038978347	0.00763208038978347	2905	0.0598499185122675	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.998799567236101	0.997697650362051	0.0379673598074538	0.171756232498675
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPS7	none	24	23	52	94	0.0912956437899808	-0.064776488270431	-0.0389381960560573	-0.249193554912059	0.210255358856001	0.206714010970064	0.00354134788593741	0.00354134788593741	2869	0.0827800312338406	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999763876972604	0.999822668834048	0.0116719692461012	0.0835875613249466
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	RPS9	none	24	23	52	94	0.086163702361509	-0.060693072607468	-0.0651008501499189	-0.242550470297953	0.177449620148034	0.206714010970064	-0.0292643908220296	0.0292643908220296	2841	0.105156541069169	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.999678374988622	0.999054233781587	0.0165437465661892	0.0705930340021799
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_one	UBA52	none	24	23	52	94	0.123620042870083	-0.0690515465251733	-0.0203479904510598	-0.255846267027925	0.235498276576865	0.206714010970064	0.0287842656068013	0.0287842656068013	2943	0.0416310130896972	TRUE	0.0799243564652853	FALSE	FALSE	TRUE	TRUE	0.998797711530136	0.996007093246638	0.0392455522038621	0.120054245625695
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_two	EIF4EBP2	MRPL13	24	22	52	94	0.089864630705607	-0.0696734320797763	-0.0750713632568802	-0.254193722439284	0.179122359182404	0.206714010970064	-0.0275916517876604	0.0275916517876604	2877	0.0771492643863217	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.998634680221762	0.997164179104478	0.0371257033737089	0.174906475430765
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_two	EIF4EBP2	MRPL22	24	22	52	94	0.0871592193482103	-0.0689502362107934	-0.0808993217982157	-0.257686667015242	0.176787345217026	0.206714010970064	-0.0299266657530377	0.0299266657530377	2871	0.0813420238546387	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.998676792165345	0.997298655238658	0.036117792980961	0.161823472309583
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_two	EIF4EBP2	MRPS11	24	22	52	94	0.0936492121169316	-0.0745153170587014	-0.120199365654331	-0.27321499032963	0.153015624675299	0.206714010970064	-0.0536983862947647	0.0536983862947647	2901	0.0621042029109615	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.99743895917076	0.995314023939707	0.051540441392863	0.238815092575863
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_two	EIF4EBP2	MRPS18C	24	22	52	94	0.0857801787468367	-0.0689666945148835	-0.077309503144315	-0.26049393288299	0.183184429738675	0.206714010970064	-0.0235295812313887	0.0235295812313887	2867	0.0842385729940499	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.998426154711822	0.996901137874982	0.0391958759407598	0.238710199944386
main_all_projected_reference	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	leave_two	EIF4EBP2	RPL15	24	22	52	94	0.090031325105854	-0.0608982546313454	-0.0873138519038609	-0.260828232350171	0.17351438044631	0.206714010970064	-0.0331996305237537	0.0331996305237537	2870	0.0820584728968168	FALSE	0.0799243564652853	FALSE	TRUE	TRUE	TRUE	0.998588973813062	0.996864193882075	0.0374102217034124	0.13686453628579
