quality_checks	quality_checks_passed	quality_checks_failed	source_sha256	target_sha256	gse73461_main_z_reference_n	gse72810_main_z_reference_n	gse72810_primary_bacterial_n	gse72810_primary_viral_n	quality_gate	final_status
19	19	0	a4c5915638b3324bb41c835007f75ecfac53c24bb0a13bfe7f00e3c5c323cd28	4a52cf61559dda16da28d6572408731b4e7425f3d2a7fb118a5882acc9429c94	201	146	23	28	PASS	READY_FOR_SELECTIVE_REVISION_PACKAGE_STAGING
