ENTREZID	SYMBOL	GENENAME	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	recommended_use	direction_set	candidate_group_id	representative_GO	representative_TERM
58490	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	-0.509266992146802	0.0189191430193497	-0.917736215663306	-0.0662443597900213	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
94104	PAXBP1	PAX3 and PAX7 binding protein 1	-0.58448790644096	0.019459644468716	-0.677882694306583	-0.527581015493595	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
163131	ZNF780B	zinc finger protein 780B	-0.37554746027618	0.0208506134895295	-0.472562862612476	-0.270457382612484	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
5325	PLAGL1	PLAG1 like zinc finger 1	-0.654236641104838	0.0221843785129029	-0.96589618575218	-0.254925286849236	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
730051	ZNF814	zinc finger protein 814	-0.361397245365864	0.0245923393110291	-0.258115308615855	-0.599600502451489	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
10521	DDX17	DEAD-box helicase 17	-0.363512051653266	0.0261455091444421	-0.576034957977209	-0.127554680048752	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
10600	USP16	ubiquitin specific peptidase 16	-0.447676806362502	0.027026230669976	-0.604431890347625	-0.28807830520735	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
50943	FOXP3	forkhead box P3	-0.526469748056594	0.0271361176434387	-0.179702691407336	-1.09636833306266	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
7337	UBE3A	ubiquitin protein ligase E3A	-0.429681290731634	0.0275799760820839	-0.469737425838559	-0.407236617903207	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
339488	TFAP2E	transcription factor AP-2 epsilon	-0.623555473853837	0.0299789700911625	-0.745727571720867	-0.545802681691114	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
7157	TP53	tumor protein p53	-0.467531120735153	0.0313467375944436	-0.247170765814668	-0.932306261897593	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
54790	TET2	tet methylcytosine dioxygenase 2	-0.488422649204663	0.0322179711622949	-0.819597428211972	-0.0459425078917815	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
958	CD40	CD40 molecule	-0.363037368647218	0.0334038062076125	-0.328711717867559	-0.417095905370194	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
7023	TFAP4	transcription factor AP-4	-0.516949970103704	0.0344433617629711	-0.160280642562009	-1.16020739027879	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
84622	ZNF594	zinc finger protein 594	-0.548908278345941	0.0350144338584281	-0.739465343626257	-0.180200556923435	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
51742	ARID4B	AT-rich interaction domain 4B	-0.47624984599786	0.0359418417617033	-0.824731465109806	-0.0078247672028025	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
54897	CASZ1	castor zinc finger 1	-0.407130872641142	0.0374360341916075	-0.653569685974633	-0.138064889832667	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
10153	CEBPZ	CCAAT enhancer binding protein zeta	-0.481466446445443	0.0396960472356689	-0.827132051321119	-0.0664867173861129	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
64375	IKZF4	IKAROS family zinc finger 4	-0.484578261598348	0.0401757985774605	-0.281361737843987	-0.848094205805849	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
196	AHR	aryl hydrocarbon receptor	-0.5016251943914	0.0412008571510033	-0.778640211762668	-0.186813516906284	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
7988	ZNF212	zinc finger protein 212	-0.323535764512641	0.0418883070381368	-0.278459691324501	-0.477642823528888	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
51741	WWOX	WW domain containing oxidoreductase	-0.523895095839973	0.0426257718669783	-0.0463127176113375	-1.31978903842693	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
7913	DEK	DEK proto-oncogene	-0.574481812434018	0.0426814632537204	-0.726171241310367	-0.368447040077034	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
9241	NOG	noggin	-0.858296678287534	0.0427083512055564	-0.0428817830310652	-2.09189436605803	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
6596	HLTF	helicase like transcription factor	-0.589842037122492	0.0440094210616727	-0.393888719976164	-0.926073573937498	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
205717	USF3	upstream transcription factor family member 3	-0.414624578858255	0.0442899347517139	-0.711138043717363	-0.0592740433806453	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
10379	IRF9	interferon regulatory factor 9	-0.316844333295578	0.0444683809982418	-0.535764730355725	-0.0327970863829255	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
466	ATF1	activating transcription factor 1	-0.406882600156591	0.0492045274494943	-0.656495474496519	-0.0965732114985699	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_02	GO:0045944	positive regulation of transcription by RNA polymerase II
4088	SMAD3	SMAD family member 3	-1.21900463571384	2.13121705600754e-13	-1.22818872347868	-1.3593384595316	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
10346	TRIM22	tripartite motif containing 22	-1.13416366414571	2.48362996234425e-11	-1.5318546972203	-0.666165315390674	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
79986	ZNF702P	zinc finger protein 702, pseudogene	-2.37990377420983	4.33814963185797e-11	-3.18257357973655	-1.35552357049133	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
675	BRCA2	BRCA2 DNA repair associated	-1.92362336470933	1.47830899946773e-10	-1.94974935215779	-2.0669594532652	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
169981	SPIN3	spindlin family member 3	-1.76465945988028	5.52231805828631e-10	-1.9513657558298	-1.56746466971958	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
65056	GPBP1	GC-rich promoter binding protein 1	-1.01516753015791	4.05313677952068e-09	-1.28720195246031	-0.706641845083346	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7705	ZNF146	zinc finger protein 146	-1.33962406111387	1.14712183655949e-08	-1.55024909043027	-1.17929158632293	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
5371	PML	PML nuclear body scaffold	-0.919866053950121	2.17484552221098e-08	-1.2665627052238	-0.509235366693495	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
440515	ZNF506	zinc finger protein 506	-0.979485726844059	2.26866590004998e-08	-1.03546019912411	-0.934372598444842	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
9935	MAFB	MAF bZIP transcription factor B	-1.24105985195304	4.87467402410091e-08	-1.84459307684471	-0.47403779641675	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
55904	KMT2E	lysine methyltransferase 2E (inactive)	-0.938141726730937	1.47687401878946e-07	-1.32209221782445	-0.486950797015094	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
5151	PDE8A	phosphodiesterase 8A	-1.14928870746949	1.51838571113953e-07	-1.40743004759153	-0.89205573874734	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
1390	CREM	cAMP responsive element modulator	-1.11441558284478	1.70566068610622e-07	-1.50602944063732	-0.584000673155553	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
55422	ZNF331	zinc finger protein 331	-0.85082459993246	2.01678767322975e-07	-1.01758649748195	-0.637606473182854	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
22809	ATF5	activating transcription factor 5	-0.836068276630034	2.28189659834149e-07	-1.13923249858767	-0.447935133232148	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
10782	ZNF274	zinc finger protein 274	-0.866876090157288	2.49834571011343e-07	-0.99931908865232	-0.747780282089877	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
728927	ZNF736	zinc finger protein 736	-1.20187717005936	3.73798839813396e-07	-1.37832576152696	-1.08782899932939	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
6932	TCF7	transcription factor 7	-0.843974603105732	5.16306294218742e-07	-0.804890440567094	-0.939460141552499	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
23598	PATZ1	POZ/BTB and AT hook containing zinc finger 1	-0.843492988870401	6.20908638476458e-07	-0.657593522523359	-1.22762226188394	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7741	ZSCAN26	zinc finger and SCAN domain containing 26	-0.862131743967727	6.75861701463776e-07	-0.861594045480359	-0.948113335234813	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
9975	NR1D2	nuclear receptor subfamily 1 group D member 2	-1.42543685070792	7.56883964290942e-07	-1.67272762142694	-1.19957391485634	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
168374	ZNF92	zinc finger protein 92	-1.50976251496519	1.14148723744473e-06	-1.6691591111569	-1.35465756393175	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
27097	TAF5L	TATA-box binding protein associated factor 5 like	-1.03354856516955	1.20613866303641e-06	-0.984910710423726	-1.26808509089827	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
9310	ZNF235	zinc finger protein 235	-1.44732842302809	1.49665707337767e-06	-1.08037141462795	-2.07299243247179	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
59348	ZNF350	zinc finger protein 350	-0.79765578014337	1.63033480758033e-06	-1.20869059711578	-0.280382967845073	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
4208	MEF2C	myocyte enhancer factor 2C	-0.87427773354216	1.98439493795651e-06	-0.759180009812107	-1.11176259875116	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
10499	NCOA2	nuclear receptor coactivator 2	-1.14144701643883	2.28195434253427e-06	-1.46754203246913	-0.755174026862538	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7596	ZNF45	zinc finger protein 45	-1.23776731085247	2.49340727139036e-06	-1.48562427671996	-0.902676790176324	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
253461	ZBTB38	zinc finger and BTB domain containing 38	-1.16133576095759	3.6352175421044e-06	-1.22892561351747	-1.12122206044969	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
26009	ZZZ3	zinc finger ZZ-type containing 3	-1.37885195291763	4.28350641204586e-06	-1.32976995601511	-1.62268758081163	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
342909	ZNF284	zinc finger protein 284	-1.03504216167249	5.45699790446413e-06	-1.21242509000458	-0.855477000473775	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
2296	FOXC1	forkhead box C1	-1.69285172032908	5.78967475134088e-06	-2.45616215145981	-0.575724005733501	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
81488	POLR2M	RNA polymerase II subunit M	-0.938116732506098	6.79794378224745e-06	-0.81320698177272	-1.19692322722308	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
27245	AHDC1	AT-hook DNA binding motif containing 1	-0.880309298606292	8.55790265418141e-06	-0.89700239596363	-0.956626652405884	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7766	ZNF223	zinc finger protein 223	-1.27750104687425	9.80346519965811e-06	-1.2770390846499	-1.36603118026586	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
5588	PRKCQ	protein kinase C theta	-0.792978216636442	1.51755313793316e-05	-0.344423161510374	-1.5281037562588	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
326	AIRE	autoimmune regulator	-1.2266661814181	1.63570659694794e-05	-0.896153325152195	-1.83313369503442	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
148203	ZNF738	zinc finger protein 738	-0.97052646716378	1.78424616057392e-05	-0.748785370522416	-1.41025270361989	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
9988	DMTF1	cyclin D binding myb like transcription factor 1	-0.906398724146407	2.20484640090308e-05	-1.30576217212344	-0.418111849794485	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
10927	SPIN1	spindlin 1	-1.03627236615441	2.97877158994609e-05	-1.26440703667875	-0.759999540792262	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7773	ZNF230	zinc finger protein 230	-0.997053410797277	3.00567822049506e-05	-1.37862337430303	-0.447019497797099	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
56242	ZNF253	zinc finger protein 253	-0.810764096104609	3.37482376753539e-05	-0.795573966080745	-0.885783560898549	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
9575	CLOCK	clock circadian regulator	-1.08562094939055	3.40354621144169e-05	-1.15052153583232	-1.02672575979817	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
170959	ZNF431	zinc finger protein 431	-0.669200378655531	5.22585321112372e-05	-0.745016264316871	-0.587105482728172	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
133522	PPARGC1B	PPARG coactivator 1 beta	-1.02425885308486	7.45627101112311e-05	-1.09189797638643	-1.0415895704897	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
23774	BRD1	bromodomain containing 1	-0.710495143518957	8.22696063217893e-05	-0.870652660057318	-0.553423158947128	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
144348	ZNF664	zinc finger protein 664	-0.944470013898684	8.81326838881054e-05	-0.97872047044001	-1.07394807349078	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
255403	ZNF718	zinc finger protein 718	-0.687429443078881	8.83781193933546e-05	-0.982144788268552	-0.270028804975324	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7570	ZNF22	zinc finger protein 22	-1.06473409218417	9.59205612163396e-05	-0.90139240261442	-1.36199627369487	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
9392	TGFBRAP1	transforming growth factor beta receptor associated protein 1	-0.829488658779884	9.98421233791991e-05	-1.12908685981429	-0.47987824479093	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7549	ZNF2	zinc finger protein 2	-0.634828290302304	0.000151913922717348	-0.53897394722568	-0.881376618896806	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
9580	SOX13	SRY-box transcription factor 13	-0.985614398706725	0.000165000633745722	-0.581104004713692	-1.69341130703962	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
5462	POU5F1B	POU class 5 homeobox 1B	-1.13656713516472	0.000195073813363352	-0.73161430699509	-1.82222921055569	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7562	ZNF708	zinc finger protein 708	-0.674378808529643	0.000202469340388936	-0.562645818038374	-0.846758408640304	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
80014	WWC2	WW and C2 domain containing 2	-1.22727946890152	0.000219572671370877	-1.47380380711338	-0.96423482467267	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
9252	RPS6KA5	ribosomal protein S6 kinase A5	-0.687302958650491	0.000243561386243131	-0.532446986464724	-1.00806983553967	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
7978	MTERF1	mitochondrial transcription termination factor 1	-0.802436389423669	0.00025449932985496	-1.02273193129965	-0.594503043737826	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription
