ENTREZID	SYMBOL	GENENAME	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	recommended_use	direction_set	candidate_group_id	representative_GO	representative_TERM
9782	MATR3	matrin 3	-0.647173118817561	0.0016272885662744	-0.77665265904367	-0.564541945309384	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
10417	SPON2	spondin 2	-0.601152329292892	0.00172333760165464	-0.296130622161063	-1.16051473260391	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
11126	CD160	CD160 molecule	-0.873985625513376	0.00218956688112626	-0.720125531432799	-1.19437015054893	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
23138	N4BP3	NEDD4 binding protein 3	-0.943162556451269	0.00223749848329617	-0.499167508441136	-1.59003953676661	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
164668	APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H	-0.884676470439615	0.00242058444816777	-0.234489803135945	-1.9395408838121	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
255231	MCOLN2	mucolipin TRP cation channel 2	-0.631727152709154	0.00289946468598024	-0.104100985211885	-1.39584899769163	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
84851	TRIM52	tripartite motif containing 52	-0.57256438584775	0.00328043910888333	-0.69752159526813	-0.394128637494343	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
353376	TICAM2	TIR domain containing adaptor molecule 2	-0.515797340133511	0.00516069349965684	-0.857470269766328	-0.0106839135054756	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
8575	PRKRA	protein activator of interferon induced protein kinase EIF2AK2	-0.54167120419611	0.00763043326525987	-0.4718508532596	-0.712178998815282	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
8767	RIPK2	receptor interacting serine/threonine kinase 2	-0.539226011857287	0.0107626165182713	-0.920210573674718	-0.0265222704032357	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
9188	DDX21	DExD-box helicase 21	-0.529515097513435	0.0137293553459512	-0.672585123754733	-0.336375804267949	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
1021	CDK6	cyclin dependent kinase 6	-0.474248853500893	0.0180640810284527	-0.365497617189642	-0.668094347891454	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
100507436	MICA	MHC class I polypeptide-related sequence A	-0.51204214798538	0.0188842412347439	-0.512438764496964	-0.544790938244608	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
9908	G3BP2	G3BP stress granule assembly factor 2	-0.441023483149186	0.0194777740660047	-0.628476245058471	-0.265420579426172	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
10527	IPO7	importin 7	-0.520477666952167	0.0215637021924385	-0.499800552374258	-0.619406324964489	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
246778	IL27	interleukin 27	-0.681009283066857	0.0224621754815853	-1.05820919941764	-0.132691369746826	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
9213	XPR1	xenotropic and polytropic retrovirus receptor 1	-0.682320583207696	0.0257651063791222	-1.05002497553042	-0.209783889288482	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
10521	DDX17	DEAD-box helicase 17	-0.363512051653266	0.0261455091444421	-0.576034957977209	-0.127554680048752	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
50943	FOXP3	forkhead box P3	-0.526469748056594	0.0271361176434387	-0.179702691407336	-1.09636833306266	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
575	ADGRB1	adhesion G protein-coupled receptor B1	-0.63355990480115	0.0291596735380402	-0.528971724420298	-0.927726252587329	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
958	CD40	CD40 molecule	-0.363037368647218	0.0334038062076125	-0.328711717867559	-0.417095905370194	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
7292	TNFSF4	TNF superfamily member 4	-0.595040866361297	0.0356774719559078	-0.743315334044893	-0.64776494501135	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
27293	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B	-0.608208667116264	0.0359817811842737	-0.729186591164552	-0.472649100952734	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
2444	FRK	fyn related Src family tyrosine kinase	-0.352699632971503	0.0372002567335246	-0.417768980264756	-0.229326642816184	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
640	BLK	BLK proto-oncogene, Src family tyrosine kinase	-0.367160848207899	0.0402201702484056	-0.197533209065048	-0.616004602867615	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
665	BNIP3L	BCL2 interacting protein 3 like	-0.377189068284269	0.0409354378452928	-0.546388177351623	-0.147537570056442	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
10379	IRF9	interferon regulatory factor 9	-0.316844333295578	0.0444683809982418	-0.535764730355725	-0.0327970863829255	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
64170	CARD9	caspase recruitment domain family member 9	-0.374873111849995	0.046295780615268	-0.526931119754242	-0.229110328888959	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus
10385	BTN2A2	butyrophilin subfamily 2 member A2	-1.45979072394088	6.41302739528099e-17	-1.44284626795883	-1.58198191351521	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
11119	BTN3A1	butyrophilin subfamily 3 member A1	-0.99406962505339	2.57670673392069e-10	-0.856215443785058	-1.31788924547635	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
1997	ELF1	E74 like ETS transcription factor 1	-1.18371405734876	2.72323333813412e-10	-1.48284536226916	-0.879679731642123	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
84502	JPH4	junctophilin 4	-1.44859284343107	3.64717895851288e-08	-2.18622836416093	-0.529533496952741	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
23308	ICOSLG	inducible T cell costimulator ligand	-0.935113238459983	8.04005676840551e-08	-0.920433495347851	-0.991767739595394	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
8651	SOCS1	suppressor of cytokine signaling 1	-1.24589254850002	5.94296880821948e-07	-1.35814974279381	-1.26502656766866	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
23598	PATZ1	POZ/BTB and AT hook containing zinc finger 1	-0.843492988870401	6.20908638476458e-07	-0.657593522523359	-1.22762226188394	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
9880	ZBTB39	zinc finger and BTB domain containing 39	-1.24519999481426	2.35045153265114e-06	-1.46046845184712	-1.14481914738737	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
23119	HIC2	HIC ZBTB transcriptional repressor 2	-0.879172760931698	5.01452305799657e-06	-0.985434310590131	-0.839523364349263	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
2625	GATA3	GATA binding protein 3	-0.790109539037166	8.13884447375849e-06	-0.459440096955703	-1.32383337693448	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
54718	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene	-1.22863417096999	1.63656916756285e-05	-1.22426571566639	-1.21643226182782	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
7597	ZBTB25	zinc finger and BTB domain containing 25	-0.841509988749975	6.63113978318244e-05	-0.745466825599928	-1.08416388477256	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
22890	ZBTB1	zinc finger and BTB domain containing 1	-1.04926106953018	9.58523051976664e-05	-1.28993424769195	-0.799971125000829	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
7690	ZNF131	zinc finger protein 131	-0.746622473819296	0.000205030822486258	-0.827044014725638	-0.671269646583778	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
26137	ZBTB20	zinc finger and BTB domain containing 20	-0.83753706368883	0.000322909490124913	-1.26072684544703	-0.252307618612479	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
841	CASP8	caspase 8	-0.636109476896385	0.000672997078737086	-0.7678654421896	-0.521679651404071	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
57684	ZBTB26	zinc finger and BTB domain containing 26	-0.90881341592762	0.000902409557594921	-1.03228733563868	-0.753637934064166	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
7693	ZNF134	zinc finger protein 134	-0.558471328793404	0.00101776532687881	-0.638724418703484	-0.517067766552719	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
10773	ZBTB6	zinc finger and BTB domain containing 6	-1.06946398732072	0.00125445628096295	-1.3040412016876	-0.77422253659777	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
10009	ZBTB33	zinc finger and BTB domain containing 33	-0.798725373819602	0.00152380466093534	-0.983131741482026	-0.590763027810752	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
10643	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	-1.03812488835186	0.00377751637437701	-1.69035474511138	-0.122591693854207	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
137209	ZNF572	zinc finger protein 572	-0.902542875866234	0.00722375999374462	-1.18629971800321	-0.509187409856917	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
166793	ZBTB49	zinc finger and BTB domain containing 49	-0.524846194434898	0.0118552910501198	-0.449705519499845	-0.722556512512805	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
57621	ZBTB2	zinc finger and BTB domain containing 2	-0.655448994972901	0.0140544283074918	-0.555692243810226	-0.936021679403659	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
84614	ZBTB37	zinc finger and BTB domain containing 37	-0.656981890662719	0.015328328068605	-0.758312514780814	-0.513758949686601	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
114625	ERMAP	erythroblast membrane associated protein (Scianna blood group)	-0.433414674444791	0.0184910116878964	-0.746436815533313	-0.0480890848683449	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
11120	BTN2A1	butyrophilin subfamily 2 member A1	-0.379658444529749	0.0327783165859606	-0.476991181971386	-0.223511315973265	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production
9830	TRIM14	tripartite motif containing 14	-1.46660526369234	1.19394520394327e-21	-1.88905275774461	-0.969872702068117	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
85363	TRIM5	tripartite motif containing 5	-1.88486299329676	7.4618539988335e-17	-2.3497167861223	-1.38729003501313	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
3665	IRF7	interferon regulatory factor 7	-1.45404953351808	1.6567768830903e-13	-1.8398718883554	-1.01060762204544	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
4088	SMAD3	SMAD family member 3	-1.21900463571384	2.13121705600754e-13	-1.22818872347868	-1.3593384595316	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
3038	HAS3	hyaluronan synthase 3	-1.69904609397205	9.36290498757278e-13	-1.7951303237157	-1.75366803581835	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
10346	TRIM22	tripartite motif containing 22	-1.13416366414571	2.48362996234425e-11	-1.5318546972203	-0.666165315390674	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
4603	MYBL1	MYB proto-oncogene like 1	-1.99794510862142	6.55133494722478e-11	-2.01351799312843	-2.0826177125311	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
10475	TRIM38	tripartite motif containing 38	-1.6331098772123	8.87192941420284e-11	-2.05792378282288	-1.10777884039335	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
151636	DTX3L	deltex E3 ubiquitin ligase 3L	-1.16465957093574	1.47077952958203e-10	-1.59874070382945	-0.621752642954006	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
675	BRCA2	BRCA2 DNA repair associated	-1.92362336470933	1.47830899946773e-10	-1.94974935215779	-2.0669594532652	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
4192	MDK	midkine	-1.70803775862762	2.26754862582541e-10	-1.91719368704275	-1.53618178122047	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
1997	ELF1	E74 like ETS transcription factor 1	-1.18371405734876	2.72323333813412e-10	-1.48284536226916	-0.879679731642123	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
6925	TCF4	transcription factor 4	-1.23066785131614	6.05216136974321e-09	-1.46758798367811	-0.953884328801583	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
1316	KLF6	KLF transcription factor 6	-1.09242833748666	1.65636158437921e-08	-1.54211859915588	-0.544225110650631	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
83666	PARP9	poly(ADP-ribose) polymerase family member 9	-1.08960729615372	1.84165892760323e-08	-1.41902296486122	-0.686154612609091	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
84838	ZNF496	zinc finger protein 496	-1.52291283888439	4.27786728315105e-08	-1.59450438582332	-1.51948711498067	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
6772	STAT1	signal transducer and activator of transcription 1	-0.88477327699447	4.41851103085954e-08	-1.17811776878252	-0.564547327850528	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
9935	MAFB	MAF bZIP transcription factor B	-1.24105985195304	4.87467402410091e-08	-1.84459307684471	-0.47403779641675	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
23269	MGA	MAX dimerization protein MGA	-1.13526689697467	6.01786461212851e-08	-1.36511074300073	-0.986549251677724	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
941	CD80	CD80 molecule	-1.75589251777606	1.21924169015715e-07	-2.12997760165327	-1.19954508106016	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
55904	KMT2E	lysine methyltransferase 2E (inactive)	-0.938141726730937	1.47687401878946e-07	-1.32209221782445	-0.486950797015094	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
22809	ATF5	activating transcription factor 5	-0.836068276630034	2.28189659834149e-07	-1.13923249858767	-0.447935133232148	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
285704	RGMB	repulsive guidance molecule BMP co-receptor b	-1.32493178369709	2.56224236194476e-07	-1.32665740575065	-1.36752154750401	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
6314	ATXN7	ataxin 7	-1.39645073438754	3.55413436313035e-07	-1.90061767058565	-0.824528499786238	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
54934	KANSL2	KAT8 regulatory NSL complex subunit 2	-0.908197834229107	5.24666886611558e-07	-0.968689236743584	-0.976002131021867	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
80184	CEP290	centrosomal protein 290	-1.77470595908642	5.35496276376663e-07	-1.7002393868313	-1.95115728694744	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
54700	RRN3	RRN3 homolog, RNA polymerase I transcription factor	-1.24884333291969	5.40646212339676e-07	-1.43256052109226	-1.14888808645322	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
23598	PATZ1	POZ/BTB and AT hook containing zinc finger 1	-0.843492988870401	6.20908638476458e-07	-0.657593522523359	-1.22762226188394	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
9975	NR1D2	nuclear receptor subfamily 1 group D member 2	-1.42543685070792	7.56883964290942e-07	-1.67272762142694	-1.19957391485634	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
23300	ATMIN	ATM interactor	-0.873581119861214	9.43739702428655e-07	-0.977705943555467	-0.836128351853025	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
4609	MYC	MYC proto-oncogene, bHLH transcription factor	-0.87655647817756	9.64549809099642e-07	-0.981606675056824	-0.787530758560353	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
27097	TAF5L	TATA-box binding protein associated factor 5 like	-1.03354856516955	1.20613866303641e-06	-0.984910710423726	-1.26808509089827	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription
