direction_set	candidate_group_id	GO	TERM	overlap_genes	p_value	p_adj_BH	enrichment_ratio	FDR05	overlap_gene_ids	overlap_symbols
viral_higher_site_aware_eligible	Viral_higher_GO_group_16	GO:0009617	response to bacterium	26	0.000550585895877853	0.0382495260606908	1.76385513426471	TRUE	10561;11145;11274;1233;161145;1672;1675;2213;225;22806;51752;55008;55024;55026;55125;55603;5618;5996;629;6347;717;7429;79132;8029;8976;931	IFI44;PLAAT3;USP18;CCR4;TMEM229B;DEFB1;CFD;FCGR2B;ABCD2;IKZF3;ERAP1;HERC6;BANK1;TMEM255A;CEP192;TENT5A;PRLR;RGS1;CFB;CCL2;C2;VIL1;DHX58;CUBN;WASL;MS4A1
viral_higher_site_aware_eligible	Viral_higher_GO_group_17	GO:0030890	positive regulation of B cell proliferation	16	0.00077450910156881	0.0488492575956944	2.0406447091801	TRUE	1026;10673;115352;115650;1880;2048;23529;4208;4773;5618;57162;596;648;7293;952;958	CDKN1A;TNFSF13B;FCRL3;TNFRSF13C;GPR183;EPHB2;CLCF1;MEF2C;NFATC2;PRLR;PELI1;BCL2;BMI1;TNFRSF4;CD38;CD40
viral_higher_site_aware_eligible	Viral_higher_GO_group_18	GO:0006468	protein phosphorylation	75	0.000806844780919621	0.0488492575956944	1.36650315346882	TRUE	10000;1017;1021;1024;102724428;10769;11040;11183;1385;1452;1454;150094;157285;1612;1859;2043;2047;2048;2064;2241;22858;23043;23178;23515;23683;2444;2869;3486;3702;4058;4214;4638;4750;4752;5128;5129;51422;5155;5166;51701;51765;545;54861;5567;5581;5583;5586;5588;5610;57600;6347;640;6446;657;659;6714;6787;6789;6872;7294;7444;814;817;8445;84451;8491;8536;8814;90;9113;92;9252;93;9451;9578	AKT3;CDK2;CDK6;CDK8;LOC102724428;PLK2;PIM2;MAP4K5;CREB1;CSNK1A1;CSNK1E;SIK1;PRAG1;DAPK1;DYRK1A;EPHA4;EPHB1;EPHB2;ERBB2;FER;CILK1;TNIK;PASK;MORC3;PRKD3;FRK;GRK5;IGFBP3;ITK;LTK;MAP3K1;MYLK;NEK1;NEK3;CDK17;CDK18;PRKAG2;PDGFB;PDK4;NLK;STK26;ATR;SNRK;PRKACB;PRKCE;PRKCH;PKN2;PRKCQ;EIF2AK2;FNIP2;CCL2;BLK;SGK1;BMPR1A;BMPR2;SRC;NEK4;STK4;TAF1;TXK;VRK2;CAMK4;CAMK2D;DYRK2;MAP3K21;MAP4K3;CAMK1;CDKL1;ACVR1;LATS1;ACVR2A;RPS6KA5;ACVR2B;EIF2AK3;CDC42BPB
viral_higher_site_aware_eligible	Viral_higher_GO_group_19	GO:0060907	positive regulation of macrophage cytokine production	9	0.000827252457166714	0.0488492575956944	2.60877874753138	TRUE	10417;23411;24145;5027;51284;64127;64170;7098;8767	SPON2;SIRT1;PANX1;P2RX7;TLR7;NOD2;CARD9;TLR3;RIPK2
viral_higher_site_aware_eligible	Viral_higher_GO_group_20	GO:0032728	positive regulation of interferon-beta production	14	0.00092087521006799	0.0491994054048423	2.1256715720626	TRUE	1654;23586;26137;3665;4938;4939;4940;51284;5781;64135;7098;8767;9636;9868	DDX3X;RIGI;ZBTB20;IRF7;OAS1;OAS2;OAS3;TLR7;PTPN11;IFIH1;TLR3;RIPK2;ISG15;TOMM70
viral_higher_site_aware_eligible	Viral_higher_GO_group_21	GO:0060337	type I interferon-mediated signaling pathway	10	0.00095815946173698	0.0491994054048423	2.45269796776454	TRUE	10010;10410;11277;3429;3665;4939;64135;64343;6772;6773	TANK;IFITM3;TREX1;IFI27;IRF7;OAS2;IFIH1;AZI2;STAT1;STAT2
viral_higher_site_aware_eligible	Viral_higher_GO_group_22	GO:0030509	BMP signaling pathway	18	0.00110475002795651	0.0543629076256934	1.91310441485634	FALSE	1386;1958;23111;27250;285704;3096;51176;55512;644815;654;657;659;7049;860;90;92;9241;93	ATF2;EGR1;SPART;PDCD4;RGMB;HIVEP1;LEF1;SMPD3;FAM83G;BMP6;BMPR1A;BMPR2;TGFBR3;RUNX2;ACVR1;ACVR2A;NOG;ACVR2B
viral_higher_site_aware_eligible	Viral_higher_GO_group_23	GO:0030183	B cell differentiation	19	0.00161017856195942	0.0731392646797722	1.83580726678134	FALSE	10673;1316;1380;22806;22890;23529;29760;3676;3688;4436;5079;5295;6670;7163;7528;931;959;973;9730	TNFSF13B;KLF6;CR2;IKZF3;ZBTB1;CLCF1;BLNK;ITGA4;ITGB1;MSH2;PAX5;PIK3R1;SP3;TPD52;YY1;MS4A1;CD40LG;CD79A;DCAF1
viral_higher_site_aware_eligible	Viral_higher_GO_group_24	GO:0030501	positive regulation of bone mineralization	13	0.0019959962133378	0.0805857947575052	2.07252978276104	FALSE	196527;4088;4208;490;5027;55603;654;657;659;90;92;93;9636	ANO6;SMAD3;MEF2C;ATP2B1;P2RX7;TENT5A;BMP6;BMPR1A;BMPR2;ACVR1;ACVR2A;ACVR2B;ISG15
viral_higher_site_aware_eligible	Viral_higher_GO_group_25	GO:0070371	ERK1 and ERK2 cascade	13	0.0019959962133378	0.0805857947575052	2.07252978276104	FALSE	10385;1847;1848;1849;1950;201163;3965;4609;5734;64127;678;8767;8820	BTN2A2;DUSP5;DUSP6;DUSP7;EGF;FLCN;LGALS9;MYC;PTGER4;NOD2;ZFP36L2;RIPK2;HESX1
viral_higher_site_aware_eligible	Viral_higher_GO_group_26	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	37	0.00207863158848957	0.0805857947575052	1.51249708012147	FALSE	10346;10475;10769;10892;10913;11040;11043;117854;1236;222643;22954;23118;24138;257397;27032;329;330;353376;356;3965;51523;5581;57161;57162;57708;64127;64170;64581;7098;841;843;84851;85363;8743;8767;9188;958	TRIM22;TRIM38;PLK2;MALT1;EDAR;PIM2;MID2;TRIM6;CCR7;UNC5CL;TRIM32;TAB2;IFIT5;TAB3;ATP2C1;BIRC2;BIRC3;TICAM2;FASLG;LGALS9;CXXC5;PRKCE;PELI2;PELI1;MIER1;NOD2;CARD9;CLEC7A;TLR3;CASP8;CASP10;TRIM52;TRIM5;TNFSF10;RIPK2;DDX21;CD40
viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II	45	0.00216138305786035	0.0805857947575052	1.44932152640632	FALSE	10379;2074;22885;2353;2354;25850;26015;2624;2625;27097;27316;2960;2969;3164;326;342371;4094;4773;4784;4799;5079;50943;51176;51513;51742;5295;6239;64919;6872;6874;6908;7067;7700;7913;80237;8464;8848;9015;905;9188;9314;940;94104;9477;9603	IRF9;ERCC6;ABLIM3;FOS;FOSB;ZNF345;RPAP1;GATA2;GATA3;TAF5L;RBMX;GTF2E1;GTF2I;NR4A1;AIRE;ATXN1L;MAF;NFATC2;NFIX;NFX1;PAX5;FOXP3;LEF1;ETV7;ARID4B;PIK3R1;RREB1;BCL11B;TAF1;TAF4;TBP;THRA;ZNF141;DEK;ELL3;SUPT3H;TSC22D1;TAF1A;CCNT2;DDX21;KLF4;CD28;PAXBP1;MED20;NFE2L3
viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production	12	0.00217622760899956	0.0805857947575052	2.1256715720626	FALSE	10892;3662;5142;5588;64581;6711;729230;8767;916;9308;940;941	MALT1;IRF4;PDE4B;PRKCQ;CLEC7A;SPTBN1;CCR2;RIPK2;CD3E;CD83;CD28;CD80
viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III	8	0.00218352703830666	0.0805857947575052	2.55080588647512	FALSE	10514;2074;23379;23451;7913;79664;84524;9188	MYBBP1A;ERCC6;ICE1;SF3B1;DEK;ICE2;ZC3H8;DDX21
viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045943	positive regulation of transcription by RNA polymerase I	10	0.0024094243964474	0.0862281882486177	2.27750525578136	FALSE	10514;2064;2074;23160;23451;7913;84128;84135;9188;9451	MYBBP1A;ERBB2;ERCC6;WDR43;SF3B1;DEK;WDR75;UTP15;DDX21;EIF2AK3
viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction	162	0.00255721932696866	0.0872700155203237	1.2012516093284	FALSE	10000;10010;10125;10142;10144;1017;1021;10447;10666;10673;11059;11216;1124;1131;114822;115;116984;117289;1185;1235;128178;131450;1385;1389;1390;140;143872;1452;1454;1456;152189;162998;1808;1839;2004;201176;2017;2064;219790;2213;22858;23035;23308;23380;23507;2359;23607;246778;2549;261734;2625;2767;283349;285704;288;30812;3164;322;338811;340542;3487;355;3557;356;3560;3568;3575;3576;3600;3627;3667;3702;3708;375704;375790;3805;388;3959;401124;4049;4058;4192;4306;4599;4739;4856;50852;51306;5140;5142;5151;5159;5565;5567;558;5581;5583;5586;55914;5612;56477;575;57636;5797;5912;5996;6198;6259;6343;6347;6355;6373;6374;6654;6714;6789;7089;7098;7130;7292;734;7410;7444;7913;814;83937;84451;8473;84941;8506;8536;8550;8654;868;8718;8743;8744;8763;8767;8797;8800;8821;8911;9047;9231;9258;93;9308;9392;94134;944;952;9575;9578;9590;9610;9618;9706;9754;9966;9984;9994	AKT3;TANK;RASGRP1;AKAP9;FAM13A;CDK2;CDK6;FAM3C;CD226;TNFSF13B;WWP1;AKAP10;CHN2;CHRM3;RHPN1;ADCY9;ARAP2;TAGAP;CLCN6;CCR6;EDARADD;CD200R1;CREB1;CREBL2;CREM;ADORA3;ARHGAP42;CSNK1A1;CSNK1E;CSNK1G3;CMTM8;OR7D2;DPYSL2;HBEGF;ELK3;ARHGAP27;CTTN;ERBB2;RTKN2;FCGR2B;CILK1;PHLPP2;ICOSLG;SRGAP2;LRRC8B;FPR3;CD2AP;IL27;GAB1;NPHP4;GATA3;GNA11;RASSF3;RGMB;ANK3;SOX8;NR4A1;APBB1;TAFA2;BEX5;IGFBP4;FAS;IL1RN;FASLG;IL2RB;IL5RA;IL7R;CXCL8;IL15;CXCL10;IRS1;ITK;ITPR1;ENHO;AGRN;KIR2DL4;RHOB;LGALS3BP;DTHD1;LTA;LTK;MDK;NR3C2;MX1;NEDD9;CCN3;TRAT1;FAM13B;PDE3B;PDE4B;PDE8A;PDGFRB;PRKAB2;PRKACB;AXL;PRKCE;PRKCH;PKN2;ERBIN;THAP12;CCL28;ADGRB1;ARHGAP23;PTPRM;RAP2B;RGS1;RPS6KB1;RYK;SCT;CCL2;CCL8;CXCL11;CXCL5;SOS1;SRC;STK4;TLE2;TLR3;TNFAIP6;TNFSF4;OSGIN2;VAV2;VRK2;DEK;CAMK4;RASSF4;MAP3K21;OGT;HSH2D;CNTNAP1;CAMK1;MAPKAPK5;PDE5A;CBLB;TNFRSF25;TNFSF10;TNFSF9;CD164;RIPK2;TNFRSF10A;PEX11A;INPP4B;CACNA1I;SH2D2A;DLG5;MFHAS1;ACVR2B;CD83;TGFBRAP1;ARHGAP12;TNFSF8;CD38;CLOCK;CDC42BPB;AKAP12;RIN1;TRAF4;ULK2;STARD8;TNFSF15;THOC1;CASP8AP2
viral_higher_site_aware_eligible	Viral_higher_GO_group_31	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	19	0.0025863256081383	0.0872700155203237	1.78181293540542	FALSE	10385;11126;201163;2064;2214;2625;3667;375033;4824;5287;5295;55024;55512;558;59338;6198;84830;940;958	BTN2A2;CD160;FLCN;ERBB2;FCGR3A;GATA3;IRS1;PEAR1;NKX3-1;PIK3C2B;PIK3R1;BANK1;SMPD3;AXL;PLEKHA1;RPS6KB1;ADTRP;CD28;CD40
