direction_set	GO_1	TERM_1	GO_2	TERM_2	jaccard_overlap	shared_gene_count	union_gene_count
viral_higher_site_aware_eligible	GO:0001817	regulation of cytokine production	GO:0045943	positive regulation of transcription by RNA polymerase I	0	0	37
viral_higher_site_aware_eligible	GO:0001817	regulation of cytokine production	GO:0007165	signal transduction	0.0106951871657754	2	187
viral_higher_site_aware_eligible	GO:0001817	regulation of cytokine production	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0454545454545455	2	44
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0045071	negative regulation of viral genome replication	0	0	145
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0060326	cell chemotaxis	0.0136986301369863	2	146
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0006955	immune response	0.0260416666666667	5	192
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0048167	regulation of synaptic plasticity	0.00714285714285714	1	140
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0006338	chromatin remodeling	0.108571428571429	19	175
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0045892	negative regulation of DNA-templated transcription	0.124378109452736	25	201
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0032092	positive regulation of protein binding	0.0142857142857143	2	140
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0042113	B cell activation	0	0	139
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0001756	somitogenesis	0.037037037037037	5	135
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0009617	response to bacterium	0	0	153
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0030890	positive regulation of B cell proliferation	0.0214285714285714	3	140
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0006468	protein phosphorylation	0.0412371134020619	8	194
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0060907	positive regulation of macrophage cytokine production	0	0	136
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0032728	positive regulation of interferon-beta production	0.00714285714285714	1	140
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0045087	innate immune response	0.050251256281407	10	199
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0060337	type I interferon-mediated signaling pathway	0.0148148148148148	2	135
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0030509	BMP signaling pathway	0.0357142857142857	5	140
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0019722	calcium-mediated signaling	0	0	149
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0030183	B cell differentiation	0.020979020979021	3	143
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0030501	positive regulation of bone mineralization	0.0218978102189781	3	137
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0070371	ERK1 and ERK2 cascade	0.0144927536231884	2	138
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0512820512820513	8	156
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0006366	transcription by RNA polymerase II	0.0683229813664596	11	161
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0032743	positive regulation of interleukin-2 production	0.0145985401459854	2	137
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0045945	positive regulation of transcription by RNA polymerase III	0	0	135
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0045943	positive regulation of transcription by RNA polymerase I	0	0	137
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0007165	signal transduction	0.0433212996389892	12	277
viral_higher_site_aware_eligible	GO:0045893	positive regulation of DNA-templated transcription	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0138888888888889	2	144
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0060326	cell chemotaxis	0	0	39
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0006955	immune response	0.0114942528735632	1	87
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0048167	regulation of synaptic plasticity	0	0	32
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0006338	chromatin remodeling	0	0	85
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0045892	negative regulation of DNA-templated transcription	0.00862068965517241	1	116
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0032092	positive regulation of protein binding	0	0	33
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0042113	B cell activation	0	0	30
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0001756	somitogenesis	0	0	31
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0009617	response to bacterium	0	0	44
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0030890	positive regulation of B cell proliferation	0	0	34
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0006468	protein phosphorylation	0.0108695652173913	1	92
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0060907	positive regulation of macrophage cytokine production	0	0	27
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0032728	positive regulation of interferon-beta production	0.185185185185185	5	27
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0045087	innate immune response	0.123595505617978	11	89
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0060337	type I interferon-mediated signaling pathway	0.12	3	25
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0030509	BMP signaling pathway	0	0	36
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0019722	calcium-mediated signaling	0	0	40
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0030183	B cell differentiation	0	0	37
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0030501	positive regulation of bone mineralization	0.0333333333333333	1	30
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0070371	ERK1 and ERK2 cascade	0	0	31
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0377358490566038	2	53
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0006366	transcription by RNA polymerase II	0	0	63
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0032743	positive regulation of interleukin-2 production	0	0	30
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0045945	positive regulation of transcription by RNA polymerase III	0	0	26
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0045943	positive regulation of transcription by RNA polymerase I	0	0	28
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0007165	signal transduction	0.00558659217877095	1	179
viral_higher_site_aware_eligible	GO:0045071	negative regulation of viral genome replication	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0	0	37
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0006955	immune response	0.151898734177215	12	79
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0048167	regulation of synaptic plasticity	0	0	35
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0006338	chromatin remodeling	0	0	88
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0045892	negative regulation of DNA-templated transcription	0.0169491525423729	2	118
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0032092	positive regulation of protein binding	0	0	36
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0042113	B cell activation	0.03125	1	32
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0001756	somitogenesis	0.0303030303030303	1	33
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0009617	response to bacterium	0.0217391304347826	1	46
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0030890	positive regulation of B cell proliferation	0	0	37
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0006468	protein phosphorylation	0.032258064516129	3	93
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0060907	positive regulation of macrophage cytokine production	0	0	30
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0032728	positive regulation of interferon-beta production	0	0	35
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0045087	innate immune response	0	0	103
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0060337	type I interferon-mediated signaling pathway	0	0	31
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0030509	BMP signaling pathway	0.0263157894736842	1	38
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0019722	calcium-mediated signaling	0.34375	11	32
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0030183	B cell differentiation	0	0	40
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0030501	positive regulation of bone mineralization	0	0	34
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0070371	ERK1 and ERK2 cascade	0	0	34
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0175438596491228	1	57
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0006366	transcription by RNA polymerase II	0.0153846153846154	1	65
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0032743	positive regulation of interleukin-2 production	0.0645161290322581	2	31
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0045945	positive regulation of transcription by RNA polymerase III	0	0	29
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0045943	positive regulation of transcription by RNA polymerase I	0	0	31
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0007165	signal transduction	0.0280898876404494	5	178
viral_higher_site_aware_eligible	GO:0060326	cell chemotaxis	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0	0	40
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0048167	regulation of synaptic plasticity	0	0	84
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0006338	chromatin remodeling	0	0	137
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0045892	negative regulation of DNA-templated transcription	0.0242424242424242	4	165
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0032092	positive regulation of protein binding	0	0	85
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0042113	B cell activation	0.025	2	80
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0001756	somitogenesis	0.0246913580246914	2	81
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0009617	response to bacterium	0.054945054945055	5	91
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0030890	positive regulation of B cell proliferation	0.0238095238095238	2	84
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0006468	protein phosphorylation	0.00694444444444444	1	144
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0060907	positive regulation of macrophage cytokine production	0	0	79
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0032728	positive regulation of interferon-beta production	0	0	84
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0045087	innate immune response	0.027027027027027	4	148
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0060337	type I interferon-mediated signaling pathway	0.0126582278481013	1	79
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0030509	BMP signaling pathway	0.0352941176470588	3	85
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0019722	calcium-mediated signaling	0.15	12	80
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0030183	B cell differentiation	0.0229885057471264	2	87
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0030501	positive regulation of bone mineralization	0.0375	3	80
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0070371	ERK1 and ERK2 cascade	0.0121951219512195	1	82
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0288461538461538	3	104
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0006366	transcription by RNA polymerase II	0.0176991150442478	2	113
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0032743	positive regulation of interleukin-2 production	0.025	2	80
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0045945	positive regulation of transcription by RNA polymerase III	0	0	78
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0045943	positive regulation of transcription by RNA polymerase I	0	0	80
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0007165	signal transduction	0.0691244239631337	15	217
viral_higher_site_aware_eligible	GO:0006955	immune response	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0229885057471264	2	87
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0006338	chromatin remodeling	0	0	81
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0045892	negative regulation of DNA-templated transcription	0	0	113
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0032092	positive regulation of protein binding	0.0357142857142857	1	28
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0042113	B cell activation	0	0	26
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0001756	somitogenesis	0	0	27
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0009617	response to bacterium	0	0	40
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0030890	positive regulation of B cell proliferation	0.0344827586206897	1	29
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0006468	protein phosphorylation	0.0113636363636364	1	88
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0060907	positive regulation of macrophage cytokine production	0	0	23
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0032728	positive regulation of interferon-beta production	0	0	28
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0045087	innate immune response	0.0105263157894737	1	95
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0060337	type I interferon-mediated signaling pathway	0	0	24
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0030509	BMP signaling pathway	0	0	32
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0019722	calcium-mediated signaling	0.0285714285714286	1	35
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0030183	B cell differentiation	0	0	33
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0030501	positive regulation of bone mineralization	0.0384615384615385	1	26
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0070371	ERK1 and ERK2 cascade	0	0	27
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.02	1	50
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0006366	transcription by RNA polymerase II	0	0	59
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0032743	positive regulation of interleukin-2 production	0	0	26
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0045945	positive regulation of transcription by RNA polymerase III	0	0	22
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0045943	positive regulation of transcription by RNA polymerase I	0	0	24
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0007165	signal transduction	0.0114942528735632	2	174
viral_higher_site_aware_eligible	GO:0048167	regulation of synaptic plasticity	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0	0	33
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0045892	negative regulation of DNA-templated transcription	0.0921052631578947	14	152
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0032092	positive regulation of protein binding	0.0123456790123457	1	81
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0042113	B cell activation	0	0	79
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0001756	somitogenesis	0	0	80
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0009617	response to bacterium	0	0	93
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0030890	positive regulation of B cell proliferation	0.0121951219512195	1	82
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0006468	protein phosphorylation	0.0289855072463768	4	138
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0060907	positive regulation of macrophage cytokine production	0	0	76
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0032728	positive regulation of interferon-beta production	0	0	81
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0045087	innate immune response	0.0205479452054795	3	146
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0060337	type I interferon-mediated signaling pathway	0	0	77
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0030509	BMP signaling pathway	0	0	85
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0019722	calcium-mediated signaling	0	0	89
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0030183	B cell differentiation	0.036144578313253	3	83
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0030501	positive regulation of bone mineralization	0	0	80
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0070371	ERK1 and ERK2 cascade	0.0126582278481013	1	79
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0196078431372549	2	102
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0006366	transcription by RNA polymerase II	0.0566037735849057	6	106
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0032743	positive regulation of interleukin-2 production	0.0128205128205128	1	78
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0045945	positive regulation of transcription by RNA polymerase III	0.0714285714285714	5	70
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0045943	positive regulation of transcription by RNA polymerase I	0.0694444444444445	5	72
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0007165	signal transduction	0.0177777777777778	4	225
viral_higher_site_aware_eligible	GO:0006338	chromatin remodeling	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0117647058823529	1	85
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0032092	positive regulation of protein binding	0	0	114
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0042113	B cell activation	0	0	111
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0001756	somitogenesis	0.0275229357798165	3	109
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0009617	response to bacterium	0	0	125
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0030890	positive regulation of B cell proliferation	0.0176991150442478	2	113
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0006468	protein phosphorylation	0.0116279069767442	2	172
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0060907	positive regulation of macrophage cytokine production	0.00934579439252336	1	107
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0032728	positive regulation of interferon-beta production	0	0	113
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0045087	innate immune response	0.0284090909090909	5	176
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0060337	type I interferon-mediated signaling pathway	0	0	109
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0030509	BMP signaling pathway	0.0263157894736842	3	114
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0019722	calcium-mediated signaling	0	0	121
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0030183	B cell differentiation	0.00854700854700855	1	117
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0030501	positive regulation of bone mineralization	0	0	112
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0070371	ERK1 and ERK2 cascade	0	0	112
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0149253731343284	2	134
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0006366	transcription by RNA polymerase II	0.0359712230215827	5	139
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0032743	positive regulation of interleukin-2 production	0	0	111
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0045945	positive regulation of transcription by RNA polymerase III	0.0190476190476191	2	105
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0045943	positive regulation of transcription by RNA polymerase I	0.00925925925925926	1	108
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0007165	signal transduction	0.0357142857142857	9	252
viral_higher_site_aware_eligible	GO:0045892	negative regulation of DNA-templated transcription	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0172413793103448	2	116
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0042113	B cell activation	0	0	27
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0001756	somitogenesis	0	0	28
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0009617	response to bacterium	0	0	41
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0030890	positive regulation of B cell proliferation	0	0	31
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0006468	protein phosphorylation	0.0344827586206897	3	87
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0060907	positive regulation of macrophage cytokine production	0.0434782608695652	1	23
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0032728	positive regulation of interferon-beta production	0.0357142857142857	1	28
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0045087	innate immune response	0.0319148936170213	3	94
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0060337	type I interferon-mediated signaling pathway	0	0	25
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0030509	BMP signaling pathway	0	0	33
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0019722	calcium-mediated signaling	0	0	37
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0030183	B cell differentiation	0	0	34
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0030501	positive regulation of bone mineralization	0	0	28
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0070371	ERK1 and ERK2 cascade	0.037037037037037	1	27
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0196078431372549	1	51
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0006366	transcription by RNA polymerase II	0.0169491525423729	1	59
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0032743	positive regulation of interleukin-2 production	0.0384615384615385	1	26
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0045945	positive regulation of transcription by RNA polymerase III	0	0	23
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0045943	positive regulation of transcription by RNA polymerase I	0	0	25
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0007165	signal transduction	0.0114285714285714	2	175
viral_higher_site_aware_eligible	GO:0032092	positive regulation of protein binding	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0	0	34
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0001756	somitogenesis	0	0	25
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0009617	response to bacterium	0.0555555555555556	2	36
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0030890	positive regulation of B cell proliferation	0.0769230769230769	2	26
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0006468	protein phosphorylation	0.0116279069767442	1	86
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0060907	positive regulation of macrophage cytokine production	0	0	21
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0032728	positive regulation of interferon-beta production	0	0	26
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0045087	innate immune response	0.010752688172043	1	93
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0060337	type I interferon-mediated signaling pathway	0	0	22
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0030509	BMP signaling pathway	0	0	30
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0019722	calcium-mediated signaling	0.0303030303030303	1	33
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0030183	B cell differentiation	0.0689655172413793	2	29
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0030501	positive regulation of bone mineralization	0	0	25
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0070371	ERK1 and ERK2 cascade	0	0	25
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0652173913043478	3	46
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0006366	transcription by RNA polymerase II	0	0	57
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0032743	positive regulation of interleukin-2 production	0.0434782608695652	1	23
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0045945	positive regulation of transcription by RNA polymerase III	0	0	20
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0045943	positive regulation of transcription by RNA polymerase I	0	0	22
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0007165	signal transduction	0.0116279069767442	2	172
viral_higher_site_aware_eligible	GO:0042113	B cell activation	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.0689655172413793	2	29
viral_higher_site_aware_eligible	GO:0001756	somitogenesis	GO:0009617	response to bacterium	0	0	39
viral_higher_site_aware_eligible	GO:0001756	somitogenesis	GO:0030890	positive regulation of B cell proliferation	0	0	29
viral_higher_site_aware_eligible	GO:0001756	somitogenesis	GO:0006468	protein phosphorylation	0.0114942528735632	1	87
viral_higher_site_aware_eligible	GO:0001756	somitogenesis	GO:0060907	positive regulation of macrophage cytokine production	0	0	22
viral_higher_site_aware_eligible	GO:0001756	somitogenesis	GO:0032728	positive regulation of interferon-beta production	0	0	27
