base_sample_id	sample_group	projection_role	BACT_M1	BACT_M2	VIR_M1a	VIR_M1b	VIR_M2
DefiniteBacterial_50	DefiniteBacterial	primary_bacterial	0.223460327213807	0.423273780614957	-0.397303858026204	-0.520157255490738	-0.153404702621342
DefiniteBacterial_51	DefiniteBacterial	primary_bacterial	0.671378809248976	0.534706648334984	-0.30951869676232	-0.299530403763653	-0.150338127671055
DefiniteBacterial_52	DefiniteBacterial	primary_bacterial	-0.252924017499664	-0.228016692080996	-0.553398125821657	-0.684349535696381	-0.393184289382317
DefiniteViral_01	DefiniteViral	primary_viral	-0.838524314191345	-0.8125299137938	-0.187532298462368	-0.156800613982849	-0.285215385808085
DefiniteViral_02	DefiniteViral	primary_viral	-0.726261150734848	-0.391446063206079	0.606941928068066	0.763820794487761	0.358333263762735
DefiniteViral_03	DefiniteViral	primary_viral	-0.706745240195467	-0.555251991521986	-0.0472394497301534	0.400556700778349	-0.176645059879051
DefiniteViral_04	DefiniteViral	primary_viral	3.05597081257787	2.13265637933529	0.299637883348906	0.103635589989032	0.574990408098487
DefiniteViral_05	DefiniteViral	primary_viral	-0.409963146125226	-0.231176854709378	0.265131001084467	0.215071761369629	0.0660911860378098
DefiniteViral_06	DefiniteViral	primary_viral	-0.230950286897053	0.215747468561403	0.949613676821789	0.823983242152488	0.89258806659898
DefiniteViral_07	DefiniteViral	primary_viral	-0.825477074935059	-0.578876948349818	0.171860106099308	0.316368891261113	0.0614872223035299
DefiniteViral_08	DefiniteViral	primary_viral	-0.196906024584556	0.177077334618035	0.968215758895694	1.39186639086675	0.624015558275787
DefiniteViral_09	DefiniteViral	primary_viral	-0.567611023706557	-0.353389502161021	0.612716068874088	0.907612597663933	0.246084768795102
DefiniteViral_10	DefiniteViral	primary_viral	-0.775760851050543	-0.552751236543437	-0.255343197001123	-0.229719150522955	-0.319020977646948
DefiniteViral_11	DefiniteViral	primary_viral	0.190646604372123	0.784240323392601	1.19275114294763	1.37281230559467	0.914018680602668
DefiniteViral_12	DefiniteViral	primary_viral	0.174612987843025	0.40944909289471	0.327892849554321	0.169581035545628	0.378657720134711
DefiniteViral_13	DefiniteViral	primary_viral	-0.537763448140722	0.122078554948902	1.03495335396227	0.923820861176111	0.745807952682043
DefiniteViral_14	DefiniteViral	primary_viral	0.488702616035134	0.76440999591973	0.796688234466559	0.822992863899392	0.792467745095265
DefiniteViral_15	DefiniteViral	primary_viral	-0.189782798901884	0.0014591648621912	0.46533605713486	0.511918492314893	0.341502614140496
DefiniteViral_16	DefiniteViral	primary_viral	2.64853451410676	2.14118157803827	1.18162649283884	0.922114065221133	1.24937785033215
DefiniteViral_17	DefiniteViral	primary_viral	-0.400823482771791	-0.347850698406791	-0.0879582701089058	-0.187952116619083	-0.0289688128874186
DefiniteViral_18	DefiniteViral	primary_viral	-0.0318138521827178	0.167380793468355	1.22673391289814	1.57244806030965	0.795846813813106
DefiniteViral_19	DefiniteViral	primary_viral	0.0890262093929983	-0.0248728112298999	0.116331045659449	0.0922709432507065	0.223736321494107
