SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
CDH20	CDH20	28316	3370605	ILMN_1775739	27.898995
CDH22	CDH22	64405	3520626	ILMN_1753586	-3.778497
CDH23	CDH23	64072	6510274	ILMN_1783149	102.53375
CDH24	CDH24	64403	6560326	ILMN_1660321	28.495135
CDH26	CDH26	60437	4590541	ILMN_2323007	29.8626
CDH3	CDH3	1001	7610338	ILMN_1704294	-4.5830565
CDH4	CDH4	1002	3710706	ILMN_1769891	-3.395238
CDH5	CDH5	1003	4730482	ILMN_1719236	-14.34131
CDH6	CDH6	1004	3800241	ILMN_1766675	21.243935
CDH7	CDH7	1005	4880056	ILMN_1813352	10.8447
CDH8	CDH8	1006	940193	ILMN_1757020	-3.215693
CDH9	CDH9	1007	2340274	ILMN_1675454	9.429789
CDHR1	CDHR1	92211	2370307	ILMN_1663716	2.896861
CDHR2	CDHR2	54825	4590692	ILMN_1718173	12.7503
CDHR3	CDHR3	222256	2490681	ILMN_1666984	0.90428585
CDHR4	CDHR4	389118	3450703	ILMN_3236307	-5.8504005
CDHR5	CDHR5	53841	2760598	ILMN_1744293	-3.144465
CDIN1	CDIN1	84529	270017	ILMN_1747217	3.5510215
CDIP1	CDIP1	29965	130709	ILMN_1815812	33.72123
CDIPT	CDIPT	10423	990161	ILMN_1770425	543.9456
CDIPTOSP	CDIPTOSP	440356	2360364	ILMN_1717129	-0.8656827
CDK1	CDK1	983	1050706	ILMN_1747911	58.85111
CDK10	CDK10	8558	1850309	ILMN_1741459	423.30795
CDK11A	CDK11A	728642	2640246	ILMN_1711078	277.881
CDK11B	CDK11B	984	2640246	ILMN_1711078	277.881
CDK12	CDK12	51755	5860048	ILMN_1707448	352.99175
CDK13	CDK13	8621	6280044	ILMN_1778557	361.52275
CDK14	CDK14	5218	6400553	ILMN_2171295	85.518765
CDK15	CDK15	65061	5290605	ILMN_1807771	0.66543465
CDK16	CDK16	5127	7320259	ILMN_1803870	-0.6172276
CDK17	CDK17	5128	630524	ILMN_1780824	31.50276
CDK18	CDK18	5129	5420139	ILMN_2284222	19.027125
CDK19	CDK19	23097	3930452	ILMN_1676891	523.11595
CDK2	CDK2	1017	4590064	ILMN_1665559	168.7561
CDK20	CDK20	23552	1820739	ILMN_2357730	34.065755
CDK2AP1	CDK2AP1	8099	5260541	ILMN_3245559	1687.599
CDK2AP2	CDK2AP2	10263	2100411	ILMN_1690653	289.82895
CDK3	CDK3	1018	6280754	ILMN_1767414	11.11549
CDK4	CDK4	1019	7380110	ILMN_1689001	468.6807
CDK5	CDK5	1020	6560470	ILMN_1781987	190.1322
CDK5R1	CDK5R1	8851	2750280	ILMN_1730928	298.40405
CDK5R2	CDK5R2	8941	3420367	ILMN_1717803	20.06902
CDK5RAP1	CDK5RAP1	51654	1260025	ILMN_1711023	309.1264
CDK5RAP2	CDK5RAP2	55755	5690228	ILMN_1655990	528.25385
CDK5RAP3	CDK5RAP3	80279	650601	ILMN_2383489	722.69235
CDK6	CDK6	1021	670286	ILMN_1802615	260.9662
CDK7	CDK7	1022	5420437	ILMN_1778917	394.4471
CDK8	CDK8	1024	4280520	ILMN_1777913	1.627263
CDK9	CDK9	1025	430767	ILMN_1747556	312.10895
CDKAL1	CDKAL1	54901	2230020	ILMN_1788022	11.10351
CDKL1	CDKL1	8814	6900315	ILMN_1724183	27.171075
CDKL2	CDKL2	8999	2630280	ILMN_1856533	3.1385135
CDKL3	CDKL3	51265	1240471	ILMN_1770690	22.03013
CDKL4	CDKL4	344387	670253	ILMN_1769769	-8.0916135
CDKL5	CDKL5	6792	990431	ILMN_2377536	-1.840144
CDKN1A	CDKN1A	1026	6660382	ILMN_1784602	1033.1855
CDKN1B	CDKN1B	1027	1030348	ILMN_2196347	537.8927
CDKN1C	CDKN1C	1028	5890653	ILMN_1718565	118.51145
CDKN2A	CDKN2A	1029	6620014	ILMN_1717714	11.16314
CDKN2A-AS1	CDKN2A-AS1	51198	1450224	ILMN_1687924	4.328116
CDKN2AIP	CDKN2AIP	55602	5090440	ILMN_1773066	138.89675
CDKN2AIPNL	CDKN2AIPNL	91368	7400224	ILMN_2130078	13032.415
CDKN2B	CDKN2B	1030	7610735	ILMN_1723198	26.586565
CDKN2B-AS1	CDKN2B-AS1	100048912	780538	ILMN_1887731	13.924055
CDKN2C	CDKN2C	1031	4920593	ILMN_1656415	71.5937
CDKN2D	CDKN2D	1032	7050326	ILMN_1748883	2933.729
CDKN3	CDKN3	1033	5260014	ILMN_1666305	41.87285
CDNF	CDNF	441549	1510079	ILMN_1687291	8.038059
CDO1	CDO1	1036	3780315	ILMN_1753931	23.48628
CDON	CDON	50937	5260114	ILMN_1699576	23.87521
CDPF1	CDPF1	150383	3370440	ILMN_2325112	68.603855
CDR1	CDR1	1038	990575	ILMN_1791114	-11.53597
CDR2	CDR2	1039	2140228	ILMN_1720270	371.67625
CDR2L	CDR2L	30850	3940482	ILMN_2128770	5.776855
CDRT15	CDRT15	146822	940050	ILMN_1681943	-1.4528605
CDRT15L2	CDRT15L2	256223	7550504	ILMN_1672275	-8.026473
CDRT15P1	CDRT15P1	94158	940050	ILMN_1681943	-1.4528605
CDRT15P3	CDRT15P3	408029	3190673	ILMN_3281727	10.955105
CDRT4	CDRT4	284040	5050148	ILMN_1691418	32.02869
CDS1	CDS1	1040	5860010	ILMN_1801476	-14.317175
CDS2	CDS2	8760	510673	ILMN_1790973	315.84195
CDSN	CDSN	1041	2140131	ILMN_1727880	-5.2984
CDT1	CDT1	81620	2630433	ILMN_1651237	49.803275
CDV3	CDV3	55573	3130356	ILMN_1810977	893.77725
CDX1	CDX1	1044	70184	ILMN_1815619	-3.272984
CDX2	CDX2	1045	2030397	ILMN_1671058	-4.6335525
CDX4	CDX4	1046	1770286	ILMN_1722603	-10.517955
CDY1	CDY1	9085	3140176	ILMN_1662151	6.2983345
CDY1B	CDY1B	253175	3140176	ILMN_1662151	6.2983345
CDY2A	CDY2A	9426	3140176	ILMN_1662151	6.2983345
CDY2B	CDY2B	203611	3140176	ILMN_1662151	6.2983345
CDYL	CDYL	9425	1050114	ILMN_1678075	50.513205
CDYL2	CDYL2	124359	4830487	ILMN_1777479	32.663165
CEACAM1	CEACAM1	634	5700753	ILMN_1716815	1562.4255
CEACAM16	CEACAM16	388551	3450026	ILMN_1775167	1.7233035
CEACAM18	CEACAM18	729767	1090592	ILMN_3244898	-10.11709
CEACAM19	CEACAM19	56971	3190400	ILMN_1752335	12.45747
CEACAM20	CEACAM20	125931	4220593	ILMN_1774781	-14.175345
CEACAM21	CEACAM21	90273	1190307	ILMN_1745949	71.221325
CEACAM22P	CEACAM22P	388550	2350593	ILMN_1749266	5.7782925
CEACAM3	CEACAM3	1084	1850139	ILMN_1743570	454.11165
CEACAM4	CEACAM4	1089	6370646	ILMN_1657455	119.14435
CEACAM5	CEACAM5	1048	2360632	ILMN_1670959	-1.0019649
CEACAM6	CEACAM6	4680	7400377	ILMN_1712522	173.07585
CEACAM7	CEACAM7	1087	3400564	ILMN_1813957	-9.7683215
CEACAM8	CEACAM8	1088	4780075	ILMN_1806056	217.63685
CEBPA	CEBPA	1050	1430280	ILMN_1715715	1457.835
CEBPA-DT	CEBPA-DT	80054	3930082	ILMN_1697115	33.149035
CEBPB	CEBPB	1051	20446	ILMN_1693014	11049.92
CEBPD	CEBPD	1052	5490408	ILMN_1782050	7567.047
CEBPE	CEBPE	1053	2940767	ILMN_1779095	91.43919
CEBPG	CEBPG	1054	4230431	ILMN_1716766	280.06595
CEBPZ	CEBPZ	10153	4010131	ILMN_1744147	600.14215
CECR2	CECR2	27443	3460750	ILMN_1671171	-0.006244225
CEL	CEL	1056	6650593	ILMN_1723418	23.095725
CELA1	CELA1	1990	2710309	ILMN_1805902	38.88487
CELA2A	CELA2A	63036	2680014	ILMN_2202747	-1.2422745
CELA2B	CELA2B	51032	6660634	ILMN_1688458	-3.9566185
CELA3A	CELA3A	10136	2100592	ILMN_1677559	10.520235
CELA3B	CELA3B	23436	7510072	ILMN_1749515	9.447582
CELF1	CELF1	10658	1580133	ILMN_1686516	124.9662
CELF2	CELF2	10659	7400133	ILMN_1800638	1197.2075
CELF3	CELF3	11189	580368	ILMN_1681234	-4.4890435
CELF4	CELF4	56853	50139	ILMN_2305249	6.2315825
CELF5	CELF5	60680	6290307	ILMN_1672871	5.5867585
CELF6	CELF6	60677	7040296	ILMN_1656045	31.492245
CELSR1	CELSR1	9620	5870544	ILMN_1690611	-0.4082041
CELSR2	CELSR2	1952	3710240	ILMN_1711208	8.423901
CELSR3	CELSR3	1951	6350437	ILMN_1691290	25.62393
CEMIP	CEMIP	57214	110181	ILMN_1813704	-14.504925
CEMIP2	CEMIP2	23670	3360112	ILMN_1784661	439.5094
CEMP1	CEMP1	752014	540400	ILMN_2280816	15.364905
CENATAC	CENATAC	338657	6760762	ILMN_1709227	201.1256
CEND1	CEND1	51286	5560162	ILMN_1720482	26.867175
CENPA	CENPA	1058	2600392	ILMN_1801257	21.55463
CENPB	CENPB	1059	610056	ILMN_1664028	1109.216
CENPBD1P	CENPBD1P	92806	6350075	ILMN_1692072	376.26235
CENPBD2P	CENPBD2P	65996	3830113	ILMN_1796793	73.90234
CENPC	CENPC	1060	2810731	ILMN_2229205	2.5122175
CENPE	CENPE	1062	6100564	ILMN_1716279	56.926035
CENPF	CENPF	1063	4780129	ILMN_1664516	22.34816
CENPH	CENPH	64946	7380711	ILMN_1693221	25.76355
CENPI	CENPI	2491	6250451	ILMN_1658010	1.648238
CENPJ	CENPJ	55835	460561	ILMN_1661776	24.394185
CENPK	CENPK	64105	5700086	ILMN_1737195	27.29428
CENPL	CENPL	91687	4060468	ILMN_1742779	80.38899
CENPM	CENPM	79019	1450192	ILMN_2368718	176.1455
CENPN	CENPN	55839	6550373	ILMN_1720526	43.477135
CENPO	CENPO	79172	4560682	ILMN_1787477	24.422435
CENPP	CENPP	401541	6250196	ILMN_1748241	1.8874595
CENPQ	CENPQ	55166	2350630	ILMN_1670769	-8.7895885
CENPS	CENPS	378708	5960709	ILMN_1793360	31.84485
CENPS-CORT	CENPS-CORT	100526739	5960709	ILMN_1793360	31.84485
CENPT	CENPT	80152	6940554	ILMN_1777129	271.55325
CENPU	CENPU	79682	2120678	ILMN_1679438	11.987805
CENPV	CENPV	201161	1030026	ILMN_1729142	280.2096
CENPW	CENPW	387103	540215	ILMN_1763907	98.377445
CENPX	CENPX	201254	270605	ILMN_1769634	522.3909
CEP104	CEP104	9731	4670132	ILMN_1916457	357.58675
CEP112	CEP112	201134	4010010	ILMN_2273331	-13.113765
CEP120	CEP120	153241	7150370	ILMN_1781077	7.497415
CEP126	CEP126	57562	1780500	ILMN_1768951	0.67240795
CEP128	CEP128	145508	3830164	ILMN_1806825	23.59862
CEP131	CEP131	22994	3390605	ILMN_1746206	92.85889
CEP135	CEP135	9662	270022	ILMN_1693766	193.49725
CEP15	CEP15	57415	6650079	ILMN_2224486	66.970325
CEP152	CEP152	22995	4390176	ILMN_1686458	59.74083
CEP162	CEP162	22832	1980338	ILMN_1781174	134.1067
CEP164	CEP164	22897	1070376	ILMN_1740385	68.52647
CEP170	CEP170	9859	380767	ILMN_2294684	35.67729
CEP170B	CEP170B	283638	4180086	ILMN_1664960	-8.862423
CEP170P1	CEP170P1	645455	4050519	ILMN_2329885	-1.5932735
CEP19	CEP19	84984	1850040	ILMN_2288483	5325.5525
CEP192	CEP192	55125	4490154	ILMN_1703754	278.457
CEP192P1	CEP192P1	643201	6980025	ILMN_1750601	15.42122
CEP20	CEP20	123811	6520497	ILMN_1790650	245.39395
CEP250	CEP250	11190	5700689	ILMN_1799011	39.292075
CEP290	CEP290	80184	4780112	ILMN_1746832	12.58739
CEP295	CEP295	85459	2480735	ILMN_3235104	123.7439
CEP295NL	CEP295NL	100653515	4480692	ILMN_1752883	6.529544
CEP350	CEP350	9857	5340553	ILMN_1742400	659.0947
CEP41	CEP41	95681	6280609	ILMN_2223805	74.66519
CEP43	CEP43	11116	2360255	ILMN_2411116	28.21747
CEP44	CEP44	80817	5690181	ILMN_2213199	212.80875
CEP55	CEP55	55165	7510709	ILMN_1747016	74.803665
CEP57	CEP57	9702	7100519	ILMN_1791568	28.66683
CEP57L1	CEP57L1	285753	1990450	ILMN_1734766	10.813185
CEP63	CEP63	80254	2690064	ILMN_1787808	631.64435
CEP68	CEP68	23177	1110039	ILMN_1808500	47.843905
CEP70	CEP70	80321	4640242	ILMN_1741350	-7.6082905
CEP72	CEP72	55722	1030368	ILMN_1800611	24.11935
CEP76	CEP76	79959	2600014	ILMN_2154223	10.67396
CEP78	CEP78	84131	4760091	ILMN_3265365	118.80995
CEP83	CEP83	51134	7050471	ILMN_1799113	64.487625
CEP85	CEP85	64793	5310348	ILMN_1812489	66.044395
CEP85L	CEP85L	387119	2000564	ILMN_2270100	203.40745
CEP89	CEP89	84902	4730215	ILMN_1679971	33.743545
CEP95	CEP95	90799	2070593	ILMN_1686135	226.99405
CEP97	CEP97	79598	7400575	ILMN_1736951	2.010074
CEPT1	CEPT1	10390	2190730	ILMN_1676588	807.00345
CER1	CER1	9350	4780242	ILMN_1690192	17.27569
CERCAM	CERCAM	51148	5670142	ILMN_3283032	12.08232
CERK	CERK	64781	2230367	ILMN_1767475	931.93495
CERKL	CERKL	375298	4070524	ILMN_1801091	25.56603
CERS1	CERS1	10715	2940092	ILMN_1662280	393.2534
CERS2	CERS2	29956	3370121	ILMN_2400500	589.0687
CERS3	CERS3	204219	6510187	ILMN_1743142	1.904035
CERS4	CERS4	79603	6590139	ILMN_1748057	59.0413
CERS5	CERS5	91012	6330356	ILMN_2208495	436.6391
CERS6	CERS6	253782	5690064	ILMN_1767662	863.9262
CERT1	CERT1	10087	4120707	ILMN_1680109	708.85275
CES1	CES1	1066	2680056	ILMN_2359945	205.86405
CES1P1	CES1P1	51716	1690458	ILMN_1675386	1.735196
CES1P2	CES1P2	390732	1690458	ILMN_1675386	1.735196
CES2	CES2	8824	3520372	ILMN_1696675	314.8454
CES3	CES3	23491	1780470	ILMN_2165975	65.21324
CES4A	CES4A	283848	5260019	ILMN_1699852	42.20234
CES5A	CES5A	221223	1990246	ILMN_1784870	9.491611
CES5AP1	CES5AP1	649264	3930204	ILMN_1707983	10.49677
CETN1	CETN1	1068	3310500	ILMN_1768624	22.14842
CETN2	CETN2	1069	2120707	ILMN_1695645	624.3919
CETN3	CETN3	1070	830136	ILMN_2224031	68.4984
CETN4P	CETN4P	729338	670553	ILMN_3234823	-3.661154
CETP	CETP	1071	5420646	ILMN_2098013	53.54478
CFAP100	CFAP100	348807	7570682	ILMN_1770493	-8.267053
CFAP107	CFAP107	93190	6100754	ILMN_1733298	-0.4723072
CFAP119	CFAP119	90835	4070424	ILMN_2179726	92.822785
CFAP126	CFAP126	257177	7000685	ILMN_1691299	9.977035
CFAP141	CFAP141	388701	6510014	ILMN_1790713	2.600492
CFAP144	CFAP144	440585	4560707	ILMN_3234932	-0.46855475
CFAP157	CFAP157	286207	6420372	ILMN_2076014	3.930017
CFAP161	CFAP161	161502	4490278	ILMN_1686373	13.63354
CFAP20	CFAP20	29105	5360630	ILMN_2112599	269.97145
CFAP206	CFAP206	154313	4180333	ILMN_1771746	16.117885
CFAP20DC	CFAP20DC	200844	1770167	ILMN_1697761	9.132429
CFAP210	CFAP210	129881	6620041	ILMN_1655365	4.837543
CFAP221	CFAP221	200373	2810243	ILMN_1688126	12.570915
CFAP251	CFAP251	144406	4260286	ILMN_1800341	8.3174065
CFAP276	CFAP276	127003	4180047	ILMN_3251643	10.53384
CFAP298	CFAP298	56683	7040162	ILMN_1776147	330.73205
CFAP299	CFAP299	255119	5550176	ILMN_1665714	5.668962
CFAP300	CFAP300	85016	4540465	ILMN_1683635	7.6584425
CFAP36	CFAP36	112942	990114	ILMN_1792456	54.456065
CFAP410	CFAP410	755	3400164	ILMN_1758806	174.75355
CFAP418	CFAP418	157657	5360390	ILMN_2091084	12130.285
CFAP43	CFAP43	80217	4260228	ILMN_1805603	7.8666775
CFAP44	CFAP44	55779	6900008	ILMN_1802691	9.2341785
CFAP45	CFAP45	25790	6040709	ILMN_3245143	11.629585
CFAP46	CFAP46	54777	3930672	ILMN_1692568	-1.5192625
CFAP47	CFAP47	286464	1990347	ILMN_1714718	14.113675
CFAP52	CFAP52	146845	6040500	ILMN_2379110	2.5189945
CFAP53	CFAP53	220136	130079	ILMN_1746949	-3.4007665
CFAP57	CFAP57	149465	540138	ILMN_1717064	16.965735
CFAP58	CFAP58	159686	3450687	ILMN_2100287	14.614375
CFAP61	CFAP61	26074	160681	ILMN_1684629	0.99703835
CFAP65	CFAP65	255101	6420332	ILMN_2306935	-2.795268
CFAP68	CFAP68	64776	610400	ILMN_2128967	181.44875
CFAP69	CFAP69	79846	7160414	ILMN_1790315	-1.9769995
CFAP70	CFAP70	118491	6760541	ILMN_1784516	12.61585
CFAP73	CFAP73	387885	6350538	ILMN_1663991	9.8820965
CFAP74	CFAP74	85452	5570593	ILMN_2415979	3438.463
CFAP77	CFAP77	389799	6270246	ILMN_1663665	5.7857085
CFAP90	CFAP90	134121	4760609	ILMN_3246356	3.105726
CFAP91	CFAP91	89876	1010739	ILMN_1676749	0.079189985
CFAP95	CFAP95	138255	1990661	ILMN_1699537	3.7213535
CFAP96	CFAP96	441054	4200180	ILMN_1774390	-0.09081905
CFAP97	CFAP97	57587	1110370	ILMN_3244574	23.44692
CFB	CFB	629	3370349	ILMN_1774287	20.27172
CFC1	CFC1	55997	4920019	ILMN_1668099	6.0265345
CFC1B	CFC1B	653275	7050053	ILMN_1781980	24.89594
CFD	CFD	1675	1240152	ILMN_1777190	5548.95
CFDP1	CFDP1	10428	6200494	ILMN_1800837	177.59705
CFH	CFH	3075	6250484	ILMN_1657803	37.9769
CFHR1	CFHR1	3078	1470709	ILMN_1754137	4.928443
CFHR2	CFHR2	3080	3120601	ILMN_2045453	34.33692
CFHR3	CFHR3	10878	4260008	ILMN_1805799	2.2587755
CFHR4	CFHR4	10877	5050128	ILMN_1665855	-15.1461
CFHR5	CFHR5	81494	5310292	ILMN_1718248	2.491708
CFI	CFI	3426	1690609	ILMN_1727815	38.47361
CFL1	CFL1	1072	4250458	ILMN_1705617	9152.2305
CFL1P1	CFL1P1	142913	5690497	ILMN_3290248	3.2886105
CFL2	CFL2	1073	1170707	ILMN_1707356	30.91226
CFLAR	CFLAR	8837	1240593	ILMN_1789830	6289.4145
CFP	CFP	5199	6580750	ILMN_1658121	578.1333
CFTR	CFTR	1080	5870131	ILMN_1705813	22.03521
CGA	CGA	1081	2350730	ILMN_1734176	18.676465
CGAS	CGAS	115004	2370639	ILMN_1706645	87.80762
CGB1	CGB1	114335	6840609	ILMN_2044645	7.000435
CGB2	CGB2	114336	610470	ILMN_2171649	-1.877478
CGB3	CGB3	1082	5550372	ILMN_1735579	19.558625
CGB5	CGB5	93659	6860446	ILMN_2153029	18.25439
CGB7	CGB7	94027	2070504	ILMN_1739855	12.069125
CGB8	CGB8	94115	5550372	ILMN_1735579	19.558625
CGGBP1	CGGBP1	8545	3370687	ILMN_1752631	1352.9675
CGN	CGN	57530	1980670	ILMN_1746801	-9.959258
CGNL1	CGNL1	84952	110100	ILMN_1730229	-7.428631
CGREF1	CGREF1	10669	7040689	ILMN_1774722	-6.671303
CGRRF1	CGRRF1	10668	1940561	ILMN_1681008	139.6731
CH25H	CH25H	9023	1770593	ILMN_1741021	-1.097061
CHAC1	CHAC1	79094	1500082	ILMN_1739241	-11.519495
CHAC2	CHAC2	494143	2850082	ILMN_2148150	1.8353135
CHAD	CHAD	1101	4890167	ILMN_1700652	9.6136885
CHADL	CHADL	150356	2030202	ILMN_3238072	7.046444
CHAF1A	CHAF1A	10036	2120097	ILMN_1669842	1.9810615
CHAF1B	CHAF1B	8208	4610731	ILMN_1674231	31.658615
CHAMP1	CHAMP1	283489	4480504	ILMN_1729976	363.17235
CHAT	CHAT	1103	2370187	ILMN_1775997	7.849718
CHCHD1	CHCHD1	118487	7570619	ILMN_1672149	164.7331
CHCHD10	CHCHD10	400916	940010	ILMN_1740170	1201.376
CHCHD2	CHCHD2	51142	3140019	ILMN_1815124	6810.239
CHCHD3	CHCHD3	54927	6620626	ILMN_1673026	140.21855
CHCHD4	CHCHD4	131474	3850292	ILMN_1813938	292.91215
CHCHD5	CHCHD5	84269	6900392	ILMN_1797530	474.07185
CHCHD6	CHCHD6	84303	450072	ILMN_1785161	9.006821
CHCHD7	CHCHD7	79145	5220504	ILMN_1744138	223.3554
CHCT1	CHCT1	124773	5270722	ILMN_1717579	7.0666125
CHD1	CHD1	1105	2350176	ILMN_1654583	516.0679
CHD1L	CHD1L	9557	5870148	ILMN_1786016	86.996055
CHD2	CHD2	1106	7040240	ILMN_2339284	86.343925
CHD3	CHD3	1107	1510343	ILMN_2370414	54.929075
CHD4	CHD4	1108	430224	ILMN_1658411	495.35415
CHD5	CHD5	26038	1500563	ILMN_1698148	5.0700495
CHD6	CHD6	84181	4250082	ILMN_2209163	55.009745
CHD7	CHD7	55636	1580487	ILMN_1677376	331.18345
CHD8	CHD8	57680	1170564	ILMN_1806122	1344.0195
CHD9	CHD9	80205	1710474	ILMN_1762972	1147.817
CHDH	CHDH	55349	5910433	ILMN_3251423	4.546825
CHEK1	CHEK1	1111	7200270	ILMN_1664630	37.806455
CHEK2	CHEK2	11200	870209	ILMN_3239785	169.1585
CHEK2P2	CHEK2P2	646096	870209	ILMN_3239785	169.1585
CHERP	CHERP	10523	3130180	ILMN_1798083	59.824255
CHFR	CHFR	55743	830168	ILMN_1653828	1364.9995
CHGA	CHGA	1113	6200348	ILMN_1669410	19.24339
CHGB	CHGB	1114	6420356	ILMN_1765966	-10.85979
CHI3L1	CHI3L1	1116	1990037	ILMN_3307868	127.36175
CHI3L2	CHI3L2	1117	610598	ILMN_2326273	142.2459
CHIA	CHIA	27159	2350204	ILMN_1679647	-3.8503855
CHIAP2	CHIAP2	149620	1850563	ILMN_1694280	10.35789
CHIC1	CHIC1	53344	1010634	ILMN_1763437	9.267927
CHIC2	CHIC2	26511	3130576	ILMN_1679428	2050.356
CHID1	CHID1	66005	70240	ILMN_2069615	4.8222585
CHIT1	CHIT1	1118	3360242	ILMN_3249477	2.9811415
CHKA	CHKA	1119	3460424	ILMN_1658504	102.2566
CHKB	CHKB	1120	3400450	ILMN_2331205	453.51715
CHKB-CPT1B	CHKB-CPT1B	386593	3400450	ILMN_2331205	453.51715
CHKB-DT	CHKB-DT	100144603	6380348	ILMN_3236215	14.214295
CHL1	CHL1	10752	6860241	ILMN_2138005	0.13138495
CHM	CHM	1121	780376	ILMN_1771238	164.2751
CHML	CHML	1122	1780240	ILMN_1747697	32.83654
CHMP1A	CHMP1A	5119	5900332	ILMN_1709439	733.74555
CHMP1B	CHMP1B	57132	3940148	ILMN_1763265	885.3832
CHMP2A	CHMP2A	27243	4260762	ILMN_1671893	1711.327
CHMP2B	CHMP2B	25978	6250121	ILMN_1741176	257.6933
CHMP3	CHMP3	51652	2140634	ILMN_2406043	175.6996
CHMP4A	CHMP4A	29082	460468	ILMN_1715607	812.3782
CHMP4B	CHMP4B	128866	4180315	ILMN_1771233	529.67575
CHMP4C	CHMP4C	92421	2490554	ILMN_1711542	1.612559
CHMP5	CHMP5	51510	4640703	ILMN_3251545	881.60805
CHMP6	CHMP6	79643	4480592	ILMN_1731609	312.0042
CHMP7	CHMP7	91782	3440692	ILMN_1795933	93.982095
CHN1	CHN1	1123	610332	ILMN_1678493	2.7027475
CHN2	CHN2	1124	3190246	ILMN_2403237	90.98876
CHODL	CHODL	140578	460544	ILMN_1726575	-5.100008
CHODL-AS1	CHODL-AS1	54075	10113	ILMN_3240428	4.056666
CHORDC1	CHORDC1	26973	380528	ILMN_1776337	110.61845
CHORDC1P4	CHORDC1P4	727896	3370356	ILMN_3244192	44097.1
CHP1	CHP1	11261	6760192	ILMN_1779401	925.28925
CHP1P2	CHP1P2	729603	1500707	ILMN_2180519	22682.115
CHP2	CHP2	63928	2680332	ILMN_1695631	2.8991105
CHPF	CHPF	79586	4250291	ILMN_1731353	70.51229
CHPF2	CHPF2	54480	1740326	ILMN_1772991	135.1755
CHPT1	CHPT1	56994	2630687	ILMN_1729112	1217.301
CHRAC1	CHRAC1	54108	610300	ILMN_1722390	56.39645
CHRD	CHRD	8646	5570592	ILMN_1795582	-2.9490015
CHRDL1	CHRDL1	91851	1050468	ILMN_1678233	-2.340671
CHRDL2	CHRDL2	25884	7100689	ILMN_1682737	9.127757
CHRFAM7A	CHRFAM7A	89832	6940296	ILMN_1775307	7.856455
CHRM1	CHRM1	1128	2260021	ILMN_1751689	-12.679555
CHRM2	CHRM2	1129	1050288	ILMN_2358718	7.7546165
CHRM3	CHRM3	1131	6860315	ILMN_1710410	5.0632915
CHRM4	CHRM4	1132	4780609	ILMN_1660882	10.63995
CHRM5	CHRM5	1133	2030673	ILMN_1746646	-11.713555
CHRNA1	CHRNA1	1134	4120717	ILMN_1798700	14.30382
CHRNA10	CHRNA10	57053	1030468	ILMN_1776314	33.124295
CHRNA2	CHRNA2	1135	4210059	ILMN_1698849	34.5775
CHRNA3	CHRNA3	1136	4280180	ILMN_2154157	11.464955
CHRNA4	CHRNA4	1137	3120678	ILMN_1729857	1.0199397
CHRNA5	CHRNA5	1138	6280731	ILMN_2110751	1588.5095
CHRNA6	CHRNA6	8973	10364	ILMN_1756578	4.121341
CHRNA7	CHRNA7	1139	1400504	ILMN_1788789	5.0053455
CHRNA9	CHRNA9	55584	1690474	ILMN_1728501	4.2305255
CHRNB1	CHRNB1	1140	7650639	ILMN_1741131	128.97195
CHRNB2	CHRNB2	1141	5720370	ILMN_1676624	-4.984753
CHRNB3	CHRNB3	1142	4730626	ILMN_1736218	15.062025
CHRNB4	CHRNB4	1143	2480279	ILMN_3249574	26.784825
CHRND	CHRND	1144	3170739	ILMN_1661355	-15.151425
CHRNE	CHRNE	1145	5260451	ILMN_1703346	40.31348
CHRNG	CHRNG	1146	1780332	ILMN_1784633	-10.127375
CHST1	CHST1	8534	5720451	ILMN_1677719	71.156155
CHST10	CHST10	9486	270348	ILMN_1736828	3.7961535
CHST11	CHST11	50515	110228	ILMN_1655880	18.09623
CHST12	CHST12	55501	1710546	ILMN_1735058	210.1753
CHST13	CHST13	166012	4050768	ILMN_1734707	439.05025
CHST14	CHST14	113189	2630369	ILMN_1743340	61.611165
CHST15	CHST15	51363	7320041	ILMN_1670926	2588.592
CHST2	CHST2	9435	540692	ILMN_1794011	98.25735
CHST3	CHST3	9469	3930736	ILMN_1723481	29.470965
CHST4	CHST4	10164	7380767	ILMN_1696590	1.243434
CHST5	CHST5	23563	3310259	ILMN_1677691	1358.0275
CHST6	CHST6	4166	6020743	ILMN_3237656	10224.635
CHST7	CHST7	56548	5900452	ILMN_1732831	365.62
CHST8	CHST8	64377	6660706	ILMN_1795845	5.3083615
CHST9	CHST9	83539	4760390	ILMN_1700547	-10.34554
CHSY1	CHSY1	22856	3060128	ILMN_1791576	1306.8775
CHSY3	CHSY3	337876	4250328	ILMN_1740407	0.6870426
CHTF18	CHTF18	63922	1770689	ILMN_1756705	42.291825
CHTF8	CHTF8	54921	2030162	ILMN_2366998	78.015655
CHTOP	CHTOP	26097	2690215	ILMN_1736234	288.20015
CHUK	CHUK	1147	3520541	ILMN_1677041	310.25995
CHURC1	CHURC1	91612	6370612	ILMN_1798177	1098.675
CHURC1-FNTB	CHURC1-FNTB	100529261	5820240	ILMN_1728517	162.3769
CIAO1	CIAO1	9391	6980156	ILMN_2048793	1215.0825
CIAO2A	CIAO2A	84191	6130730	ILMN_1761981	1309.5985
