ID_REF	ARRAY_ID	SYMBOL	ENTREZID	ENSEMBL	SYMBOL_UPPER
ILMN_1711611	6520274	CR1	1378	ENSG00000203710	CR1
ILMN_1711615	6420192				
ILMN_1711617	3370452	GMFG	9535	ENSG00000130755	GMFG
ILMN_1711617	3370452	GMFG	9535	ENSG00000291873	GMFG
ILMN_1711627	2850435	SIAH1	6477	ENSG00000196470	SIAH1
ILMN_1711628	2650242	KRTAP1-3	81850	ENSG00000221880	KRTAP1-3
ILMN_1711628	2650242	KRTAP1-3	81850	ENSG00000262347	KRTAP1-3
ILMN_1711642	7040044	GSTZ1	2954	ENSG00000100577	GSTZ1
ILMN_1711650	2260468	KCNE5	23630	ENSG00000176076	KCNE5
ILMN_1711662	7400392	ZP4	57829	ENSG00000116996	ZP4
ILMN_1711678	2060626				
ILMN_1711681	990468	SPATS1	221409	ENSG00000249481	SPATS1
ILMN_1711685	1660768				
ILMN_1711688	4180446	SPDYE3	441272	ENSG00000214300	SPDYE3
ILMN_1711699	4760601	HIP1R	9026	ENSG00000130787	HIP1R
ILMN_1711702	5490341	CLEC2D	29121	ENSG00000069493	CLEC2D
ILMN_1711703	4670520	PHAF1	80262	ENSG00000125149	PHAF1
ILMN_1711711	5360403	ANKRD20A9P	284232		ANKRD20A9P
ILMN_1711712	1240041	GAS2L2	246176	ENSG00000270765	GAS2L2
ILMN_1711715	6760491				
ILMN_1711720	1050647	C12orf42	374470	ENSG00000179088	C12ORF42
ILMN_1711725	6860075				
ILMN_1711729	5890176	UQCRBP1	442454		UQCRBP1
ILMN_1711736	7100020	ADCYAP1R1	117	ENSG00000078549	ADCYAP1R1
ILMN_1711748	4260215	PLTP	5360	ENSG00000100979	PLTP
ILMN_1711756	4280446				
ILMN_1711758	830253	FOXR2	139628	ENSG00000189299	FOXR2
ILMN_1711765	290376				
ILMN_1711766	2480739	SKP1	6500	ENSG00000113558	SKP1
ILMN_1711772	1030673	FLJ30679	146512	ENSG00000280278	FLJ30679
ILMN_1711786	510468	NFE2	4778	ENSG00000123405	NFE2
ILMN_1711787	3930646	KEAP1	9817	ENSG00000079999	KEAP1
ILMN_1711790	4390397	DEFB135	613209	ENSG00000205883	DEFB135
ILMN_1711790	4390397	DEFB135	613209	ENSG00000285365	DEFB135
ILMN_1711792	6480315	GPBP1	65056	ENSG00000062194	GPBP1
ILMN_1711799	4810139	C9orf40	55071	ENSG00000135045	C9ORF40
ILMN_1711807	6620369	ADGRL3	23284	ENSG00000150471	ADGRL3
ILMN_1711810	6400128	PNKD	25953	ENSG00000127838	PNKD
ILMN_1711818	6480424	PIWIL2	55124	ENSG00000197181	PIWIL2
ILMN_1711823	4540064	FAAP100	80233	ENSG00000185504	FAAP100
ILMN_1711826	6520360	SLC24A2	25769	ENSG00000155886	SLC24A2
ILMN_1711828	4540689	ANKRD10	55608	ENSG00000088448	ANKRD10
ILMN_1711832	4880615				
ILMN_1711838	3890402	SLC25A24	29957	ENSG00000085491	SLC25A24
ILMN_1711838	3890402	SLC25A24	29957	ENSG00000284468	SLC25A24
ILMN_1711839	5670619				
ILMN_1711845	5260543				
ILMN_1711853	7400411	MED24	9862	ENSG00000008838	MED24
ILMN_1711862	460376	RNF7	9616	ENSG00000114125	RNF7
ILMN_1711878	5890102	ENOPH1	58478	ENSG00000145293	ENOPH1
ILMN_1711883	4860491	HTR3D	200909	ENSG00000186090	HTR3D
ILMN_1711886	2650167	ALG3	10195	ENSG00000214160	ALG3
ILMN_1711888	610189	COBL	23242	ENSG00000106078	COBL
ILMN_1711894	7380670	MYB	4602	ENSG00000118513	MYB
ILMN_1711899	770730	ANXA2	302	ENSG00000182718	ANXA2
ILMN_1711904	2970121	MXD3	83463	ENSG00000213347	MXD3
ILMN_1711909	4480519	EDEM2	55741	ENSG00000088298	EDEM2
ILMN_1711910	6110445	ENO4	387712	ENSG00000188316	ENO4
ILMN_1711919	1510301	SCYL2	55681	ENSG00000136021	SCYL2
ILMN_1711928	1850164	ACSF2	80221	ENSG00000167107	ACSF2
ILMN_1711929	4290296	OR5AN1	390195	ENSG00000176495	OR5AN1
ILMN_1711949	6650110				
ILMN_1711958	4610563	KCMF1	56888	ENSG00000176407	KCMF1
ILMN_1711965	2760020	CCRL2	9034	ENSG00000121797	CCRL2
ILMN_1711969	3130402				
ILMN_1711972	1980471				
ILMN_1711986	1010079	MAP1LC3A	84557	ENSG00000101460	MAP1LC3A
ILMN_1711988	1940193	KCNK12	56660	ENSG00000184261	KCNK12
ILMN_1711994	70672	TCIRG1	10312	ENSG00000110719	TCIRG1
ILMN_1712019	6940520	ANKRD17	26057	ENSG00000132466	ANKRD17
ILMN_1712023	7550301	SLC8A3	6547	ENSG00000100678	SLC8A3
ILMN_1712026	3420154	NLRP3	114548	ENSG00000162711	NLRP3
ILMN_1712027	2060300	RSBN1L	222194	ENSG00000187257	RSBN1L
ILMN_1712031	7200687	SPDYE6	729597	ENSG00000260097	SPDYE6
ILMN_1712035	5310379	TMEM115	11070	ENSG00000126062	TMEM115
ILMN_1712038	2470685	TGIF2LX	90316	ENSG00000153779	TGIF2LX
ILMN_1712040	3780110	FARP1	10160	ENSG00000152767	FARP1
ILMN_1712046	730577	CPXM1	56265	ENSG00000088882	CPXM1
ILMN_1712051	6330520	ZSCAN2	54993	ENSG00000176371	ZSCAN2
ILMN_1712051	6330520	ZSCAN2	54993	ENSG00000291625	ZSCAN2
ILMN_1712065	2970736	TAFA5	25817	ENSG00000219438	TAFA5
ILMN_1712066	7650286	EXPH5	23086	ENSG00000110723	EXPH5
ILMN_1712067	3310309	DRC7	84229	ENSG00000159625	DRC7
ILMN_1712075	2760735	SYNM	23336	ENSG00000182253	SYNM
ILMN_1712077	1570259				
ILMN_1712082	4610520	GCNT3	9245	ENSG00000140297	GCNT3
ILMN_1712088	4610273	CLYBL	171425	ENSG00000125246	CLYBL
ILMN_1712095	4480575	FOXO4	4303	ENSG00000184481	FOXO4
ILMN_1712112	620239	RCAN1	1827	ENSG00000159200	RCAN1
ILMN_1712122	6550215	FANCD2	2177	ENSG00000144554	FANCD2
ILMN_1712128	2760059	LRRC8B	23507	ENSG00000197147	LRRC8B
ILMN_1712137	2070221				
ILMN_1712141	1410215	LIPK	643414	ENSG00000204021	LIPK
ILMN_1712155	4890615	RPL6	6128	ENSG00000089009	RPL6
ILMN_1712159	5220176	AVPR1A	552	ENSG00000166148	AVPR1A
ILMN_1712161	1770435	BCOR	54880	ENSG00000183337	BCOR
ILMN_1712162	3120605	TMPRSS11A	339967	ENSG00000187054	TMPRSS11A
ILMN_1712170	6280025				
ILMN_1712171	460626				
ILMN_1712177	990709	RNF223	401934	ENSG00000237330	RNF223
ILMN_1712184	6520424	H3C3	8352	ENSG00000287080	H3C3
ILMN_1712188	580095				
ILMN_1712197	6400703	KCNMB3	27094	ENSG00000171121	KCNMB3
ILMN_1712204	1010458	NSRP1	84081	ENSG00000126653	NSRP1
ILMN_1712211	6590609				
ILMN_1712220	670390				
ILMN_1712230	6040450	IQSEC3	440073	ENSG00000120645	IQSEC3
ILMN_1712230	6040450	IQSEC3	440073	ENSG00000262607	IQSEC3
ILMN_1712231	2570288	SH3YL1	26751	ENSG00000035115	SH3YL1
ILMN_1712236	5870608	PPP1R3B	79660	ENSG00000173281	PPP1R3B
ILMN_1712236	5870608	PPP1R3B	79660	ENSG00000285343	PPP1R3B
ILMN_1712250	4850025	RPL10	6134	ENSG00000147403	RPL10
ILMN_1712257	3440315	PPP2R3B	28227	ENSG00000167393	PPP2R3B
ILMN_1712257	3440315	PPP2R3B	28227	ENSG00000292327	PPP2R3B
ILMN_1712257	3440315	PPP2R3B	28227	ENSG00000273850	PPP2R3B
ILMN_1712257	3440315	PPP2R3B	28227	ENSG00000276438	PPP2R3B
ILMN_1712269	6280435	ZNF605	100289635	ENSG00000196458	ZNF605
ILMN_1712272	3360487				
ILMN_1712277	4780152				
ILMN_1712283	2710347	WNT10B	7480	ENSG00000169884	WNT10B
ILMN_1712289	2900601				
ILMN_1712291	4120593	MICALL2	79778	ENSG00000164877	MICALL2
ILMN_1712298	2750598	ANKRD46	157567	ENSG00000186106	ANKRD46
ILMN_1712305	2370300	CYBRD1	79901	ENSG00000071967	CYBRD1
ILMN_1712308	3930521	FSTL4	23105	ENSG00000053108	FSTL4
ILMN_1712312	780358	RAB11A	8766	ENSG00000103769	RAB11A
ILMN_1712314	1660050	DUSP9	1852	ENSG00000130829	DUSP9
ILMN_1712320	430577	DDX50	79009	ENSG00000107625	DDX50
ILMN_1712325	6650717				
ILMN_1712347	380750	SRSF6	6431	ENSG00000124193	SRSF6
ILMN_1712348	5820017	GNB5	10681	ENSG00000069966	GNB5
ILMN_1712352	6980131	DOCK3	1795	ENSG00000088538	DOCK3
ILMN_1712357	610494	HNRNPK	3190	ENSG00000165119	HNRNPK
ILMN_1712360	3310333	CCN6	8838	ENSG00000112761	CCN6
ILMN_1712366	2510327				
ILMN_1712375	4120360	NCAPH2	29781	ENSG00000025770	NCAPH2
ILMN_1712383	770010				
ILMN_1712386	160593	MIS18A	54069	ENSG00000159055	MIS18A
ILMN_1712389	5080367	CKLF	51192	ENSG00000217555	CKLF
ILMN_1712389	5080367	CKLF-CMTM1	100529251	ENSG00000254788	CKLF-CMTM1
ILMN_1712390	1030427	CUTA	51596	ENSG00000112514	CUTA
ILMN_1712390	1030427	CUTA	51596	ENSG00000226492	CUTA
ILMN_1712396	1030215	GJD2	57369	ENSG00000159248	GJD2
ILMN_1712400	4220504	SERPINB6	5269	ENSG00000124570	SERPINB6
ILMN_1712405	7380300	LINC02275	100506085	ENSG00000248319	LINC02275
ILMN_1712407	6250731	TMC3	342125	ENSG00000188869	TMC3
ILMN_1712413	6060719	RPL39L	116832	ENSG00000163923	RPL39L
ILMN_1712419	6560674	DCDC2	51473	ENSG00000146038	DCDC2
ILMN_1712423	2640678	INPP5K	51763	ENSG00000132376	INPP5K
ILMN_1712428	780474				
ILMN_1712430	460040	ATP5MC1	516	ENSG00000159199	ATP5MC1
ILMN_1712431	4200541	PCED1B	91523	ENSG00000179715	PCED1B
ILMN_1712432	450403	PSMD2	5708	ENSG00000175166	PSMD2
ILMN_1712435	4070639				
ILMN_1712446	610338	SRSF10	10772	ENSG00000188529	SRSF10
ILMN_1712452	5900433	KIF20B	9585	ENSG00000138182	KIF20B
ILMN_1712454	4540082	LRRC52	440699	ENSG00000162763	LRRC52
ILMN_1712455	520243	RBM4	5936	ENSG00000173933	RBM4
ILMN_1712456	3840475	DNM1P46	196968	ENSG00000290767	DNM1P46
ILMN_1712457	4200017	PDC	5132	ENSG00000116703	PDC
ILMN_1712461	2140113	CBLN1	869	ENSG00000102924	CBLN1
ILMN_1712469	6660050	GOLGA8A	23015	ENSG00000175265	GOLGA8A
ILMN_1712469	6660050	GOLGA8A	23015	ENSG00000291995	GOLGA8A
ILMN_1712469	6660050	GOLGA8B	440270	ENSG00000215252	GOLGA8B
ILMN_1712475	5870435	HS3ST2	9956	ENSG00000122254	HS3ST2
ILMN_1712481	6370463	RBMX	27316	ENSG00000147274	RBMX
ILMN_1712481	6370463	RBMXL1	494115	ENSG00000213516	RBMXL1
ILMN_1712487	5340414	EIF2D	1939	ENSG00000143486	EIF2D
ILMN_1712505	160209	POGLUT2	79070	ENSG00000134901	POGLUT2
ILMN_1712506	5090315	DPP6	1804	ENSG00000130226	DPP6
ILMN_1712513	7100497	DDX11	1663	ENSG00000013573	DDX11
ILMN_1712515	5260162	FOXO3	2309	ENSG00000118689	FOXO3
ILMN_1712517	3310523	ZNF696	79943	ENSG00000185730	ZNF696
ILMN_1712518	730711				
ILMN_1712522	7400377	CEACAM6	4680	ENSG00000086548	CEACAM6
ILMN_1712523	1260296	MAP6	4135	ENSG00000171533	MAP6
ILMN_1712530	4810494	AKAP1	8165	ENSG00000121057	AKAP1
ILMN_1712532	3710685	CARD9	64170	ENSG00000187796	CARD9
ILMN_1712537	630537	NODAL	4838	ENSG00000156574	NODAL
ILMN_1712545	150100	S100A3	6274	ENSG00000188015	S100A3
ILMN_1712555	3290041				
ILMN_1712556	2970368	ZW10	9183	ENSG00000086827	ZW10
ILMN_1712560	5720156	SF1	7536	ENSG00000168066	SF1
ILMN_1712563	5720450	PSAT1	29968	ENSG00000135069	PSAT1
ILMN_1712577	2060220	FAM174A	345757	ENSG00000174132	FAM174A
ILMN_1712582	6180041				
ILMN_1712583	3120544	METRN	79006	ENSG00000103260	METRN
ILMN_1712587	7040600	ARSB	411	ENSG00000113273	ARSB
ILMN_1712588	6960400				
ILMN_1712597	3850626	FAM237A	200726	ENSG00000235118	FAM237A
ILMN_1712601	4200600				
ILMN_1712605	7050059	ZNF829	374899	ENSG00000185869	ZNF829
ILMN_1712608	2370364	BFSP1	631	ENSG00000125864	BFSP1
ILMN_1712613	2320195	PNLIPRP2	5408	ENSG00000266200	PNLIPRP2
ILMN_1712613	2320195	PNLIPRP2	5408	ENSG00000291895	PNLIPRP2
ILMN_1712616	4220474	ARMC12	221481	ENSG00000157343	ARMC12
ILMN_1712620	5360014				
ILMN_1712628	4200577	GTF2IRD1	9569	ENSG00000006704	GTF2IRD1
ILMN_1712632	2480088	XDH	7498	ENSG00000158125	XDH
ILMN_1712634	1030047	TIA1	7072	ENSG00000116001	TIA1
ILMN_1712636	2900551	NVL	4931	ENSG00000143748	NVL
ILMN_1712639	270612	AIFM2	84883	ENSG00000042286	AIFM2
ILMN_1712657	6290463	BPTF	2186	ENSG00000171634	BPTF
ILMN_1712659	3940528	PPP2CB	5516	ENSG00000104695	PPP2CB
ILMN_1712660	6280131	PDZD7	79955	ENSG00000186862	PDZD7
ILMN_1712673	6220673	SASH1	23328	ENSG00000111961	SASH1
ILMN_1712678	5570678	RPS27L	51065	ENSG00000185088	RPS27L
ILMN_1712684	4860646	FAM20C	56975	ENSG00000177706	FAM20C
ILMN_1712684	4860646	FAM20C	56975	ENSG00000288499	FAM20C
ILMN_1712684	4860646	FAM20C	56975	ENSG00000281429	FAM20C
ILMN_1712684	4860646	FAM20C	56975	ENSG00000282147	FAM20C
ILMN_1712687	3460133	PAK2	5062	ENSG00000180370	PAK2
ILMN_1712689	3940113	SAP18	10284	ENSG00000150459	SAP18
ILMN_1712705	7050193	RAB40C	57799	ENSG00000197562	RAB40C
ILMN_1712707	4880288	ABHD8	79575	ENSG00000127220	ABHD8
ILMN_1712708	840528	TRIM47	91107	ENSG00000132481	TRIM47
ILMN_1712712	6110100	BDNF	627	ENSG00000176697	BDNF
ILMN_1712715	1190646	ANAPC11	51529	ENSG00000141552	ANAPC11
ILMN_1712718	5360039	BPNT1	10380	ENSG00000162813	BPNT1
ILMN_1712719	5820491	MAP7	9053	ENSG00000135525	MAP7
ILMN_1712721	4670291	GAST	2520	ENSG00000184502	GAST
ILMN_1712729	7040100	DKK4	27121	ENSG00000104371	DKK4
ILMN_1712742	2370521	LOC100134368	100134368	ENSG00000236829	LOC100134368
ILMN_1712748	5700301	GSKIP	51527	ENSG00000100744	GSKIP
ILMN_1712751	5690553	HADHA	3030	ENSG00000084754	HADHA
ILMN_1712754	3180014	NFKBIB	4793	ENSG00000104825	NFKBIB
ILMN_1712754	3180014	NFKBIB	4793	ENSG00000282905	NFKBIB
ILMN_1712755	6590088	LRRC41	10489	ENSG00000132128	LRRC41
ILMN_1712759	4480477	SBSN	374897	ENSG00000189001	SBSN
ILMN_1712766	6660674	ERGIC2	51290	ENSG00000087502	ERGIC2
ILMN_1712773	6130601	SPAG1	6674	ENSG00000104450	SPAG1
ILMN_1712774	1710487	IRS4	8471	ENSG00000133124	IRS4
ILMN_1712776	1500142	KCNK7	10089	ENSG00000173338	KCNK7
ILMN_1712784	3360576				
ILMN_1712786	870039	AHCYL2	23382	ENSG00000158467	AHCYL2
ILMN_1712789	7570239				
ILMN_1712798	6130328	ZNF608	57507	ENSG00000168916	ZNF608
ILMN_1712803	4590040	CCNB1	891	ENSG00000134057	CCNB1
ILMN_1712806	5490673	AP1S1	1174	ENSG00000106367	AP1S1
ILMN_1712808	7570468	H4C7	8369	ENSG00000275663	H4C7
ILMN_1712822	670471				
ILMN_1712836	2070543	VWA7	80737	ENSG00000204396	VWA7
ILMN_1712836	2070543	VWA7	80737	ENSG00000227144	VWA7
ILMN_1712836	2070543	VWA7	80737	ENSG00000230048	VWA7
ILMN_1712836	2070543	VWA7	80737	ENSG00000238203	VWA7
ILMN_1712836	2070543	VWA7	80737	ENSG00000223757	VWA7
ILMN_1712836	2070543	VWA7	80737	ENSG00000234433	VWA7
ILMN_1712837	4150491				
ILMN_1712847	2600414	LARP1B	55132	ENSG00000138709	LARP1B
ILMN_1712849	1190131	RNASE7	84659	ENSG00000165799	RNASE7
ILMN_1712854	6520546	ADARB2-AS1	642394	ENSG00000205696	ADARB2-AS1
ILMN_1712859	650730	FAM89A	375061	ENSG00000182118	FAM89A
ILMN_1712865	3930138	SHE	126669	ENSG00000169291	SHE
ILMN_1712886	6130347	GOLGA6L5P	374650		GOLGA6L5P
ILMN_1712886	6130347	GOLGA6L9	440295	ENSG00000197978	GOLGA6L9
ILMN_1712886	6130347	GOLGA6L9	440295	ENSG00000274320	GOLGA6L9
ILMN_1712886	6130347	GOLGA6L10	647042	ENSG00000278662	GOLGA6L10
ILMN_1712886	6130347	GOLGA6L10	647042	ENSG00000274042	GOLGA6L10
ILMN_1712886	6130347	GOLGA6L10	647042	ENSG00000274166	GOLGA6L10
ILMN_1712887	780278	SLC10A3	8273	ENSG00000126903	SLC10A3
ILMN_1712888	160598	HSPH1	10808	ENSG00000120694	HSPH1
ILMN_1712894	4850382	FUT1	2523	ENSG00000174951	FUT1
ILMN_1712896	1260068	FST	10468	ENSG00000134363	FST
ILMN_1712900	430075				
ILMN_1712902	3780646				
ILMN_1712903	6900500				
ILMN_1712912	50110	SLC10A7	84068	ENSG00000120519	SLC10A7
ILMN_1712913	1980634	UNC5A	90249	ENSG00000113763	UNC5A
ILMN_1712914	160368	SEMA6B	10501	ENSG00000167680	SEMA6B
ILMN_1712916	3360441	TENM3-AS1	90768		TENM3-AS1
ILMN_1712918	2710682	NQO2	4835	ENSG00000124588	NQO2
ILMN_1712929	3780326	DNAJB12	54788	ENSG00000148719	DNAJB12
ILMN_1712936	6770753	PAXBP1	94104	ENSG00000159086	PAXBP1
ILMN_1712936	6770753	PAXBP1	94104	ENSG00000263141	PAXBP1
ILMN_1712939	6560241				
ILMN_1712943	2030524	CCK	885	ENSG00000187094	CCK
ILMN_1712944	1230458	TLE5	166	ENSG00000104964	TLE5
ILMN_1712945	2510474	DYNC2LI1	51626	ENSG00000138036	DYNC2LI1
ILMN_1712950	2850402	PFN1	5216	ENSG00000108518	PFN1
ILMN_1712959	6960687	DUSP2	1844	ENSG00000158050	DUSP2
ILMN_1712967	3800113				
ILMN_1712972	7550180				
ILMN_1712975	4590494	YIF1A	10897	ENSG00000174851	YIF1A
ILMN_1712985	3450176	C17orf58	284018	ENSG00000186665	C17ORF58
ILMN_1712989	4210292				
ILMN_1712998	5810592	CORIN	10699	ENSG00000145244	CORIN
ILMN_1712999	5890386	MGAM	8972	ENSG00000257335	MGAM
ILMN_1712999	5890386	MGAM	8972	ENSG00000282607	MGAM
ILMN_1713006	1710278	CDC34	997	ENSG00000099804	CDC34
ILMN_1713008	6900537	ABCC11	85320	ENSG00000121270	ABCC11
ILMN_1713013	6250327	PLD3	23646	ENSG00000105223	PLD3
ILMN_1713024	5860397	PCDHA7	56141	ENSG00000204963	PCDHA7
ILMN_1713024	5860397	PCDHA7	56141	ENSG00000291655	PCDHA7
ILMN_1713029	3440646	OPN4	94233	ENSG00000122375	OPN4
ILMN_1713031	4210280	CPQ	10404	ENSG00000104324	CPQ
ILMN_1713037	5570242	PFKL	5211	ENSG00000141959	PFKL
ILMN_1713038	10129	PCOTH	542767	ENSG00000205861	PCOTH
ILMN_1713058	4290368	PSTPIP2	9050	ENSG00000152229	PSTPIP2
ILMN_1713086	4920193	RPL27A	6157	ENSG00000166441	RPL27A
ILMN_1713088	3520370	MSI2	124540	ENSG00000153944	MSI2
ILMN_1713105	5360523				
ILMN_1713107	4010520				
ILMN_1713124	7210632	AKR1C3	8644	ENSG00000196139	AKR1C3
ILMN_1713125	6330554	SPANXD	64648	ENSG00000196406	SPANXD
ILMN_1713126	2600546	CT45A6	541465	ENSG00000278289	CT45A6
ILMN_1713128	7560437				
ILMN_1713129	1340114	TTF1	7270	ENSG00000125482	TTF1
ILMN_1713139	650161	DLGAP2	9228	ENSG00000198010	DLGAP2
ILMN_1713139	650161	DLGAP2	9228	ENSG00000282318	DLGAP2
ILMN_1713139	650161	DLGAP2	9228	ENSG00000282152	DLGAP2
ILMN_1713139	650161	DLGAP2	9228	ENSG00000282103	DLGAP2
ILMN_1713139	650161	DLGAP2	9228	ENSG00000274161	DLGAP2
ILMN_1713141	670494	TNFRSF10A-DT	389641	ENSG00000246582	TNFRSF10A-DT
ILMN_1713143	2710192	MRPL3	11222	ENSG00000114686	MRPL3
ILMN_1713146	6590168				
ILMN_1713147	2600553	MCRS1	10445	ENSG00000187778	MCRS1
ILMN_1713156	1740433	MSL3	10943	ENSG00000005302	MSL3
ILMN_1713161	2260253	USP16	10600	ENSG00000156256	USP16
ILMN_1713161	2260253	USP16	10600	ENSG00000291527	USP16
ILMN_1713162	5550735	GSTM2	2946	ENSG00000213366	GSTM2
ILMN_1713163	3780465	SMARCA5	8467	ENSG00000153147	SMARCA5
ILMN_1713174	1070753	TCP11L1	55346	ENSG00000176148	TCP11L1
ILMN_1713178	1740685	DENND6A	201627	ENSG00000174839	DENND6A
ILMN_1713182	5560195	C3	718	ENSG00000125730	C3
ILMN_1713189	6660753	KANSL2	54934	ENSG00000139620	KANSL2
ILMN_1713218	5220020				
ILMN_1713219	870184				
ILMN_1713235	2850468	LIPT2-AS1	100287896	ENSG00000254837	LIPT2-AS1
ILMN_1713246	4480402	SLC28A1	9154	ENSG00000156222	SLC28A1
ILMN_1713247	3400066	FSCN2	25794	ENSG00000186765	FSCN2
ILMN_1713249	2570091	PHF19	26147	ENSG00000119403	PHF19
ILMN_1713266	6860347	TENT5C	54855	ENSG00000183508	TENT5C
ILMN_1713272	940161	KRT74	121391	ENSG00000170484	KRT74
ILMN_1713274	6860097	OTOS	150677	ENSG00000178602	OTOS
ILMN_1713281	1660743	FAM222A	84915	ENSG00000139438	FAM222A
ILMN_1713285	1580373	NAPA	8775	ENSG00000105402	NAPA
ILMN_1713290	430400	GLT8D1	55830	ENSG00000016864	GLT8D1
ILMN_1713301	5670167	DGCR2	9993	ENSG00000070413	DGCR2
ILMN_1713315	6400661	SLC35G5	83650	ENSG00000177710	SLC35G5
ILMN_1713315	6400661	SLC35G5	83650	ENSG00000285084	SLC35G5
ILMN_1713320	2970259				
ILMN_1713321	6100646	CYP20A1	57404	ENSG00000119004	CYP20A1
ILMN_1713322	3310136	CCZ1B	221960	ENSG00000146574	CCZ1B
ILMN_1713342	7560102				
ILMN_1713347	5810491	CHL1	10752	ENSG00000134121	CHL1
ILMN_1713351	5560711	SATL1	340562	ENSG00000184788	SATL1
ILMN_1713369	6060356	RPL13A	23521	ENSG00000142541	RPL13A
ILMN_1713380	3130079	EIF2B2	8892	ENSG00000119718	EIF2B2
ILMN_1713384	5050538	TSHZ2	128553	ENSG00000182463	TSHZ2
ILMN_1713387	1400343	PHYHIP	9796	ENSG00000168490	PHYHIP
ILMN_1713390	1340523				
ILMN_1713394	6280021	RPS16	6217	ENSG00000105193	RPS16
ILMN_1713397	3840148	NCCRP1	342897	ENSG00000188505	NCCRP1
ILMN_1713401	270255				
ILMN_1713402	5860243	FHIP1B	84067	ENSG00000051009	FHIP1B
ILMN_1713406	6110609	WASH3P	374666		WASH3P
ILMN_1713406	6110609	WASH7P	653635		WASH7P
ILMN_1713412	3450184	NHS	4810	ENSG00000188158	NHS
ILMN_1713422	3180386	ST18	9705	ENSG00000147488	ST18
ILMN_1713427	4670286				
ILMN_1713436	4040072				
ILMN_1713449	7200195	TBX3	6926	ENSG00000135111	TBX3
ILMN_1713450	6840056	MYL6B	140465	ENSG00000196465	MYL6B
ILMN_1713454	6450133	ZNF671	79891	ENSG00000083814	ZNF671
ILMN_1713458	6980192	HBZ	3050	ENSG00000130656	HBZ
ILMN_1713462	2470064	AQP8	343	ENSG00000103375	AQP8
ILMN_1713471	7650685	ENOX1	55068	ENSG00000120658	ENOX1
ILMN_1713482	7510204	CWC15	51503	ENSG00000150316	CWC15
ILMN_1713486	1500477	RNF25	64320	ENSG00000163481	RNF25
ILMN_1713491	4200575	VAMP2	6844	ENSG00000220205	VAMP2
ILMN_1713496	5260403	ST3GAL5	8869	ENSG00000115525	ST3GAL5
ILMN_1713499	2320564	CCN4	8840	ENSG00000104415	CCN4
ILMN_1713505	7570358	NPC1	4864	ENSG00000141458	NPC1
ILMN_1713521	4730450	ZNF205	7755	ENSG00000122386	ZNF205
ILMN_1713523	3190402	KBTBD12	166348	ENSG00000187715	KBTBD12
ILMN_1713529	7050682	SEMA6A	57556	ENSG00000092421	SEMA6A
ILMN_1713533	4490424	TKTL2	84076	ENSG00000151005	TKTL2
ILMN_1713534	3190278	LDB3	11155	ENSG00000122367	LDB3
ILMN_1713542	4250056	TRIM14	9830	ENSG00000106785	TRIM14
ILMN_1713550	3610154	LGR6	59352	ENSG00000133067	LGR6
ILMN_1713553	5050762				
ILMN_1713561	4290026	LAMP5	24141	ENSG00000125869	LAMP5
ILMN_1713574	2750451				
ILMN_1713599	3190064	DYRK1A	1859	ENSG00000157540	DYRK1A
ILMN_1713602	1400048	OR14J1	442191	ENSG00000204695	OR14J1
ILMN_1713602	1400048	OR14J1	442191	ENSG00000234100	OR14J1
ILMN_1713602	1400048	OR14J1	442191	ENSG00000225291	OR14J1
ILMN_1713602	1400048	OR14J1	442191	ENSG00000237777	OR14J1
ILMN_1713602	1400048	OR14J1	442191	ENSG00000236927	OR14J1
ILMN_1713602	1400048	OR14J1	442191	ENSG00000112459	OR14J1
ILMN_1713602	1400048	OR14J1	442191	ENSG00000234195	OR14J1
ILMN_1713603	2190411	PRKCB	5579	ENSG00000166501	PRKCB
ILMN_1713605	1450678	RPAP1	26015	ENSG00000103932	RPAP1
ILMN_1713613	840692	PIAS2	9063	ENSG00000078043	PIAS2
ILMN_1713630	580537	ATM	472	ENSG00000149311	ATM
ILMN_1713636	2810315	S100A6	6277	ENSG00000197956	S100A6
ILMN_1713638	730484	NIPAL4	348938	ENSG00000172548	NIPAL4
ILMN_1713650	6650368	GOLGA8A	23015	ENSG00000175265	GOLGA8A
ILMN_1713650	6650368	GOLGA8A	23015	ENSG00000291995	GOLGA8A
ILMN_1713650	6650368	GOLGA8B	440270	ENSG00000215252	GOLGA8B
ILMN_1713655	840497				
ILMN_1713668	2650014	TSNAX	7257	ENSG00000116918	TSNAX
ILMN_1713676	5220403	ANKRD36BP2	645784	ENSG00000291127	ANKRD36BP2
ILMN_1713679	70468	MREG	55686	ENSG00000118242	MREG
ILMN_1713682	7000468	FBXO11	80204	ENSG00000138081	FBXO11
ILMN_1713685	7160689	HNMT	3176	ENSG00000150540	HNMT
ILMN_1713686	60328	IL34	146433	ENSG00000157368	IL34
ILMN_1713688	1980164	DHX32	55760	ENSG00000089876	DHX32
ILMN_1713706	780189	ZNF786	136051	ENSG00000197362	ZNF786
ILMN_1713709	4220403				
ILMN_1713715	4180564	KRTAP17-1	83902	ENSG00000186860	KRTAP17-1
ILMN_1713715	4180564	KRTAP17-1	83902	ENSG00000292024	KRTAP17-1
ILMN_1713715	4180564	KRTAP17-1	83902	ENSG00000263341	KRTAP17-1
ILMN_1713726	6180072	NFYA	4800	ENSG00000001167	NFYA
ILMN_1713729	6350494				
