ID_REF	ARRAY_ID	SYMBOL	ENTREZID	ENSEMBL	SYMBOL_UPPER
ILMN_1785281	5810014	SPATA31C2	645961	ENSG00000177910	SPATA31C2
ILMN_1785284	5820373	ALDH6A1	4329	ENSG00000119711	ALDH6A1
ILMN_1785285	4810600	ABHD13	84945	ENSG00000139826	ABHD13
ILMN_1785286	4880750	SOCS5	9655	ENSG00000171150	SOCS5
ILMN_1785290	7200341	DOK6	220164	ENSG00000206052	DOK6
ILMN_1785297	4060273	RAB19	401409	ENSG00000146955	RAB19
ILMN_1785302	2260440	REG1CP	5969		REG1CP
ILMN_1785312	3400228	IL15	3600	ENSG00000164136	IL15
ILMN_1785324	1660270	MTHFD1	4522	ENSG00000100714	MTHFD1
ILMN_1785330	4890674	SH3BP4	23677	ENSG00000130147	SH3BP4
ILMN_1785336	1260315	PMM2	5373	ENSG00000140650	PMM2
ILMN_1785345	2070646	GPR84	53831	ENSG00000139572	GPR84
ILMN_1785356	2640408	DENND5A	23258	ENSG00000184014	DENND5A
ILMN_1785379	2850072	ZNF8	7554	ENSG00000278129	ZNF8
ILMN_1785380	6480450	SLC1A2	6506	ENSG00000110436	SLC1A2
ILMN_1785387	2940176	ERMAP	114625	ENSG00000164010	ERMAP
ILMN_1785389	2230139	ABHD2	11057	ENSG00000140526	ABHD2
ILMN_1785393	6420692	ADAM12	8038	ENSG00000148848	ADAM12
ILMN_1785402	4150446	LTBP1	4052	ENSG00000049323	LTBP1
ILMN_1785404	7650441	FGFBP1	9982	ENSG00000137440	FGFBP1
ILMN_1785405	4250241	SLC17A9	63910	ENSG00000101194	SLC17A9
ILMN_1785406	5270431	NAP1L3	4675	ENSG00000186310	NAP1L3
ILMN_1785413	2510669	ATP2C2	9914	ENSG00000064270	ATP2C2
ILMN_1785424	2570112	ABLIM1	3983	ENSG00000099204	ABLIM1
ILMN_1785427	5550711	SYNE1	23345	ENSG00000131018	SYNE1
ILMN_1785438	6900066				
ILMN_1785439	4260725	CD79B	974	ENSG00000007312	CD79B
ILMN_1785444	3180615	LEMD1	93273	ENSG00000186007	LEMD1
ILMN_1785452	5050209	PTGER4P2-CDK2AP2P2	442421	ENSG00000275450	PTGER4P2-CDK2AP2P2
ILMN_1785455	990750				
ILMN_1785462	5090129				
ILMN_1785471	2600438	WDR47	22911	ENSG00000085433	WDR47
ILMN_1785474	2070181	ACOT12	134526	ENSG00000172497	ACOT12
ILMN_1785476	4180451	SPATA25	128497	ENSG00000149634	SPATA25
ILMN_1785486	2370347	ERG	2078	ENSG00000157554	ERG
ILMN_1785520	1300681	PPIP5K2	23262	ENSG00000145725	PPIP5K2
ILMN_1785527	5080747	LY6G5B	58496	ENSG00000240053	LY6G5B
ILMN_1785527	5080747	LY6G5B	58496	ENSG00000240433	LY6G5B
ILMN_1785527	5080747	LY6G5B	58496	ENSG00000241713	LY6G5B
ILMN_1785527	5080747	LY6G5B	58496	ENSG00000244672	LY6G5B
ILMN_1785527	5080747	LY6G5B	58496	ENSG00000241132	LY6G5B
ILMN_1785527	5080747	LY6G5B	58496	ENSG00000239497	LY6G5B
ILMN_1785527	5080747	LY6G5B	58496	ENSG00000239285	LY6G5B
ILMN_1785528	1240441	WASH3P	374666		WASH3P
ILMN_1785528	1240441	WASH7P	653635		WASH7P
ILMN_1785535	1260487	TTLL3	26140	ENSG00000214021	TTLL3
ILMN_1785549	60039	SLC30A2	7780	ENSG00000158014	SLC30A2
ILMN_1785564	5310392	FGF16	8823	ENSG00000196468	FGF16
ILMN_1785570	1770168	SUSD3	203328	ENSG00000157303	SUSD3
ILMN_1785574	6940209	HTRA2	27429	ENSG00000115317	HTRA2
ILMN_1785587	3390066	MBD2	8932	ENSG00000134046	MBD2
ILMN_1785588	6020048				
ILMN_1785592	3890328	DUSP13B	51207	ENSG00000079393	DUSP13B
ILMN_1785605	3120398	SDF4	51150	ENSG00000078808	SDF4
ILMN_1785610	7320523				
ILMN_1785615	4610538	SUMO1P1	391257		SUMO1P1
ILMN_1785618	6020441	SMTN	6525	ENSG00000183963	SMTN
ILMN_1785635	6660626	BRD3	8019	ENSG00000169925	BRD3
ILMN_1785637	5270220	GNAS	2778	ENSG00000087460	GNAS
ILMN_1785644	3940059	AP5S1	55317	ENSG00000125843	AP5S1
ILMN_1785646	7560138	PMP22	5376	ENSG00000109099	PMP22
ILMN_1785650	1260653	OR11L1	391189	ENSG00000197591	OR11L1
ILMN_1785655	1260041	HMGB4	127540	ENSG00000176256	HMGB4
ILMN_1785660	6290112	SRPRA	6734	ENSG00000182934	SRPRA
ILMN_1785661	6180470	ABHD17B	51104	ENSG00000107362	ABHD17B
ILMN_1785676	5260674	RNF17	56163	ENSG00000132972	RNF17
ILMN_1785699	1980593	PTHLH	5744	ENSG00000087494	PTHLH
ILMN_1785703	1850561	LMOD3	56203	ENSG00000163380	LMOD3
ILMN_1785709	5720307				
ILMN_1785711	7000722	NEDD8	4738	ENSG00000129559	NEDD8
ILMN_1785711	7000722	NEDD8	4738	ENSG00000285246	NEDD8
ILMN_1785711	7000722	NEDD8-MDP1	100528064	ENSG00000255526	NEDD8-MDP1
ILMN_1785711	7000722	NEDD8-MDP1	100528064	ENSG00000285425	NEDD8-MDP1
ILMN_1785717	6250102				
ILMN_1785731	4560487	MAPK8IP2	23542	ENSG00000008735	MAPK8IP2
ILMN_1785732	2140242	TNFAIP6	7130	ENSG00000123610	TNFAIP6
ILMN_1785742	4730402	AMZ1	155185	ENSG00000174945	AMZ1
ILMN_1785756	4120538	H2AX	3014	ENSG00000188486	H2AX
ILMN_1785762	6580468				
ILMN_1785765	5870632	TM9SF2	9375	ENSG00000125304	TM9SF2
ILMN_1785768	1430753	PDE4A	5141	ENSG00000065989	PDE4A
ILMN_1785785	2190390	NCOA1	8648	ENSG00000084676	NCOA1
ILMN_1785786	5810184				
ILMN_1785795	4070168	METAP1	23173	ENSG00000164024	METAP1
ILMN_1785804	3890315	ERVW-1	30816	ENSG00000242950	ERVW-1
ILMN_1785821	3190189	TDP2	51567	ENSG00000111802	TDP2
ILMN_1785831	5550524	ZDHHC13	54503	ENSG00000177054	ZDHHC13
ILMN_1785852	4260253	NABP1	64859	ENSG00000173559	NABP1
ILMN_1785857	130544	ISY1	57461	ENSG00000240682	ISY1
ILMN_1785861	1850133				
ILMN_1785891	1070184	PRKD1	5587	ENSG00000184304	PRKD1
ILMN_1785892	5960438	MASP1	5648	ENSG00000127241	MASP1
ILMN_1785892	5960438	MASP1	5648	ENSG00000291559	MASP1
ILMN_1785896	4390468				
ILMN_1785900	1400543	CXADR	1525	ENSG00000154639	CXADR
ILMN_1785902	1440341	C1QC	714	ENSG00000159189	C1QC
ILMN_1785914	510445	CDC6	990	ENSG00000094804	CDC6
ILMN_1785919	5810289	TMEM191C	645426	ENSG00000206140	TMEM191C
ILMN_1785919	5810289	TMEM191B	728229	ENSG00000278558	TMEM191B
ILMN_1785922	1410619	FUNDC2P2	388965		FUNDC2P2
ILMN_1785926	2630360	ZNF621	285268	ENSG00000172888	ZNF621
ILMN_1785930	2030707	OR11A1	26531	ENSG00000204694	OR11A1
ILMN_1785930	2030707	OR11A1	26531	ENSG00000230780	OR11A1
ILMN_1785930	2030707	OR11A1	26531	ENSG00000237258	OR11A1
ILMN_1785930	2030707	OR11A1	26531	ENSG00000232289	OR11A1
ILMN_1785930	2030707	OR11A1	26531	ENSG00000234347	OR11A1
ILMN_1785930	2030707	OR11A1	26531	ENSG00000206472	OR11A1
ILMN_1785930	2030707	OR11A1	26531	ENSG00000223898	OR11A1
ILMN_1785930	2030707	OR11A1	26531	ENSG00000206517	OR11A1
ILMN_1785933	6480397	C19orf18	147685	ENSG00000177025	C19ORF18
ILMN_1785955	5690349	TYW5	129450	ENSG00000162971	TYW5
ILMN_1785960	5810370	ZBTB37	84614	ENSG00000185278	ZBTB37
ILMN_1785988	7210241	CSNK1A1	1452	ENSG00000113712	CSNK1A1
ILMN_1785990	460181	TIGD1	200765	ENSG00000221944	TIGD1
ILMN_1786004	240438	RTL4	340595	ENSG00000187823	RTL4
ILMN_1786015	5220196	CTCF	10664	ENSG00000102974	CTCF
ILMN_1786016	5870148	CHD1L	9557	ENSG00000131778	CHD1L
ILMN_1786021	5860307	PRKAB2	5565	ENSG00000131791	PRKAB2
ILMN_1786024	2450634	POLR3H	171568	ENSG00000100413	POLR3H
ILMN_1786026	1410162				
ILMN_1786034	3440445	GPRC5B	51704	ENSG00000167191	GPRC5B
ILMN_1786036	6480243	GPATCH2	55105	ENSG00000092978	GPATCH2
ILMN_1786039	650709	RNF34	80196	ENSG00000170633	RNF34
ILMN_1786041	4480091	ASB9	140462	ENSG00000102048	ASB9
ILMN_1786045	6350609	SLC24A5	283652	ENSG00000188467	SLC24A5
ILMN_1786046	2340041	CASP9	842	ENSG00000132906	CASP9
ILMN_1786050	6660259	RBBP9	10741	ENSG00000089050	RBBP9
ILMN_1786056	6290692				
ILMN_1786064	4810196	RPL34-DT	285456	ENSG00000234492	RPL34-DT
ILMN_1786065	2940110	UHRF1	29128	ENSG00000276043	UHRF1
ILMN_1786068	3400047				
ILMN_1786069	2350358	DMD	1756	ENSG00000198947	DMD
ILMN_1786072	2600091	MEPE	56955	ENSG00000152595	MEPE
ILMN_1786079	1740450	ZNF471	57573	ENSG00000196263	ZNF471
ILMN_1786080	4900296	HTR4	3360	ENSG00000164270	HTR4
ILMN_1786105	3140021	PCBD1	5092	ENSG00000166228	PCBD1
ILMN_1786108	3930113	TUT1	64852	ENSG00000149016	TUT1
ILMN_1786110	1030736				
ILMN_1786118	6380110	FXYD7	53822	ENSG00000221946	FXYD7
ILMN_1786125	2650608	CCNA2	890	ENSG00000145386	CCNA2
ILMN_1786139	6450546	VKORC1	79001	ENSG00000167397	VKORC1
ILMN_1786163	1190669				
ILMN_1786168	5870020				
ILMN_1786172	3440474				
ILMN_1786176	3800373	CD37	951	ENSG00000104894	CD37
ILMN_1786186	2680161				
ILMN_1786189	1090327	NIFK	84365	ENSG00000155438	NIFK
ILMN_1786195	2320086	PRKACA	5566	ENSG00000072062	PRKACA
ILMN_1786195	2320086	PRKACA	5566	ENSG00000288516	PRKACA
ILMN_1786197	7150768	NR2F1	7025	ENSG00000175745	NR2F1
ILMN_1786211	1820274	HERC1	8925	ENSG00000103657	HERC1
ILMN_1786213	360541				
ILMN_1786215	1170154	ZNF3	7551	ENSG00000166526	ZNF3
ILMN_1786239	7050022	TACR1	6869	ENSG00000115353	TACR1
ILMN_1786242	6290592	RPL14	9045	ENSG00000188846	RPL14
ILMN_1786254	4850553	DLGAP4	22839	ENSG00000080845	DLGAP4
ILMN_1786259	5910411	LRRC59	55379	ENSG00000108829	LRRC59
ILMN_1786267	5130056	OR6B3	150681	ENSG00000178586	OR6B3
ILMN_1786273	620433	C1orf122	127687	ENSG00000197982	C1ORF122
ILMN_1786275	7380274	PAPOLG	64895	ENSG00000115421	PAPOLG
ILMN_1786278	50463	FAM149A	25854	ENSG00000109794	FAM149A
ILMN_1786281	1580722	ZSCAN12	9753	ENSG00000158691	ZSCAN12
ILMN_1786290	4120468				
ILMN_1786303	6200370	LILRA3	11026	ENSG00000276175	LILRA3
ILMN_1786303	6200370	LILRA3	11026	ENSG00000278046	LILRA3
ILMN_1786303	6200370	LILRA3	11026	ENSG00000273884	LILRA3
ILMN_1786303	6200370	LILRA3	11026	ENSG00000275841	LILRA3
ILMN_1786304	4040315	FBXO24	26261	ENSG00000106336	FBXO24
ILMN_1786308	430289	NIPSNAP3B	55335	ENSG00000165028	NIPSNAP3B
ILMN_1786310	6620768	MVK	4598	ENSG00000110921	MVK
ILMN_1786319	7610438	MME	4311	ENSG00000196549	MME
ILMN_1786326	3130196	KCTD15	79047	ENSG00000153885	KCTD15
ILMN_1786328	3290091	DCAF12	25853	ENSG00000198876	DCAF12
ILMN_1786335	2710564	DUOX2	50506	ENSG00000140279	DUOX2
ILMN_1786343	7210431	MUC5B	727897	ENSG00000117983	MUC5B
ILMN_1786345	5690162	CCAR2	57805	ENSG00000158941	CCAR2
ILMN_1786347	5080482	TNPO1	3842	ENSG00000083312	TNPO1
ILMN_1786353	3440280	CNGA1	1259	ENSG00000198515	CNGA1
ILMN_1786357	460747				
ILMN_1786359	3930707	RPL37	6167	ENSG00000145592	RPL37
ILMN_1786361	5670192	RDM1	201299	ENSG00000278023	RDM1
ILMN_1786361	5670192	RDM1	201299	ENSG00000276432	RDM1
ILMN_1786377	770594	NIPBL	25836	ENSG00000164190	NIPBL
ILMN_1786379	5860609	SYNGR3	9143	ENSG00000127561	SYNGR3
ILMN_1786379	5860609	SYNGR3	9143	ENSG00000291941	SYNGR3
ILMN_1786381	4490678	AQP6	363	ENSG00000086159	AQP6
ILMN_1786382	630273	LOC389834	389834		LOC389834
ILMN_1786388	6940196	RNF113A	7737	ENSG00000125352	RNF113A
ILMN_1786396	4760356	ZZEF1	23140	ENSG00000074755	ZZEF1
ILMN_1786423	3180047				
ILMN_1786426	5670139	IGFLR1	79713	ENSG00000126246	IGFLR1
ILMN_1786429	2760112	LPAR6	10161	ENSG00000139679	LPAR6
ILMN_1786433	2940040	BCCIP	56647	ENSG00000107949	BCCIP
ILMN_1786444	5560674	LPL	4023	ENSG00000175445	LPL
ILMN_1786469	4880685	FBXO22	26263	ENSG00000167196	FBXO22
ILMN_1786470	2190240	C1orf74	148304	ENSG00000162757	C1ORF74
ILMN_1786473	4040041	FOXD4	2298	ENSG00000170122	FOXD4
ILMN_1786483	4780672	C20orf173	140873	ENSG00000125975	C20ORF173
ILMN_1786498	290270	STARD13	90627	ENSG00000133121	STARD13
ILMN_1786509	2360008				
ILMN_1786524	6100632	PRSS38	339501	ENSG00000185888	PRSS38
ILMN_1786532	3120767	CNIH1	10175	ENSG00000100528	CNIH1
ILMN_1786544	1410132	ACVR1B	91	ENSG00000135503	ACVR1B
ILMN_1786545	2850253				
ILMN_1786551	3140360	KLHL2	11275	ENSG00000109466	KLHL2
ILMN_1786559	1990156				
ILMN_1786564	6400445	POTEF	728378	ENSG00000196604	POTEF
ILMN_1786570	3830753	IQCF1	132141	ENSG00000173389	IQCF1
ILMN_1786597	2070519				
ILMN_1786598	3800010	COL14A1	7373	ENSG00000187955	COL14A1
ILMN_1786601	4180209	PLAGL2	5326	ENSG00000126003	PLAGL2
ILMN_1786606	7330446				
ILMN_1786609	1570392	IL21R	50615	ENSG00000103522	IL21R
ILMN_1786612	830403	PSME2	5721	ENSG00000100911	PSME2
ILMN_1786612	830403	PSME2	5721	ENSG00000284889	PSME2
ILMN_1786627	1990025				
ILMN_1786628	3780592	CNTNAP3B	728577	ENSG00000154529	CNTNAP3B
ILMN_1786630	5050612				
ILMN_1786631	4260047	SIX6	4990	ENSG00000184302	SIX6
ILMN_1786648	5490215	PRX	57716	ENSG00000105227	PRX
ILMN_1786654	3990634				
ILMN_1786657	3190615				
ILMN_1786658	3390093	BOLA3	388962	ENSG00000163170	BOLA3
ILMN_1786665	6760612	ZNF519	162655	ENSG00000175322	ZNF519
ILMN_1786684	6770717	MTRF1L	54516	ENSG00000112031	MTRF1L
ILMN_1786688	2230722	ADAT2	134637	ENSG00000189007	ADAT2
ILMN_1786697	460121	TRIM9	114088	ENSG00000100505	TRIM9
ILMN_1786707	6960408	EMC10	284361	ENSG00000161671	EMC10
ILMN_1786718	780487	NDUFV1	4723	ENSG00000167792	NDUFV1
ILMN_1786720	7400452	PROM1	8842	ENSG00000007062	PROM1
ILMN_1786722	20170	ZNF385A	25946	ENSG00000161642	ZNF385A
ILMN_1786729	3710438				
ILMN_1786734	5050110	EIF5	1983	ENSG00000100664	EIF5
ILMN_1786759	630445	TMEM258	746	ENSG00000134825	TMEM258
ILMN_1786766	840053	SNTB2	6645	ENSG00000168807	SNTB2
ILMN_1786766	840053	SNTB2	6645	ENSG00000260873	SNTB2
ILMN_1786771	2510468	LRRC37A6P	387646	ENSG00000230445	LRRC37A6P
ILMN_1786785	6130603	SLC18A1	6570	ENSG00000036565	SLC18A1
ILMN_1786789	5490184	EEIG2	284611	ENSG00000162636	EEIG2
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000125498	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000284100	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000274782	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000278755	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000284530	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000278495	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000276820	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000277356	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000275080	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000278805	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000277833	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000278821	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000274692	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000283723	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000284145	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000284347	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000278248	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000276625	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000275276	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000284514	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000275750	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000284401	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000273510	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000278738	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000276310	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000273794	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000276387	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000275522	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000278207	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000284551	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000274926	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000277616	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000275196	KIR2DL1
ILMN_1786810	7200025	KIR2DL1	3802	ENSG00000278503	KIR2DL1
ILMN_1786823	730156	ICAM2	3384	ENSG00000108622	ICAM2
ILMN_1786831	7210445				
ILMN_1786834	70139	PRKX	5613	ENSG00000183943	PRKX
ILMN_1786838	240681				
ILMN_1786843	2100189	KCTD13	253980	ENSG00000174943	KCTD13
ILMN_1786847	4920075	TGM3	7053	ENSG00000125780	TGM3
ILMN_1786852	1820195	ZCCHC3	85364	ENSG00000247315	ZCCHC3
ILMN_1786872	50360	SELENOH	280636	ENSG00000211450	SELENOH
ILMN_1786882	520168	ERCC6	2074	ENSG00000225830	ERCC6
ILMN_1786892	6350524				
ILMN_1786893	3060450	RBM5	10181	ENSG00000003756	RBM5
ILMN_1786895	6510653	KATNAL1	84056	ENSG00000102781	KATNAL1
ILMN_1786899	6940132	AMPD2	271	ENSG00000116337	AMPD2
ILMN_1786903	4230376				
ILMN_1786908	6760300	KRTAP26-1	388818	ENSG00000197683	KRTAP26-1
ILMN_1786920	730068	KDM5A	5927	ENSG00000073614	KDM5A
ILMN_1786936	5270673				
ILMN_1786944	830025				
ILMN_1786946	3450564	OR52B2	255725	ENSG00000255307	OR52B2
ILMN_1786955	630390				
ILMN_1786966	6660253	ATRNL1	26033	ENSG00000107518	ATRNL1
ILMN_1786972	6020093	SARS1	6301	ENSG00000031698	SARS1
ILMN_1786976	7050136	RAB22A	57403	ENSG00000124209	RAB22A
ILMN_1786984	3190373	DCTN3	11258	ENSG00000137100	DCTN3
ILMN_1786989	4880446	NKX6-2	84504	ENSG00000148826	NKX6-2
ILMN_1787013	1230301	NHLH2	4808	ENSG00000177551	NHLH2
ILMN_1787026	380753	SEC61G	23480	ENSG00000132432	SEC61G
ILMN_1787063	1110079				
ILMN_1787064	3130156	ANKRD17	26057	ENSG00000132466	ANKRD17
ILMN_1787081	4200731	TADA2A	6871	ENSG00000276234	TADA2A
ILMN_1787081	4200731	TADA2A	6871	ENSG00000277104	TADA2A
ILMN_1787085	2230414	GLRA3	8001	ENSG00000145451	GLRA3
ILMN_1787100	6040639				
ILMN_1787103	7400128				
ILMN_1787109	4200497	CLK2	1196	ENSG00000176444	CLK2
ILMN_1787109	4200497	CLK2	1196	ENSG00000261893	CLK2
ILMN_1787115	1110730	WWTR1	25937	ENSG00000018408	WWTR1
ILMN_1787127	1820053	SLC43A2	124935	ENSG00000167703	SLC43A2
ILMN_1787127	1820053	SLC43A2	124935	ENSG00000278550	SLC43A2
ILMN_1787140	7400632				
ILMN_1787154	4670682				
ILMN_1787155	1580468	TET3	200424	ENSG00000187605	TET3
ILMN_1787169	2060209	NBPF22P	285622		NBPF22P
ILMN_1787179	3170180	MEGF11	84465	ENSG00000157890	MEGF11
ILMN_1787179	3170180	MEGF11	84465	ENSG00000277848	MEGF11
ILMN_1787180	4040014				
ILMN_1787185	4490719	ECE2	9718	ENSG00000145194	ECE2
ILMN_1787186	4290037	CCN3	4856	ENSG00000136999	CCN3
ILMN_1787190	110056	NRP2	8828	ENSG00000118257	NRP2
ILMN_1787193	870168	CYP2S1	29785	ENSG00000167600	CYP2S1
ILMN_1787196	7570725	LYZL1	84569	ENSG00000120563	LYZL1
ILMN_1787199	6590433				
ILMN_1787208	6960707	GOLGA8DP	100132979	ENSG00000290359	GOLGA8DP
ILMN_1787208	6960707	GOLGA8DP	100132979	ENSG00000288344	GOLGA8DP
ILMN_1787208	6960707	GOLGA8DP	100132979	ENSG00000278070	GOLGA8DP
ILMN_1787208	6960707	GOLGA8DP	100132979	ENSG00000278508	GOLGA8DP
ILMN_1787208	6960707	GOLGA8DP	100132979	ENSG00000175676	GOLGA8DP
ILMN_1787212	5290475	CDKN1A	1026	ENSG00000124762	CDKN1A
ILMN_1787233	4060711				
ILMN_1787237	7550463	RELT	84957	ENSG00000054967	RELT
ILMN_1787244	940671				
ILMN_1787248	5550673	SIVA1	10572	ENSG00000184990	SIVA1
ILMN_1787251	1710735	DAAM1	23002	ENSG00000100592	DAAM1
ILMN_1787256	6480674	HCN3	57657	ENSG00000143630	HCN3
ILMN_1787256	6480674	HCN3	57657	ENSG00000263324	HCN3
ILMN_1787257	6020450	GLP1R	2740	ENSG00000112164	GLP1R
ILMN_1787259	2140192	RNF212	285498	ENSG00000178222	RNF212
ILMN_1787260	2190653	LCE3B	353143	ENSG00000187238	LCE3B
ILMN_1787265	3780674	ZNF503	84858	ENSG00000165655	ZNF503
ILMN_1787266	2260326	SPINK1	6690	ENSG00000164266	SPINK1
ILMN_1787275	4390630	STAG3	10734	ENSG00000066923	STAG3
ILMN_1787280	150129	AUNIP	79000	ENSG00000127423	AUNIP
ILMN_1787288	6130768				
ILMN_1787292	7050184	CDC20B	166979	ENSG00000164287	CDC20B
ILMN_1787308	1580431	PIP4K2C	79837	ENSG00000166908	PIP4K2C
ILMN_1787314	6940709	CCDC186	55088	ENSG00000165813	CCDC186
ILMN_1787314	6940709	CC2D2A	57545	ENSG00000048342	CC2D2A
ILMN_1787314	6940709	MYLK3	91807	ENSG00000140795	MYLK3
ILMN_1787314	6940709	ICA1L	130026	ENSG00000163596	ICA1L
ILMN_1787314	6940709	ANKRD30BP2	149992		ANKRD30BP2
ILMN_1787324	2760706	ENKD1	84080	ENSG00000124074	ENKD1
ILMN_1787326	2640019	SNORA65	26783	ENSG00000201302	SNORA65
ILMN_1787330	5420286				
ILMN_1787334	6180768	HOXC4	3221	ENSG00000198353	HOXC4
ILMN_1787334	6180768	HOXC5	3222	ENSG00000172789	HOXC5
ILMN_1787334	6180768	HOXC6	3223	ENSG00000197757	HOXC6
ILMN_1787344	1440162				
ILMN_1787345	5860204	FKBP11	51303	ENSG00000134285	FKBP11
ILMN_1787347	3460082				
ILMN_1787360	6590601	GUCA1C	9626	ENSG00000138472	GUCA1C
ILMN_1787366	6480164	ZNF335	63925	ENSG00000198026	ZNF335
ILMN_1787370	730136	NDUFAF7	55471	ENSG00000003509	NDUFAF7
ILMN_1787371	20014	LINC00607	646324	ENSG00000235770	LINC00607
ILMN_1787378	1010477	ADD3	120	ENSG00000148700	ADD3
ILMN_1787379	5270553				
ILMN_1787386	1030253	ADAMTS13	11093	ENSG00000160323	ADAMTS13
ILMN_1787386	1030253	ADAMTS13	11093	ENSG00000281244	ADAMTS13
ILMN_1787408	610369	NUDT17	200035	ENSG00000186364	NUDT17
ILMN_1787410	1850681	EIF6	3692	ENSG00000242372	EIF6
ILMN_1787412	5720600	GPX1	2876	ENSG00000233276	GPX1
ILMN_1787415	940324	SNX16	64089	ENSG00000104497	SNX16
ILMN_1787434	1070022	OR10H1	26539	ENSG00000186723	OR10H1
ILMN_1787440	2970458				
ILMN_1787441	4830494	CCDC17	149483	ENSG00000159588	CCDC17
ILMN_1787443	1010594	EEF2KMT	196483	ENSG00000118894	EEF2KMT
ILMN_1787443	1010594	FAM86EP	348926	ENSG00000290374	FAM86EP
ILMN_1787461	1440564	RUNX3	864	ENSG00000020633	RUNX3
ILMN_1787464	2900170	RABL2B	11158	ENSG00000079974	RABL2B
ILMN_1787469	5490026				
ILMN_1787477	4560682	CENPO	79172	ENSG00000138092	CENPO
ILMN_1787480	620348				
ILMN_1787481	380246	TRIM49B	283116	ENSG00000182053	TRIM49B
ILMN_1787488	5700300				
ILMN_1787509	5960343	HELZ2	85441	ENSG00000130589	HELZ2
ILMN_1787511	1230646	THUMPD2	80745	ENSG00000138050	THUMPD2
ILMN_1787513	5490278	ACTR3B	57180	ENSG00000133627	ACTR3B
ILMN_1787514	6400022	CAPN12	147968	ENSG00000182472	CAPN12
ILMN_1787514	6400022	CAPN12	147968	ENSG00000292260	CAPN12
ILMN_1787518	3940204	GSN	2934	ENSG00000148180	GSN
ILMN_1787526	4900309	C2orf88	84281	ENSG00000187699	C2ORF88
ILMN_1787529	840068	C3AR1	719	ENSG00000171860	C3AR1
ILMN_1787539	5820494	ZNF177	7730	ENSG00000188629	ZNF177
ILMN_1787539	5820494	ZNF559-ZNF177	100529215	ENSG00000270011	ZNF559-ZNF177
ILMN_1787539	5820494	ZNF559-ZNF177	100529215	ENSG00000188629	ZNF559-ZNF177
ILMN_1787540	6900193	PRR20A	122183	ENSG00000204919	PRR20A
ILMN_1787540	6900193	PRR20B	729233	ENSG00000204918	PRR20B
ILMN_1787540	6900193	PRR20C	729240	ENSG00000229665	PRR20C
ILMN_1787540	6900193	PRR20D	729246	ENSG00000227151	PRR20D
ILMN_1787540	6900193	PRR20E	729250	ENSG00000234278	PRR20E
ILMN_1787541	380551	SPSB2	84727	ENSG00000111671	SPSB2
ILMN_1787547	3120100	RAPGEF5	9771	ENSG00000136237	RAPGEF5
ILMN_1787548	5050706	HSPG2	3339	ENSG00000142798	HSPG2
ILMN_1787555	5130598	LINC01121	400952	ENSG00000205054	LINC01121
ILMN_1787556	1170670	NPC1L1	29881	ENSG00000015520	NPC1L1
ILMN_1787567	2450639	TSC22D1	8848	ENSG00000102804	TSC22D1
