ID_REF	ARRAY_ID
ILMN_1893010	5900075
ILMN_1849186	1820743
ILMN_1865723	4040348
ILMN_1875373	6060671
ILMN_1912745	5820372
ILMN_1870668	4900048
ILMN_1882270	7400440
ILMN_1818850	4640301
ILMN_1849041	5220553
ILMN_1906256	5270209
ILMN_1901974	1940356
ILMN_1818856	4880035
ILMN_1914013	6400041
ILMN_1900270	1450504
ILMN_1876581	4540187
ILMN_1904785	2640095
ILMN_1816625	3400743
ILMN_1844361	3290601
ILMN_1857897	50398
ILMN_1906438	3190719
ILMN_1820605	1070390
ILMN_1823906	1260050
ILMN_1849997	1440079
ILMN_1879041	1410338
ILMN_1904228	6250195
ILMN_1911361	3990576
ILMN_1913498	4880739
ILMN_1818248	2470273
ILMN_1846776	6580703
ILMN_1850588	2570753
ILMN_1911115	3170600
ILMN_1900457	1340615
ILMN_1816070	2260601
ILMN_1851060	5220743
ILMN_1900782	6220554
ILMN_1905244	2030066
ILMN_1887008	6330722
ILMN_1851453	270521
ILMN_1899760	4040300
ILMN_1837102	6060554
ILMN_1874901	3290082
ILMN_1880113	2070445
ILMN_1859036	2710128
ILMN_1826420	1030598
ILMN_1865817	6290326
ILMN_1896462	6370497
ILMN_1816713	3060239
ILMN_1914855	6350577
ILMN_1836550	3520021
ILMN_1860741	5560441
ILMN_1845475	4670594
ILMN_1876729	1990619
ILMN_1872266	1030671
ILMN_1845757	6380450
ILMN_1846874	70491
ILMN_1895801	3840524
ILMN_1892506	840612
ILMN_1857775	2060689
ILMN_1851451	130196
ILMN_1896892	1470619
ILMN_1825880	1440519
ILMN_1884723	780682
ILMN_1886847	240762
ILMN_1917089	6220706
ILMN_1822333	7160369
ILMN_1911503	7100544
ILMN_1854472	1230360
ILMN_1891109	3140307
ILMN_1860288	4220059
ILMN_1884193	5670196
ILMN_1834842	5690632
ILMN_1858668	6510458
ILMN_1899762	2850240
ILMN_1884069	3460338
ILMN_1913413	3140215
ILMN_1887090	6110273
ILMN_1885199	4810037
ILMN_1841566	1710100
ILMN_1863196	2000050
ILMN_1912185	450754
ILMN_1901113	3520520
ILMN_1826637	4860338
ILMN_1839941	3360564
ILMN_1905087	160719
ILMN_1827930	1820102
ILMN_1854383	2510349
ILMN_1858624	1740706
ILMN_1881960	160152
ILMN_1863979	5550162
ILMN_1907756	1570324
ILMN_1882315	2680674
ILMN_1898454	6510739
ILMN_1866216	6620440
ILMN_1856861	6940487
ILMN_1865568	240465
ILMN_1847870	70241
ILMN_1833009	2140025
ILMN_1869943	5340519
ILMN_1911717	3060270
ILMN_1871124	4540253
ILMN_1846451	6760601
ILMN_1872122	6250152
ILMN_1823229	150167
ILMN_1907042	4920437
ILMN_1826447	2630541
ILMN_1867069	7380070
ILMN_1825369	4210068
ILMN_1828584	5130397
ILMN_1866389	3890441
ILMN_1866504	4920338
ILMN_1852078	2940161
ILMN_1874506	2850465
ILMN_1868805	6860129
ILMN_1911677	110332
ILMN_1857507	7610601
ILMN_1896967	2230082
ILMN_1820437	7510487
ILMN_1899338	2510671
ILMN_1820226	5720242
ILMN_1895763	7560240
ILMN_1821388	6040373
ILMN_1878885	7200379
ILMN_1901272	1430070
ILMN_1890263	2690523
ILMN_1907861	2000671
ILMN_1839532	450730
ILMN_1884775	4920068
ILMN_1907556	1510204
ILMN_1900263	20433
ILMN_1860196	4880753
ILMN_1825249	6980445
ILMN_1869442	20278
ILMN_1902728	4670253
ILMN_1876629	4880707
ILMN_1895548	1770390
ILMN_1904791	4570491
ILMN_1861985	3850086
ILMN_1869348	4230020
ILMN_1851487	240403
ILMN_1912997	7210671
ILMN_1894500	830129
ILMN_1886637	520136
ILMN_1860010	4570202
ILMN_1855355	3870278
ILMN_1879983	6350102
ILMN_1873925	1820626
ILMN_1827966	6370544
ILMN_1880425	2630372
ILMN_1832720	3710739
ILMN_1917045	2900215
ILMN_1827623	6580477
ILMN_1917001	3460154
ILMN_1845157	4070242
ILMN_1902594	1580594
ILMN_1820572	2650767
ILMN_1855163	6560452
ILMN_1843387	5960338
ILMN_1885273	2030475
ILMN_1897405	730731
ILMN_1893850	730681
ILMN_1856315	2370168
ILMN_1832425	4250286
ILMN_1909784	4010370
ILMN_1833504	6650768
ILMN_1824498	2810379
ILMN_1907451	380326
ILMN_1847308	2630601
ILMN_1846732	4760315
ILMN_1873893	2060142
ILMN_1894484	5900215
ILMN_1856538	6370403
ILMN_1859300	3120593
ILMN_1872404	6520100
ILMN_1900344	3710747
ILMN_1906110	1500639
ILMN_1836218	2760068
ILMN_1854765	4730154
ILMN_1909990	1400431
ILMN_1870041	840156
ILMN_1880997	1340270
ILMN_1843932	5290768
ILMN_1904282	3390050
ILMN_1854833	2360494
ILMN_1870021	7560088
ILMN_1868572	4280484
ILMN_1908872	2030136
ILMN_1889874	240241
ILMN_1851169	6560189
ILMN_1912827	2900253
ILMN_1849494	3420356
ILMN_1845037	6940605
ILMN_1824665	6220653
ILMN_1873967	4490468
ILMN_1817983	2070438
ILMN_1825625	290653
ILMN_1844919	3460735
ILMN_1839781	610685
ILMN_1854913	6960066
ILMN_1874108	1030128
ILMN_1829330	6060156
ILMN_1914927	5050671
ILMN_1916094	4830681
ILMN_1911026	1570451
ILMN_1870621	6590678
ILMN_1870111	6330215
ILMN_1892345	6250402
ILMN_1898771	2030348
ILMN_1880342	7650121
ILMN_1831489	6960328
ILMN_1862198	4860037
ILMN_1842602	4730273
ILMN_1895042	6560670
ILMN_1859374	4570154
ILMN_1865736	1510601
ILMN_1838863	50543
ILMN_1817427	4050204
ILMN_1911213	2680504
ILMN_1816244	2230382
ILMN_1889555	6590113
ILMN_1822117	4590376
ILMN_1861916	7210356
ILMN_1823207	2320646
ILMN_1872488	1090168
ILMN_1891705	7650671
ILMN_1827779	5820102
ILMN_1847950	5910730
ILMN_1821280	510332
ILMN_1817651	380431
ILMN_1914073	6510070
ILMN_1900456	7200553
ILMN_1821517	6550386
ILMN_1863099	2760307
ILMN_1837082	6290446
ILMN_1895128	6760072
ILMN_1870360	730431
ILMN_1838184	4590500
ILMN_1848464	6450279
ILMN_1887011	3990435
ILMN_1824766	6330681
ILMN_1916904	4540609
ILMN_1890134	4850132
ILMN_1871233	1470736
ILMN_1866244	6380358
ILMN_1833941	1430221
ILMN_1890734	4860041
ILMN_1884150	240551
ILMN_1900998	6770504
ILMN_1832123	6250369
ILMN_1868510	2810397
ILMN_1834317	3930468
ILMN_1830690	2320019
ILMN_1836776	1070470
ILMN_1844851	4920671
ILMN_1878672	1170209
ILMN_1885762	1010026
ILMN_1915913	1990524
ILMN_1835080	4730465
ILMN_1853738	6860504
ILMN_1859707	5420288
ILMN_1907679	2190672
ILMN_1903347	2060309
ILMN_1916260	2680743
ILMN_1835601	5310022
ILMN_1817973	4780601
ILMN_1843621	3290709
ILMN_1841334	730341
ILMN_1846242	6450170
ILMN_1858126	1710619
ILMN_1818833	2750433
ILMN_1846177	5310546
ILMN_1909118	4670296
ILMN_1912611	10465
ILMN_1830598	4610463
ILMN_1849670	3830008
ILMN_1885603	2100494
ILMN_1896284	5820484
ILMN_1895120	3190050
ILMN_1855587	830753
ILMN_1908530	3930544
ILMN_1861556	3400689
ILMN_1897682	7570136
ILMN_1864204	1340543
ILMN_1832033	4850706
ILMN_1878459	20519
ILMN_1855286	6980500
ILMN_1913782	7560441
ILMN_1824102	6770546
ILMN_1857413	730008
ILMN_1851677	5260373
ILMN_1902689	650747
ILMN_1858947	990465
ILMN_1862270	6040093
ILMN_1904138	2600494
ILMN_1854170	4810470
ILMN_1888349	7320164
ILMN_1836079	3120066
ILMN_1832334	3840681
ILMN_1830606	2320379
ILMN_1824016	2190088
ILMN_1913002	5490653
ILMN_1849941	150392
ILMN_1894911	2570039
ILMN_1857861	3930193
ILMN_1825955	670672
ILMN_1911012	7380537
ILMN_1859665	4590189
ILMN_1857833	1580193
ILMN_1841970	4880538
ILMN_1911845	2710551
ILMN_1843259	2140767
ILMN_1870363	3400465
ILMN_1883769	5910088
ILMN_1874557	2570128
ILMN_1905546	1410022
ILMN_1825360	7210324
ILMN_1900513	6200575
ILMN_1908695	2360538
ILMN_1833831	7050725
ILMN_1868594	7570112
ILMN_1830064	460184
ILMN_1830955	7150543
ILMN_1823245	1690110
ILMN_1817524	2470176
ILMN_1874735	4490767
ILMN_1882045	2190487
ILMN_1820657	1570315
ILMN_1914851	4220020
ILMN_1914637	4050168
ILMN_1903049	2070280
ILMN_1835958	3870368
ILMN_1899105	4390465
ILMN_1845347	4830367
ILMN_1893798	3180762
ILMN_1828216	6650554
ILMN_1837220	3420338
ILMN_1912333	160296
ILMN_1902738	6060753
ILMN_1844905	1440246
ILMN_1841002	3370646
ILMN_1884026	4610452
ILMN_1854109	2480609
ILMN_1826521	2000561
ILMN_1889767	3290131
ILMN_1825426	5570598
ILMN_1909615	5870400
ILMN_1852279	3140730
ILMN_1856609	830193
ILMN_1821588	1110546
ILMN_1891851	6550630
ILMN_1836958	3180338
ILMN_1849228	7570601
ILMN_1821681	3850709
ILMN_1858153	2710554
ILMN_1847771	1300646
ILMN_1868668	6980674
ILMN_1869316	3310112
ILMN_1863212	2120138
ILMN_1883298	7200286
ILMN_1824151	4200040
ILMN_1899940	160706
ILMN_1897296	2970711
ILMN_1891482	520373
ILMN_1817377	5490475
ILMN_1838575	1440390
ILMN_1913059	7210452
ILMN_1877446	2850719
ILMN_1882590	3400709
ILMN_1890587	7160176
ILMN_1870499	6940110
ILMN_1831151	6220020
ILMN_1898561	5130050
ILMN_1862217	3940762
ILMN_1834180	5690020
ILMN_1835697	3460047
ILMN_1842436	6620102
ILMN_1889633	5690564
ILMN_1816342	1230164
ILMN_1844464	5870008
ILMN_1821270	4640561
ILMN_1916256	2750575
ILMN_1851316	7160397
ILMN_1855673	6550397
ILMN_1894087	990324
ILMN_1879067	4180373
ILMN_1871457	2510403
ILMN_1856669	10138
ILMN_1889547	1240458
ILMN_1857768	4490575
ILMN_1896703	2100520
ILMN_1890788	5720546
ILMN_1886493	5960095
ILMN_1904238	4280600
ILMN_1820244	6180068
ILMN_1823130	1690082
ILMN_1867188	2940341
ILMN_1826342	4810088
ILMN_1914405	2810189
ILMN_1859843	6620193
ILMN_1839335	1450762
ILMN_1872472	4010576
ILMN_1821199	6580706
ILMN_1849192	2350719
ILMN_1887994	6350167
ILMN_1859787	3130445
ILMN_1827170	1710241
ILMN_1846249	6060601
ILMN_1910085	6280768
ILMN_1908989	1510139
ILMN_1873934	2510300
ILMN_1910126	1050605
ILMN_1904578	2750202
ILMN_1917290	5720292
ILMN_1890710	450685
ILMN_1889864	4060411
ILMN_1874748	6660397
ILMN_1893201	5870519
ILMN_1870947	1990133
ILMN_1913478	4850010
ILMN_1818536	1570524
ILMN_1906815	6560196
ILMN_1885051	3440709
ILMN_1859259	2900598
ILMN_1835951	4060022
ILMN_1861865	6940241
ILMN_1865368	3890576
ILMN_1912288	2370181
ILMN_1832804	5690243
ILMN_1867361	1470577
ILMN_1901666	7380072
ILMN_1891677	870397
ILMN_1841301	5340739
ILMN_1906239	4480392
ILMN_1816870	4730338
ILMN_1863470	1470021
ILMN_1828179	3370209
ILMN_1906907	3460195
ILMN_1916025	5870682
ILMN_1842887	6520037
ILMN_1912067	7100019
ILMN_1868047	2690521
ILMN_1906785	1300594
ILMN_1838667	520722
ILMN_1850842	2360523
ILMN_1896187	5220239
ILMN_1905488	7200154
ILMN_1890521	7400075
ILMN_1902121	5860259
ILMN_1896121	4920735
ILMN_1860051	6980133
ILMN_1834456	2070670
ILMN_1875541	150132
ILMN_1877442	2570619
ILMN_1914284	6110039
ILMN_1838891	6370626
ILMN_1908274	1500575
ILMN_1828064	5260487
ILMN_1826215	3710008
ILMN_1894990	6760131
ILMN_1887508	4640154
ILMN_1892666	780372
ILMN_1915698	1400681
ILMN_1858293	4640458
ILMN_1866901	1850386
ILMN_1882047	1260768
ILMN_1871229	6180037
ILMN_1817124	5690161
ILMN_1861477	3610189
ILMN_1838313	4890324
ILMN_1879488	6220465
ILMN_1850711	3710398
ILMN_1831575	7320403
ILMN_1846419	1440491
ILMN_1888055	2570739
ILMN_1846543	70609
ILMN_1903713	4390019
ILMN_1915910	2370133
ILMN_1857588	6130500
ILMN_1835352	6520240
ILMN_1865206	3170553
ILMN_1849503	6130102
ILMN_1859109	6560437
ILMN_1858272	1010039
ILMN_1908996	2490717
ILMN_1875887	3390681
ILMN_1858700	2190114
ILMN_1841564	270154
ILMN_1859293	7560504
ILMN_1911370	1400131
ILMN_1816861	4880025
ILMN_1816646	6200687
ILMN_1856058	4050730
ILMN_1876842	770333
ILMN_1843303	4860576
ILMN_1917257	4290408
ILMN_1906685	1430538
ILMN_1914034	5860438
ILMN_1901903	1570019
ILMN_1833175	4560400
ILMN_1906020	2450348
ILMN_1817198	2030521
ILMN_1880086	5290687
ILMN_1878882	1990020
ILMN_1892638	4180450
ILMN_1848529	4850544
ILMN_1898311	2140615
ILMN_1911072	4010154
ILMN_1910594	6200021
ILMN_1859392	7000440
ILMN_1898451	6220576
ILMN_1896496	4640494
ILMN_1853775	6180672
ILMN_1821883	290632
ILMN_1872049	4180398
ILMN_1824232	3120040
ILMN_1901394	610100
ILMN_1874273	1230221
ILMN_1871883	4560553
ILMN_1898004	2030719
ILMN_1844823	5260167
ILMN_1905330	4810484
ILMN_1867345	1710246
ILMN_1880195	2900070
ILMN_1849789	2230092
ILMN_1854941	1050601
ILMN_1823582	1430154
ILMN_1852785	580167
ILMN_1848202	4200154
ILMN_1820887	1820408
ILMN_1900929	1110500
ILMN_1842578	2850037
ILMN_1880310	780026
ILMN_1887709	1570408
ILMN_1834509	5700598
ILMN_1831751	50372
ILMN_1884675	6350338
ILMN_1845875	5290139
ILMN_1848820	6550338
ILMN_1910316	5690025
ILMN_1877226	1710603
ILMN_1909683	3890438
ILMN_1911457	1260349
ILMN_1909377	4290372
ILMN_1883176	6220047
ILMN_1841069	4760465
ILMN_1880612	7100369
ILMN_1916877	4040408
ILMN_1911608	1940521
ILMN_1904606	3390176
ILMN_1877663	4640164
ILMN_1840469	7570754
ILMN_1910732	7100609
ILMN_1898325	6330706
ILMN_1894710	4260521
ILMN_1847133	3120154
ILMN_1829448	1570521
ILMN_1851949	2370519
ILMN_1900888	4060215
ILMN_1866427	1070132
ILMN_1878860	5390050
ILMN_1875980	1780110
ILMN_1862524	3460072
ILMN_1885808	830112
ILMN_1909461	270121
ILMN_1892762	240202
ILMN_1891311	2450369
ILMN_1910322	5270221
ILMN_1838581	6180239
ILMN_1884165	2750398
ILMN_1835466	1430646
ILMN_1882868	1070500
ILMN_1845933	6900577
ILMN_1901051	2600725
ILMN_1852539	2650500
ILMN_1895976	4670470
ILMN_1856238	1010072
ILMN_1891312	6200678
ILMN_1875581	4040079
ILMN_1855291	360398
ILMN_1851891	1990634
ILMN_1876456	4590689
ILMN_1897149	6660324
ILMN_1875223	2230021
ILMN_1836486	5290497
ILMN_1858271	5720709
ILMN_1829030	2230364
ILMN_1900276	5900446
ILMN_1916462	3930725
ILMN_1902378	7650465
ILMN_1877281	6650021
ILMN_1916642	1500474
ILMN_1892519	4590093
ILMN_1876250	6250470
ILMN_1868410	4830292
ILMN_1850734	6590519
ILMN_1910817	3520296
ILMN_1910319	2000408
ILMN_1910608	1570243
ILMN_1892243	2450079
ILMN_1817062	6330411
ILMN_1878350	4200373
ILMN_1824052	6660026
ILMN_1842593	6450209
ILMN_1916588	4220673
ILMN_1881262	5860161
ILMN_1905226	2600603
ILMN_1866984	6520341
ILMN_1905197	2970037
ILMN_1916636	3780639
ILMN_1826631	5900719
ILMN_1846547	3520561
ILMN_1883919	3120435
ILMN_1905094	7320025
ILMN_1827572	70598
ILMN_1825067	1470364
ILMN_1860168	6560743
ILMN_1877756	2760326
ILMN_1898394	2070241
ILMN_1911044	4850066
ILMN_1858783	6370437
ILMN_1879811	6290121
ILMN_1899147	1990121
ILMN_1910178	2600653
ILMN_1848996	4590338
ILMN_1891880	7510139
ILMN_1897254	7100475
ILMN_1905751	3710441
ILMN_1906966	4200603
ILMN_1881538	2570626
ILMN_1820606	6450707
ILMN_1893852	6480193
ILMN_1892765	580520
ILMN_1868983	1450424
ILMN_1834901	6550241
ILMN_1844203	5090338
ILMN_1861090	3710538
ILMN_1864782	2190722
ILMN_1833150	1850187
ILMN_1894915	2600484
ILMN_1844612	940608
ILMN_1826609	5570026
ILMN_1876787	610730
ILMN_1839229	3840189
ILMN_1869343	4060408
ILMN_1828556	2760278
ILMN_1858247	2320397
ILMN_1819884	70537
ILMN_1843616	4830392
ILMN_1906625	4640653
ILMN_1832274	4220368
ILMN_1890884	5260465
ILMN_1848374	7100746
ILMN_1893915	5310576
ILMN_1825265	1990164
ILMN_1904243	5900010
ILMN_1899116	3130376
ILMN_1884220	6200477
ILMN_1859007	3370068
ILMN_1917316	6840386
ILMN_1854131	2480750
ILMN_1817396	5860598
ILMN_1823128	6290113
ILMN_1857726	3060753
ILMN_1897536	1400544
ILMN_1902635	5690189
ILMN_1816501	6660661
ILMN_1874362	7000241
ILMN_1836827	6840161
ILMN_1869119	240184
ILMN_1886969	870240
ILMN_1884828	5890612
ILMN_1846537	2070132
ILMN_1880796	4830743
ILMN_1896474	2030128
ILMN_1849294	5570014
ILMN_1877455	6510441
ILMN_1816432	5900743
ILMN_1873090	510037
ILMN_1872988	3780075
ILMN_1877250	4010538
ILMN_1837842	6660441
ILMN_1832529	6200564
ILMN_1821541	6650289
ILMN_1903070	5220402
ILMN_1836193	2650577
ILMN_1828245	4730671
ILMN_1914263	3360240
ILMN_1873823	520170
ILMN_1858589	7210491
ILMN_1856010	7610102
ILMN_1895039	5700326
ILMN_1904188	6480132
ILMN_1893098	5910246
ILMN_1877561	5690692
ILMN_1864360	150500
ILMN_1890825	4860324
ILMN_1857703	5910561
ILMN_1910366	4220288
ILMN_1881287	6290255
ILMN_1863939	5860288
ILMN_1904400	2350743
ILMN_1858833	4230639
ILMN_1866319	4260717
ILMN_1853450	3780397
ILMN_1835730	3140754
ILMN_1875967	7610577
ILMN_1888546	6660672
ILMN_1885323	1070280
ILMN_1915471	840142
ILMN_1872104	6180605
ILMN_1880075	3850082
ILMN_1891136	270086
ILMN_1862655	4610465
ILMN_1819158	4880243
ILMN_1895897	6110241
ILMN_1887808	6250243
ILMN_1915996	2350474
ILMN_1908878	5890491
ILMN_1901765	620706
ILMN_1887410	7320086
ILMN_1864016	3170056
ILMN_1854361	2570735
ILMN_1917334	4860632
ILMN_1834241	7560358
ILMN_1873394	10711
ILMN_1887367	2000711
ILMN_1867705	4290274
ILMN_1908463	3180519
ILMN_1871488	7050754
ILMN_1882881	5670008
ILMN_1885583	1030243
ILMN_1877209	3310519
ILMN_1850443	5560743
ILMN_1902467	1450037
ILMN_1857264	160438
ILMN_1916504	4390035
ILMN_1913021	2850711
ILMN_1904980	6590082
ILMN_1852349	5820156
ILMN_1821712	7320754
ILMN_1888042	6650497
ILMN_1889329	4920270
ILMN_1881831	6590326
ILMN_1903466	1980398
ILMN_1843007	2810184
ILMN_1880430	2480491
ILMN_1900347	4210037
ILMN_1917079	4670356
ILMN_1837271	7160541
ILMN_1869823	1580273
ILMN_1846742	7510458
ILMN_1817180	2760296
ILMN_1878265	5670066
ILMN_1903825	6520373
ILMN_1830367	2450754
ILMN_1830728	730240
ILMN_1907052	130184
ILMN_1883153	6650709
ILMN_1887099	6550538
ILMN_1897160	1010685
ILMN_1862873	2640047
ILMN_1892184	6560431
ILMN_1907919	2640739
ILMN_1909073	4280059
ILMN_1911885	6290730
ILMN_1870888	4880575
ILMN_1842913	7610358
ILMN_1893667	3170079
ILMN_1895384	7210465
ILMN_1822571	5720435
ILMN_1861128	3390356
ILMN_1870659	6040019
ILMN_1862889	2690162
ILMN_1857101	1260332
ILMN_1853344	5700678
ILMN_1860095	3180561
ILMN_1902053	4880494
ILMN_1868404	4810626
ILMN_1878129	1050093
ILMN_1839138	3190180
ILMN_1831440	7200138
ILMN_1880245	1740437
ILMN_1897230	6100170
ILMN_1827907	4860228
ILMN_1860733	5360187
ILMN_1914143	2140253
ILMN_1870097	3940706
ILMN_1843478	4250091
ILMN_1902494	1300451
ILMN_1852659	2140445
ILMN_1890754	4200102
ILMN_1833115	4540274
ILMN_1886900	110300
ILMN_1882543	6110491
ILMN_1884168	1780386
ILMN_1874302	2450291
ILMN_1842191	6590047
ILMN_1906948	6380538
ILMN_1889447	7510390
ILMN_1896737	6060136
ILMN_1892895	430452
ILMN_1859931	240634
ILMN_1819384	6840477
ILMN_1897285	4490301
ILMN_1878778	510504
ILMN_1911501	130692
ILMN_1854905	6330056
ILMN_1832072	160273
ILMN_1856498	1510369
ILMN_1864157	1940671
ILMN_1835443	6330619
ILMN_1907054	240056
ILMN_1847612	1110189
ILMN_1884886	2030537
ILMN_1869066	5360133
ILMN_1892306	6560408
ILMN_1911087	5290445
ILMN_1878016	4200671
ILMN_1833131	7330692
ILMN_1905413	5260445
ILMN_1826591	630239
ILMN_1862365	4250348
ILMN_1904844	6130279
ILMN_1857569	2350161
ILMN_1831214	5390465
ILMN_1853210	3140600
ILMN_1916352	20370
ILMN_1823261	6660692
ILMN_1908153	7100553
ILMN_1835896	6200192
ILMN_1865411	2640553
ILMN_1907268	840524
ILMN_1881290	1780349
ILMN_1858507	6200047
ILMN_1904682	4390519
ILMN_1866840	6770196
ILMN_1903750	4890497
ILMN_1884969	510437
ILMN_1827887	2650403
ILMN_1838488	7200228
ILMN_1819515	6480020
ILMN_1849124	10471
ILMN_1880402	7400397
ILMN_1865698	2140730
ILMN_1823606	7200113
ILMN_1881561	5700544
ILMN_1823270	6450220
ILMN_1839905	4560315
ILMN_1897635	1690672
ILMN_1816781	5130307
ILMN_1832173	1710445
ILMN_1911594	2370477
ILMN_1874761	4670341
ILMN_1849238	830477
ILMN_1908998	1690136
ILMN_1901506	2230291
ILMN_1893033	5130707
ILMN_1852756	4670408
ILMN_1866706	2030369
ILMN_1898040	4860246
ILMN_1854412	620315
ILMN_1886816	520021
ILMN_1860632	620673
ILMN_1866152	780064
ILMN_1868037	5960273
ILMN_1886127	5050564
ILMN_1888492	2070603
ILMN_1907700	990093
ILMN_1904897	870673
ILMN_1872419	2030020
ILMN_1915949	2060242
ILMN_1894709	6560097
ILMN_1915432	2480408
ILMN_1877996	3360600
ILMN_1859672	7560392
ILMN_1913480	5570086
ILMN_1823314	2450673
ILMN_1906721	4900255
ILMN_1902872	2060376
ILMN_1874126	2030164
ILMN_1823347	6290019
ILMN_1868735	4890332
ILMN_1911873	1410601
ILMN_1830602	1990543
ILMN_1874904	6450341
ILMN_1855727	6760082
ILMN_1861414	7150095
ILMN_1888613	4250300
ILMN_1879800	6250653
ILMN_1874253	2360441
ILMN_1846630	380022
ILMN_1877647	6060603
ILMN_1907218	6770739
ILMN_1854241	7380044
ILMN_1825179	4880241
ILMN_1888015	6270458
ILMN_1817201	4210474
ILMN_1867156	3800239
ILMN_1902278	110133
ILMN_1893972	4120632
ILMN_1916404	1030056
ILMN_1817048	4210594
ILMN_1867777	3780379
ILMN_1880885	2000035
ILMN_1832006	3460156
ILMN_1891277	650468
ILMN_1914641	6330446
ILMN_1875466	2190292
ILMN_1828360	6560044
ILMN_1850574	6370161
ILMN_1880142	6110465
ILMN_1888195	160100
ILMN_1899942	6350730
ILMN_1849148	1980053
ILMN_1875380	2650270
ILMN_1860839	240670
ILMN_1891711	5870332
ILMN_1868623	7320445
ILMN_1842394	4250576
ILMN_1879078	4810465
ILMN_1861972	4480189
ILMN_1826520	5090707
ILMN_1826771	3850369
ILMN_1867211	5290152
ILMN_1900949	2370189
ILMN_1865317	840093
ILMN_1867964	830220
ILMN_1907240	3870035
ILMN_1912552	3940243
ILMN_1867352	60543
ILMN_1880704	5550280
ILMN_1838498	4280025
ILMN_1833914	7400154
ILMN_1840685	5130445
ILMN_1826738	6510209
ILMN_1891681	380035
ILMN_1859701	1570008
ILMN_1837152	5700653
ILMN_1875332	70735
ILMN_1827261	1470725
ILMN_1833851	3930474
ILMN_1910676	6940095
ILMN_1842140	5720427
ILMN_1849134	7330288
ILMN_1823952	7510100
ILMN_1908824	1660437
ILMN_1897107	2750370
ILMN_1903267	1260397
ILMN_1881526	3060358
ILMN_1856222	3120300
ILMN_1893344	6060224
ILMN_1902005	670725
ILMN_1829412	1710537
ILMN_1887858	1570768
ILMN_1861915	4730750
ILMN_1859461	5960470
ILMN_1904240	1050692
ILMN_1818620	6370021
ILMN_1909790	5290092
ILMN_1838504	50707
ILMN_1847836	6200338
ILMN_1899673	4830402
ILMN_1816055	2600450
ILMN_1847886	3830360
ILMN_1895825	7160576
ILMN_1830484	630671
ILMN_1915670	4810475
ILMN_1895006	2810086
ILMN_1842039	6330020
ILMN_1902927	290133
ILMN_1855996	6290646
ILMN_1860084	2120019
ILMN_1896420	1660670
ILMN_1844132	6220670
ILMN_1881478	3940273
ILMN_1827739	730050
ILMN_1856374	4210441
ILMN_1872250	4860047
ILMN_1886646	7560446
ILMN_1907870	510095
ILMN_1883034	1500332
ILMN_1863656	2340669
ILMN_1886254	2030168
ILMN_1894521	5270482
ILMN_1829148	2760703
ILMN_1848916	1710408
ILMN_1872539	1440576
ILMN_1829510	6550468
ILMN_1880223	6270072
ILMN_1873034	6860240
ILMN_1884922	7560553
ILMN_1901887	6060041
ILMN_1908918	2030100
ILMN_1908650	6900121
ILMN_1839190	5390315
ILMN_1894712	4540324
ILMN_1856031	7380332
ILMN_1895945	240411
ILMN_1827083	3360037
ILMN_1864148	6650673
ILMN_1913655	7650411
ILMN_1872457	3780152
ILMN_1910805	5890754
ILMN_1828721	4810711
ILMN_1830314	2490735
ILMN_1912387	4010220
ILMN_1898362	2570670
ILMN_1910893	2360450
ILMN_1911344	3520575
ILMN_1867663	1740278
ILMN_1897251	6980706
ILMN_1823172	2120746
ILMN_1827632	2760484
ILMN_1898826	1050338
ILMN_1838702	1820634
ILMN_1865361	4810519
ILMN_1893053	5050594
ILMN_1817113	3800100
ILMN_1819640	6980735
ILMN_1911994	1050717
ILMN_1865639	2230327
ILMN_1861091	4220348
ILMN_1908133	2760450
ILMN_1850240	6060180
ILMN_1830824	1010382
ILMN_1906933	1940070
ILMN_1862648	3780538
ILMN_1846043	5720603
ILMN_1829322	7380433
ILMN_1856044	2340176
ILMN_1877039	1570053
ILMN_1829253	7200332
ILMN_1892582	5570619
ILMN_1853213	3180433
ILMN_1901977	2070711
ILMN_1888935	1570132
ILMN_1819982	4810707
ILMN_1916823	5290315
ILMN_1887305	6250168
ILMN_1901779	7160463
ILMN_1875031	4810095
ILMN_1846799	5910129
ILMN_1834568	4260193
ILMN_1850456	2510414
ILMN_1911569	1780541
ILMN_1880280	1500309
ILMN_1828140	1940372
ILMN_1911713	2140471
ILMN_1825389	1500397
ILMN_1880784	5690494
ILMN_1884983	1980673
ILMN_1860518	7510044
ILMN_1868999	2600487
ILMN_1827211	3890414
ILMN_1901233	460022
ILMN_1884878	150598
ILMN_1855107	5260491
ILMN_1870717	6450544
ILMN_1834233	4250746
ILMN_1874589	2810279
ILMN_1853122	2850044
ILMN_1857793	3170343
ILMN_1855412	6510411
ILMN_1907100	1510129
ILMN_1833680	6940414
ILMN_1888570	6520398
ILMN_1835033	1050731
ILMN_1910511	5260411
ILMN_1894089	4730424
ILMN_1836870	3360358
ILMN_1856818	4780520
ILMN_1873766	2060026
ILMN_1880321	4280465
ILMN_1855549	2480292
ILMN_1887170	6330762
ILMN_1863114	6290154
ILMN_1845811	6060017
ILMN_1850338	2750022
ILMN_1894780	3290553
ILMN_1828967	240397
ILMN_1844593	5900246
ILMN_1894653	6220370
ILMN_1853631	4920451
ILMN_1833212	4180484
ILMN_1859207	6960075
ILMN_1886422	3420465
