total_checks	passed_checks	failed_checks	source_sha256	target_sha256_before	target_sha256_after	source_lines	target_lines	mapping_locked_instances	mapping_mapped_instances	gse72810_references	figure3_references	figure_s1_references	table2_rows	gse72810_reference_number	quality_gate	final_status
31	31	0	1e7c46270e50ae8f247265413df37ba3dd7a3b9b05c99ca7103578deb39cd08c	1e7c46270e50ae8f247265413df37ba3dd7a3b9b05c99ca7103578deb39cd08c	4d3d07a5e4f9f5a8ea28d4b9eca117275c63b124a1c2c3cab504dd36e6b40e7b	290	347	313	303	37	2	5	5	22	PASS	READY_FOR_MANUSCRIPT_DIFF_REVIEW
