scientific_source_sha256	input_docx_sha256	candidate_docx_sha256	promoted_docx_sha256	sections	landscape_sections	table1_columns	table2_columns	embedded_media_files	comment_related_parts	smoke_render_pdf_bytes	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
f3b61e6ddb9f5d38c6211c6cfe0d8694e6ca3b761d52a3245d58df844ab5b2ae	a82a36dac6d69fa642c0a749a1514ca2db795e8c5297418fde8d5feb69e8768e	b6537d79201d6a750a6de0479ac756861ec5b826cb8573d9b43f66c539df65f5	b6537d79201d6a750a6de0479ac756861ec5b826cb8573d9b43f66c539df65f5	5	2	11	9	0	0	196389	38	38	0	PASS	READY_FOR_TABLE_FOCUSED_FULL_RENDER_AND_VISUAL_QA
