clean_docx_sha256	baseline_docx_sha256	scientific_source_sha256	marked_up_docx_sha256	selected_paragraphs	tracked_insertions	tracked_deletions	word_level_revision_paragraphs	inserted_paragraphs	comments	embedded_media_files	accepted_content_matches_clean	smoke_render_pdf_bytes	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
691f494f5f2335b1a96f5b8d009c815d733b3c74fab0f230eaa3f73274f6b38f	0e0b4a2bcec736d2735ecc903ad72e99a1a3897bc09e2f991a7249000852dd34	f3b61e6ddb9f5d38c6211c6cfe0d8694e6ca3b761d52a3245d58df844ab5b2ae	9ec494b73f6cefa344333e17a6335a6e59a9d9710f91409f137ae234527ecc11	71	119	30	2	67	0	0	True	227336	21	21	0	PASS	READY_FOR_MARKED_UP_RENDER_AND_VISUAL_QA
