manuscript_id	matrix_source	clean_manuscript_sha256	marked_manuscript_sha256	scientific_source_v2.4_sha256	response_docx	response_docx_sha256	response_items	editor_items	reviewer1_items	reviewer2_items	rendered_pdf_pages	page_pngs	contact_sheets	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
PONE-D-26-30583	results/revision_round1/plosone_reviewer_response_matrix_v2.3_provenance/PLOS_ONE_revision_response_evidence_matrix_v2.3.tsv	3a9db22fe7e1847bc9f994d2833f80bafd5395a92aa4fc87964218172cf4835e	829134652d86d049585366ef9ab61dde6eb87520a411a60c4c9c2cdf5ce92084	54aabce4263c581dd9685a1ae9d2fd1b05030d1c3fe072bff78512a293acd6bd	submission/revision_round1/PONE-D-26-30583_response_to_editor_and_reviewers.docx	2043b60fb61e8aa6787a1d730b46b09917465f867f9fa8f5e9c97b6253a24dd5	17	4	4	9	6	6	1	18	18	0	PASS	READY_FOR_RESPONSE_LETTER_PAGE_BY_PAGE_VISUAL_QA
