feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast	logFC_direction
NR_146164	1.64588254777916	8.02256546794015	6.81557650693971	7.92785244586551e-11	1.9382533137514e-09	14.0789255793167	bacterial_vs_viral	higher_in_bacterial
NM_001252269	-1.58653274200472	-0.39464926233982	-6.81370873741227	8.01421278882289e-11	1.95697486646727e-09	14.0683663054276	bacterial_vs_viral	higher_in_viral
NM_001033082	-1.26195380752576	1.9050298437109	-6.81277410520343	8.05777438480492e-11	1.9652125600209e-09	14.0630831654091	bacterial_vs_viral	higher_in_viral
NM_001136046	1.30555709720138	0.37696665637648	6.80816781229281	8.27589301137556e-11	2.01595108811815e-09	14.0370524907165	bacterial_vs_viral	higher_in_bacterial
NM_002475	1.15086323013495	2.00913260659757	6.8059030522487	8.38525494548808e-11	2.04010600553304e-09	14.0242583757904	bacterial_vs_viral	higher_in_bacterial
NM_001354224	-1.01941501674915	0.276714503530751	-6.80488636180343	8.43481074908359e-11	2.04966926088606e-09	14.0185157951051	bacterial_vs_viral	higher_in_viral
NM_172373	-1.04570305187301	5.19791282437781	-6.80458769128348	8.44942331616422e-11	2.05072836043651e-09	14.016828920586	bacterial_vs_viral	higher_in_viral
NM_001012279	-1.21957930637872	-0.796191256033765	-6.80005958468048	8.67403850299079e-11	2.10036108469159e-09	13.9912604664037	bacterial_vs_viral	higher_in_viral
NM_032265	1.31470329591882	-0.0287099928950767	6.8000419425042	8.67492502602756e-11	2.10036108469159e-09	13.9911608700772	bacterial_vs_viral	higher_in_bacterial
NM_001270550	-1.72035370946957	0.211218642212072	-6.79968512117112	8.69287452170022e-11	2.10216200192845e-09	13.9891465243661	bacterial_vs_viral	higher_in_viral
NM_001348542	-0.983275556296201	1.80510337332908	-6.79770805215797	8.79299296000688e-11	2.12380514742968e-09	13.9779867512443	bacterial_vs_viral	higher_in_viral
NM_001321072	1.77436664868279	-2.43756120037515	6.79225532455959	9.07503539586475e-11	2.18928387071048e-09	13.947219468839	bacterial_vs_viral	higher_in_bacterial
NM_001291950	-1.06408637219574	2.34681109949332	-6.79121402278563	9.12990016802952e-11	2.19986594530629e-09	13.9413457445912	bacterial_vs_viral	higher_in_viral
NM_173354	-1.83603642701573	0.215280080588009	-6.78922393181027	9.23566478252303e-11	2.22267220199372e-09	13.9301218073564	bacterial_vs_viral	higher_in_viral
NM_005465	-1.28620137603883	2.21802970773496	-6.78234424908865	9.61066076066967e-11	2.31013947779607e-09	13.8913379150703	bacterial_vs_viral	higher_in_viral
NM_020883	-1.83974848530707	-1.09922569978344	-6.77998218598397	9.74283479790943e-11	2.33909907711153e-09	13.8780279472082	bacterial_vs_viral	higher_in_viral
NM_002595	-1.80427059537104	1.57398194190138	-6.77190858295049	1.02082557709497e-10	2.44790056550627e-09	13.8325574617157	bacterial_vs_viral	higher_in_viral
NM_022070	-1.00740959645614	2.51791377647198	-6.77048949208046	1.02922929711424e-10	2.46509661233386e-09	13.8245688919128	bacterial_vs_viral	higher_in_viral
NM_001168341	-1.44898232797727	-1.35426766436592	-6.76732454840505	1.04821773151338e-10	2.5075725373847e-09	13.8067563253341	bacterial_vs_viral	higher_in_viral
NM_145655	-1.30966585048646	0.107914358864523	-6.76535881759731	1.0601844198817e-10	2.53316944004948e-09	13.795695833115	bacterial_vs_viral	higher_in_viral
NM_032319	0.993182058793309	2.4747501295289	6.76192367786609	1.08141983828691e-10	2.58082522027445e-09	13.776372642949	bacterial_vs_viral	higher_in_bacterial
NR_036623	-1.29409919656674	2.06970658996625	-6.76044407664641	1.09069488956912e-10	2.59985781841392e-09	13.7680516820208	bacterial_vs_viral	higher_in_viral
NM_016257	-1.54227707210572	-0.483570740058186	-6.75836441824392	1.10386389975032e-10	2.62811596798888e-09	13.7563581887045	bacterial_vs_viral	higher_in_viral
NM_001127393	1.01944444198874	4.00237953296686	6.75636420023145	1.11667739057193e-10	2.65546149037433e-09	13.7451136452863	bacterial_vs_viral	higher_in_bacterial
NR_132979	1.28945393777781	-0.581838857567002	6.75577414633985	1.12048517334047e-10	2.66135189805653e-09	13.7417969893616	bacterial_vs_viral	higher_in_bacterial
NM_001363481	1.43273495313411	0.688162937499314	6.75518753396364	1.12428340790591e-10	2.6645879736311e-09	13.7384998703087	bacterial_vs_viral	higher_in_bacterial
NM_018013	-1.88097844404814	-2.17669884465783	-6.75515223761061	1.12451235048985e-10	2.6645879736311e-09	13.7383014894109	bacterial_vs_viral	higher_in_viral
NM_001005172	-1.24901353985343	3.11920059143183	-6.75379488301543	1.1333514333016e-10	2.68235447510045e-09	13.7306730914167	bacterial_vs_viral	higher_in_viral
NM_007249	-1.73838089397545	2.25142563328795	-6.75287095186377	1.13940712521897e-10	2.6934991840726e-09	13.7254811414703	bacterial_vs_viral	higher_in_viral
NM_001162497	-1.38988535018056	2.57655838340036	-6.75263482177823	1.14095988493312e-10	2.6939854473173e-09	13.724154305558	bacterial_vs_viral	higher_in_viral
NM_001348015	-1.21019266744508	-0.886813364532246	-6.75066925339242	1.15396623947857e-10	2.72148240841179e-09	13.7131108089128	bacterial_vs_viral	higher_in_viral
NM_001329670	-1.71381209747487	2.80741841837928	-6.7481970330187	1.17053240520042e-10	2.75730006732665e-09	13.6992237605489	bacterial_vs_viral	higher_in_viral
NR_027514	1.45476885594577	4.7602328553355	6.74486987196637	1.19319725553741e-10	2.80738257805796e-09	13.6805396912664	bacterial_vs_viral	higher_in_bacterial
NR_110952	-1.74435990140573	0.314296894093085	-6.73908079940923	1.23366625040446e-10	2.89918817177895e-09	13.648045199171	bacterial_vs_viral	higher_in_viral
NM_194284	-2.03976709438023	-1.99823367896263	-6.7352836140813	1.26094088571872e-10	2.95980713303858e-09	13.6267414878091	bacterial_vs_viral	higher_in_viral
NM_001366737	-2.17560267186721	-0.882972723319964	-6.73393876592023	1.27074227166834e-10	2.97931707984703e-09	13.6191982911267	bacterial_vs_viral	higher_in_viral
NM_001277945	-1.23759520325995	-1.01442436384285	-6.73312262328368	1.27672689752976e-10	2.9880360323154e-09	13.6146210747103	bacterial_vs_viral	higher_in_viral
NM_015907	-1.26432935563054	7.02572818771176	-6.73302436480125	1.27744927627865e-10	2.9880360323154e-09	13.614070031537	bacterial_vs_viral	higher_in_viral
NM_001971	1.84211264769138	-2.63486888209407	6.72955120784952	1.30324318111766e-10	3.04480845551075e-09	13.5945956982733	bacterial_vs_viral	higher_in_bacterial
NR_119378	-2.00815669676348	-2.17387386035317	-6.72875350758346	1.30923937575177e-10	3.05524834021701e-09	13.5901238676799	bacterial_vs_viral	higher_in_viral
NM_001346890	-1.43102369484636	-0.996151064190316	-6.72677569247279	1.32422361324516e-10	3.08661399082633e-09	13.5790379640811	bacterial_vs_viral	higher_in_viral
NM_152625	-1.17321078682755	1.53829549817829	-6.72600129555774	1.33013640637846e-10	3.09678672772558e-09	13.5746979682966	bacterial_vs_viral	higher_in_viral
NR_073610	1.207834067741	-0.666985170953405	6.72292648190232	1.35387101904801e-10	3.14837982673735e-09	13.5574689338861	bacterial_vs_viral	higher_in_bacterial
NM_001018058	-1.91334216231504	1.63539299140025	-6.71969877675434	1.37923393661859e-10	3.20363524952789e-09	13.5393889061909	bacterial_vs_viral	higher_in_viral
NR_145514	1.48202594276842	-0.674103242788575	6.71734843172478	1.39799613554261e-10	3.24344834277456e-09	13.526227096773	bacterial_vs_viral	higher_in_bacterial
NM_001322331	1.70794401621166	-0.17304524328493	6.713999731016	1.42516226796228e-10	3.29978700452016e-09	13.5074799006366	bacterial_vs_viral	higher_in_bacterial
NM_001033081	-1.26673951135926	1.94565805474951	-6.71394881957737	1.42557926491596e-10	3.29978700452016e-09	13.5071949291843	bacterial_vs_viral	higher_in_viral
NM_005767	-1.3882956982979	2.53330350108219	-6.71265498770668	1.4362169354418e-10	3.32056676206943e-09	13.4999533289267	bacterial_vs_viral	higher_in_viral
NM_020125	1.43242832379055	1.65122566153618	6.71034044561392	1.4554418048532e-10	3.36112940591907e-09	13.4870011396279	bacterial_vs_viral	higher_in_bacterial
NM_001039178	0.902637706698252	3.10620585860752	6.70982471319734	1.45975989880666e-10	3.36721317372946e-09	13.4841155082487	bacterial_vs_viral	higher_in_bacterial
NM_005400	-1.56575979100402	1.50447594326703	-6.70935597405565	1.46369545848824e-10	3.37240155233943e-09	13.481492943722	bacterial_vs_viral	higher_in_viral
NM_001319243	1.08231416788771	-0.392521016509624	6.7075220532613	1.4791936876381e-10	3.40418809655632e-09	13.4712334641577	bacterial_vs_viral	higher_in_bacterial
NM_030666	1.13597534479225	7.05848584330774	6.70690061657095	1.48448189018862e-10	3.4124314163083e-09	13.4677573975004	bacterial_vs_viral	higher_in_bacterial
NM_001277948	-1.20631144063341	-1.02025772891887	-6.70453890756957	1.50474932089785e-10	3.45504956011896e-09	13.4545489278892	bacterial_vs_viral	higher_in_viral
NM_145018	1.44398549178847	0.704448462802865	6.70345355468042	1.51415450219201e-10	3.47265778547453e-09	13.4484798621307	bacterial_vs_viral	higher_in_bacterial
NM_001042437	-1.1155314961871	0.201267980699262	-6.70150498745836	1.53118519484897e-10	3.50769446870385e-09	13.4375855449347	bacterial_vs_viral	higher_in_viral
NM_003307	1.03630623230533	2.4909771186017	6.69549544013551	1.58490444861579e-10	3.62660229609464e-09	13.4039999952967	bacterial_vs_viral	higher_in_bacterial
NR_109846	-1.20234123568872	2.19160016474448	-6.69158883603783	1.62081507481675e-10	3.70453493500117e-09	13.3821780660207	bacterial_vs_viral	higher_in_viral
NM_001354248	-1.09454666294362	0.254086248197543	-6.69136788982288	1.62286981043484e-10	3.70499695649387e-09	13.3809441377424	bacterial_vs_viral	higher_in_viral
NR_135469	-0.959751731484425	0.135730032004669	-6.69052274164608	1.63075310828901e-10	3.71874930589189e-09	13.3762244544869	bacterial_vs_viral	higher_in_viral
NM_001295	-0.920821639254262	7.66817509004793	-6.68947628634283	1.64056633576231e-10	3.73686630397613e-09	13.3703811404461	bacterial_vs_viral	higher_in_viral
NM_001204314	-1.96367848270978	-3.23235740944948	-6.68821487710296	1.65247252248929e-10	3.75970397921085e-09	13.3633383629809	bacterial_vs_viral	higher_in_viral
NM_001134473	-0.951762516074848	2.10777292107591	-6.68778583939512	1.65654145545872e-10	3.76467870087715e-09	13.3609431377416	bacterial_vs_viral	higher_in_viral
NM_025104	-1.36189148099262	-1.51108631039213	-6.68691417393002	1.66483857288014e-10	3.77924025187627e-09	13.3560771365414	bacterial_vs_viral	higher_in_viral
NM_001349878	1.08197058525306	-0.264064262575369	6.68667334409955	1.66713815455447e-10	3.78016960917628e-09	13.3547327992319	bacterial_vs_viral	higher_in_bacterial
NM_174911	-1.49858185530945	0.439473982256362	-6.68457889156969	1.68726934117034e-10	3.82148352820676e-09	13.3430427252219	bacterial_vs_viral	higher_in_viral
NM_001184831	2.03144402865823	-1.02204532448672	6.67597065154046	1.77254907325183e-10	4.0100915063307e-09	13.2950222910101	bacterial_vs_viral	higher_in_bacterial
NM_002445	-2.12437406558305	1.03555836393059	-6.67557700676991	1.77654853321115e-10	4.01459820516269e-09	13.292827372997	bacterial_vs_viral	higher_in_viral
NM_001331037	-1.01516753015791	3.62914418298972	-6.67371090013334	1.7956293747964e-10	4.05313677952068e-09	13.282423368038	bacterial_vs_viral	higher_in_viral
NM_001347217	0.912324018929681	3.29708298925048	6.67054306136743	1.82848276521942e-10	4.12264112983351e-09	13.2647663914239	bacterial_vs_viral	higher_in_bacterial
NM_001354014	1.77503565544424	-2.40214593071637	6.67013935657955	1.83271178358665e-10	4.12752285585015e-09	13.2625166194344	bacterial_vs_viral	higher_in_bacterial
NM_001308467	-1.38362298426348	-2.08871315756435	-6.66979549761909	1.83632146893174e-10	4.13100034388817e-09	13.2606004298299	bacterial_vs_viral	higher_in_viral
NR_160745	1.40878137125285	-1.01296344419394	6.66684355362072	1.86759869725601e-10	4.19664116251944e-09	13.2441531679479	bacterial_vs_viral	higher_in_bacterial
NR_027256	1.68237841103923	2.32957367672333	6.66355032911373	1.90311029597703e-10	4.27163892359648e-09	13.2258102213295	bacterial_vs_viral	higher_in_bacterial
NM_018465	0.911189725558605	3.96868792749877	6.66137903864457	1.9268861138257e-10	4.32015643390137e-09	13.2137196984494	bacterial_vs_viral	higher_in_bacterial
NR_157573	1.8393289883703	-0.582835909300347	6.66087382089841	1.93246003641641e-10	4.32780159779302e-09	13.210906847956	bacterial_vs_viral	higher_in_bacterial
NM_024954	0.98935969473249	4.25798715724606	6.65611604043225	1.98573494391395e-10	4.44213793549609e-09	13.1844245201271	bacterial_vs_viral	higher_in_bacterial
NM_005755	2.06681817904515	-1.27608491375243	6.65422466527177	2.00731228945942e-10	4.48538977395519e-09	13.1739004819968	bacterial_vs_viral	higher_in_bacterial
NM_001302884	-1.27735500860104	4.1204248030705	-6.65142796089666	2.03964094216506e-10	4.55254232169185e-09	13.1583427048809	bacterial_vs_viral	higher_in_viral
NM_012284	1.44120376453336	1.39250484737158	6.64807882764458	2.0790294688519e-10	4.63528543451162e-09	13.1397176610675	bacterial_vs_viral	higher_in_bacterial
NM_001199629	1.11964663983921	1.63272707140064	6.64677874045928	2.09452021163623e-10	4.66462246241792e-09	13.1324893918605	bacterial_vs_viral	higher_in_bacterial
NR_073112	1.12741329429808	6.92167800794892	6.64657826450719	2.09691899015393e-10	4.6647700649709e-09	13.1313748641862	bacterial_vs_viral	higher_in_bacterial
NM_001203246	-1.01828627945218	3.40566935105437	-6.64462612329217	2.12041882278515e-10	4.71180622632001e-09	13.1205233070118	bacterial_vs_viral	higher_in_viral
NM_001278512	2.17818248797967	-2.35589163495837	6.64271690757853	2.14365228089809e-10	4.75814672205115e-09	13.1099124572787	bacterial_vs_viral	higher_in_bacterial
NM_001006	0.923426159951376	7.97394448729889	6.64243621988431	2.14708903463681e-10	4.76049153034386e-09	13.1083526536261	bacterial_vs_viral	higher_in_bacterial
NM_001099660	-2.09840420334582	-1.51839664165051	-6.63605128044257	2.22674606636512e-10	4.93163838108925e-09	13.0728831347942	bacterial_vs_viral	higher_in_viral
NM_181449	-1.05149052710226	7.02622024938066	-6.63430621396423	2.24901799471666e-10	4.9754547429578e-09	13.0631930011426	bacterial_vs_viral	higher_in_viral
NM_003897	0.934440981753567	3.99468171696131	6.63397328030958	2.25329196540621e-10	4.9794017697413e-09	13.061344459396	bacterial_vs_viral	higher_in_bacterial
NM_001354229	-1.00612891062281	0.182445231514436	-6.63337249024412	2.26102470340886e-10	4.99044691857906e-09	13.0580088627262	bacterial_vs_viral	higher_in_viral
NM_005342	1.58618441466827	-0.328673751593612	6.63319758164695	2.26328084161768e-10	4.99044691857906e-09	13.0570378058142	bacterial_vs_viral	higher_in_bacterial
NM_001283042	-1.04320421298878	2.71516666745152	-6.62904579485687	2.31748903308979e-10	5.10434616440119e-09	13.0339930426479	bacterial_vs_viral	higher_in_viral
NM_006375	-1.20168562675687	-0.00878218948868327	-6.62834334689322	2.32678599522487e-10	5.11533519060527e-09	13.0300950300044	bacterial_vs_viral	higher_in_viral
NR_027046	2.30665618916166	-3.27979181357269	6.62828243525901	2.32759389141997e-10	5.11533519060527e-09	13.0297570334079	bacterial_vs_viral	higher_in_bacterial
NM_000130	1.16450560136437	5.42431758303006	6.62717946594952	2.34227082360522e-10	5.14194008795617e-09	13.0236370595726	bacterial_vs_viral	higher_in_bacterial
NR_073111	1.11343941940991	6.9547384407447	6.62657253373705	2.35038587979683e-10	5.15150442870709e-09	13.0202697099429	bacterial_vs_viral	higher_in_bacterial
NM_001100431	2.0683258280094	-0.896395789256107	6.62646852133739	2.35177936067282e-10	5.15150442870709e-09	13.0196926548349	bacterial_vs_viral	higher_in_bacterial
NR_049751	0.973356670591827	4.79773643810858	6.6244644905332	2.37878698842026e-10	5.20200121322102e-09	13.0085756048155	bacterial_vs_viral	higher_in_bacterial
NR_146383	-1.19709035640876	-0.665550462296667	-6.62437245925196	2.38003455677645e-10	5.20200121322102e-09	13.0080651305127	bacterial_vs_viral	higher_in_viral
NM_001321704	0.917981723082076	6.97848751711719	6.62251523335484	2.40534885071138e-10	5.25159079316342e-09	12.9977645984786	bacterial_vs_viral	higher_in_bacterial
NM_001321702	0.908930584435482	6.94970857073378	6.61887083423948	2.4557942030733e-10	5.3558809451759e-09	12.9775577749257	bacterial_vs_viral	higher_in_bacterial
NM_001348441	2.11748909972508	-3.65665340557795	6.61856074541579	2.46013411129372e-10	5.35950131718552e-09	12.9758387985572	bacterial_vs_viral	higher_in_bacterial
NM_001363969	-1.34248613594644	3.1767507098194	-6.61701717802622	2.48184982039798e-10	5.40092650251786e-09	12.9672828538938	bacterial_vs_viral	higher_in_viral
NM_001321740	-1.20748187295976	-1.10717473407523	-6.61092707314148	2.56938190668903e-10	5.5853335599863e-09	12.9335388625986	bacterial_vs_viral	higher_in_viral
NM_001320350	1.0355522080985	2.47164703946322	6.610448735071	2.57638410806617e-10	5.59447402575629e-09	12.9308893887915	bacterial_vs_viral	higher_in_bacterial
NM_001162498	-1.39016300962581	2.64827181189816	-6.60740136290163	2.62143580646584e-10	5.68612740710524e-09	12.9140133227861	bacterial_vs_viral	higher_in_viral
NM_001319941	1.55270198806016	0.720197295792576	6.60682332457742	2.63006834587688e-10	5.69867138127754e-09	12.910812798549	bacterial_vs_viral	higher_in_bacterial
NM_138715	-2.02340485641113	-0.926888479540402	-6.60568308525776	2.64717890415323e-10	5.72574264884642e-09	12.9044999992131	bacterial_vs_viral	higher_in_viral
NR_120535	-1.70805552554399	-0.100874764252431	-6.60560939997702	2.64828838951094e-10	5.72574264884642e-09	12.9040920749861	bacterial_vs_viral	higher_in_viral
NR_160415	-0.994175303681119	-0.14338200974702	-6.60363471949521	2.67819214902242e-10	5.78414306569107e-09	12.8931613326849	bacterial_vs_viral	higher_in_viral
NM_001265591	0.966243559270027	4.83195128273043	6.60188049546319	2.70503560342181e-10	5.83581521389782e-09	12.8834527858993	bacterial_vs_viral	higher_in_bacterial
NM_020801	-1.74820063248403	2.943770679894	-6.59795866547639	2.76600822425375e-10	5.96092656000546e-09	12.8617542456547	bacterial_vs_viral	higher_in_viral
NM_001243235	-1.23066785131614	-2.16555205865589	-6.59509570706012	2.81136952472196e-10	6.05216136974321e-09	12.845919745149	bacterial_vs_viral	higher_in_viral
NM_020830	-1.3547544871673	4.47296111186415	-6.59387468534911	2.83093730806666e-10	6.08773281978765e-09	12.8391679245059	bacterial_vs_viral	higher_in_viral
NM_001352560	-1.03710039244129	2.77223317154607	-6.59306797311071	2.84393883922761e-10	6.10912275464157e-09	12.8347075579721	bacterial_vs_viral	higher_in_viral
NM_001008844	-2.06679354248271	-3.34228747036189	-6.59198309069888	2.86151611737857e-10	6.13710264993623e-09	12.8287097574991	bacterial_vs_viral	higher_in_viral
NM_001105551	-1.15611289163034	-0.774046246092178	-6.59188555940314	2.86310154127231e-10	6.13710264993623e-09	12.8281705862416	bacterial_vs_viral	higher_in_viral
NR_037703	1.0662458649254	2.14440928052043	6.58809055558851	2.92546622706429e-10	6.25897076934742e-09	12.8071953274489	bacterial_vs_viral	higher_in_bacterial
NM_001012333	-1.61740263669157	-0.882078520858382	-6.58804546735181	2.92621514542719e-10	6.25897076934742e-09	12.8069461711451	bacterial_vs_viral	higher_in_viral
NR_158157	1.35255667740414	1.03889809052367	6.58464493823045	2.9832444457917e-10	6.37413522130216e-09	12.7881583039584	bacterial_vs_viral	higher_in_bacterial
NM_001168339	-1.46948126303302	-1.23683184226628	-6.58312831110802	3.00903023684776e-10	6.42236880541284e-09	12.779781102849	bacterial_vs_viral	higher_in_viral
NM_001349921	0.961545224886126	6.21759048144573	6.5787438477348	3.08481332110754e-10	6.57709825254048e-09	12.7555706217136	bacterial_vs_viral	higher_in_bacterial
NR_026676	1.47368943175288	-0.98033747187833	6.57473039712196	3.15582604232859e-10	6.72133812785192e-09	12.7334185047562	bacterial_vs_viral	higher_in_bacterial
NM_003597	-1.23241958075992	0.781528816412541	-6.5740237690081	3.16849413895487e-10	6.74113981754877e-09	12.7295192506814	bacterial_vs_viral	higher_in_viral
NM_139246	-1.39324740036407	1.32471417785003	-6.57367190095116	3.17482088749144e-10	6.74742220286305e-09	12.7275777098464	bacterial_vs_viral	higher_in_viral
NR_146295	1.01572722141728	-0.246190657656778	6.56404739257743	3.35276979554693e-10	7.1180512888687e-09	12.6744991116745	bacterial_vs_viral	higher_in_bacterial
NM_152574	-1.46282454280151	-1.1721620395416	-6.55966920230762	3.43692766967522e-10	7.28898371854027e-09	12.6503712882662	bacterial_vs_viral	higher_in_viral
NM_001319244	1.04666342729392	-0.338540523473107	6.55942174701763	3.44174575223761e-10	7.29146962913135e-09	12.6490079134078	bacterial_vs_viral	higher_in_bacterial
NM_001321706	0.897001533060655	6.51167418116865	6.55647648416573	3.49960361146905e-10	7.40619816145709e-09	12.6327834591688	bacterial_vs_viral	higher_in_bacterial
NM_021813	-1.41847941285245	1.20666238034952	-6.55034222802692	3.62319224787885e-10	7.65964289274091e-09	12.5990079745339	bacterial_vs_viral	higher_in_viral
NR_138071	-1.6955110348422	2.72000007725061	-6.54989021171694	3.6324669311188e-10	7.6711410935e-09	12.5965200112932	bacterial_vs_viral	higher_in_viral
NM_001277946	-1.15728130316332	-1.04657866310997	-6.54286637743525	3.77961863829666e-10	7.97348028979903e-09	12.5578749630809	bacterial_vs_viral	higher_in_viral
NM_001330741	1.41884153694947	1.47584317412299	6.53893386867492	3.86454723081482e-10	8.12591079308522e-09	12.5362507906663	bacterial_vs_viral	higher_in_bacterial
NM_001193361	-1.22153495186787	-1.69566261652185	-6.53880167400447	3.86743451291011e-10	8.12591079308522e-09	12.5355240307333	bacterial_vs_viral	higher_in_viral
NM_020184	-1.11218374429128	1.99076550352632	-6.53880083543646	3.86745283495267e-10	8.12591079308522e-09	12.5355194206128	bacterial_vs_viral	higher_in_viral
NM_001321701	0.909064047151822	7.01221761042097	6.53876998535812	3.86812694385576e-10	8.12591079308522e-09	12.5353498191708	bacterial_vs_viral	higher_in_bacterial
NM_002038	-2.39629405266998	7.09601344064065	-6.54174710572591	3.9202185593735e-10	8.22669999673773e-09	12.52434489465	bacterial_vs_viral	higher_in_viral
NR_138575	-1.26970331762703	0.472319583136669	-6.5303042202288	4.05754321776767e-10	8.50595459246704e-09	12.4888292126934	bacterial_vs_viral	higher_in_viral
NM_001331164	-1.2725849340449	0.425541453469946	-6.52821536080518	4.10566426490056e-10	8.59781985693679e-09	12.4773570058193	bacterial_vs_viral	higher_in_viral
NM_001314030	1.42488564037085	1.35427173324242	6.52619810706887	4.15266769353737e-10	8.68715493755794e-09	12.4662804619531	bacterial_vs_viral	higher_in_bacterial
NM_001170794	-1.4089011599967	1.20461107715757	-6.52456774719706	4.19104214208601e-10	8.75827082545226e-09	12.4573300368638	bacterial_vs_viral	higher_in_viral
NR_160400	0.999982729394337	1.61660871080668	6.5233886630923	4.21901158118571e-10	8.80751697412662e-09	12.4508580059477	bacterial_vs_viral	higher_in_bacterial
NM_001322332	1.55019778683129	-1.40030148240404	6.51934477608374	4.31633790584662e-10	9.00129737007577e-09	12.428667099548	bacterial_vs_viral	higher_in_bacterial
NR_037702	1.04445548436765	2.19386824865319	6.51759764994022	4.3590660409266e-10	9.08093351588448e-09	12.4190826448954	bacterial_vs_viral	higher_in_bacterial
NM_020856	1.22927766381726	2.66450301860621	6.51505601242163	4.42196774635849e-10	9.20238636414396e-09	12.4051427893654	bacterial_vs_viral	higher_in_bacterial
NM_001130048	-1.21390286682656	-2.03307330077223	-6.51428058334446	4.44133534159094e-10	9.23308373144254e-09	12.4008906201908	bacterial_vs_viral	higher_in_viral
NR_105014	-0.924805712735838	2.45095273205131	-6.51103044268582	4.52342341347471e-10	9.39397142742271e-09	12.3830718357958	bacterial_vs_viral	higher_in_viral
NM_001354009	1.66960328472198	-2.40465443053734	6.50107482689292	4.7842552288841e-10	9.92534443178974e-09	12.3285286991053	bacterial_vs_viral	higher_in_bacterial
NM_001318045	1.54584674657902	4.86672816114518	6.50083689384776	4.79066633771469e-10	9.92834570859647e-09	12.3272258569017	bacterial_vs_viral	higher_in_bacterial
NM_178329	-1.24833844144044	1.84000605618752	-6.49807347879473	4.86574753075344e-10	1.00735077502627e-08	12.3120967277505	bacterial_vs_viral	higher_in_viral
NM_022872	-2.35278149730816	6.87085131193223	-6.50267852665673	4.87411028746701e-10	1.00803858985577e-08	12.3122890693912	bacterial_vs_viral	higher_in_viral
NM_001329672	-1.69526576297866	2.86506627508073	-6.4968913204499	4.89821828313586e-10	1.01197796946729e-08	12.3056260108812	bacterial_vs_viral	higher_in_viral
NM_015295	-0.999194623928276	7.36896272603346	-6.49532361695203	4.9416073877749e-10	1.01988860833963e-08	12.2970462106989	bacterial_vs_viral	higher_in_viral
NM_006353	-0.995175704376658	5.60149906166523	-6.49280669236757	5.01205871945648e-10	1.03336249825165e-08	12.2832744621762	bacterial_vs_viral	higher_in_viral
NM_183237	1.06715955873133	2.29297293149969	6.48934640112953	5.1105285917096e-10	1.05257941612359e-08	12.2643469579866	bacterial_vs_viral	higher_in_bacterial
NM_001348017	-1.13590780413851	-0.886288706098783	-6.48230651630351	5.31676447775534e-10	1.09392976122046e-08	12.225860918047	bacterial_vs_viral	higher_in_viral
NM_000311	-1.33243294416969	1.23790511440405	-6.48119596163296	5.350036439371e-10	1.0989735659235e-08	12.2197923145916	bacterial_vs_viral	higher_in_viral
NM_000901	-1.63331519895615	-2.1061639594019	-6.48112169004521	5.3522688794914e-10	1.0989735659235e-08	12.2193864846811	bacterial_vs_viral	higher_in_viral
NM_001143917	-1.30218628099384	3.09701991687556	-6.47832064352746	5.43713329990975e-10	1.11525362938354e-08	12.2040835412553	bacterial_vs_viral	higher_in_viral
NR_138072	-1.74139385742477	2.86475356507855	-6.47748208434567	5.46279549840782e-10	1.11936933578543e-08	12.1995031358577	bacterial_vs_viral	higher_in_viral
NR_121582	1.38206451004486	1.68217673505382	6.47723559674722	5.47036128555396e-10	1.11977231678397e-08	12.1981568413097	bacterial_vs_viral	higher_in_bacterial
NR_156466	-1.85314971834519	-1.62847751951577	-6.47703276864856	5.47659468774372e-10	1.11990201595283e-08	12.197049037887	bacterial_vs_viral	higher_in_viral
NM_001354247	-1.08591262517923	0.519727752057107	-6.47518315011746	5.53376076389321e-10	1.13043597055261e-08	12.1869479279898	bacterial_vs_viral	higher_in_viral
NM_001099639	-1.33962406111387	1.17534029828745	-6.47239072244176	5.62117805804442e-10	1.14712183655949e-08	12.171701748359	bacterial_vs_viral	higher_in_viral
NM_002201	-0.931639866308119	5.75890978514199	-6.46465130150645	5.87061120006443e-10	1.19680278685105e-08	12.1294696501757	bacterial_vs_viral	higher_in_viral
NR_103999	-1.1762163184293	-1.04411462059308	-6.46400969572756	5.8917707004114e-10	1.19989330180782e-08	12.1259701393016	bacterial_vs_viral	higher_in_viral
NM_005409	-2.16642558560721	-3.76226466046577	-6.46283301191514	5.93077131685674e-10	1.20660727940812e-08	12.1195527779285	bacterial_vs_viral	higher_in_viral
NM_001164496	-1.45849889223505	0.457456793071905	-6.46259304838587	5.93875585645054e-10	1.20700384525563e-08	12.1182441718136	bacterial_vs_viral	higher_in_viral
NR_045998	1.39554267915082	4.79060446522682	6.46190730605238	5.96163145518299e-10	1.21042302002238e-08	12.1145047617726	bacterial_vs_viral	higher_in_bacterial
NM_001272109	1.24739044388216	-1.07952175008685	6.46035139018242	6.01385643286839e-10	1.21978818256526e-08	12.1060212438642	bacterial_vs_viral	higher_in_bacterial
NM_001349922	0.917742208136345	6.11315234450251	6.45848222161487	6.07719012279422e-10	1.23138526105128e-08	12.0958316127346	bacterial_vs_viral	higher_in_bacterial
