feature_id	SYMBOL	ENTREZID	ENSEMBL	GENENAME	mapped_any	mapped_symbol	mapped_entrez	mapped_ensembl
NM_001025239	TSPAN4	7106	ENSG00000214063	tetraspanin 4	TRUE	TRUE	TRUE	TRUE
NM_001025247	TAF5L	27097	ENSG00000135801	TATA-box binding protein associated factor 5 like	TRUE	TRUE	TRUE	TRUE
NM_001025248	DUT	1854	ENSG00000128951	deoxyuridine triphosphatase	TRUE	TRUE	TRUE	TRUE
NM_001025249	DUT	1854	ENSG00000128951	deoxyuridine triphosphatase	TRUE	TRUE	TRUE	TRUE
NM_001025252	TPD52	7163	ENSG00000076554	tumor protein D52	TRUE	TRUE	TRUE	TRUE
NM_001025253	TPD52	7163	ENSG00000076554	tumor protein D52	TRUE	TRUE	TRUE	TRUE
NM_001025265	CXorf65	158830	ENSG00000204165	chromosome X open reading frame 65	TRUE	TRUE	TRUE	TRUE
NM_001025266	C3orf70	285382	ENSG00000187068	chromosome 3 open reading frame 70	TRUE	TRUE	TRUE	TRUE
NM_001025300	RAB12	201475	ENSG00000206418	RAB12, member RAS oncogene family	TRUE	TRUE	TRUE	TRUE
NM_001025356	ANO6	196527	ENSG00000177119	anoctamin 6	TRUE	TRUE	TRUE	TRUE
NM_001025357	AARD	441376	ENSG00000205002	alanine and arginine rich domain containing protein	TRUE	TRUE	TRUE	TRUE
NM_001025389	AMPD3	272	ENSG00000133805	adenosine monophosphate deaminase 3	TRUE	TRUE	TRUE	TRUE
NM_001025390	AMPD3	272	ENSG00000133805	adenosine monophosphate deaminase 3	TRUE	TRUE	TRUE	TRUE
NM_001025433	NQO1	1728	ENSG00000181019	NAD(P)H quinone dehydrogenase 1	TRUE	TRUE	TRUE	TRUE
NM_001025434	NQO1	1728	ENSG00000181019	NAD(P)H quinone dehydrogenase 1	TRUE	TRUE	TRUE	TRUE
NM_001025436	SPAG16	79582	ENSG00000144451	sperm associated antigen 16	TRUE	TRUE	TRUE	TRUE
NM_001025580	AMMECR1	9949	ENSG00000101935	AMMECR nuclear protein 1	TRUE	TRUE	TRUE	TRUE
NM_001025593	ARFIP1	27236	ENSG00000164144	ADP ribosylation factor interacting protein 1	TRUE	TRUE	TRUE	TRUE
NM_001025595	ARFIP1	27236	ENSG00000164144	ADP ribosylation factor interacting protein 1	TRUE	TRUE	TRUE	TRUE
NM_001025616	ARHGAP24	83478	ENSG00000138639	Rho GTPase activating protein 24	TRUE	TRUE	TRUE	TRUE
NM_001026	RPS24	6229	ENSG00000138326	ribosomal protein S24	TRUE	TRUE	TRUE	TRUE
NM_001029	RPS26	6231	ENSG00000197728	ribosomal protein S26	TRUE	TRUE	TRUE	TRUE
NM_001029839	TCAIM	285343	ENSG00000179152	T cell activation inhibitor, mitochondrial	TRUE	TRUE	TRUE	TRUE
NM_001029840	TCAIM	285343	ENSG00000179152	T cell activation inhibitor, mitochondrial	TRUE	TRUE	TRUE	TRUE
NM_001029858	SLC35F1	222553	ENSG00000196376	solute carrier family 35 member F1	TRUE	TRUE	TRUE	TRUE
NM_001029863	C6orf120	387263	ENSG00000185127	chromosome 6 open reading frame 120	TRUE	TRUE	TRUE	TRUE
NM_001029880	SFMBT2	57713	ENSG00000198879	Scm like with four mbt domains 2	TRUE	TRUE	TRUE	TRUE
NM_001029882	AHDC1	27245	ENSG00000126705	AT-hook DNA binding motif containing 1	TRUE	TRUE	TRUE	TRUE
NM_001029955	DCAF4L1	285429	ENSG00000182308	DDB1 and CUL4 associated factor 4 like 1	TRUE	TRUE	TRUE	TRUE
NM_001029976	ZNF16	7564	ENSG00000170631	zinc finger protein 16	TRUE	TRUE	TRUE	TRUE
NM_001029989	PCLAF	9768	ENSG00000166803	PCNA clamp associated factor	TRUE	TRUE	TRUE	TRUE
NM_001029997	ZNF181	339318	ENSG00000197841	zinc finger protein 181	TRUE	TRUE	TRUE	TRUE
NM_001029998	SLC10A7	84068	ENSG00000120519	solute carrier family 10 member 7	TRUE	TRUE	TRUE	TRUE
NM_001030	RPS27	6232	ENSG00000177954	ribosomal protein S27	TRUE	TRUE	TRUE	TRUE
NM_001030001	RPS29	6235	ENSG00000213741	ribosomal protein S29	TRUE	TRUE	TRUE	TRUE
NM_001030007	AP1G1	164	ENSG00000166747	adaptor related protein complex 1 subunit gamma 1	TRUE	TRUE	TRUE	TRUE
NM_001030009	RPS15A	6210	ENSG00000134419	ribosomal protein S15a	TRUE	TRUE	TRUE	TRUE
NM_001030055	ARHGAP5	394	ENSG00000100852	Rho GTPase activating protein 5	TRUE	TRUE	TRUE	TRUE
NM_001030060	SAMD5	389432	ENSG00000203727	sterile alpha motif domain containing 5	TRUE	TRUE	TRUE	TRUE
NM_001030287	ATF3	467	ENSG00000162772	activating transcription factor 3	TRUE	TRUE	TRUE	TRUE
NM_001031623	ZNF451	26036	ENSG00000112200	zinc finger protein 451	TRUE	TRUE	TRUE	TRUE
NM_001031665	ZNF816	125893	ENSG00000180257	zinc finger protein 816	TRUE	TRUE	TRUE	TRUE
NM_001031666	MS4A3	932	ENSG00000149516	membrane spanning 4-domains A3	TRUE	TRUE	TRUE	TRUE
NM_001031666	MS4A3	932	ENSG00000284903	membrane spanning 4-domains A3	TRUE	TRUE	TRUE	TRUE
NM_001031672	CYB5RL	606495	ENSG00000215883	cytochrome b5 reductase like	TRUE	TRUE	TRUE	TRUE
NM_001031683	IFIT3	3437	ENSG00000119917	interferon induced protein with tetratricopeptide repeats 3	TRUE	TRUE	TRUE	TRUE
NM_001031685	TP53BP2	7159	ENSG00000143514	tumor protein p53 binding protein 2	TRUE	TRUE	TRUE	TRUE
NM_001031693	ANKRD13C-DT	11147	ENSG00000197568	ANKRD13C divergent transcript	TRUE	TRUE	TRUE	TRUE
NM_001031694	SCMH1	22955	ENSG00000010803	Scm polycomb group protein homolog 1	TRUE	TRUE	TRUE	TRUE
NM_001031698	PRPF40B	25766	ENSG00000110844	pre-mRNA processing factor 40 homolog B	TRUE	TRUE	TRUE	TRUE
NM_001031700	GASK1B	51313	ENSG00000164125	golgi associated kinase 1B	TRUE	TRUE	TRUE	TRUE
NM_001031701	NT5DC3	51559	ENSG00000111696	5'-nucleotidase domain containing 3	TRUE	TRUE	TRUE	TRUE
NM_001031709	RNLS	55328	ENSG00000184719	renalase, FAD dependent amine oxidase	TRUE	TRUE	TRUE	TRUE
NM_001031716	NABP1	64859	ENSG00000173559	nucleic acid binding protein 1	TRUE	TRUE	TRUE	TRUE
NM_001031719	DHRS12	79758	ENSG00000102796	dehydrogenase/reductase 12	TRUE	TRUE	TRUE	TRUE
NM_001031720	GSTCD	79807	ENSG00000138780	glutathione S-transferase C-terminal domain containing	TRUE	TRUE	TRUE	TRUE
NM_001031721	ZNF613	79898	ENSG00000176024	zinc finger protein 613	TRUE	TRUE	TRUE	TRUE
NM_001031722	ATAT1	79969	ENSG00000137343	alpha tubulin acetyltransferase 1	TRUE	TRUE	TRUE	TRUE
NM_001031722	ATAT1	79969	ENSG00000223752	alpha tubulin acetyltransferase 1	TRUE	TRUE	TRUE	TRUE
NM_001031722	ATAT1	79969	ENSG00000235658	alpha tubulin acetyltransferase 1	TRUE	TRUE	TRUE	TRUE
NM_001031722	ATAT1	79969	ENSG00000229061	alpha tubulin acetyltransferase 1	TRUE	TRUE	TRUE	TRUE
NM_001031722	ATAT1	79969	ENSG00000231257	alpha tubulin acetyltransferase 1	TRUE	TRUE	TRUE	TRUE
NM_001031722	ATAT1	79969	ENSG00000234549	alpha tubulin acetyltransferase 1	TRUE	TRUE	TRUE	TRUE
NM_001031722	ATAT1	79969	ENSG00000206488	alpha tubulin acetyltransferase 1	TRUE	TRUE	TRUE	TRUE
NM_001031723	DNAJB14	79982	ENSG00000164031	DnaJ heat shock protein family (Hsp40) member B14	TRUE	TRUE	TRUE	TRUE
NM_001031725	DDX59	83479	ENSG00000118197	DEAD-box helicase 59	TRUE	TRUE	TRUE	TRUE
NM_001031734	FDX2	112812	ENSG00000267673	ferredoxin 2	TRUE	TRUE	TRUE	TRUE
NM_001031735	IZUMO4	113177	ENSG00000099840	IZUMO family member 4	TRUE	TRUE	TRUE	TRUE
NM_001031737	CCDC78	124093	ENSG00000162004	coiled-coil domain containing 78	TRUE	TRUE	TRUE	TRUE
NM_001031738	TMEM150A	129303	ENSG00000168890	transmembrane protein 150A	TRUE	TRUE	TRUE	TRUE
NM_001031801	LIMK2	3985	ENSG00000182541	LIM domain kinase 2	TRUE	TRUE	TRUE	TRUE
NM_001031803	LLGL2	3993	ENSG00000073350	LLGL scribble cell polarity complex component 2	TRUE	TRUE	TRUE	TRUE
NM_001031804	MAF	4094	ENSG00000178573	MAF bZIP transcription factor	TRUE	TRUE	TRUE	TRUE
NM_001031809	MS4A3	932	ENSG00000149516	membrane spanning 4-domains A3	TRUE	TRUE	TRUE	TRUE
NM_001031809	MS4A3	932	ENSG00000284903	membrane spanning 4-domains A3	TRUE	TRUE	TRUE	TRUE
NM_001031812	CSNK1G3	1456	ENSG00000151292	casein kinase 1 gamma 3	TRUE	TRUE	TRUE	TRUE
NM_001031847	CPT1A	1374	ENSG00000110090	carnitine palmitoyltransferase 1A	TRUE	TRUE	TRUE	TRUE
NM_001031848	SERPINB8	5271	ENSG00000166401	serpin family B member 8	TRUE	TRUE	TRUE	TRUE
NM_001031855	LONRF3	79836	ENSG00000175556	LON peptidase N-terminal domain and ring finger 3	TRUE	TRUE	TRUE	TRUE
NM_001032	RPS29	6235	ENSG00000213741	ribosomal protein S29	TRUE	TRUE	TRUE	TRUE
NM_001032221	STXBP1	6812	ENSG00000136854	syntaxin binding protein 1	TRUE	TRUE	TRUE	TRUE
NM_001032282	KLF10	7071	ENSG00000155090	KLF transcription factor 10	TRUE	TRUE	TRUE	TRUE
NM_001032283	TMPO	7112	ENSG00000120802	thymopoietin	TRUE	TRUE	TRUE	TRUE
NM_001032284	TMPO	7112	ENSG00000120802	thymopoietin	TRUE	TRUE	TRUE	TRUE
NM_001032287	NR2C1	7181	ENSG00000120798	nuclear receptor subfamily 2 group C member 1	TRUE	TRUE	TRUE	TRUE
NM_001032288	UBE2V1	7335	ENSG00000244687	ubiquitin conjugating enzyme E2 V1	TRUE	TRUE	TRUE	TRUE
NM_001032291	PSRC1	84722	ENSG00000134222	proline and serine rich coiled-coil 1	TRUE	TRUE	TRUE	TRUE
NM_001032292	ZNF174	7727	ENSG00000103343	zinc finger protein 174	TRUE	TRUE	TRUE	TRUE
NM_001032295	SERPING1	710	ENSG00000149131	serpin family G member 1	TRUE	TRUE	TRUE	TRUE
NM_001032392	PLGLB1	5343	ENSG00000183281	plasminogen like B1	TRUE	TRUE	TRUE	TRUE
NM_001032393	HNRNPH2	3188	ENSG00000126945	heterogeneous nuclear ribonucleoprotein H2	TRUE	TRUE	TRUE	TRUE
NM_001032396	PJA1	64219	ENSG00000181191	praja ring finger ubiquitin ligase 1	TRUE	TRUE	TRUE	TRUE
NM_001032409	OAS1	4938	ENSG00000089127	2'-5'-oligoadenylate synthetase 1	TRUE	TRUE	TRUE	TRUE
NM_001032410	USP16	10600	ENSG00000156256	ubiquitin specific peptidase 16	TRUE	TRUE	TRUE	TRUE
NM_001032410	USP16	10600	ENSG00000291527	ubiquitin specific peptidase 16	TRUE	TRUE	TRUE	TRUE
NM_001032730	USP48	84196	ENSG00000090686	ubiquitin specific peptidase 48	TRUE	TRUE	TRUE	TRUE
NM_001032731	OAS2	4939	ENSG00000111335	2'-5'-oligoadenylate synthetase 2	TRUE	TRUE	TRUE	TRUE
NM_001032998	KYNU	8942	ENSG00000115919	kynureninase	TRUE	TRUE	TRUE	TRUE
NM_001033	RRM1	6240	ENSG00000167325	ribonucleotide reductase catalytic subunit M1	TRUE	TRUE	TRUE	TRUE
NM_001033002	RPAIN	84268	ENSG00000129197	RPA interacting protein	TRUE	TRUE	TRUE	TRUE
NM_001033030	FAIM	55179	ENSG00000158234	Fas apoptotic inhibitory molecule	TRUE	TRUE	TRUE	TRUE
NM_001033031	FAIM	55179	ENSG00000158234	Fas apoptotic inhibitory molecule	TRUE	TRUE	TRUE	TRUE
NM_001033032	FAIM	55179	ENSG00000158234	Fas apoptotic inhibitory molecule	TRUE	TRUE	TRUE	TRUE
NM_001033050	MTERF2	80298	ENSG00000120832	mitochondrial transcription termination factor 2	TRUE	TRUE	TRUE	TRUE
NM_001033081	MYCL	4610	ENSG00000116990	MYCL proto-oncogene, bHLH transcription factor	TRUE	TRUE	TRUE	TRUE
NM_001033082	MYCL	4610	ENSG00000116990	MYCL proto-oncogene, bHLH transcription factor	TRUE	TRUE	TRUE	TRUE
NM_001033503	SAR1B	51128	ENSG00000152700	secretion associated Ras related GTPase 1B	TRUE	TRUE	TRUE	TRUE
NM_001033505	CSTF3	1479	ENSG00000176102	cleavage stimulation factor subunit 3	TRUE	TRUE	TRUE	TRUE
NM_001033506	CSTF3	1479	ENSG00000176102	cleavage stimulation factor subunit 3	TRUE	TRUE	TRUE	TRUE
NM_001033557	PPM1B	5495	ENSG00000138032	protein phosphatase, Mg2+/Mn2+ dependent 1B	TRUE	TRUE	TRUE	TRUE
NM_001033560	DNAAF4	161582	ENSG00000256061	dynein axonemal assembly factor 4	TRUE	TRUE	TRUE	TRUE
NM_001033564	FAM229B	619208	ENSG00000203778	family with sequence similarity 229 member B	TRUE	TRUE	TRUE	TRUE
NM_001033566	RHOT1	55288	ENSG00000126858	ras homolog family member T1	TRUE	TRUE	TRUE	TRUE
NM_001033567	RHOT1	55288	ENSG00000126858	ras homolog family member T1	TRUE	TRUE	TRUE	TRUE
NM_001033568	RHOT1	55288	ENSG00000126858	ras homolog family member T1	TRUE	TRUE	TRUE	TRUE
NM_001033575	DUSP28	285193	ENSG00000188542	dual specificity phosphatase 28	TRUE	TRUE	TRUE	TRUE
NM_001033580	MYO19	80179	ENSG00000278259	myosin XIX	TRUE	TRUE	TRUE	TRUE
NM_001033580	MYO19	80179	ENSG00000278372	myosin XIX	TRUE	TRUE	TRUE	TRUE
NM_001033667	LY9	4063	ENSG00000122224	lymphocyte antigen 9	TRUE	TRUE	TRUE	TRUE
NM_001033719	ZNF404	342908	ENSG00000176222	zinc finger protein 404	TRUE	TRUE	TRUE	TRUE
NM_001033873	SMAGP	57228	ENSG00000170545	small cell adhesion glycoprotein	TRUE	TRUE	TRUE	TRUE
NM_001033925	TIAL1	7073	ENSG00000151923	TIA1 cytotoxic granule associated RNA binding protein like 1	TRUE	TRUE	TRUE	TRUE
NM_001033930	UBA52	7311	ENSG00000221983	ubiquitin A-52 residue ribosomal protein fusion product 1	TRUE	TRUE	TRUE	TRUE
NM_001034	RRM2	6241	ENSG00000171848	ribonucleotide reductase regulatory subunit M2	TRUE	TRUE	TRUE	TRUE
NM_001034077	H4C15	554313	ENSG00000270276	H4 clustered histone 15	TRUE	TRUE	TRUE	TRUE
NM_001034173	ALDH1L2	160428	ENSG00000136010	aldehyde dehydrogenase 1 family member L2	TRUE	TRUE	TRUE	TRUE
NM_001034194	EXOSC9	5393	ENSG00000123737	exosome component 9	TRUE	TRUE	TRUE	TRUE
NM_001034850	RETREG1	54463	ENSG00000154153	reticulophagy regulator 1	TRUE	TRUE	TRUE	TRUE
NM_001034853	RPGR	6103	ENSG00000156313	retinitis pigmentosa GTPase regulator	TRUE	TRUE	TRUE	TRUE
NM_001035005	C18orf32	497661	ENSG00000177576	chromosome 18 open reading frame 32	TRUE	TRUE	TRUE	TRUE
NM_001035006	RPL17	6139	ENSG00000265681	ribosomal protein L17	TRUE	TRUE	TRUE	TRUE
NM_001035223	RGL3	57139	ENSG00000205517	ral guanine nucleotide dissociation stimulator like 3	TRUE	TRUE	TRUE	TRUE
NM_001035230	RABGAP1L	9910	ENSG00000152061	RAB GTPase activating protein 1 like	TRUE	TRUE	TRUE	TRUE
NM_001035254	EEIG1	399665	ENSG00000167106	estrogen-induced osteoclastogenesis regulator 1	TRUE	TRUE	TRUE	TRUE
NM_001035256	POMC	5443	ENSG00000115138	proopiomelanocortin	TRUE	TRUE	TRUE	TRUE
NM_001035505	BOLA3	388962	ENSG00000163170	bolA family member 3	TRUE	TRUE	TRUE	TRUE
NM_001037	SCN1B	6324	ENSG00000105711	sodium voltage-gated channel beta subunit 1	TRUE	TRUE	TRUE	TRUE
NM_001037125	UNKL	64718	ENSG00000059145	unk like zinc finger	TRUE	TRUE	TRUE	TRUE
NM_001037126	EXOC4	60412	ENSG00000131558	exocyst complex component 4	TRUE	TRUE	TRUE	TRUE
NM_001037131	AGAP1	116987	ENSG00000157985	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	TRUE	TRUE	TRUE	TRUE
NM_001037161	ACOT1	641371	ENSG00000184227	acyl-CoA thioesterase 1	TRUE	TRUE	TRUE	TRUE
NM_001037163	FAM220A	84792	ENSG00000178397	family with sequence similarity 220 member A	TRUE	TRUE	TRUE	TRUE
NM_001037164	ARL4A	10124	ENSG00000122644	ADP ribosylation factor like GTPase 4A	TRUE	TRUE	TRUE	TRUE
NM_001037165	FOXK1	221937	ENSG00000164916	forkhead box K1	TRUE	TRUE	TRUE	TRUE
NM_001037172	PXYLP1	92370	ENSG00000155893	2-phosphoxylose phosphatase 1	TRUE	TRUE	TRUE	TRUE
NM_001037174	ARL5A	26225	ENSG00000162980	ADP ribosylation factor like GTPase 5A	TRUE	TRUE	TRUE	TRUE
NM_001037281	PARD6A	50855	ENSG00000102981	par-6 family cell polarity regulator alpha	TRUE	TRUE	TRUE	TRUE
NM_001037288	CMTM5	116173	ENSG00000166091	CKLF like MARVEL transmembrane domain containing 5	TRUE	TRUE	TRUE	TRUE
NM_001037329	CNGA4	1262	ENSG00000132259	cyclic nucleotide gated channel subunit alpha 4	TRUE	TRUE	TRUE	TRUE
NM_001037335	HELZ2	85441	ENSG00000130589	helicase with zinc finger 2	TRUE	TRUE	TRUE	TRUE
NM_001037339	PDE4B	5142	ENSG00000184588	phosphodiesterase 4B	TRUE	TRUE	TRUE	TRUE
NM_001037340	PDE4B	5142	ENSG00000184588	phosphodiesterase 4B	TRUE	TRUE	TRUE	TRUE
NM_001037341	PDE4B	5142	ENSG00000184588	phosphodiesterase 4B	TRUE	TRUE	TRUE	TRUE
NM_001037442	RUFY3	22902	ENSG00000018189	RUN and FYVE domain containing 3	TRUE	TRUE	TRUE	TRUE
NM_001037535	SCML1	6322	ENSG00000047634	Scm polycomb group protein like 1	TRUE	TRUE	TRUE	TRUE
NM_001037536	SCML1	6322	ENSG00000047634	Scm polycomb group protein like 1	TRUE	TRUE	TRUE	TRUE
NM_001037537	PHYH	5264	ENSG00000107537	phytanoyl-CoA 2-hydroxylase	TRUE	TRUE	TRUE	TRUE
NM_001037540	SCML1	6322	ENSG00000047634	Scm polycomb group protein like 1	TRUE	TRUE	TRUE	TRUE
NM_001037582	SCD5	79966	ENSG00000145284	stearoyl-CoA desaturase 5	TRUE	TRUE	TRUE	TRUE
NM_001037631	CTLA4	1493	ENSG00000163599	cytotoxic T-lymphocyte associated protein 4	TRUE	TRUE	TRUE	TRUE
NM_001037666	CASTOR1	652968	ENSG00000239282	cytosolic arginine sensor for mTORC1 subunit 1	TRUE	TRUE	TRUE	TRUE
NM_001037813	ZNF284	342909	ENSG00000186026	zinc finger protein 284	TRUE	TRUE	TRUE	TRUE
NM_001037872	REV1	51455	ENSG00000135945	REV1 DNA directed polymerase	TRUE	TRUE	TRUE	TRUE
NM_001037967	ALAS2	212	ENSG00000158578	5'-aminolevulinate synthase 2	TRUE	TRUE	TRUE	TRUE
NM_001037968	ALAS2	212	ENSG00000158578	5'-aminolevulinate synthase 2	TRUE	TRUE	TRUE	TRUE
NM_001038702	CDC42SE2	56990	ENSG00000158985	CDC42 small effector 2	TRUE	TRUE	TRUE	TRUE
NM_001038707	CDC42SE1	56882	ENSG00000197622	CDC42 small effector 1	TRUE	TRUE	TRUE	TRUE
NM_001039083	ARL17B	100506084	ENSG00000228696	ADP ribosylation factor like GTPase 17B	TRUE	TRUE	TRUE	TRUE
NM_001039083	ARL17B	100506084	ENSG00000275748	ADP ribosylation factor like GTPase 17B	TRUE	TRUE	TRUE	TRUE
NM_001039083	ARL17B	100506084	ENSG00000276276	ADP ribosylation factor like GTPase 17B	TRUE	TRUE	TRUE	TRUE
NM_001039083	ARL17B	100506084	ENSG00000185829	ADP ribosylation factor like GTPase 17B	TRUE	TRUE	TRUE	TRUE
NM_001039091	PRPS2	5634	ENSG00000101911	phosphoribosyl pyrophosphate synthetase 2	TRUE	TRUE	TRUE	TRUE
NM_001039130	ALOX15B	247	ENSG00000179593	arachidonate 15-lipoxygenase type B	TRUE	TRUE	TRUE	TRUE
NM_001039131	ALOX15B	247	ENSG00000179593	arachidonate 15-lipoxygenase type B	TRUE	TRUE	TRUE	TRUE
NM_001039132	ICAM4	3386	ENSG00000105371	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	TRUE	TRUE	TRUE	TRUE
NM_001039178	ATP5MF	9551	ENSG00000241468	ATP synthase membrane subunit f	TRUE	TRUE	TRUE	TRUE
NM_001039211	ATAD3C	219293	ENSG00000215915	ATPase family AAA domain containing 3C	TRUE	TRUE	TRUE	TRUE
NM_001039380	ZNF22-AS1	220979	ENSG00000165511	ZNF22 antisense RNA 1	TRUE	TRUE	TRUE	TRUE
NM_001039459	ELMO1	9844	ENSG00000155849	engulfment and cell motility 1	TRUE	TRUE	TRUE	TRUE
NM_001039476	NPRL3	8131	ENSG00000103148	NPR3 like, GATOR1 complex subunit	TRUE	TRUE	TRUE	TRUE
NM_001039481	ETNK1	55500	ENSG00000139163	ethanolamine kinase 1	TRUE	TRUE	TRUE	TRUE
NM_001039503	PRSS53	339105	ENSG00000151006	serine protease 53	TRUE	TRUE	TRUE	TRUE
NM_001039508	SIRPG	55423	ENSG00000089012	signal regulatory protein gamma	TRUE	TRUE	TRUE	TRUE
NM_001039535	SKA1	220134	ENSG00000154839	spindle and kinetochore associated complex subunit 1	TRUE	TRUE	TRUE	TRUE
NM_001039535	SKA1	220134	ENSG00000262634	spindle and kinetochore associated complex subunit 1	TRUE	TRUE	TRUE	TRUE
NM_001039547	GK5	256356	ENSG00000175066	glycerol kinase 5	TRUE	TRUE	TRUE	TRUE
NM_001039548	KLHL35	283212	ENSG00000149243	kelch like family member 35	TRUE	TRUE	TRUE	TRUE
NM_001039570	KREMEN1	83999	ENSG00000183762	kringle containing transmembrane protein 1	TRUE	TRUE	TRUE	TRUE
NM_001039574	KCNC4	3749	ENSG00000116396	potassium voltage-gated channel subfamily C member 4	TRUE	TRUE	TRUE	TRUE
NM_001039577	CCNL2	81669	ENSG00000221978	cyclin L2	TRUE	TRUE	TRUE	TRUE
NM_001039580	MAP9	79884	ENSG00000164114	microtubule associated protein 9	TRUE	TRUE	TRUE	TRUE
NM_001039614	INSYN1	388135	ENSG00000205363	inhibitory synaptic factor 1	TRUE	TRUE	TRUE	TRUE
NM_001039617	ZDHHC19	131540	ENSG00000163958	zinc finger DHHC-type palmitoyltransferase 19	TRUE	TRUE	TRUE	TRUE
NM_001039618	CREBZF	58487	ENSG00000137504	CREB/ATF bZIP transcription factor	TRUE	TRUE	TRUE	TRUE
NM_001039649	ZMYM5	9205	ENSG00000132950	zinc finger MYM-type containing 5	TRUE	TRUE	TRUE	TRUE
NM_001039650	ZMYM5	9205	ENSG00000132950	zinc finger MYM-type containing 5	TRUE	TRUE	TRUE	TRUE
NM_001039651	SAPCD1	401251	ENSG00000228727	suppressor APC domain containing 1	TRUE	TRUE	TRUE	TRUE
NM_001039651	SAPCD1	401251	ENSG00000229176	suppressor APC domain containing 1	TRUE	TRUE	TRUE	TRUE
NM_001039651	SAPCD1	401251	ENSG00000227861	suppressor APC domain containing 1	TRUE	TRUE	TRUE	TRUE
NM_001039651	SAPCD1	401251	ENSG00000227074	suppressor APC domain containing 1	TRUE	TRUE	TRUE	TRUE
NM_001039651	SAPCD1	401251	ENSG00000234951	suppressor APC domain containing 1	TRUE	TRUE	TRUE	TRUE
NM_001039651	SAPCD1	401251	ENSG00000237918	suppressor APC domain containing 1	TRUE	TRUE	TRUE	TRUE
NM_001039656	TESMIN	9633	ENSG00000132749	testis expressed metallothionein like protein	TRUE	TRUE	TRUE	TRUE
NM_001039661	TIRAP	114609	ENSG00000150455	TIR domain containing adaptor protein	TRUE	TRUE	TRUE	TRUE
NM_001039664	TNFRSF25	8718	ENSG00000215788	TNF receptor superfamily member 25	TRUE	TRUE	TRUE	TRUE
NM_001039702	OLAH	55301	ENSG00000152463	oleoyl-ACP hydrolase	TRUE	TRUE	TRUE	TRUE
NM_001039711	DEDD	9191	ENSG00000158796	death effector domain containing	TRUE	TRUE	TRUE	TRUE
NM_001039712	DEDD	9191	ENSG00000158796	death effector domain containing	TRUE	TRUE	TRUE	TRUE
NM_001039753	EML6	400954	ENSG00000214595	EMAP like 6	TRUE	TRUE	TRUE	TRUE
NM_001039770	TMPPE	643853	ENSG00000188167	transmembrane protein with metallophosphoesterase domain	TRUE	TRUE	TRUE	TRUE
NM_001039771	CBLN3	643866	ENSG00000139899	cerebellin 3 precursor	TRUE	TRUE	TRUE	TRUE
NM_001039775	CRYBG2	55057	ENSG00000176092	crystallin beta-gamma domain containing 2	TRUE	TRUE	TRUE	TRUE
NM_001039802	CDC42	998	ENSG00000070831	cell division cycle 42	TRUE	TRUE	TRUE	TRUE
NM_001039840	CHIC1	53344	ENSG00000204116	cysteine rich hydrophobic domain 1	TRUE	TRUE	TRUE	TRUE
NM_001039844	ACBD7	414149	ENSG00000176244	acyl-CoA binding domain containing 7	TRUE	TRUE	TRUE	TRUE
NM_001039846	IZUMO4	113177	ENSG00000099840	IZUMO family member 4	TRUE	TRUE	TRUE	TRUE
NM_001039886	ZNF808	388558	ENSG00000198482	zinc finger protein 808	TRUE	TRUE	TRUE	TRUE
NM_001039887	PROSER3	148137	ENSG00000167595	proline and serine rich 3	TRUE	TRUE	TRUE	TRUE
NM_001039888	ANKRD34A	284615	ENSG00000272031	ankyrin repeat domain 34A	TRUE	TRUE	TRUE	TRUE
NM_001039891	ZNF674	641339	ENSG00000251192	zinc finger protein 674	TRUE	TRUE	TRUE	TRUE
NM_001039937	INTS6	26512	ENSG00000102786	integrator complex subunit 6	TRUE	TRUE	TRUE	TRUE
NM_001039938	INTS6	26512	ENSG00000102786	integrator complex subunit 6	TRUE	TRUE	TRUE	TRUE
NM_001039966	GPER1	2852	ENSG00000164850	G protein-coupled estrogen receptor 1	TRUE	TRUE	TRUE	TRUE
NM_001039999	FAM83G	644815	ENSG00000188522	family with sequence similarity 83 member G	TRUE	TRUE	TRUE	TRUE
NM_001040002	MEOX1	4222	ENSG00000005102	mesenchyme homeobox 1	TRUE	TRUE	TRUE	TRUE
NM_001040006	TCERG1	10915	ENSG00000113649	transcription elongation regulator 1	TRUE	TRUE	TRUE	TRUE
NM_001040011	SWI5	375757	ENSG00000175854	SWI5 homologous recombination repair protein	TRUE	TRUE	TRUE	TRUE
NM_001040020	FAM3C	10447	ENSG00000196937	FAM3 metabolism regulating signaling molecule C	TRUE	TRUE	TRUE	TRUE
NM_001040057	FAM133B	257415	ENSG00000234545	family with sequence similarity 133 member B	TRUE	TRUE	TRUE	TRUE
NM_001040058	SPP1	6696	ENSG00000118785	secreted phosphoprotein 1	TRUE	TRUE	TRUE	TRUE
NM_001040061	FOXL2NB	401089	ENSG00000206262	FOXL2 neighbor	TRUE	TRUE	TRUE	TRUE
NM_001040078	LGALS9C	654346	ENSG00000171916	galectin 9C	TRUE	TRUE	TRUE	TRUE
NM_001040078	LGALS9C	654346	ENSG00000284021	galectin 9C	TRUE	TRUE	TRUE	TRUE
NM_001040101	NSG1	27065	ENSG00000168824	neuronal vesicle trafficking associated 1	TRUE	TRUE	TRUE	TRUE
