source_feature_set	ENTREZID	SYMBOL	ENSEMBL	GENENAME	selected_refseq_feature_id	n_refseq_features_for_entrez_in_input	pooled_rank	pooled_logFC	pooled_P.Value	pooled_adj.P.Val	Sri_Lanka_logFC	Sri_Lanka_adj.P.Val	United_States_logFC	United_States_adj.P.Val	all_three_concordant	stability_tier	recommended_use
site_aware_eligible_bacterial_higher	5004	ORM1	ENSG00000229314	orosomucoid 1	NM_000607	1	214	3.03562008948105	3.74990556386645e-18	3.50440940989556e-16	3.02185562872901	4.398869752e-10	3.33236990380063	1.00350079059243e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	5957	RCVRN	ENSG00000109047	recoverin	NM_002903	1	217	2.89254444426752	4.64088866819346e-18	4.27710287904152e-16	2.96570143200142	2.89168467428885e-11	2.93428343719415	1.64083402814047e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	5266	PI3	ENSG00000124102	peptidase inhibitor 3	NM_002638	1	218	3.22429711418968	4.68060474476968e-18	4.29391808672701e-16	3.57512050883513	2.42364828350198e-12	2.95803941306548	3.8573535430753e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	257177	CFAP126	ENSG00000188931	cilia and flagella associated protein 126	NM_001013625	1	226	3.04037432745801	8.24642686042281e-18	7.29735799918566e-16	3.2353885123148	5.8386823192526e-11	3.03436142022247	1.09161321923436e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	89790	SIGLEC10	ENSG00000142512	sialic acid binding Ig like lectin 10	NM_001171161	7	234	1.3533066349073	1.3060149877824e-17	1.11619631370343e-15	1.18533620981204	1.60317392898142e-07	1.73245341581878	4.23045626754071e-08	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	79623	GALNT14	ENSG00000158089	polypeptide N-acetylgalactosaminyltransferase 14	NM_001253826	6	236	2.32944402855214	1.40697326007418e-17	1.19229060289083e-15	2.37477375929613	3.50705477439553e-10	2.42131310068795	5.58786255718581e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	4016	LOXL1	ENSG00000129038	lysyl oxidase like 1	NM_005576	1	238	2.39653469427747	1.47784893047585e-17	1.24182776304985e-15	2.31931964993371	4.2633208808362e-09	2.7424897334498	4.47417567672903e-07	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	26502	NARF	ENSG00000141562	nuclear prelamin A recognition factor	NM_012336	1	245	1.32671222553266	1.86656197563538e-17	1.52364787554008e-15	1.48189178155932	2.2508002005843e-11	1.15329340135422	0.000148934976280985	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	8530	CST7	ENSG00000077984	cystatin F	NM_003650	1	247	1.50964416093747	1.91127778005333e-17	1.54751596450553e-15	1.66607741087512	3.49940155339272e-12	1.37120662299513	0.000154978774851143	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	266747	RGL4	ENSG00000159496	ral guanine nucleotide dissociation stimulator like 4	NM_001329424	3	251	1.64535713487205	2.49869746743525e-17	1.99089444825647e-15	1.53558997094151	1.89563959835429e-08	1.91020564788869	8.08016701434728e-07	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	960	CD44	ENSG00000026508	CD44 molecule (Indian blood group)	NM_000610	7	298	1.13759615193252	2.16384324352909e-16	1.45217117541404e-14	1.04458136962244	2.90110358477626e-07	1.30936868269375	1.36110489553779e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	399844	LINC01002		long intergenic non-protein coding RNA 1002	NR_028324	1	300	1.21437955866614	2.28940802004247e-16	1.52619569976098e-14	1.15448168326791	7.18181494050368e-08	1.42658455922778	7.50617494304303e-07	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	440503	PLIN5	ENSG00000214456	perilipin 5	NM_001013706	1	301	1.53779705481747	2.95279711193171e-16	1.96189333692765e-14	1.70887698375247	1.19629042392136e-10	1.43780145191689	6.60287546596344e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	3679	ITGA7	ENSG00000135424	integrin subunit alpha 7	NM_001144997	5	317	2.30797571994063	6.11966386588071e-16	3.86079361683749e-14	2.31888990974319	2.92895765819103e-09	2.5012226380286	1.14839400811522e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	55301	OLAH	ENSG00000152463	oleoyl-ACP hydrolase	NM_001039702	2	322	2.18121820728588	7.66438006743339e-16	4.76024648970809e-14	2.14357958648953	7.18495108873151e-09	2.39999856716957	1.04487075946583e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	8876	VNN1	ENSG00000112299	vanin 1	NM_004666	1	325	2.39960291121903	8.454748991865e-16	5.20266231040948e-14	2.24220540368546	8.73823209273251e-08	2.76400407232302	1.75496970477535e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	200931	SLC51A	ENSG00000163959	solute carrier family 51 subunit alpha	NM_152672	1	326	3.181732193044	8.84263582459642e-16	5.42465870724245e-14	2.98868159468917	8.91824022963555e-08	3.59252373824722	2.44923116539532e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	5005	ORM2	ENSG00000228278	orosomucoid 2	NM_000608	1	335	2.87528957154882	1.19857261447527e-15	7.15529961698239e-14	2.72006191183728	3.15511238596276e-08	3.43561525646404	1.58485652945476e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	6590	SLPI	ENSG00000124107	secretory leukocyte peptidase inhibitor	NM_003064	1	341	2.14858737561995	1.32995802210594e-15	7.79478030231174e-14	2.19778367597296	3.9579338892486e-09	2.21496311985405	2.4464002120341e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	26873	OPLAH	ENSG00000178814	5-oxoprolinase, ATP-hydrolysing	NM_017570	1	342	1.75028658520476	1.33297408039933e-15	7.79478030231174e-14	1.76253496629144	1.32654479789948e-08	1.85474223568417	1.19963600380732e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	84254	CAMKK1	ENSG00000004660	calcium/calmodulin dependent protein kinase kinase 1	NM_172206	3	348	1.31905345571036	1.64924896979561e-15	9.47796843302942e-14	1.29475962680023	1.43236974632297e-07	1.42822744276587	3.89290295375513e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	4707	NDUFB1	ENSG00000183648	NADH:ubiquinone oxidoreductase subunit B1	NM_004545	1	358	1.13040482082355	2.54243986757058e-15	1.42028645004313e-13	1.33302678510374	5.96139694653482e-11	0.907185513689181	0.0012507373519282	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	4318	MMP9	ENSG00000100985	matrix metallopeptidase 9	NM_004994	1	361	1.81673483641709	2.65935697776618e-15	1.46946370945358e-13	1.74181525437456	6.91792743652281e-08	2.0405369814669	5.37992803766569e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	3250	HPR	ENSG00000261701	haptoglobin-related protein	NM_020995	1	365	2.57026179228142	2.98082557208909e-15	1.63324741414273e-13	2.4754956961419	7.29262792661814e-08	2.81098086787927	7.04068238134896e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	3240	HP	ENSG00000257017	haptoglobin	NM_001318138	3	374	2.30969830321206	4.71116656929961e-15	2.5192144443696e-13	2.0383546850113	1.17397071648767e-06	2.76231397499788	1.10807835810175e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	7295	TXN	ENSG00000136810	thioredoxin	NM_001244938	1	375	1.2424044238806	4.7818388788566e-15	2.55018655302009e-13	1.23171007867816	2.94967732446925e-07	1.31600808812541	4.3175820150242e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	1602	DACH1	ENSG00000276644	dachshund family transcription factor 1	NM_080759	4	384	2.20340213943173	6.8458722382452e-15	3.56538017949651e-13	1.88050911229082	4.83006147739541e-06	2.73807204019747	2.87677963389718e-07	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	101927759	LOC101927759		uncharacterized LOC101927759	NR_152848	1	387	1.93918224612129	7.79916697440079e-15	4.03037571888996e-13	2.05656576036463	4.83909979549404e-09	1.97675152926156	3.43513741917281e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	136259	KLF14	ENSG00000266265	KLF transcription factor 14	NM_138693	1	398	2.90673822506357	1.33330956833821e-14	6.69971307969744e-13	2.2808630877017	3.40171750492352e-05	4.06758885508711	1.74458049638651e-08	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	383	ARG1	ENSG00000118520	arginase 1	NM_000045	2	409	2.55709342523132	2.15795079225742e-14	1.05517989961751e-12	2.59500937416283	3.64911633005647e-08	2.646424106644	3.66162820269781e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	55755	CDK5RAP2	ENSG00000136861	CDK5 regulatory subunit associated protein 2	NM_001272039	1	410	1.10595453955527	2.32020978638179e-14	1.13175306141096e-12	0.995659134635433	2.69814671223072e-06	1.35496492408228	2.05158488681005e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	375686	SPATC1	ENSG00000186583	spermatogenesis and centriole associated 1	NM_198572	2	423	2.36795876408524	4.16124366613851e-14	1.9673927205462e-12	2.27283550855169	6.7314110007048e-07	2.5601296375233	8.87043856169001e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	27156	RSPH14	ENSG00000100218	radial spoke head 14 homolog	NM_014433	1	424	2.51707286489555	4.24864810875883e-14	2.00397909261952e-12	3.21222822103923	6.16139616434321e-13	1.62742415556602	0.0167143368277071	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	146225	CMTM2	ENSG00000140932	CKLF like MARVEL transmembrane domain containing 2	NM_144673	2	426	1.3424209094696	4.65478079552325e-14	2.18523382933496e-12	1.61926496972528	4.99603712672215e-10	1.05966614205475	0.00105445807700947	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	339541	ARMH1	ENSG00000198520	armadillo like helical domain containing 1	NM_001145636	1	429	1.11733994058915	4.8909043735687e-14	2.27725774500414e-12	1.10100569891604	3.81884792970139e-07	1.21091105633207	2.81601243843834e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	392275	SMPD5		sphingomyelin phosphodiesterase 5 (pseudogene)	NR_158554	1	432	2.76678538916022	4.96865018379169e-14	2.30018599596412e-12	2.71235318625567	2.19477155482557e-07	2.93200344257733	3.96325251029192e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	64168	NECAB1	ENSG00000123119	N-terminal EF-hand calcium binding protein 1	NM_022351	1	437	2.78301879850394	5.73324009625429e-14	2.62377731544598e-12	2.69988797069359	2.21261042914642e-07	3.09800554242851	2.6114107365285e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	359845	RFLNB	ENSG00000183688	refilin B	NM_182705	2	442	1.56140508228216	7.62821253534599e-14	3.44708193458349e-12	1.7969373968662	1.55481214526006e-09	1.20485736527654	0.00232698917333416	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	23569	PADI4	ENSG00000159339	peptidyl arginine deiminase 4	NM_012387	2	466	1.12950397378013	1.44977235117206e-13	6.22188782212231e-12	1.06753470194502	1.23910054661381e-06	1.28490082924516	2.025665945143e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	105372480	LOC105372480		uncharacterized LOC105372480	NR_144444	1	478	1.98214101714419	1.83047740547614e-13	7.65520882783061e-12	2.54165843773835	3.94809904272547e-12	1.2840224326914	0.0164545760153444	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	9537	TP53I11	ENSG00000175274	tumor protein p53 inducible protein 11	NM_001258324	14	479	1.10019169998291	1.83351418997493e-13	7.65520882783061e-12	1.04263588044549	1.13106691232197e-06	1.26913344123462	2.50816766973798e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	729359	PLIN4	ENSG00000167676	perilipin 4	NM_001367868	1	480	1.20458943214592	1.86403087406168e-13	7.7664069688249e-12	1.37290934037684	3.9844818707368e-09	1.06280127668466	0.000926138568449047	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	6094	ROM1	ENSG00000149489	retinal outer segment membrane protein 1	NM_000327	1	481	1.71205755315395	1.93015636883388e-13	8.02519692729913e-12	1.76381976788879	2.75518651405978e-07	1.73078644421904	4.45664148562103e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	26521	TIMM8B	ENSG00000150779	translocase of inner mitochondrial membrane 8 homolog B	NM_012459	3	484	1.44564181443205	2.02244786316744e-13	8.35680471394329e-12	1.68629265773341	1.57230882010959e-08	1.1948107283236	0.000393112188294721	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	7378	UPP1	ENSG00000183696	uridine phosphorylase 1	NM_003364	7	490	1.08465933872082	2.18590807040281e-13	8.9216276530583e-12	0.958234070739981	1.35661038334952e-05	1.32999638712867	2.38638573413808e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	399972	GSEC		G-quadruplex forming sequence containing lncRNA	NR_033839	1	492	1.51326960446764	2.20789188009754e-13	8.96324941582567e-12	1.41012622725623	2.69814671223072e-06	1.75692101422416	6.26451786251713e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	1089	CEACAM4	ENSG00000105352	CEA cell adhesion molecule 4	NM_001362493	8	508	1.24278897951377	2.89764774270358e-13	1.1407491576049e-11	1.2642966208525	2.54689944095909e-07	1.30922592564543	7.7827968929034e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	100129354	NRADDP		neurotrophin receptor associated death domain, pseudogene	NR_024046	1	517	2.11292460186583	3.36230599070924e-13	1.30063360750859e-11	2.29497233683526	4.21263348066498e-08	1.99585954449326	0.000215750835434208	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	53831	GPR84	ENSG00000139572	G protein-coupled receptor 84	NM_020370	1	519	2.07396158615703	3.5077878300135e-13	1.35168109465202e-11	1.68555782407003	6.16747467507346e-05	2.76744846941925	7.48158668812328e-08	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	101928079	SLC44A3-AS1	ENSG00000224081	SLC44A3 antisense RNA 1	NR_104131	1	521	1.68631126287156	3.57470323106718e-13	1.37217830936876e-11	1.65413317593391	6.71400870244859e-07	1.89430854491839	1.76608719553586e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	8875	VNN2	ENSG00000112303	vanin 2	NR_110146	9	527	1.04676029128182	3.87708940447125e-13	1.47130760910855e-11	1.13098910976029	1.15302053859649e-07	0.997973643945658	0.000266629792395793	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	54757	FAM20A	ENSG00000108950	FAM20A golgi associated secretory pathway pseudokinase	NM_017565	3	532	2.16764860452887	4.30745832902461e-13	1.61926426921359e-11	2.01500793520086	8.31114596508947e-06	2.50868687400092	1.33460909513786e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	2992	GYG1	ENSG00000163754	glycogenin 1	NM_001184721	3	534	1.25050063183847	4.52138304564188e-13	1.68924122420454e-11	1.02181794991859	5.66454418386465e-05	1.59960991537221	1.2962018351122e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	56729	RETN	ENSG00000104918	resistin	NM_020415	2	544	1.78713185648129	5.40417905823749e-13	1.98673119458992e-11	1.32442824137343	0.000286579603625847	2.60561945545615	1.74458049638651e-08	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	199675	MCEMP1	ENSG00000183019	mast cell expressed membrane protein 1	NM_174918	1	548	1.74533552381888	5.87559987753601e-13	2.14427229837304e-11	1.31368148445285	0.000223111587658992	2.44428826189625	4.2652973328083e-08	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	101928513	CATIP-AS1	ENSG00000225062	CATIP antisense RNA 1	NR_110573	1	550	2.41383222675973	5.95583425260247e-13	2.16564962214176e-11	2.93013478927669	3.94025567326551e-11	1.88917178935802	0.00611461458511673	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	83853	ROPN1L	ENSG00000145491	rhophilin associated tail protein 1 like	NM_031916	2	551	1.5136927003566	6.00829223567596e-13	2.18075928169298e-11	1.53240346238586	1.03238968403941e-06	1.57117343644057	3.22590453152969e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	51108	METTL9	ENSG00000197006	methyltransferase 9, His-X-His N1(pi)-histidine	NM_001288660	4	560	1.15566795776186	6.75109324187391e-13	2.41098417400422e-11	0.972936139825291	2.53539888397564e-05	1.51596930419581	2.25807072074233e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_bacterial_higher	105379695	IER3-AS1	ENSG00000272273	IER3 antisense RNA 1	NR_149095	1	564	1.98623278881222	7.58380369636868e-13	2.68915762630633e-11	2.13391694218024	6.05828125575059e-08	1.92330737091538	0.000384713343477578	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
