source_feature_set	ENTREZID	SYMBOL	ENSEMBL	GENENAME	selected_refseq_feature_id	n_refseq_features_for_entrez_in_input	pooled_rank	pooled_logFC	pooled_P.Value	pooled_adj.P.Val	Sri_Lanka_logFC	Sri_Lanka_adj.P.Val	United_States_logFC	United_States_adj.P.Val	all_three_concordant	stability_tier	recommended_use
site_aware_eligible_viral_higher	3429	IFI27	ENSG00000165949	interferon alpha inducible protein 27	NM_001288960	24	1	-4.76772856416775	2.12285936664954e-37	2.51896266086772e-33	-5.43444150089658	2.5430374827697e-27	-4.14967904484638	1.28316085745183e-08	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	6614	SIGLEC1	ENSG00000088827	sialic acid binding Ig like lectin 1	NM_001367089	2	12	-4.67137576767998	8.1543114560527e-36	1.35898395674665e-32	-5.28909814556777	5.88001401722859e-34	-4.036806512801	2.33108487614459e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	11274	USP18	ENSG00000184979	ubiquitin specific peptidase 18	NM_017414	1	15	-4.50343521868811	1.57359564384082e-34	2.09802261874483e-31	-5.28230891297147	1.16472453300211e-32	-3.71504404881507	3.01370388967202e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	55008	HERC6	ENSG00000138642	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	NM_017912	2	16	-2.22751508675222	2.79726874148582e-33	3.49641109756093e-30	-2.60925881418345	1.22169079510909e-30	-1.84849216240906	4.3175820150242e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	6347	CCL2	ENSG00000108691	C-C motif chemokine ligand 2	NM_002982	1	17	-6.50486528259744	4.84725326444068e-31	5.70236576679702e-28	-7.40021650402341	6.20539200580128e-28	-5.71337575282624	3.87393639016785e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	3434	IFIT1	ENSG00000185745	interferon induced protein with tetratricopeptide repeats 1	NM_001270929	5	18	-3.77323797706401	5.31048010203317e-31	5.90023842003119e-28	-4.31758142819668	2.23442919509807e-28	-3.3023648897722	4.07286120192188e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	9381	OTOF	ENSG00000115155	otoferlin	NM_194323	5	22	-4.59831799727324	2.5790172647102e-30	2.34444392167906e-27	-5.59297367399263	1.08720795685665e-29	-3.57628803170653	2.04699861107319e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	4939	OAS2	ENSG00000111335	2'-5'-oligoadenylate synthetase 2	NM_002535	3	26	-2.5438885237371	3.38367497560653e-29	2.53078049765381e-26	-2.97073576687252	1.48914257067219e-27	-2.14584641807247	1.23301668392474e-05	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	91543	RSAD2	ENSG00000134321	radical S-adenosyl methionine domain containing 2	NM_080657	1	29	-3.80660619529833	1.52015546352675e-28	1.0483306591404e-25	-4.41051954754139	7.8082815927525e-25	-3.27440570413228	5.37992803766569e-06	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
site_aware_eligible_viral_higher	9910	RABGAP1L	ENSG00000152061	RAB GTPase activating protein 1 like	NM_001243763	16	30	-2.7843492496654	1.94357728906894e-28	1.29565340680299e-25	-3.05686547481434	8.80799468653824e-21	-2.55974188135724	9.14586142763684e-07	TRUE	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery
