quality_checks	quality_checks_passed	quality_checks_failed	source_sha256	target_sha256	reference_count	gse72810_reference_number	removed_reference	supplementary_parts	quality_gate	final_status
21	21	0	4d3d07a5e4f9f5a8ea28d4b9eca117275c63b124a1c2c3cab504dd36e6b40e7b	a4c5915638b3324bb41c835007f75ecfac53c24bb0a13bfe7f00e3c5c323cd28	21	14	STARD 2015	19	PASS	READY_FOR_FINAL_MANUSCRIPT_REVIEW_AND_STAGING
