total_checks	passed_checks	failed_checks	effect_size_rows	primary_table_rows	bootstrap_manifest_rows	bootstrap_replicates_per_row	total_bootstrap_replicates	direction_retained_rows	nominally_significant_rows	fdr_significant_rows	hodges_lehmann_ci_excluding_zero_rows	rank_biserial_ci_excluding_zero_rows	quality_gate	analysis_status
18	18	0	20	5	20	10000	200000	20	16	16	17	17	PASS	READY_FOR_GSE72810_FIGURE_AND_MANUSCRIPT_INTEGRATION
