final_module_id	final_module_label	expected_direction	bacterial_n	viral_n	median_bacterial	median_viral	median_difference_bacterial_minus_viral	hodges_lehmann_shift_bacterial_minus_viral	hodges_lehmann_ci_low	hodges_lehmann_ci_high	hodges_lehmann_ci_excludes_zero	rank_biserial_effect	rank_biserial_ci_low	rank_biserial_ci_high	rank_biserial_ci_excludes_zero	wilcoxon_p	wilcoxon_q	direction_retained	fdr_significant
BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	23	28	0.266969273671569	-0.251398759080015	0.518368032751584	0.265690108659873	-0.0241750409031892	0.722437228612692	FALSE	0.288819875776398	-0.0217391304347826	0.571428571428571	FALSE	0.0799447959260528	0.0799447959260528	TRUE	FALSE
BACT_M2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	23	28	0.352802825302284	-0.0701323586989745	0.422935184001258	0.425455360908241	0.161149713818264	0.676441760332897	TRUE	0.518633540372671	0.236024844720497	0.760869565217391	TRUE	0.00162260907260411	0.00202826134075514	TRUE	TRUE
VIR_M1a	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	23	28	-0.370451779543252	0.317450169622046	-0.687901949165298	-0.725903709842063	-0.906625603185135	-0.576921708481176	TRUE	-0.93167701863354	-1	-0.785714285714286	TRUE	1.4323575200407e-08	7.1617876002035e-08	TRUE	TRUE
VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	23	28	-0.493915608845421	0.411279200842378	-0.905194809687799	-0.941263770728306	-1.20105879662647	-0.752210632476298	TRUE	-0.897515527950311	-1	-0.745341614906832	TRUE	4.72801153263495e-08	8.76530992431096e-08	TRUE	TRUE
VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	23	28	-0.309498826489168	0.237677041357402	-0.54717586784657	-0.57637662297482	-0.68230049085019	-0.475036953058481	TRUE	-0.894409937888199	-1	-0.72360248447205	TRUE	5.25918595458657e-08	8.76530992431096e-08	TRUE	TRUE
