feature_id	pooled_rank	pooled_logFC	pooled_AveExpr	pooled_t	pooled_P.Value	pooled_adj.P.Val	pooled_B	Sri_Lanka_rank	Sri_Lanka_logFC	Sri_Lanka_P.Value	Sri_Lanka_adj.P.Val	United_States_rank	United_States_logFC	United_States_P.Value	United_States_adj.P.Val	pooled_direction	Sri_Lanka_direction	United_States_direction	pooled_Sri_Lanka_concordant	pooled_United_States_concordant	Sri_Lanka_United_States_concordant	all_three_concordant	pooled_FDR05	pooled_FDR10	Sri_Lanka_FDR05	United_States_FDR05	site_FDR05_count	site_direction_concordance_count	min_abs_site_logFC	mean_abs_site_logFC	stability_tier	recommended_use	bacterial_higher_stable	viral_higher_stable
NR_135282	9501	-0.681308119162861	-1.19455432483125	-2.37374767223314	0.0184188469911618	0.0387666450714082	-4.23377324331454	12293	-0.608805398775339	0.0940220015354281	0.152960710055074	9382	-0.87212531756675	0.0720218794565711	0.153524362316347	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.608805398775339	0.740465358171045	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001257320	9502	-0.345277562204573	0.286471367353397	-2.37374547320593	0.0184189540211271	0.0387666450714082	-4.2337783199279	15642	-0.181071064110918	0.360403251500287	0.460791754683177	5654	-0.622998206536535	0.00819486692579302	0.0289864067295604	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1	3	0.181071064110918	0.402034635323727	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001352655	9503	-0.385376901092761	-1.65714615903205	-2.37339760784533	0.0184358920517479	0.038798211632422	-4.23458133586799	7200	-0.648287497460423	0.00401636581925914	0.0111560138915783	19068	-0.0399733350279361	0.876688937951703	0.919481232633503	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.0399733350279361	0.34413041624418	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001362964	9504	-0.520188934694377	0.19009522960044	-2.3733031202917	0.0184404951462459	0.0388038154913481	-4.23479943253969	15778	-0.259943202596335	0.375572299055776	0.476047053417193	5209	-0.941586218384022	0.00591281313486916	0.0227011614291128	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1	3	0.259943202596335	0.600764710490179	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001144964	9505	0.392307955626699	-1.49691890621115	2.37300676517036	0.0184549390719387	0.0388301237769282	-4.23548342735119	11047	0.425864720622565	0.0490228198311535	0.0887487438945632	12364	0.360191138743226	0.211145343449591	0.341531520838594	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.360191138743226	0.393027929682896	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NM_001302753	9506	-0.354848075718773	1.02346580736122	-2.37271679672688	0.0184690813646428	0.038854323740269	-4.23615260280677	12245	-0.338621395549594	0.0919799487290555	0.150225152685372	10482	-0.389393778406054	0.112797901603096	0.215211336973889	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.338621395549594	0.364007586977824	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_199248	9507	-0.476973093398038	-1.35603170119429	-2.37269128026226	0.0184703263062522	0.038854323740269	-4.23621148476793	19433	-0.0325277211188114	0.903230661450574	0.929537899364485	2375	-1.17064217118682	0.000268974326662206	0.00226493370901788	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1	3	0.0325277211188114	0.601584946152816	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001001290	9508	-0.53323444208918	-0.0431496956925702	-2.3716629850039	0.0185205581109263	0.038955894158647	-4.23858388371221	7858	-0.856569301384973	0.00651580420362684	0.0165830450837787	15462	-0.22631383354322	0.469316958540002	0.607007735254109	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.22631383354322	0.541441567464096	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001363374	9510	0.467529149484592	-0.263138484244868	2.37107886857756	0.0185491455120318	0.0390078192529047	-4.23993107321013	14357	0.321837153215478	0.23154735165348	0.322540606374448	7182	0.689829660520625	0.0225832706052323	0.0628842662764418	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.321837153215478	0.505833406868051	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NM_001173977	9511	-0.623491894615777	-1.68260919287705	-2.37068088473493	0.0185686456000992	0.0390447212024376	-4.24084879075459	13262	-0.496776593062472	0.147390492091039	0.222263795153725	7487	-0.948458067324272	0.027252293381057	0.0727927875140005	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.496776593062472	0.722617330193372	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
