rna_id	group	lib.size	norm.factors	metadata_status	caution_flags
00943	non_covid_viral	46188427	0.955668617264219	mapped_to_sample_key	none
105791	non_covid_viral	28616649	1.04013034302125	mapped_to_sample_key	none
105824	non_covid_viral	41797405	1.01359499483969	mapped_to_sample_key	none
105834	non_covid_viral	46188781	0.861565538136451	mapped_to_sample_key	none
105841	non_covid_viral	61054117	1.10406648192434	mapped_to_sample_key	none
105842	non_covid_viral	52736481	0.980022882053763	mapped_to_sample_key	none
105847	non_covid_viral	52639785	1.26091622764499	mapped_to_sample_key	none
105848	non_covid_viral	38395948	0.99032779202913	mapped_to_sample_key	none
105853	non_covid_viral	51155335	1.0945578849924	mapped_to_sample_key	none
105861	non_covid_viral	47204285	0.669086424576679	mapped_to_sample_key	none
105920	non_covid_viral	53243835	1.10416665420891	mapped_to_sample_key	none
105927	non_covid_viral	67773196	0.848875766578134	mapped_to_sample_key	none
105929	non_covid_viral	50193684	0.601374790569879	mapped_to_sample_key	none
234301	non_covid_viral	55618975	1.14471931449065	mapped_to_sample_key	none
234326	non_covid_viral	40799091	1.16372228312	mapped_to_sample_key	none
234330	non_covid_viral	62631599	0.986438654951963	mapped_to_sample_key	none
234376	non_covid_viral	64516012	1.08795449185424	mapped_to_sample_key	none
234377	non_covid_viral	41746403	1.03871064516876	mapped_to_sample_key	none
234432	non_covid_viral	36931962	0.891537592665546	mapped_to_sample_key	none
234435	non_covid_viral	53981268	0.865942195592659	mapped_to_sample_key	none
434294	non_covid_viral	53196034	1.05033028151666	mapped_to_sample_key	none
434316	non_covid_viral	57137498	1.07441402206755	mapped_to_sample_key	none
434323	non_covid_viral	62344822	1.07292230988137	mapped_to_sample_key	none
434325	non_covid_viral	129950129	1.12909284620107	mapped_to_sample_key	none
434330	non_covid_viral	32328320	0.952323805900167	mapped_to_sample_key	none
434333	non_covid_viral	57726195	0.886924016106435	mapped_to_sample_key	none
434335	non_covid_viral	42646207	0.989224691760702	mapped_to_sample_key	none
434393	non_covid_viral	53542240	1.12110287206745	mapped_to_sample_key	none
434399	non_covid_viral	53451841	1.00827760343121	mapped_to_sample_key	none
434482	non_covid_viral	40949884	0.857128445505765	mapped_to_counts_key_only	counts_key_only_not_in_sample_key
434486	non_covid_viral	49093739	0.893980644396089	mapped_to_sample_key	none
434517	non_covid_viral	50944638	1.02214232913204	mapped_to_sample_key	none
434518	non_covid_viral	56702973	1.08358463824412	mapped_to_sample_key	none
434532	non_covid_viral	43297433	1.04054438903898	mapped_to_sample_key	none
434537	non_covid_viral	51089438	1.16782463294701	mapped_to_sample_key	none
434557	non_covid_viral	52965699	0.942397806589142	mapped_to_sample_key	none
434567	non_covid_viral	46707384	0.977444888087138	mapped_to_sample_key	none
434570	non_covid_viral	48443111	0.898732297152318	mapped_to_sample_key	none
434596	non_covid_viral	16263948	1.40349329496384	mapped_to_sample_key	none
434597	non_covid_viral	46067359	1.00105065001943	mapped_to_sample_key	none
434602	non_covid_viral	46564167	1.10416050544046	mapped_to_sample_key	none
434619	non_covid_viral	44242828	1.25799356271282	mapped_to_sample_key	none
434735	non_covid_viral	43279362	1.16814115875458	mapped_to_sample_key	none
434740	non_covid_viral	54693661	1.07060955742223	mapped_to_sample_key	none
434741	non_covid_viral	1427247	2.87086099727238	mapped_to_counts_key_only	counts_key_only_not_in_sample_key
434756	non_covid_viral	61404577	1.01334213483108	mapped_to_sample_key	none
434757	non_covid_viral	40699218	1.23469809195284	mapped_to_sample_key	none
434766	non_covid_viral	38627565	1.04771730842821	mapped_to_sample_key	none
434768	non_covid_viral	40222512	1.00728635944521	mapped_to_sample_key	none
434777	non_covid_viral	20292339	1.19239639967511	mapped_to_sample_key	none
434794	non_covid_viral	35026149	1.28416692720012	mapped_to_sample_key	none
434809	non_covid_viral	55598683	1.00279095669009	mapped_to_sample_key	none
434859	non_covid_viral	29090641	0.89918079854948	mapped_to_sample_key	none
94189	bacterial	52399343	0.960884921037579	mapped_to_sample_key	none
94478	bacterial	9340525	1.01965516248598	mapped_to_counts_key_only	counts_key_only_not_in_sample_key
94486	bacterial	42035015	0.864716980816125	mapped_to_sample_key	none
95967	bacterial	52691644	0.781242110952941	mapped_to_sample_key	none
95968	bacterial	61762914	0.717252058556865	mapped_to_sample_key	none
95969	bacterial	50471507	0.814421669439419	mapped_to_sample_key	none
95970	bacterial	50148205	1.1045388416491	mapped_to_sample_key	none
95971	bacterial	41594058	1.04625154939608	mapped_to_sample_key	none
95981	bacterial	55493503	1.24074807774259	mapped_to_sample_key	none
95982	bacterial	62125075	0.607676285094902	mapped_to_sample_key	none
95986	bacterial	52860276	0.713998481803756	mapped_to_sample_key	none
95994	bacterial	62456323	0.657875802018407	mapped_to_sample_key	none
95996	bacterial	53247394	0.707205876397998	mapped_to_sample_key	none
95997	bacterial	54592895	0.784395785075426	mapped_to_sample_key	none
96004	bacterial	51769630	0.9569174751958	mapped_to_sample_key	none
97389	bacterial	43353915	0.904203705292288	mapped_to_sample_key	none
97392	bacterial	43014622	1.0697707158305	mapped_to_sample_key	none
97394	bacterial	40181785	0.774641838236077	mapped_to_sample_key	none
97395	bacterial	52584245	0.826465099531056	mapped_to_sample_key	none
97403	bacterial	65771959	0.966636492412474	mapped_to_sample_key	none
97406	bacterial	46271927	0.939643803221718	mapped_to_sample_key	none
97407	bacterial	53765073	0.7786007635278	mapped_to_sample_key	none
DU09-02S0000141	non_covid_viral	54691252	1.17150717133879	mapped_to_sample_key	none
DU09-02S0000142	non_covid_viral	43044324	1.15516129597378	mapped_to_sample_key	none
DU09-02S0000143	non_covid_viral	51464999	1.06131849058159	mapped_to_sample_key	none
DU09-02S0000144	non_covid_viral	56816765	1.03206294569337	mapped_to_sample_key	none
DU09-02S0000145	non_covid_viral	60708834	1.2807660797663	mapped_to_sample_key	none
DU09-02S0000146	non_covid_viral	43597319	0.982895016058475	mapped_to_sample_key	none
DU09-03S0000604	non_covid_viral	50334877	0.859715046015872	mapped_to_sample_key	none
DU09-03S0000611	non_covid_viral	52153564	0.993854666335291	mapped_to_sample_key	none
DU09-03S0000632	non_covid_viral	50013028	1.29410464101244	mapped_to_sample_key	none
DU09-03S0000774	non_covid_viral	43601459	1.50972111688853	mapped_to_sample_key	none
DU09-03S0000775	non_covid_viral	56409455	0.959319622308682	mapped_to_sample_key	none
DU09-03S19475	bacterial	60620675	1.07005757600472	mapped_to_sample_key	none
DU09-03S19478	non_covid_viral	48507130	1.39643533338285	mapped_to_sample_key	none
DU09-03S19498	bacterial	54883708	0.835866305046605	mapped_to_sample_key	none
DU10-01S0000032	non_covid_viral	48949711	0.722061657083328	mapped_to_sample_key	none
DU10-01S0000709	non_covid_viral	40439453	1.0457815572429	mapped_to_sample_key	none
DU14-02S0000001	non_covid_viral	42261552	0.892839574273184	mapped_to_sample_key	none
DU14-02S0000002	non_covid_viral	48992537	0.867644961025227	mapped_to_sample_key	none
DU14-02S0000003	non_covid_viral	42752171	1.13283654536191	mapped_to_sample_key	none
DU14-02S0000004	non_covid_viral	39690658	1.18464059509574	mapped_to_sample_key	none
DU14-02S0000005	non_covid_viral	50826574	1.01974057613854	mapped_to_sample_key	none
DU14-02S0000006	non_covid_viral	54084492	0.901896995618238	mapped_to_sample_key	none
DU14-02S0000007	non_covid_viral	58931501	1.14130086851502	mapped_to_sample_key	none
DU14-02S0000008	non_covid_viral	63737987	1.01039282317193	mapped_to_sample_key	none
DU14-02S0000009	non_covid_viral	58972500	1.00437024881818	mapped_to_sample_key	none
DU14-03S0000878	non_covid_viral	46383052	1.12908773387136	mapped_to_sample_key	none
DU14-03S0000889	non_covid_viral	50638533	0.986889160355911	mapped_to_sample_key	none
