authoritative_source_sha256	pre_finalization_docx_sha256	candidate_docx_sha256	final_promoted_docx_sha256	paragraphs	tables	sections	comment_related_parts	embedded_media_files	smoke_render_pdf_bytes	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
f3b61e6ddb9f5d38c6211c6cfe0d8694e6ca3b761d52a3245d58df844ab5b2ae	299e0bd45efa1be622e361905279a915cd5896ddbe6df5343420345ad1eccac9	a21d3599e32d7479dd95402135eaaa27ee2719107bf417a727f721b082f95c8c	a21d3599e32d7479dd95402135eaaa27ee2719107bf417a727f721b082f95c8c	156	2	1	0	0	211656	30	30	0	PASS	READY_FOR_FULL_RENDER_AND_VISUAL_REVIEW
