supplementary_table_section	SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
S3D_gene_probe_choice_for_projection	DNAAF3	DNAAF3	352909	3520612	ILMN_1772074	-1.395638
S3D_gene_probe_choice_for_projection	DNAAF4	DNAAF4	161582	4670220	ILMN_1731025	1.246874
S3D_gene_probe_choice_for_projection	DNAAF4-CCPG1	DNAAF4-CCPG1	100533483	6220674	ILMN_1794190	480.243
S3D_gene_probe_choice_for_projection	DNAAF5	DNAAF5	54919	5290037	ILMN_1732537	356.51
S3D_gene_probe_choice_for_projection	DNAAF6	DNAAF6	139212	4180026	ILMN_1745006	-13.11665
S3D_gene_probe_choice_for_projection	DNAAF8	DNAAF8	146562	1090767	ILMN_1683370	-6.348254
S3D_gene_probe_choice_for_projection	DNAAF9	DNAAF9	25943	5130167	ILMN_1689585	19.79241
S3D_gene_probe_choice_for_projection	DNAH1	DNAH1	25981	4900612	ILMN_1685052	249.3973
S3D_gene_probe_choice_for_projection	DNAH10	DNAH10	196385	4670181	ILMN_1725571	1.853725
S3D_gene_probe_choice_for_projection	DNAH12	DNAH12	201625	1400075	ILMN_1770065	27.7872
S3D_gene_probe_choice_for_projection	DNAH14	DNAH14	127602	3360088	ILMN_1677805	6.214444
S3D_gene_probe_choice_for_projection	DNAH17	DNAH17	8632	6450136	ILMN_1667737	-5.762167
S3D_gene_probe_choice_for_projection	DNAH2	DNAH2	146754	6860689	ILMN_1714296	-2.377646
S3D_gene_probe_choice_for_projection	DNAH3	DNAH3	55567	2680059	ILMN_1813936	5.139351
S3D_gene_probe_choice_for_projection	DNAH5	DNAH5	1767	2350554	ILMN_1689829	-2.922451
S3D_gene_probe_choice_for_projection	DNAH6	DNAH6	1768	5270736	ILMN_1676660	11.76496
S3D_gene_probe_choice_for_projection	DNAH7	DNAH7	56171	6100661	ILMN_1715203	-5.714664
S3D_gene_probe_choice_for_projection	DNAH8	DNAH8	1769	4670292	ILMN_1763775	9.218872
S3D_gene_probe_choice_for_projection	DNAH9	DNAH9	1770	2650372	ILMN_1813799	9.019958
S3D_gene_probe_choice_for_projection	DNAI1	DNAI1	27019	3800187	ILMN_3286286	6.32178
S3D_gene_probe_choice_for_projection	DNAI2	DNAI2	64446	4900364	ILMN_1756921	-4.422779
S3D_gene_probe_choice_for_projection	DNAI3	DNAI3	126820	5560730	ILMN_1653771	2.34292
S3D_gene_probe_choice_for_projection	DNAI4	DNAI4	79819	2650754	ILMN_1752682	8.94257
S3D_gene_probe_choice_for_projection	DNAI7	DNAI7	55259	540041	ILMN_1708983	7.904319
S3D_gene_probe_choice_for_projection	DNAJA1	DNAJA1	3301	1980632	ILMN_1672496	2331.366
S3D_gene_probe_choice_for_projection	DNAJA2	DNAJA2	10294	4050609	ILMN_1770127	1033.798
S3D_gene_probe_choice_for_projection	DNAJA3	DNAJA3	9093	6560445	ILMN_1662334	448.9126
S3D_gene_probe_choice_for_projection	DNAJA4	DNAJA4	55466	6480091	ILMN_1776998	291.4729
S3D_gene_probe_choice_for_projection	DNAJB1	DNAJB1	3337	60079	ILMN_1775304	445.4032
S3D_gene_probe_choice_for_projection	DNAJB11	DNAJB11	51726	3190452	ILMN_1753243	1185.886
S3D_gene_probe_choice_for_projection	DNAJB12	DNAJB12	54788	610221	ILMN_2333865	139.6741
S3D_gene_probe_choice_for_projection	DNAJB13	DNAJB13	374407	1780309	ILMN_1689425	-7.253206
S3D_gene_probe_choice_for_projection	DNAJB14	DNAJB14	79982	5570626	ILMN_1653266	602.7441
S3D_gene_probe_choice_for_projection	DNAJB2	DNAJB2	3300	3830653	ILMN_2390974	1549.072
S3D_gene_probe_choice_for_projection	DNAJB3	DNAJB3	414061	2000687	ILMN_2122081	12.3846
S3D_gene_probe_choice_for_projection	DNAJB4	DNAJB4	11080	4250537	ILMN_2222317	13.10589
S3D_gene_probe_choice_for_projection	DNAJB5	DNAJB5	25822	2470196	ILMN_1794056	16.63458
S3D_gene_probe_choice_for_projection	DNAJB6	DNAJB6	10049	6580189	ILMN_1690844	1928.887
S3D_gene_probe_choice_for_projection	DNAJB7	DNAJB7	150353	5490292	ILMN_1809307	-6.380958
S3D_gene_probe_choice_for_projection	DNAJB8	DNAJB8	165721	3800598	ILMN_1768845	4.922872
S3D_gene_probe_choice_for_projection	DNAJB9	DNAJB9	4189	2760164	ILMN_1773742	164.1433
S3D_gene_probe_choice_for_projection	DNAJC1	DNAJC1	64215	2450678	ILMN_1683234	29.9384
S3D_gene_probe_choice_for_projection	DNAJC10	DNAJC10	54431	4250452	ILMN_2151541	226.0368
S3D_gene_probe_choice_for_projection	DNAJC11	DNAJC11	55735	450408	ILMN_1747903	7.428642
S3D_gene_probe_choice_for_projection	DNAJC12	DNAJC12	56521	5720465	ILMN_1803073	13.02246
S3D_gene_probe_choice_for_projection	DNAJC13	DNAJC13	23317	2900722	ILMN_1752281	125.7228
S3D_gene_probe_choice_for_projection	DNAJC14	DNAJC14	85406	3440608	ILMN_1785177	239.1474
S3D_gene_probe_choice_for_projection	DNAJC15	DNAJC15	29103	2190707	ILMN_1812666	165.1928
S3D_gene_probe_choice_for_projection	DNAJC16	DNAJC16	23341	4280072	ILMN_1717078	1.344436
S3D_gene_probe_choice_for_projection	DNAJC17	DNAJC17	55192	110615	ILMN_1703573	106.9348
S3D_gene_probe_choice_for_projection	DNAJC18	DNAJC18	202052	2190400	ILMN_1688730	37.43761
S3D_gene_probe_choice_for_projection	DNAJC19	DNAJC19	131118	4150070	ILMN_1742109	23.36585
S3D_gene_probe_choice_for_projection	DNAJC2	DNAJC2	27000	1770142	ILMN_2174296	3.111013
S3D_gene_probe_choice_for_projection	DNAJC21	DNAJC21	134218	1940709	ILMN_1711156	33004.34
S3D_gene_probe_choice_for_projection	DNAJC22	DNAJC22	79962	7510544	ILMN_1749636	0.04588746
S3D_gene_probe_choice_for_projection	DNAJC24	DNAJC24	120526	5890300	ILMN_1685930	73.39769
S3D_gene_probe_choice_for_projection	DNAJC25	DNAJC25	548645	4040719	ILMN_1778161	29.38363
S3D_gene_probe_choice_for_projection	DNAJC25-GNG10	DNAJC25-GNG10	552891	6370717	ILMN_1652003	84.25471
S3D_gene_probe_choice_for_projection	DNAJC27	DNAJC27	51277	620072	ILMN_1810436	105.1387
S3D_gene_probe_choice_for_projection	DNAJC28	DNAJC28	54943	6200379	ILMN_2316083	15.68054
S3D_gene_probe_choice_for_projection	DNAJC3	DNAJC3	5611	7000630	ILMN_1659843	106.7131
S3D_gene_probe_choice_for_projection	DNAJC3-DT	DNAJC3-DT	100289274	7000341	ILMN_1693740	360.7817
S3D_gene_probe_choice_for_projection	DNAJC30	DNAJC30	84277	5390324	ILMN_1771824	446.6471
S3D_gene_probe_choice_for_projection	DNAJC4	DNAJC4	3338	3440288	ILMN_3307827	615.4282
S3D_gene_probe_choice_for_projection	DNAJC5	DNAJC5	80331	4040703	ILMN_1789642	161.1451
S3D_gene_probe_choice_for_projection	DNAJC5B	DNAJC5B	85479	6980280	ILMN_1654204	-2.899641
S3D_gene_probe_choice_for_projection	DNAJC5G	DNAJC5G	285126	3870241	ILMN_1725554	9.721583
S3D_gene_probe_choice_for_projection	DNAJC6	DNAJC6	9829	2690019	ILMN_1696079	9.370982
S3D_gene_probe_choice_for_projection	DNAJC7	DNAJC7	7266	3290037	ILMN_1663616	455.6901
S3D_gene_probe_choice_for_projection	DNAJC8	DNAJC8	22826	5960706	ILMN_1698258	2470.608
S3D_gene_probe_choice_for_projection	DNAJC9	DNAJC9	23234	50114	ILMN_1799516	325.3157
S3D_gene_probe_choice_for_projection	DNAL1	DNAL1	83544	2810500	ILMN_1730464	16.05373
S3D_gene_probe_choice_for_projection	DNAL4	DNAL4	10126	270678	ILMN_1801845	405.1882
S3D_gene_probe_choice_for_projection	DNALI1	DNALI1	7802	6200309	ILMN_1745501	10.10983
S3D_gene_probe_choice_for_projection	DNASE1	DNASE1	1773	2000017	ILMN_1719616	20.06749
S3D_gene_probe_choice_for_projection	DNASE1L1	DNASE1L1	1774	1510543	ILMN_2380967	406.4256
S3D_gene_probe_choice_for_projection	DNASE1L2	DNASE1L2	1775	5910528	ILMN_1801366	-6.120229
S3D_gene_probe_choice_for_projection	DNASE1L3	DNASE1L3	1776	290739	ILMN_2049184	7.597793
S3D_gene_probe_choice_for_projection	DNASE2	DNASE2	1777	6200315	ILMN_1796245	521.433
S3D_gene_probe_choice_for_projection	DNASE2B	DNASE2B	58511	6580228	ILMN_1789130	-3.009613
S3D_gene_probe_choice_for_projection	DND1	DND1	373863	2060678	ILMN_1780991	4.73114
S3D_gene_probe_choice_for_projection	DNER	DNER	92737	4570669	ILMN_1791679	-11.60756
S3D_gene_probe_choice_for_projection	DNHD1	DNHD1	144132	3610546	ILMN_1744621	19.97195
S3D_gene_probe_choice_for_projection	DNLZ	DNLZ	728489	3830605	ILMN_2112049	494.5483
S3D_gene_probe_choice_for_projection	DNM1	DNM1	1759	2320546	ILMN_1805200	-13.8231
S3D_gene_probe_choice_for_projection	DNM1L	DNM1L	10059	50435	ILMN_2286800	205.8407
S3D_gene_probe_choice_for_projection	DNM1P46	DNM1P46	196968	770215	ILMN_3242567	109.0961
S3D_gene_probe_choice_for_projection	DNM2	DNM2	1785	6580731	ILMN_1656822	479.4323
S3D_gene_probe_choice_for_projection	DNM3	DNM3	26052	2190475	ILMN_1680928	32.10395
S3D_gene_probe_choice_for_projection	DNM3OS	DNM3OS	100628315	3830717	ILMN_3309754	0.4988841
S3D_gene_probe_choice_for_projection	DNMBP	DNMBP	23268	4490465	ILMN_1702443	13.28266
S3D_gene_probe_choice_for_projection	DNMBP-AS1	DNMBP-AS1	100188954	380671	ILMN_3235335	-5.080833
S3D_gene_probe_choice_for_projection	DNMT1	DNMT1	1786	1260162	ILMN_1760201	1741.066
S3D_gene_probe_choice_for_projection	DNMT3A	DNMT3A	1788	1300592	ILMN_1676128	33.18923
S3D_gene_probe_choice_for_projection	DNMT3B	DNMT3B	1789	6060653	ILMN_1794692	22.30921
S3D_gene_probe_choice_for_projection	DNMT3L	DNMT3L	29947	3180243	ILMN_1778357	-1.009592
S3D_gene_probe_choice_for_projection	DNPEP	DNPEP	23549	5570754	ILMN_1691393	98.16469
S3D_gene_probe_choice_for_projection	DNPH1	DNPH1	10591	7210484	ILMN_2380588	374.524
S3D_gene_probe_choice_for_projection	DNTT	DNTT	1791	7200520	ILMN_2384001	2.848477
S3D_gene_probe_choice_for_projection	DNTTIP1	DNTTIP1	116092	2100678	ILMN_1691117	822.1314
S3D_gene_probe_choice_for_projection	DNTTIP2	DNTTIP2	30836	150719	ILMN_1708345	-7.656673
S3D_gene_probe_choice_for_projection	DOC2A	DOC2A	8448	4220475	ILMN_1812477	2.701437
S3D_gene_probe_choice_for_projection	DOC2B	DOC2B	8447	6250164	ILMN_1718401	-3.877947
S3D_gene_probe_choice_for_projection	DOCK1	DOCK1	1793	2360196	ILMN_1715789	-8.169783
S3D_gene_probe_choice_for_projection	DOCK10	DOCK10	55619	1710736	ILMN_1702301	886.1584
S3D_gene_probe_choice_for_projection	DOCK11	DOCK11	139818	7610730	ILMN_1765860	1020.034
S3D_gene_probe_choice_for_projection	DOCK2	DOCK2	1794	10747	ILMN_1799725	2357.967
S3D_gene_probe_choice_for_projection	DOCK3	DOCK3	1795	6980131	ILMN_1712352	32.06607
S3D_gene_probe_choice_for_projection	DOCK4	DOCK4	9732	1260327	ILMN_1801044	-5.101515
S3D_gene_probe_choice_for_projection	DOCK5	DOCK5	80005	3310682	ILMN_1752455	93.47945
S3D_gene_probe_choice_for_projection	DOCK6	DOCK6	57572	150435	ILMN_1801226	3.590906
S3D_gene_probe_choice_for_projection	DOCK7	DOCK7	85440	2640128	ILMN_1678629	34.82452
S3D_gene_probe_choice_for_projection	DOCK8	DOCK8	81704	3520202	ILMN_1788931	1072.829
S3D_gene_probe_choice_for_projection	DOCK8-AS1	DOCK8-AS1	157983	6560411	ILMN_1717248	100.8514
S3D_gene_probe_choice_for_projection	DOCK9	DOCK9	23348	2230044	ILMN_1773413	-1.373224
S3D_gene_probe_choice_for_projection	DOHH	DOHH	83475	6660279	ILMN_1784977	50.09973
S3D_gene_probe_choice_for_projection	DOK1	DOK1	1796	2030204	ILMN_1700086	38.06578
S3D_gene_probe_choice_for_projection	DOK2	DOK2	9046	6220538	ILMN_1791211	537.2578
S3D_gene_probe_choice_for_projection	DOK3	DOK3	79930	1980431	ILMN_1692225	166.8754
S3D_gene_probe_choice_for_projection	DOK4	DOK4	55715	1510685	ILMN_1774261	8.130078
S3D_gene_probe_choice_for_projection	DOK5	DOK5	55816	5860386	ILMN_1728572	-3.684758
S3D_gene_probe_choice_for_projection	DOK6	DOK6	220164	7200341	ILMN_1785290	3.9406
S3D_gene_probe_choice_for_projection	DOK7	DOK7	285489	50563	ILMN_1654212	17.59987
S3D_gene_probe_choice_for_projection	DOLK	DOLK	22845	3390730	ILMN_1753627	126.2996
S3D_gene_probe_choice_for_projection	DOLPP1	DOLPP1	57171	1260154	ILMN_1672042	81.88555
S3D_gene_probe_choice_for_projection	DONSON	DONSON	29980	990725	ILMN_1758629	37.26858
S3D_gene_probe_choice_for_projection	DOP1A	DOP1A	23033	770441	ILMN_1739156	25.7547
S3D_gene_probe_choice_for_projection	DOP1B	DOP1B	9980	5080328	ILMN_2180239	1376.549
S3D_gene_probe_choice_for_projection	DOT1L	DOT1L	84444	3940575	ILMN_1693559	29.40611
S3D_gene_probe_choice_for_projection	DPAGT1	DPAGT1	1798	6290719	ILMN_1692760	227.2583
S3D_gene_probe_choice_for_projection	DPCD	DPCD	25911	3400687	ILMN_2047112	34.5388
S3D_gene_probe_choice_for_projection	DPEP1	DPEP1	1800	150056	ILMN_1670779	1.252227
S3D_gene_probe_choice_for_projection	DPEP2	DPEP2	64174	1820681	ILMN_1689160	1196.249
S3D_gene_probe_choice_for_projection	DPEP3	DPEP3	64180	3840519	ILMN_1731275	78.52576
S3D_gene_probe_choice_for_projection	DPF1	DPF1	8193	6020554	ILMN_1769961	22.91169
S3D_gene_probe_choice_for_projection	DPF2	DPF2	5977	3890274	ILMN_1734317	632.2436
S3D_gene_probe_choice_for_projection	DPF3	DPF3	8110	7210458	ILMN_3307822	-4.709398
S3D_gene_probe_choice_for_projection	DPH1	DPH1	1801	7510397	ILMN_1735573	-5.125756
S3D_gene_probe_choice_for_projection	DPH2	DPH2	1802	6040112	ILMN_2375418	373.4568
S3D_gene_probe_choice_for_projection	DPH3	DPH3	285381	6510279	ILMN_2349610	196.3052
S3D_gene_probe_choice_for_projection	DPH3P1	DPH3P1	100132911	4640731	ILMN_3216377	-3.767447
S3D_gene_probe_choice_for_projection	DPH5	DPH5	51611	3890066	ILMN_1770048	163.0732
S3D_gene_probe_choice_for_projection	DPH6	DPH6	89978	4180059	ILMN_1782085	24.71711
S3D_gene_probe_choice_for_projection	DPH7	DPH7	92715	6250538	ILMN_1689932	12.29868
S3D_gene_probe_choice_for_projection	DPM1	DPM1	8813	2360519	ILMN_2105308	596.0624
S3D_gene_probe_choice_for_projection	DPM2	DPM2	8818	1850041	ILMN_1732049	314.6104
S3D_gene_probe_choice_for_projection	DPM3	DPM3	54344	7320435	ILMN_2402674	415.8561
S3D_gene_probe_choice_for_projection	DPP10	DPP10	57628	4010093	ILMN_1805039	4.998481
S3D_gene_probe_choice_for_projection	DPP3	DPP3	10072	6760274	ILMN_2349129	129.2913
S3D_gene_probe_choice_for_projection	DPP4	DPP4	1803	4830255	ILMN_1692535	43.3821
S3D_gene_probe_choice_for_projection	DPP6	DPP6	1804	5090315	ILMN_1712506	8.415535
S3D_gene_probe_choice_for_projection	DPP7	DPP7	29952	2480364	ILMN_2252309	801.5024
S3D_gene_probe_choice_for_projection	DPP8	DPP8	54878	1500446	ILMN_1759801	386.9012
S3D_gene_probe_choice_for_projection	DPP9	DPP9	91039	3170332	ILMN_1673069	361.0294
S3D_gene_probe_choice_for_projection	DPP9-AS1	DPP9-AS1	100131094	4760181	ILMN_3200234	13.97985
S3D_gene_probe_choice_for_projection	DPPA2	DPPA2	151871	6660743	ILMN_1780790	2.261941
S3D_gene_probe_choice_for_projection	DPPA2P3	DPPA2P3	100128023	6660743	ILMN_1780790	2.261941
S3D_gene_probe_choice_for_projection	DPPA3	DPPA3	359787	450736	ILMN_3251278	16.14286
S3D_gene_probe_choice_for_projection	DPPA4	DPPA4	55211	50204	ILMN_1768721	18.83529
S3D_gene_probe_choice_for_projection	DPPA5	DPPA5	340168	7550086	ILMN_1813998	-14.58947
S3D_gene_probe_choice_for_projection	DPRX	DPRX	503834	3400114	ILMN_1653158	-7.340259
S3D_gene_probe_choice_for_projection	DPRXP4	DPRXP4	503645	4900154	ILMN_1739532	177.4631
S3D_gene_probe_choice_for_projection	DPT	DPT	1805	2100228	ILMN_1708107	-0.6296833
S3D_gene_probe_choice_for_projection	DPY19L1	DPY19L1	23333	3120379	ILMN_1791296	178.9603
S3D_gene_probe_choice_for_projection	DPY19L2	DPY19L2	283417	780386	ILMN_1801853	-11.67026
S3D_gene_probe_choice_for_projection	DPY19L2P1	DPY19L2P1	554236	3120008	ILMN_3237304	-1.19754
S3D_gene_probe_choice_for_projection	DPY19L2P2	DPY19L2P2	349152	20356	ILMN_1760992	19.42167
S3D_gene_probe_choice_for_projection	DPY19L2P4	DPY19L2P4	442523	2940475	ILMN_1741908	-3.558598
S3D_gene_probe_choice_for_projection	DPY19L3	DPY19L3	147991	5220477	ILMN_1725072	-3.149107
S3D_gene_probe_choice_for_projection	DPY19L4	DPY19L4	286148	6040670	ILMN_2061419	575.2144
S3D_gene_probe_choice_for_projection	DPY30	DPY30	84661	6960025	ILMN_2131880	600.6011
S3D_gene_probe_choice_for_projection	DPYD	DPYD	1806	670273	ILMN_1795715	324.2825
S3D_gene_probe_choice_for_projection	DPYS	DPYS	1807	450452	ILMN_1749324	-12.59405
S3D_gene_probe_choice_for_projection	DPYSL2	DPYSL2	1808	3290685	ILMN_1672503	1643.161
S3D_gene_probe_choice_for_projection	DPYSL3	DPYSL3	1809	4290431	ILMN_1679262	-6.565529
S3D_gene_probe_choice_for_projection	DPYSL4	DPYSL4	10570	50309	ILMN_1792356	-6.50914
S3D_gene_probe_choice_for_projection	DPYSL5	DPYSL5	56896	3520332	ILMN_1804509	1296.147
S3D_gene_probe_choice_for_projection	DQX1	DQX1	165545	7510020	ILMN_1770502	3.631764
S3D_gene_probe_choice_for_projection	DR1	DR1	1810	4890706	ILMN_1759983	212.8291
S3D_gene_probe_choice_for_projection	DRAIC	DRAIC	145837	4050674	ILMN_1688228	-4.183074
S3D_gene_probe_choice_for_projection	DRAM1	DRAM1	55332	4280482	ILMN_1669376	173.9945
S3D_gene_probe_choice_for_projection	DRAM2	DRAM2	128338	1440142	ILMN_1808634	161.1316
S3D_gene_probe_choice_for_projection	DRAP1	DRAP1	10589	3990598	ILMN_2112301	3387.884
S3D_gene_probe_choice_for_projection	DRAXIN	DRAXIN	374946	6100561	ILMN_2047460	6.661661
S3D_gene_probe_choice_for_projection	DRC1	DRC1	92749	1710717	ILMN_1687445	-12.7509
S3D_gene_probe_choice_for_projection	DRC3	DRC3	83450	2510670	ILMN_1693762	-3.160488
S3D_gene_probe_choice_for_projection	DRC7	DRC7	84229	3310309	ILMN_1712067	56.21995
S3D_gene_probe_choice_for_projection	DRD1	DRD1	1812	6370152	ILMN_1773210	-4.721824
S3D_gene_probe_choice_for_projection	DRD2	DRD2	1813	5810187	ILMN_1675057	4.088395
S3D_gene_probe_choice_for_projection	DRD3	DRD3	1814	4040541	ILMN_1738251	33.83503
S3D_gene_probe_choice_for_projection	DRD4	DRD4	1815	7050709	ILMN_2112915	16.76574
S3D_gene_probe_choice_for_projection	DRD5	DRD5	1816	60228	ILMN_1689043	-3.084879
S3D_gene_probe_choice_for_projection	DRG1	DRG1	4733	7560576	ILMN_1658259	417.389
S3D_gene_probe_choice_for_projection	DRG2	DRG2	1819	5960017	ILMN_1810531	133.0901
S3D_gene_probe_choice_for_projection	DRGX	DRGX	644168	4200465	ILMN_2245627	10.4354
S3D_gene_probe_choice_for_projection	DRICH1	DRICH1	51233	5810484	ILMN_1766178	5.882641
S3D_gene_probe_choice_for_projection	DROSHA	DROSHA	29102	4120022	ILMN_1790410	180.3742
S3D_gene_probe_choice_for_projection	DRP2	DRP2	1821	1010017	ILMN_1702329	-12.81078
S3D_gene_probe_choice_for_projection	DSC1	DSC1	1823	4050328	ILMN_2402640	34.57098
S3D_gene_probe_choice_for_projection	DSC2	DSC2	1824	2710400	ILMN_1663119	293.0685
S3D_gene_probe_choice_for_projection	DSC3	DSC3	1825	3990184	ILMN_2359159	32.92633
S3D_gene_probe_choice_for_projection	DSCAM	DSCAM	1826	1300202	ILMN_1658420	82.23187
S3D_gene_probe_choice_for_projection	DSCAML1	DSCAML1	57453	2360048	ILMN_2075962	-3.467274
S3D_gene_probe_choice_for_projection	DSCC1	DSCC1	79075	3890372	ILMN_1776577	71.39832
S3D_gene_probe_choice_for_projection	DSCR10	DSCR10	259234	3190273	ILMN_1777917	51.77584
S3D_gene_probe_choice_for_projection	DSCR4	DSCR4	10281	2030364	ILMN_1762876	13.44944
S3D_gene_probe_choice_for_projection	DSCR8	DSCR8	84677	4280132	ILMN_1763901	3.197152
S3D_gene_probe_choice_for_projection	DSE	DSE	29940	7210170	ILMN_1706498	383.1949
S3D_gene_probe_choice_for_projection	DSEL	DSEL	92126	3610019	ILMN_1722680	2.576456
S3D_gene_probe_choice_for_projection	DSG1	DSG1	1828	4250259	ILMN_1794662	3.754647
S3D_gene_probe_choice_for_projection	DSG2	DSG2	1829	7560433	ILMN_3251672	6.70716
S3D_gene_probe_choice_for_projection	DSG3	DSG3	1830	580376	ILMN_1655468	1.225097
S3D_gene_probe_choice_for_projection	DSG4	DSG4	147409	3420376	ILMN_1812799	0.5151446
S3D_gene_probe_choice_for_projection	DSN1	DSN1	79980	3190102	ILMN_1715905	100.4948
S3D_gene_probe_choice_for_projection	DSP	DSP	1832	3610672	ILMN_1655614	14.78888
S3D_gene_probe_choice_for_projection	DSPP	DSPP	1834	4640358	ILMN_1694839	-2.402237
S3D_gene_probe_choice_for_projection	DST	DST	667	1820767	ILMN_2394276	1.762578
S3D_gene_probe_choice_for_projection	DSTN	DSTN	11034	6900612	ILMN_1706426	429.1954
S3D_gene_probe_choice_for_projection	DSTNP2	DSTNP2	171220	2760100	ILMN_3190972	144.5791
S3D_gene_probe_choice_for_projection	DSTYK	DSTYK	25778	5560360	ILMN_2352023	169.4781
S3D_gene_probe_choice_for_projection	DTD1	DTD1	92675	2640500	ILMN_1774432	76.23189
S3D_gene_probe_choice_for_projection	DTD2	DTD2	112487	1030220	ILMN_1704238	18.67138
S3D_gene_probe_choice_for_projection	DTHD1	DTHD1	401124	6330301	ILMN_1765773	21.36963
S3D_gene_probe_choice_for_projection	DTL	DTL	51514	5570296	ILMN_1779711	20.10019
S3D_gene_probe_choice_for_projection	DTNA	DTNA	1837	4570253	ILMN_1652549	14.49296
S3D_gene_probe_choice_for_projection	DTNB	DTNB	1838	770504	ILMN_1798819	9.243834
S3D_gene_probe_choice_for_projection	DTNBP1	DTNBP1	84062	6590731	ILMN_1783806	120.1456
S3D_gene_probe_choice_for_projection	DTWD1	DTWD1	56986	4060296	ILMN_1740861	77.00859
S3D_gene_probe_choice_for_projection	DTWD2	DTWD2	285605	2940372	ILMN_2054554	4386.484
S3D_gene_probe_choice_for_projection	DTX1	DTX1	1840	2370468	ILMN_1689002	89.1916
S3D_gene_probe_choice_for_projection	DTX2	DTX2	113878	6350600	ILMN_2275098	586.0544
S3D_gene_probe_choice_for_projection	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11	441263	430048	ILMN_3238006	251.5668
S3D_gene_probe_choice_for_projection	DTX3	DTX3	196403	6250092	ILMN_1658677	24.76565
S3D_gene_probe_choice_for_projection	DTX3L	DTX3L	151636	770088	ILMN_1784380	106.4263
S3D_gene_probe_choice_for_projection	DTX4	DTX4	23220	7150347	ILMN_1653678	11.40978
S3D_gene_probe_choice_for_projection	DTYMK	DTYMK	1841	6110470	ILMN_1716445	83.26953
S3D_gene_probe_choice_for_projection	DUBR	DUBR	344595	2750593	ILMN_1696701	2.724257
S3D_gene_probe_choice_for_projection	DUOX1	DUOX1	53905	2810088	ILMN_2404182	8.65474
S3D_gene_probe_choice_for_projection	DUOX2	DUOX2	50506	2710564	ILMN_1786335	-11.75388
S3D_gene_probe_choice_for_projection	DUOXA1	DUOXA1	90527	2320347	ILMN_1710622	-7.574287
S3D_gene_probe_choice_for_projection	DUOXA2	DUOXA2	405753	6620307	ILMN_1791711	6.275369
S3D_gene_probe_choice_for_projection	DUS1L	DUS1L	64118	4040332	ILMN_1653342	169.985
S3D_gene_probe_choice_for_projection	DUS2	DUS2	54920	1510630	ILMN_1811650	433.6111
S3D_gene_probe_choice_for_projection	DUS3L	DUS3L	56931	6270475	ILMN_1723235	123.5981
S3D_gene_probe_choice_for_projection	DUS4L	DUS4L	11062	2470270	ILMN_1776858	45.07187
S3D_gene_probe_choice_for_projection	DUSP1	DUSP1	1843	6860377	ILMN_1781285	3853.702
S3D_gene_probe_choice_for_projection	DUSP10	DUSP10	11221	4830315	ILMN_2401878	57.06317
S3D_gene_probe_choice_for_projection	DUSP11	DUSP11	8446	670112	ILMN_1740171	372.6708
S3D_gene_probe_choice_for_projection	DUSP12	DUSP12	11266	460280	ILMN_1767892	379.5809
S3D_gene_probe_choice_for_projection	DUSP13B	DUSP13B	51207	3890328	ILMN_1785592	38.23952
S3D_gene_probe_choice_for_projection	DUSP14	DUSP14	11072	4150278	ILMN_1666546	94.08009
