scoring_population	final_module_id	deletion_order	final_module_label	final_module_direction	deleted_gene_1	deleted_gene_2	available_gene_count	retained_gene_count	n_bacterial	n_viral	mean_bacterial	mean_viral	median_bacterial	median_viral	median_difference_bacterial_minus_viral	full_module_median_difference	effect_change_from_full	abs_effect_change_from_full	wilcox_W	wilcox_p	nominal_p_lt_0_05	full_module_wilcox_p	full_module_nominal_p_lt_0_05	same_nominal_significance_state_as_full	expected_direction_match	effect_sign_preserved_vs_full	pearson_correlation_with_full_scores	spearman_correlation_with_full_scores	mean_abs_score_deviation	max_abs_score_deviation	absolute_median_difference	worst_case_criterion
main_all_projected_reference	BACT_M2	leave_one	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	CAT	none	21	20	52	94	0.187221099390758	0.00343812075687607	0.206096040847806	-0.0729843364733761	0.279080377321182	0.332836499835232	-0.05375612251405	0.05375612251405	2937	0.0441493483577251	TRUE	0.0161730187854322	TRUE	TRUE	TRUE	TRUE	0.997667377182193	0.995947982857987	0.0386724014767408	0.238001019451269	0.279080377321182	largest_wilcox_p
main_all_projected_reference	BACT_M2	leave_one	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	CAT	none	21	20	52	94	0.187221099390758	0.00343812075687607	0.206096040847806	-0.0729843364733761	0.279080377321182	0.332836499835232	-0.05375612251405	0.05375612251405	2937	0.0441493483577251	TRUE	0.0161730187854322	TRUE	TRUE	TRUE	TRUE	0.997667377182193	0.995947982857987	0.0386724014767408	0.238001019451269	0.279080377321182	lowest_pearson_correlation
main_all_projected_reference	BACT_M2	leave_one	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	CAT	none	21	20	52	94	0.187221099390758	0.00343812075687607	0.206096040847806	-0.0729843364733761	0.279080377321182	0.332836499835232	-0.05375612251405	0.05375612251405	2937	0.0441493483577251	TRUE	0.0161730187854322	TRUE	TRUE	TRUE	TRUE	0.997667377182193	0.995947982857987	0.0386724014767408	0.238001019451269	0.279080377321182	smallest_absolute_median_difference
main_all_projected_reference	BACT_M2	leave_two	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	NDUFAF6	SLC25A14	21	19	52	94	0.225426233444033	-0.0287151547858464	0.290891082188991	-0.139113378505048	0.430004460694039	0.332836499835232	0.0971679608588071	0.0971679608588071	3109	0.00661613631471371	TRUE	0.0161730187854322	TRUE	TRUE	TRUE	TRUE	0.99818264569829	0.997136101669869	0.0339447910675798	0.14443713446114	0.430004460694039	largest_absolute_effect_change
main_all_projected_reference	BACT_M2	leave_two	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	ATP5ME	NDUFAF2	21	19	52	94	0.216160158323519	-0.00968267242239275	0.266948507415884	-0.0783189912999343	0.345267498715818	0.332836499835232	0.0124309988805857	0.0124309988805857	3068	0.0108336292167289	TRUE	0.0161730187854322	TRUE	TRUE	TRUE	TRUE	0.99693143803232	0.998505984926851	0.0337570728504662	0.411095291000601	0.345267498715818	largest_sample_score_deviation
main_all_projected_reference	BACT_M2	leave_two	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	CAT	NDUFAF1	21	19	52	94	0.157873786054717	0.00738807748420075	0.153071373414951	-0.0964386697038497	0.249510043118801	0.332836499835232	-0.0833264567164318	0.0833264567164318	2870	0.0820584728968168	FALSE	0.0161730187854322	TRUE	FALSE	TRUE	TRUE	0.99507490389415	0.99320526082459	0.0531498029215417	0.321227545621109	0.249510043118801	largest_wilcox_p
main_all_projected_reference	BACT_M2	leave_two	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	NDUFAF7	TMEM186	21	19	52	94	0.178108506008434	-0.0087364891500186	0.159893401550939	-0.123353617278773	0.283247018829712	0.332836499835232	-0.0495894810055201	0.0495894810055201	2946	0.040418147512234	TRUE	0.0161730187854322	TRUE	TRUE	TRUE	TRUE	0.994370655489489	0.992392492980641	0.0563538266031808	0.315817348996427	0.283247018829712	lowest_pearson_correlation
main_all_projected_reference	BACT_M2	leave_two	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	CAT	TMEM186	21	19	52	94	0.168258590941348	0.00685686056377824	0.146427366523674	-0.0913424519370836	0.237769818460758	0.332836499835232	-0.0950666813744747	0.0950666813744747	2891	0.0680486299207577	FALSE	0.0161730187854322	TRUE	FALSE	TRUE	TRUE	0.994746110406905	0.993079651248707	0.0568840684823756	0.261350582290248	0.237769818460758	smallest_absolute_median_difference
main_all_projected_reference	VIR_M1a	leave_one	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DDX3X	none	128	127	52	94	-0.251440220417438	0.236366223749788	-0.309391146386355	0.172282269680119	-0.481673416066475	-0.462947452274773	-0.018725963791702	0.018725963791702	1261	1.34861954585886e-06	TRUE	1.90756029587882e-06	TRUE	TRUE	TRUE	TRUE	0.999912738593093	0.999794591399438	0.00557789371329577	0.0281523336230852	0.481673416066475	largest_absolute_effect_change
main_all_projected_reference	VIR_M1a	leave_one	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	DEFB1	none	128	127	52	94	-0.247325325611124	0.234025754925358	-0.296973478783878	0.168981655684281	-0.46595513446816	-0.462947452274773	-0.00300768219338698	0.00300768219338698	1280	1.98637685459909e-06	TRUE	1.90756029587882e-06	TRUE	TRUE	TRUE	TRUE	0.999912885380092	0.999982266883405	0.00357833387117189	0.0832398354666681	0.46595513446816	largest_sample_score_deviation
