supplementary_table_section	final_module_id	final_module_label	final_module_direction	ENTREZID	SYMBOL	SYMBOL_UPPER	symbol_match	entrez_match	any_match
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	64343	AZI2	AZI2	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	1654	DDX3X	DDX3X	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	5610	EIF2AK2	EIF2AK2	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	63901	FAM111A	FAM111A	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	3429	IFI27	IFI27	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	64135	IFIH1	IFIH1	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	3434	IFIT1	IFIT1	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	24138	IFIT5	IFIT5	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	10410	IFITM3	IFITM3	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	3665	IRF7	IRF7	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	9636	ISG15	ISG15	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	3669	ISG20	ISG20	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	4599	MX1	MX1	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	4938	OAS1	OAS1	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	4939	OAS2	OAS2	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	4940	OAS3	OAS3	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	8638	OASL	OASL	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	5359	PLSCR1	PLSCR1	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	5781	PTPN11	PTPN11	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	23586	RIGI	RIGI	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	8767	RIPK2	RIPK2	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	91543	RSAD2	RSAD2	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	6772	STAT1	STAT1	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	6773	STAT2	STAT2	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	10010	TANK	TANK	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	7098	TLR3	TLR3	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	51284	TLR7	TLR7	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	9868	TOMM70	TOMM70	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	11277	TREX1	TREX1	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	117854	TRIM6	TRIM6	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	26137	ZBTB20	ZBTB20	True	True	True
S3B_matched_locked_module_genes	VIR_M1b	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	56829	ZC3HAV1	ZC3HAV1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	57007	ACKR3	ACKR3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	326	AIRE	AIRE	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	654	BMP6	BMP6	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	657	BMPR1A	BMPR1A	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	11120	BTN2A1	BTN2A1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10385	BTN2A2	BTN2A2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	11119	BTN3A1	BTN3A1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	64170	CARD9	CARD9	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	841	CASP8	CASP8	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	868	CBLB	CBLB	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	56477	CCL28	CCL28	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1230	CCR1	CCR1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	729230	CCR2	CCR2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1232	CCR3	CCR3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1233	CCR4	CCR4	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1234	CCR5	CCR5	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1235	CCR6	CCR6	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1236	CCR7	CCR7	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10803	CCR9	CCR9	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	9034	CCRL2	CCRL2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	8763	CD164	CD164	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	912	CD1D	CD1D	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	941	CD80	CD80	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10225	CD96	CD96	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1240	CMKLR1	CMKLR1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1380	CR2	CR2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1514	CTSL	CTSL	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	643	CXCR5	CXCR5	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	57105	CYSLTR2	CYSLTR2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1672	DEFB1	DEFB1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1997	ELF1	ELF1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	5167	ENPP1	ENPP1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	114625	ERMAP	ERMAP	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	2113	ETS1	ETS1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	5393	EXOSC9	EXOSC9	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	355	FAS	FAS	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	2213	FCGR2B	FCGR2B	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	2214	FCGR3A	FCGR3A	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	2215	FCGR3B	FCGR3B	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	2625	GATA3	GATA3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	1880	GPR183	GPR183	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	23119	HIC2	HIC2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	29851	ICOS	ICOS	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	23308	ICOSLG	ICOSLG	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10561	IFI44	IFI44	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10964	IFI44L	IFI44L	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	2537	IFI6	IFI6	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10410	IFITM3	IFITM3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10643	IGF2BP3	IGF2BP3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3600	IL15	IL15	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3557	IL1RN	IL1RN	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3559	IL2RA	IL2RA	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3575	IL7R	IL7R	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	84502	JPH4	JPH4	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3802	KIR2DL1	KIR2DL1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3806	KIR2DS1	KIR2DS1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	100132285	KIR2DS2	KIR2DS2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3810	KIR2DS5	KIR2DS5	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3811	KIR3DL1	KIR3DL1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3813	KIR3DS1	KIR3DS1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	54900	LAX1	LAX1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	3976	LIF	LIF	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	55016	MARCHF1	MARCHF1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	100507436	MICA	MICA	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	2206	MS4A2	MS4A2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	64127	NOD2	NOD2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	5027	P2RX7	P2RX7	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	24145	PANX1	PANX1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	23598	PATZ1	PATZ1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	5295	PIK3R1	PIK3R1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	8575	PRKRA	PRKRA	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	5734	PTGER4	PTGER4	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	5996	RGS1	RGS1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	8767	RIPK2	RIPK2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	5272	SERPINB9	SERPINB9	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	23411	SIRT1	SIRT1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	4088	SMAD3	SMAD3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	8651	SOCS1	SOCS1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10417	SPON2	SPON2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	6938	TCF12	TCF12	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	6932	TCF7	TCF7	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	7049	TGFBR3	TGFBR3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	7098	TLR3	TLR3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	51284	TLR7	TLR7	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	7293	TNFRSF4	TNFRSF4	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	8743	TNFSF10	TNFSF10	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	9966	TNFSF15	TNFSF15	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	7292	TNFSF4	TNFSF4	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	944	TNFSF8	TNFSF8	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	8744	TNFSF9	TNFSF9	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10346	TRIM22	TRIM22	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	29802	VPREB3	VPREB3	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	22890	ZBTB1	ZBTB1	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	57621	ZBTB2	ZBTB2	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	26137	ZBTB20	ZBTB20	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	7597	ZBTB25	ZBTB25	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	57684	ZBTB26	ZBTB26	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10009	ZBTB33	ZBTB33	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	84614	ZBTB37	ZBTB37	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	9880	ZBTB39	ZBTB39	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	166793	ZBTB49	ZBTB49	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	10773	ZBTB6	ZBTB6	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	7690	ZNF131	ZNF131	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	7693	ZNF134	ZNF134	True	True	True
S3B_matched_locked_module_genes	VIR_M2	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	137209	ZNF572	ZNF572	True	True	True
