candidate_dataset	candidate_role	n_soft_samples	series_matrix_metadata_available	n_supplementary_files_indexed	bacterial_metadata_clue_rows	viral_metadata_clue_rows	control_metadata_clue_rows	blood_or_pbmc_clue_rows	preliminary_status	next_action
GSE73461	formal_external_projection_candidate	459	True	6	148	190	55	459	conditional_candidate_for_deeper_expression_and_label_audit	Inspect phenotype fields and processed expression matrix structure before any cohort-lock decision.
