plos_pdf_sha256	donor_docx_sha256	clean_docx_sha256	scientific_source_sha256	raw_extraction_pages	normalized_lines	reconstructed_paragraphs	baseline_word_count	baseline_docx_sha256	baseline_docx_paragraphs	smoke_render_pdf_bytes	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
00b27a753e2a4b117f8063f9649c6c31de4b15ec38b53323930a3954c63fa0d3	ec8af7db39d9db5442b633a846232c36cd5d17f029692f318a88e4c2e413f119	691f494f5f2335b1a96f5b8d009c815d733b3c74fab0f230eaa3f73274f6b38f	f3b61e6ddb9f5d38c6211c6cfe0d8694e6ca3b761d52a3245d58df844ab5b2ae	7-20	372	71	3827	0e0b4a2bcec736d2735ecc903ad72e99a1a3897bc09e2f991a7249000852dd34	71	83794	25	25	0	PASS	READY_FOR_CONTROLLED_OOXML_REDLINE_BUILD
