requested_entrez	requested_symbol	authorized_probe_count	authorized_probe_ids	reference_population	reference_n	reference_mean	reference_sd
81030	ZBP1	1	ILMN_1765994	All 146 GSE72810 samples	146	9.33064382708904	1.28813649507282
22890	ZBTB1	1	ILMN_1750246	All 146 GSE72810 samples	146	5.92624272122603	0.111412618661329
57621	ZBTB2	1	ILMN_1766247	All 146 GSE72810 samples	146	6.0679943119589	0.105013173263238
26137	ZBTB20	1	ILMN_1689456	All 146 GSE72810 samples	146	7.70597466889726	0.415977297676188
7597	ZBTB25	2	ILMN_1658728;ILMN_2048982	All 146 GSE72810 samples	146	6.30638867072945	0.151266529874179
57684	ZBTB26	1	ILMN_1718668	All 146 GSE72810 samples	146	5.9505793190137	0.12369952400063
10009	ZBTB33	1	ILMN_1673138	All 146 GSE72810 samples	146	8.22820044604795	0.451104797555393
84614	ZBTB37	1	ILMN_1785960	All 146 GSE72810 samples	146	5.84589285654795	0.138556463875078
9880	ZBTB39	1	ILMN_1681154	All 146 GSE72810 samples	146	6.14734487126027	0.089210747387965
166793	ZBTB49	1	ILMN_2103388	All 146 GSE72810 samples	146	6.73336617515753	0.241445518665339
10773	ZBTB6	1	ILMN_1727218	All 146 GSE72810 samples	146	6.13116877269178	0.104460140415228
56829	ZC3HAV1	3	ILMN_1667068;ILMN_1724837;ILMN_1729973	All 146 GSE72810 samples	146	8.02325817752968	0.452784597263001
85364	ZCCHC3	1	ILMN_1786852	All 146 GSE72810 samples	146	6.50521200772603	0.2022079428292
10771	ZMYND11	3	ILMN_1734783;ILMN_1753110;ILMN_1754234	All 146 GSE72810 samples	146	6.71970472914384	0.22813183695582
7690	ZNF131	1	ILMN_2178088	All 146 GSE72810 samples	146	5.96018510706849	0.15594783293988
7693	ZNF134	1	ILMN_1768809	All 146 GSE72810 samples	146	6.44234209041781	0.18238375192926
137209	ZNF572	1	ILMN_1802974	All 146 GSE72810 samples	146	5.95048093715069	0.122372161729663
