requested_entrez	requested_symbol	selected_probe_id	candidate_probe_count	reference_population	reference_n	reference_mean	reference_sd
1514	CTSL	ILMN_1812995	3	51 definite bacterial and viral samples	51	7.73347447666667	0.754907312357497
643	CXCR5	ILMN_2337928	3	51 definite bacterial and viral samples	51	7.93224499694118	0.805796785074398
57105	CYSLTR2	ILMN_1773204	1	51 definite bacterial and viral samples	51	5.90336924405882	0.138250869328225
10521	DDX17	ILMN_2371590	3	51 definite bacterial and viral samples	51	9.21699622321569	0.464430883597118
9188	DDX21	ILMN_1735461	1	51 definite bacterial and viral samples	51	8.01312867982353	0.494310924934835
1654	DDX3X	ILMN_1794392	2	51 definite bacterial and viral samples	51	9.34674322876471	0.474657558646234
55601	DDX60	ILMN_1795181	1	51 definite bacterial and viral samples	51	7.38007920590196	0.841661491395074
1672	DEFB1	ILMN_1686573	1	51 definite bacterial and viral samples	51	6.09373857962745	0.427059897233291
79132	DHX58	ILMN_1678422	1	51 definite bacterial and viral samples	51	7.39691346427451	0.984040745082753
151636	DTX3L	ILMN_1784380	1	51 definite bacterial and viral samples	51	6.51232897311765	0.353857666673408
5610	EIF2AK2	ILMN_1706502	1	51 definite bacterial and viral samples	51	10.2867494771373	1.11927130394424
1979	EIF4EBP2	ILMN_1728083	1	51 definite bacterial and viral samples	51	8.17232755601961	0.386537463244425
1997	ELF1	ILMN_1664010	1	51 definite bacterial and viral samples	51	9.884704336	0.614164627120264
23052	ENDOD1	ILMN_1699022	1	51 definite bacterial and viral samples	51	6.61182137037255	0.316292586106947
5167	ENPP1	ILMN_1700888	1	51 definite bacterial and viral samples	51	6.12091937494118	0.080786565783965
114625	ERMAP	ILMN_1715013	2	51 definite bacterial and viral samples	51	6.60690454888235	0.371317125735392
2113	ETS1	ILMN_1687538	2	51 definite bacterial and viral samples	51	10.4526428437255	0.993880017679076
5393	EXOSC9	ILMN_1721713	2	51 definite bacterial and viral samples	51	6.91346230198039	0.262078719714957
63901	FAM111A	ILMN_2410038	2	51 definite bacterial and viral samples	51	8.80846706656863	0.510586066002634
355	FAS	ILMN_2319077	2	51 definite bacterial and viral samples	51	6.36606010394118	0.292099305090686
2213	FCGR2B	ILMN_1660027	3	51 definite bacterial and viral samples	51	6.43589931247059	0.255977970421971
2214	FCGR3A	ILMN_2112580	2	51 definite bacterial and viral samples	51	6.87670756403922	0.685941821327024
2215	FCGR3B	ILMN_1728639	2	51 definite bacterial and viral samples	51	10.6377821792353	1.27635689465062
50943	FOXP3	ILMN_1768049	1	51 definite bacterial and viral samples	51	5.91714351362745	0.161172518929865
2444	FRK	ILMN_1727605	1	51 definite bacterial and viral samples	51	5.76174747715686	0.131561377635489
10146	G3BP1	ILMN_2344455	2	51 definite bacterial and viral samples	51	6.80438425229412	0.357296671644411
9908	G3BP2	ILMN_2381753	4	51 definite bacterial and viral samples	51	8.55532732382353	0.32720010965469
2625	GATA3	ILMN_2406656	1	51 definite bacterial and viral samples	51	6.21061428005882	0.157770168272751
2633	GBP1	ILMN_2148785	2	51 definite bacterial and viral samples	51	8.70407661805882	1.34736549943512
2635	GBP3	ILMN_1725314	1	51 definite bacterial and viral samples	51	6.21386364533333	0.145387039270688
1880	GPR183	ILMN_1798706	2	51 definite bacterial and viral samples	51	7.87571407433333	0.773269979677168
51191	HERC5	ILMN_1729749	1	51 definite bacterial and viral samples	51	10.1464228719608	1.76542173237409
23119	HIC2	ILMN_1652762	1	51 definite bacterial and viral samples	51	6.50068392268627	0.157731614273044
29851	ICOS	ILMN_1669927	1	51 definite bacterial and viral samples	51	7.2755999867451	0.767468308086431
23308	ICOSLG	ILMN_1675671	1	51 definite bacterial and viral samples	51	6.18035707413725	0.104519841397697
3429	IFI27	ILMN_2058782	1	51 definite bacterial and viral samples	51	11.3808407442549	2.54481006697755
3430	IFI35	ILMN_1745374	1	51 definite bacterial and viral samples	51	9.94551478601961	1.04541602933101
10561	IFI44	ILMN_1760062	1	51 definite bacterial and viral samples	51	9.41444031482353	1.83407133828286
10964	IFI44L	ILMN_1723912	1	51 definite bacterial and viral samples	51	9.96041017986274	2.21740402535604
2537	IFI6	ILMN_1687384	2	51 definite bacterial and viral samples	51	11.4375170789804	1.1032916327343
64135	IFIH1	ILMN_1781373	1	51 definite bacterial and viral samples	51	8.05822205833333	1.07957072294481
3434	IFIT1	ILMN_1707695	2	51 definite bacterial and viral samples	51	9.02779647580392	2.05754164024926
439996	IFIT1B	ILMN_1759155	1	51 definite bacterial and viral samples	51	8.03697066935294	1.79426185197554
3433	IFIT2	ILMN_1739428	1	51 definite bacterial and viral samples	51	10.3926004427451	1.8753771433748
3437	IFIT3	ILMN_1701789	3	51 definite bacterial and viral samples	51	10.3999974228824	2.04073620384312
24138	IFIT5	ILMN_1696654	1	51 definite bacterial and viral samples	51	6.82513698294118	0.532177487785997
10410	IFITM3	ILMN_1805750	1	51 definite bacterial and viral samples	51	12.5845295860588	1.09677169521473
10643	IGF2BP3	ILMN_1807423	1	51 definite bacterial and viral samples	51	7.38245991066667	0.609594088763975
3600	IL15	ILMN_1724181	4	51 definite bacterial and viral samples	51	6.70388210739216	0.373262266524508
3557	IL1RN	ILMN_1774874	3	51 definite bacterial and viral samples	51	9.80656709478431	1.00482296961835
246778	IL27	ILMN_1753758	1	51 definite bacterial and viral samples	51	6.18357736694118	0.318208710926228
3559	IL2RA	ILMN_1683774	2	51 definite bacterial and viral samples	51	6.21098165733333	0.225568805355931
3575	IL7R	ILMN_1691341	2	51 definite bacterial and viral samples	51	10.1428859554314	1.17991996953412
10527	IPO7	ILMN_1652378	1	51 definite bacterial and viral samples	51	6.13508895521569	0.105085123582563
3665	IRF7	ILMN_1798181	3	51 definite bacterial and viral samples	51	10.2999202952353	1.23155130711586
10379	IRF9	ILMN_1745471	1	51 definite bacterial and viral samples	51	10.5792000275882	0.634055649596972
9636	ISG15	ILMN_2054019	1	51 definite bacterial and viral samples	51	9.36179291760784	1.80964320421564
3669	ISG20	ILMN_1659913	1	51 definite bacterial and viral samples	51	11.3621862613529	0.82809868211297
84502	JPH4	ILMN_1758829	1	51 definite bacterial and viral samples	51	5.88000875380392	0.129985541123284
3802	KIR2DL1	ILMN_1678882	2	51 definite bacterial and viral samples	51	6.29832642941177	0.174359992432852
3806	KIR2DS1	ILMN_2166812	2	51 definite bacterial and viral samples	51	5.88396969360784	0.128954653673768
3810	KIR2DS5	ILMN_1691803	1	51 definite bacterial and viral samples	51	6.27307926043137	0.1628966904065
3811	KIR3DL1	ILMN_2131828	2	51 definite bacterial and viral samples	51	6.51910201409804	0.289339027339221
10219	KLRG1	ILMN_1658399	2	51 definite bacterial and viral samples	51	7.58223656905882	0.766472785341831
54900	LAX1	ILMN_1769782	1	51 definite bacterial and viral samples	51	7.55973363445098	0.65978081102864
3976	LIF	ILMN_1738725	1	51 definite bacterial and viral samples	51	5.84846255668627	0.133308225060018
23547	LILRA4	ILMN_1702385	1	51 definite bacterial and viral samples	51	5.99879534362745	0.217290762944752
4063	LY9	ILMN_1812278	3	51 definite bacterial and viral samples	51	7.29356913745098	0.675140347715454
10892	MALT1	ILMN_1730986	2	51 definite bacterial and viral samples	51	6.75362271019608	0.321552918003741
55016	MARCHF1	ILMN_2094942	2	51 definite bacterial and viral samples	51	6.44857932221569	0.280586262623833
9782	MATR3	ILMN_1815107	4	51 definite bacterial and viral samples	51	9.04347261596078	0.603181033891518
255231	MCOLN2	ILMN_1660462	1	51 definite bacterial and viral samples	51	6.74077393337255	0.433115731794345
4191	MDH2	ILMN_2079004	1	51 definite bacterial and viral samples	51	11.1509695058824	0.345687585299447
4210	MEFV	ILMN_1804738	2	51 definite bacterial and viral samples	51	7.09654571552941	0.530992895795513
9258	MFHAS1	ILMN_1745686	1	51 definite bacterial and viral samples	51	6.91755271052941	0.368033770159897
11043	MID2	ILMN_1760180	3	51 definite bacterial and viral samples	51	6.18709821609804	0.175824663318031
4343	MOV10	ILMN_1725700	1	51 definite bacterial and viral samples	51	7.42206262668628	0.771931401012142
28998	MRPL13	ILMN_1671158	1	51 definite bacterial and viral samples	51	6.708672306	0.509853228492251
29093	MRPL22	ILMN_1748819	2	51 definite bacterial and viral samples	51	8.1690033077451	0.662307375933678
64963	MRPS11	ILMN_1722905	2	51 definite bacterial and viral samples	51	8.595697667	0.32024663118221
51023	MRPS18C	ILMN_1658416	2	51 definite bacterial and viral samples	51	8.28463101607843	0.76315450149609
2206	MS4A2	ILMN_1806721	1	51 definite bacterial and viral samples	51	5.95770130284314	0.22562074249047
113115	MTFR2	ILMN_1697998	2	51 definite bacterial and viral samples	51	6.21203312415686	0.131149541249622
4599	MX1	ILMN_1662358	1	51 definite bacterial and viral samples	51	12.025790414	1.62281906451612
4600	MX2	ILMN_2231928	1	51 definite bacterial and viral samples	51	10.227730640549	1.02206297394098
23138	N4BP3	ILMN_1678531	1	51 definite bacterial and viral samples	51	5.83200432384314	0.15580864644848
4696	NDUFA3	ILMN_1784641	1	51 definite bacterial and viral samples	51	10.5138361218235	0.412265440833437
4697	NDUFA4	ILMN_1751258	1	51 definite bacterial and viral samples	51	10.0023822643333	0.897527818173685
51103	NDUFAF1	ILMN_1754421	1	51 definite bacterial and viral samples	51	6.74372144109804	0.462044777090601
91942	NDUFAF2	ILMN_1682857	1	51 definite bacterial and viral samples	51	6.75717729543137	0.444232791535158
137682	NDUFAF6	ILMN_1727618	1	51 definite bacterial and viral samples	51	6.24700167327451	0.172114994797784
55471	NDUFAF7	ILMN_1722186	3	51 definite bacterial and viral samples	51	6.83839697929412	0.286546155255851
4707	NDUFB1	ILMN_1724367	1	51 definite bacterial and viral samples	51	6.03941988203922	0.0944434060876919
4709	NDUFB3	ILMN_2119945	2	51 definite bacterial and viral samples	51	8.83978103719608	0.991527016707361
4718	NDUFC2	ILMN_1694274	1	51 definite bacterial and viral samples	51	6.067506294	0.146226926433815
4724	NDUFS4	ILMN_1812312	1	51 definite bacterial and viral samples	51	7.74287328888235	0.68676016577634
4731	NDUFV3	ILMN_1765500	2	51 definite bacterial and viral samples	51	6.21480301203922	0.129470273076969
64127	NOD2	ILMN_1762594	1	51 definite bacterial and viral samples	51	7.66913011488235	0.621293057009422
51251	NT5C3A	ILMN_2352121	2	51 definite bacterial and viral samples	51	9.89171585662745	0.888037866123553
4938	OAS1	ILMN_2410826	4	51 definite bacterial and viral samples	51	8.39296026390196	1.26630977601032
4939	OAS2	ILMN_1674063	4	51 definite bacterial and viral samples	51	10.661879144451	1.55986026935795
4940	OAS3	ILMN_1745397	2	51 definite bacterial and viral samples	51	8.66777901319608	1.63172043573071
8638	OASL	ILMN_1674811	2	51 definite bacterial and viral samples	51	8.78321848690196	1.37262237570742
54726	OTUD4	ILMN_1708203	3	51 definite bacterial and viral samples	51	6.4643380565098	0.206804523519116
5027	P2RX7	ILMN_1759326	1	51 definite bacterial and viral samples	51	7.62763880868628	0.412842797504049
24145	PANX1	ILMN_1697817	1	51 definite bacterial and viral samples	51	6.07883844315686	0.137326030555238
54625	PARP14	ILMN_1691731	1	51 definite bacterial and viral samples	51	8.26542565668627	0.912537093103712
83666	PARP9	ILMN_1731224	2	51 definite bacterial and viral samples	51	9.73443499347059	0.835934020374262
23598	PATZ1	ILMN_1759297	3	51 definite bacterial and viral samples	51	6.11034217239216	0.134134146064719
5295	PIK3R1	ILMN_1760303	5	51 definite bacterial and viral samples	51	8.00044907929412	0.298959620908311
11040	PIM2	ILMN_1748283	1	51 definite bacterial and viral samples	51	9.891369541	0.591469736712039
122618	PLD4	ILMN_1695490	1	51 definite bacterial and viral samples	51	6.00561939496078	0.123985278574701
403313	PLPP6	ILMN_1802628	1	51 definite bacterial and viral samples	51	6.38926880445098	0.179289474544605
5359	PLSCR1	ILMN_1745242	1	51 definite bacterial and viral samples	51	7.29950887347059	0.659453235948574
5366	PMAIP1	ILMN_2098446	2	51 definite bacterial and viral samples	51	6.17804821837255	0.237254310047997
5371	PML	ILMN_1728019	7	51 definite bacterial and viral samples	51	7.54634283803922	0.719044213544483
639	PRDM1	ILMN_1655077	4	51 definite bacterial and viral samples	51	7.4788245945098	0.466930063848745
5551	PRF1	ILMN_1740633	1	51 definite bacterial and viral samples	51	8.48338065311765	1.10115032334808
8575	PRKRA	ILMN_1758474	1	51 definite bacterial and viral samples	51	7.15943038315686	0.328147237076712
5734	PTGER4	ILMN_1795930	1	51 definite bacterial and viral samples	51	7.35191866782353	0.439874407852319
5781	PTPN11	ILMN_1778236	1	51 definite bacterial and viral samples	51	7.54792163515686	0.357076249504513
5996	RGS1	ILMN_1656011	1	51 definite bacterial and viral samples	51	6.16235530607843	0.388119657397659
23586	RIGI	ILMN_1797001	1	51 definite bacterial and viral samples	51	7.43781114666667	0.882446365302421
8767	RIPK2	ILMN_1758939	1	51 definite bacterial and viral samples	51	7.41324573058824	0.373186058386022
6138	RPL15	ILMN_1762747	1	51 definite bacterial and viral samples	51	9.966832321	0.837105609485698
6139	RPL17	ILMN_1658283	3	51 definite bacterial and viral samples	51	10.8000467155686	1.18628052290273
9349	RPL23	ILMN_1755115	1	51 definite bacterial and viral samples	51	8.363649149	1.23253725288844
6154	RPL26	ILMN_1731546	1	51 definite bacterial and viral samples	51	8.25492352917647	1.36052046966875
51121	RPL26L1	ILMN_2110532	2	51 definite bacterial and viral samples	51	7.22932654847059	0.617070788200285
6155	RPL27	ILMN_1656807	1	51 definite bacterial and viral samples	51	12.0499960370392	0.830219875848099
6159	RPL29	ILMN_1737517	2	51 definite bacterial and viral samples	51	6.46381378488235	0.286191299467457
6160	RPL31	ILMN_1754195	1	51 definite bacterial and viral samples	51	8.83006900568628	1.32826735430733
6164	RPL34	ILMN_1706873	2	51 definite bacterial and viral samples	51	6.95097110729412	0.589229094395869
6133	RPL9	ILMN_1750507	3	51 definite bacterial and viral samples	51	11.0499709936667	1.15572722257618
6175	RPLP0	ILMN_1709880	3	51 definite bacterial and viral samples	51	12.0639155462745	0.720182241801376
6210	RPS15A	ILMN_1787949	3	51 definite bacterial and viral samples	51	12.1615395973529	0.949257872646954
6229	RPS24	ILMN_1656625	2	51 definite bacterial and viral samples	51	9.68938759227451	1.16269128227024
6232	RPS27	ILMN_1660498	3	51 definite bacterial and viral samples	51	13.0258489021569	0.658482464246218
6189	RPS3A	ILMN_2139943	3	51 definite bacterial and viral samples	51	10.5994608158824	1.22393357848447
6192	RPS4Y1	ILMN_1783142	1	51 definite bacterial and viral samples	51	8.19900529964706	2.1250645134938
6201	RPS7	ILMN_1750722	2	51 definite bacterial and viral samples	51	6.414152484	0.317876417343097
6203	RPS9	ILMN_1749447	2	51 definite bacterial and viral samples	51	11.9800174680392	0.507034938424997
91543	RSAD2	ILMN_1657871	1	51 definite bacterial and viral samples	51	8.55653016976471	1.77535796865741
64108	RTP4	ILMN_2173975	1	51 definite bacterial and viral samples	51	7.00320129703922	0.672822046705357
54809	SAMD9	ILMN_1814305	1	51 definite bacterial and viral samples	51	8.9312929787451	0.838398392456543
256987	SERINC5	ILMN_1789464	1	51 definite bacterial and viral samples	51	6.19924014301961	0.212926862235891
5272	SERPINB9	ILMN_1742052	2	51 definite bacterial and viral samples	51	6.37912782415686	0.172891346066726
710	SERPING1	ILMN_1670305	2	51 definite bacterial and viral samples	51	7.50266573760784	1.179119215861
117157	SH2D1B	ILMN_1701237	1	51 definite bacterial and viral samples	51	6.29659549462745	0.368333244669226
23411	SIRT1	ILMN_1739083	1	51 definite bacterial and viral samples	51	6.79448674023529	0.271915270607068
9016	SLC25A14	ILMN_1743770	2	51 definite bacterial and viral samples	51	6.4735311015098	0.173914559203539
91607	SLFN11	ILMN_1752520	2	51 definite bacterial and viral samples	51	7.92829721182353	0.376441414571902
146857	SLFN13	ILMN_2215862	1	51 definite bacterial and viral samples	51	6.28180907603922	0.180361255690043
4088	SMAD3	ILMN_1682738	1	51 definite bacterial and viral samples	51	7.30239215164706	0.4092151906903
27293	SMPDL3B	ILMN_1719660	3	51 definite bacterial and viral samples	51	6.00360453470588	0.131206254827686
8651	SOCS1	ILMN_1774733	1	51 definite bacterial and viral samples	51	7.38896323313726	0.789749691081553
10417	SPON2	ILMN_1676099	1	51 definite bacterial and viral samples	51	6.04621174631373	0.226553425216481
6714	SRC	ILMN_1729987	3	51 definite bacterial and viral samples	51	7.29450414423529	0.607563214745672
6772	STAT1	ILMN_1691364	3	51 definite bacterial and viral samples	51	11.1349103597059	1.02222611899503
6773	STAT2	ILMN_1690921	1	51 definite bacterial and viral samples	51	10.9082617458431	0.977945965514837
10010	TANK	ILMN_1715069	4	51 definite bacterial and viral samples	51	8.82916514341176	0.467043670017756
6938	TCF12	ILMN_2314007	3	51 definite bacterial and viral samples	51	6.9195444792549	0.290545310554673
6932	TCF7	ILMN_1676470	6	51 definite bacterial and viral samples	51	6.95029802258824	0.53258460128459
7049	TGFBR3	ILMN_1784287	1	51 definite bacterial and viral samples	51	7.33786208029412	0.901334978395903
353376	TICAM2	ILMN_1651346	1	51 definite bacterial and viral samples	51	7.47877311813726	0.333593348785583
7098	TLR3	ILMN_1689578	2	51 definite bacterial and viral samples	51	6.00114888054902	0.10358077818394
51284	TLR7	ILMN_1677827	1	51 definite bacterial and viral samples	51	7.29933511343137	0.740515961543047
84233	TMEM126A	ILMN_2217809	1	51 definite bacterial and viral samples	51	7.51214068568627	0.553230627198333
25880	TMEM186	ILMN_2230998	1	51 definite bacterial and viral samples	51	6.17202346356863	0.0692318060511336
7293	TNFRSF4	ILMN_2112256	2	51 definite bacterial and viral samples	51	6.53796165833333	0.350244227443438
8743	TNFSF10	ILMN_1801307	1	51 definite bacterial and viral samples	51	10.1790578241373	0.792635580261213
9966	TNFSF15	ILMN_2106380	2	51 definite bacterial and viral samples	51	7.25832519186275	0.353674449303365
7292	TNFSF4	ILMN_2089875	2	51 definite bacterial and viral samples	51	6.44595620492157	0.264046292502717
944	TNFSF8	ILMN_1761778	1	51 definite bacterial and viral samples	51	6.25888528464706	0.165238215969381
8744	TNFSF9	ILMN_1751464	1	51 definite bacterial and viral samples	51	6.07457138862745	0.0896171832709378
9868	TOMM70	ILMN_1746426	1	51 definite bacterial and viral samples	51	7.79831252619608	0.418218428086199
9618	TRAF4	ILMN_1763104	2	51 definite bacterial and viral samples	51	6.0651639594902	0.0923643839266079
11277	TREX1	ILMN_1676997	2	51 definite bacterial and viral samples	51	5.97276886247059	0.113062352840011
9830	TRIM14	ILMN_1772689	4	51 definite bacterial and viral samples	51	6.4171860104902	0.403513196036361
10346	TRIM22	ILMN_1779252	1	51 definite bacterial and viral samples	51	9.47756910141177	0.91303669959227
22954	TRIM32	ILMN_1654737	1	51 definite bacterial and viral samples	51	6.30435830198039	0.166661462814586
23087	TRIM35	ILMN_1671765	2	51 definite bacterial and viral samples	51	6.10626708803922	0.0693840420631891
10475	TRIM38	ILMN_1697971	1	51 definite bacterial and viral samples	51	8.45123480364706	0.629957751447501
85363	TRIM5	ILMN_1704972	3	51 definite bacterial and viral samples	51	7.39183890919608	0.673640230358798
84851	TRIM52	ILMN_1754130	1	51 definite bacterial and viral samples	51	7.18204844772549	0.336055067360072
117854	TRIM6	ILMN_1656910	2	51 definite bacterial and viral samples	51	6.2847205037451	0.320218023488774
7311	UBA52	ILMN_1782977	2	51 definite bacterial and viral samples	51	13.6013931380392	0.346129589108204
9246	UBE2L6	ILMN_1769520	3	51 definite bacterial and viral samples	51	11.5239660242353	0.953007772085797
8725	URI1	ILMN_1798728	2	51 definite bacterial and viral samples	51	8.84655027670588	0.643665110386453
29802	VPREB3	ILMN_1700147	1	51 definite bacterial and viral samples	51	8.90491106660784	1.01868251219349
9213	XPR1	ILMN_2104106	2	51 definite bacterial and viral samples	51	7.21481306017647	0.270299857929541
81030	ZBP1	ILMN_1765994	1	51 definite bacterial and viral samples	51	9.46783236560784	1.31147013592293
22890	ZBTB1	ILMN_1750246	1	51 definite bacterial and viral samples	51	5.91421358139216	0.0941101435085495
57621	ZBTB2	ILMN_1766247	1	51 definite bacterial and viral samples	51	6.07664592529412	0.111251012166187
26137	ZBTB20	ILMN_1689456	1	51 definite bacterial and viral samples	51	7.6404346265098	0.421405316158223
7597	ZBTB25	ILMN_2048982	2	51 definite bacterial and viral samples	51	6.43816787176471	0.279238874033396
57684	ZBTB26	ILMN_1718668	1	51 definite bacterial and viral samples	51	5.98388563113726	0.117831568544068
10009	ZBTB33	ILMN_1673138	1	51 definite bacterial and viral samples	51	8.25291514484314	0.455344344668656
84614	ZBTB37	ILMN_1785960	1	51 definite bacterial and viral samples	51	5.84839635592157	0.146186451154633
9880	ZBTB39	ILMN_1681154	1	51 definite bacterial and viral samples	51	6.15153356698039	0.0768315495416932
166793	ZBTB49	ILMN_2103388	1	51 definite bacterial and viral samples	51	6.72424833572549	0.219213934349518
10773	ZBTB6	ILMN_1727218	1	51 definite bacterial and viral samples	51	6.15062526735294	0.112571864347864
56829	ZC3HAV1	ILMN_1667068	3	51 definite bacterial and viral samples	51	9.1677448052549	0.467606861152022
85364	ZCCHC3	ILMN_1786852	1	51 definite bacterial and viral samples	51	6.47713594184314	0.218431942177568
10771	ZMYND11	ILMN_1754234	3	51 definite bacterial and viral samples	51	8.35858907915686	0.691178836057483
7690	ZNF131	ILMN_2178088	1	51 definite bacterial and viral samples	51	5.94968190352941	0.158289529437631
7693	ZNF134	ILMN_1768809	1	51 definite bacterial and viral samples	51	6.43823459468628	0.179877900251535
137209	ZNF572	ILMN_1802974	1	51 definite bacterial and viral samples	51	5.96149873219608	0.118092600230339
