scientific_source_sha256	input_docx_sha256	candidate_docx_sha256	promoted_docx_sha256	sections	landscape_sections	table1_columns	table2_columns	embedded_media_files	comment_related_parts	smoke_render_pdf_bytes	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
f3b61e6ddb9f5d38c6211c6cfe0d8694e6ca3b761d52a3245d58df844ab5b2ae	b6537d79201d6a750a6de0479ac756861ec5b826cb8573d9b43f66c539df65f5	691f494f5f2335b1a96f5b8d009c815d733b3c74fab0f230eaa3f73274f6b38f	691f494f5f2335b1a96f5b8d009c815d733b3c74fab0f230eaa3f73274f6b38f	5	2	11	9	0	0	196283	34	34	0	PASS	READY_FOR_FINAL_CONTINUOUS_LINE_NUMBER_VISUAL_QA
