scoring_population	base_sample_id	projection_role	final_module_id	final_module_label	final_module_direction	gsva_score
main_all_projected_reference	Control_01	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.447520580704648
main_all_projected_reference	Control_02	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.657297196028222
main_all_projected_reference	Control_03	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.716135224608028
main_all_projected_reference	Control_04	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.128081304898199
main_all_projected_reference	Control_05	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.551224133870042
main_all_projected_reference	Control_06	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.230303952959972
main_all_projected_reference	Control_07	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0213714387095815
main_all_projected_reference	Control_08	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.246166238936434
main_all_projected_reference	Control_09	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0316317991631797
main_all_projected_reference	Control_10	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.600610448030447
main_all_projected_reference	Control_11	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.360407781619556
main_all_projected_reference	Control_12	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.327203534463775
main_all_projected_reference	Control_13	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.266365176919462
main_all_projected_reference	Control_14	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.272985558105009
main_all_projected_reference	Control_15	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.234304788183948
main_all_projected_reference	Control_16	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.257236665575676
main_all_projected_reference	Control_17	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.707813817066706
main_all_projected_reference	Control_18	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.302775573510316
main_all_projected_reference	Control_19	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.71877969909036
main_all_projected_reference	Control_20	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.693734688042518
main_all_projected_reference	Control_21	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.826779089661715
main_all_projected_reference	Control_22	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.614629401490075
main_all_projected_reference	Control_23	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.748981569951744
main_all_projected_reference	Control_24	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.279492985478713
main_all_projected_reference	Control_25	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0982755053011464
main_all_projected_reference	Control_26	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.386055308919395
main_all_projected_reference	Control_27	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.366739414914685
main_all_projected_reference	Control_28	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.610015655180568
main_all_projected_reference	Control_29	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.519089532484102
main_all_projected_reference	Control_30	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.681118972074246
main_all_projected_reference	Control_31	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0579796772265389
main_all_projected_reference	Control_32	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.67517259647401
main_all_projected_reference	Control_33	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0735436112005151
main_all_projected_reference	Control_34	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0962756473852974
main_all_projected_reference	Control_35	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.225401102927521
main_all_projected_reference	Control_36	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.652201305856249
main_all_projected_reference	Control_37	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.578398395567717
main_all_projected_reference	Control_38	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.081236123028475
main_all_projected_reference	Control_39	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.384888939181506
main_all_projected_reference	Control_40	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.692936888134265
main_all_projected_reference	Control_41	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.516693730307743
main_all_projected_reference	Control_42	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.370826183536271
main_all_projected_reference	Control_43	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.147995767559526
main_all_projected_reference	Control_44	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.270070729352288
main_all_projected_reference	Control_45	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.693695772114769
main_all_projected_reference	Control_46	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.265900374033219
main_all_projected_reference	Control_47	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.000272387745359426
main_all_projected_reference	Control_48	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.147751786836085
main_all_projected_reference	Control_49	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.33805412848896
main_all_projected_reference	Control_50	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.116480300621829
main_all_projected_reference	Control_51	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0410970146241704
main_all_projected_reference	Control_52	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.290299493503632
main_all_projected_reference	Control_53	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.646125088300816
main_all_projected_reference	Control_54	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.131276984778416
main_all_projected_reference	Control_55	secondary_control_context	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.580777986662081
main_all_projected_reference	DefiniteBacterial_01	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.732878122999565
main_all_projected_reference	DefiniteBacterial_02	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.168188882247459
main_all_projected_reference	DefiniteBacterial_03	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.30337879615567
main_all_projected_reference	DefiniteBacterial_04	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.343096234309626
main_all_projected_reference	DefiniteBacterial_05	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.464468403865462
main_all_projected_reference	DefiniteBacterial_06	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.536792989188853
main_all_projected_reference	DefiniteBacterial_07	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.10421276230988
main_all_projected_reference	DefiniteBacterial_08	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.438826591134047
main_all_projected_reference	DefiniteBacterial_09	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0737923164701408
main_all_projected_reference	DefiniteBacterial_10	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.74335518285154
main_all_projected_reference	DefiniteBacterial_11	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.378669506579224
main_all_projected_reference	DefiniteBacterial_12	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.462353646919802
main_all_projected_reference	DefiniteBacterial_13	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.40370659291303
main_all_projected_reference	DefiniteBacterial_14	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.105937699324624
main_all_projected_reference	DefiniteBacterial_15	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.691176696597011
main_all_projected_reference	DefiniteBacterial_16	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0296769184316098
main_all_projected_reference	DefiniteBacterial_17	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.72625292610547
main_all_projected_reference	DefiniteBacterial_18	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.173731019309721
main_all_projected_reference	DefiniteBacterial_19	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.720593104645008
main_all_projected_reference	DefiniteBacterial_20	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.495256018396469
main_all_projected_reference	DefiniteBacterial_21	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.027719109466917
main_all_projected_reference	DefiniteBacterial_22	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.505452761710665
main_all_projected_reference	DefiniteBacterial_23	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.60339963352765
main_all_projected_reference	DefiniteBacterial_24	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.607689988310954
main_all_projected_reference	DefiniteBacterial_25	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.691315164536922
main_all_projected_reference	DefiniteBacterial_26	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.302777315055249
main_all_projected_reference	DefiniteBacterial_27	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.693906428299735
main_all_projected_reference	DefiniteBacterial_28	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.316805722208061
main_all_projected_reference	DefiniteBacterial_29	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.239042579374848
main_all_projected_reference	DefiniteBacterial_30	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.321761512723146
main_all_projected_reference	DefiniteBacterial_31	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.620925810106922
main_all_projected_reference	DefiniteBacterial_32	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.436174536760311
main_all_projected_reference	DefiniteBacterial_33	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.221825739515422
main_all_projected_reference	DefiniteBacterial_34	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.636091560343554
main_all_projected_reference	DefiniteBacterial_35	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.145807182705718
main_all_projected_reference	DefiniteBacterial_36	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.206094286049896
main_all_projected_reference	DefiniteBacterial_37	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.537892627732926
main_all_projected_reference	DefiniteBacterial_38	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.39527952982646
main_all_projected_reference	DefiniteBacterial_39	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.632551846461707
main_all_projected_reference	DefiniteBacterial_40	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.525591564356612
main_all_projected_reference	DefiniteBacterial_41	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.274905781758133
main_all_projected_reference	DefiniteBacterial_42	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.231554138245355
main_all_projected_reference	DefiniteBacterial_43	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.227656345057922
main_all_projected_reference	DefiniteBacterial_44	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.43344308843039
main_all_projected_reference	DefiniteBacterial_45	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.182111951855676
main_all_projected_reference	DefiniteBacterial_46	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.52289208311786
main_all_projected_reference	DefiniteBacterial_47	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.222938055785595
main_all_projected_reference	DefiniteBacterial_48	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.709770911772379
main_all_projected_reference	DefiniteBacterial_49	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.509826976020983
main_all_projected_reference	DefiniteBacterial_50	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.621093262349943
main_all_projected_reference	DefiniteBacterial_51	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.647549110676729
main_all_projected_reference	DefiniteBacterial_52	primary_bacterial	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.454150977316215
main_all_projected_reference	DefiniteViral_01	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.701905124743224
main_all_projected_reference	DefiniteViral_02	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.749023157738827
main_all_projected_reference	DefiniteViral_03	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.542268131101813
main_all_projected_reference	DefiniteViral_04	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.80275187701966
main_all_projected_reference	DefiniteViral_05	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.527015099630751
main_all_projected_reference	DefiniteViral_06	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.724408525309165
main_all_projected_reference	DefiniteViral_07	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.79419303824151
main_all_projected_reference	DefiniteViral_08	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.631920702406698
main_all_projected_reference	DefiniteViral_09	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.653933454673026
main_all_projected_reference	DefiniteViral_10	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.558709299029882
main_all_projected_reference	DefiniteViral_11	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.481261782532285
main_all_projected_reference	DefiniteViral_12	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.220481518887233
main_all_projected_reference	DefiniteViral_13	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.801220347715016
main_all_projected_reference	DefiniteViral_14	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.36159301969589
main_all_projected_reference	DefiniteViral_15	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.550920721442006
main_all_projected_reference	DefiniteViral_16	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.546835538467338
main_all_projected_reference	DefiniteViral_17	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.629238806632823
main_all_projected_reference	DefiniteViral_18	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.57866135728661
main_all_projected_reference	DefiniteViral_19	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0215499248965478
main_all_projected_reference	DefiniteViral_20	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.437372232093387
main_all_projected_reference	DefiniteViral_21	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.673872975002678
main_all_projected_reference	DefiniteViral_22	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.478956606223237
main_all_projected_reference	DefiniteViral_23	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.487243660915629
main_all_projected_reference	DefiniteViral_24	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.404490280683404
main_all_projected_reference	DefiniteViral_25	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.215300198346631
main_all_projected_reference	DefiniteViral_26	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.48167895698005
main_all_projected_reference	DefiniteViral_27	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.528848956056537
main_all_projected_reference	DefiniteViral_28	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.635566950849925
main_all_projected_reference	DefiniteViral_29	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.656936075346118
main_all_projected_reference	DefiniteViral_30	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.643007907908322
main_all_projected_reference	DefiniteViral_31	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.578550665205753
main_all_projected_reference	DefiniteViral_32	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.850235573311302
main_all_projected_reference	DefiniteViral_33	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.473698588664375
main_all_projected_reference	DefiniteViral_34	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.284518828451885
main_all_projected_reference	DefiniteViral_35	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.897319937324578
main_all_projected_reference	DefiniteViral_36	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.369308702402572
main_all_projected_reference	DefiniteViral_37	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.722149581589953
main_all_projected_reference	DefiniteViral_38	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.6440447904083
main_all_projected_reference	DefiniteViral_39	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.366898556569373
main_all_projected_reference	DefiniteViral_40	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.769874476987442
main_all_projected_reference	DefiniteViral_41	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.653395940541965
main_all_projected_reference	DefiniteViral_42	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.690858139271366
main_all_projected_reference	DefiniteViral_43	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.522040937813253
main_all_projected_reference	DefiniteViral_44	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.654733134777498
main_all_projected_reference	DefiniteViral_45	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.25004026775246
main_all_projected_reference	DefiniteViral_46	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.337815273921714
main_all_projected_reference	DefiniteViral_47	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.403915354932746
main_all_projected_reference	DefiniteViral_48	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.726166996710212
main_all_projected_reference	DefiniteViral_49	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.414038817074726
main_all_projected_reference	DefiniteViral_50	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.703020684408653
main_all_projected_reference	DefiniteViral_51	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.408899019546618
main_all_projected_reference	DefiniteViral_52	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.726390027175086
main_all_projected_reference	DefiniteViral_53	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.836506535281538
main_all_projected_reference	DefiniteViral_54	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.0413071207011513
main_all_projected_reference	DefiniteViral_55	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.786266542817743
main_all_projected_reference	DefiniteViral_56	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.36251929592044
main_all_projected_reference	DefiniteViral_57	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.22075399197336
main_all_projected_reference	DefiniteViral_58	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.32144309455395
main_all_projected_reference	DefiniteViral_59	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.343096234309623
main_all_projected_reference	DefiniteViral_60	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.0631269383367237
main_all_projected_reference	DefiniteViral_61	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.468665259696438
main_all_projected_reference	DefiniteViral_62	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.510132836684016
main_all_projected_reference	DefiniteViral_63	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.577791057050161
main_all_projected_reference	DefiniteViral_64	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.652272131561316
main_all_projected_reference	DefiniteViral_65	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.522595046603884
main_all_projected_reference	DefiniteViral_66	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	0.571149443435699
main_all_projected_reference	DefiniteViral_67	primary_viral	BACT_M1	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	-0.383018197877448
