scoring_population	base_sample_id	projection_role	BACT_M1	BACT_M2	VIR_M1a	VIR_M1b	VIR_M2
main_all_projected_reference	Control_01	secondary_control_context	0.447520580704648	0.148135463888415	-0.213291015896879	-0.399406855880777	-0.0505890998547614
main_all_projected_reference	Control_02	secondary_control_context	-0.657297196028222	-0.693566852937163	0.516090373112584	0.555073047329769	-0.0416191216553215
main_all_projected_reference	Control_03	secondary_control_context	0.716135224608028	0.404667231704284	-0.287844630477317	-0.332036928107831	-0.106960154282705
main_all_projected_reference	Control_04	secondary_control_context	0.128081304898199	-0.0714410814952651	-0.204599356727383	-0.421845048338022	0.109279620360416
main_all_projected_reference	Control_05	secondary_control_context	0.551224133870042	0.38234944037327	-0.428174414927262	-0.499728987594249	0.148379242395749
main_all_projected_reference	Control_06	secondary_control_context	0.230303952959972	-0.371885538871713	-0.188357898265019	-0.295848685826577	0.261908153812017
main_all_projected_reference	Control_07	secondary_control_context	0.0213714387095815	-0.118262645169524	-0.3243265993266	-0.44333568136876	0.225601315292513
main_all_projected_reference	Control_08	secondary_control_context	-0.246166238936434	-0.387555859603437	0.0474633281692699	-0.404595879556256	0.193236925661124
main_all_projected_reference	Control_09	secondary_control_context	-0.0316317991631797	0.0659729115079078	-0.105804126273925	-0.0712273828428365	0.105366675792941
main_all_projected_reference	Control_10	secondary_control_context	0.600610448030447	0.103305785123967	-0.343120751052121	-0.523599706550461	0.187090947378272
main_all_projected_reference	Control_11	secondary_control_context	0.360407781619556	0.0413223140495871	-0.476372010296452	-0.490298040348591	0.369595277211475
main_all_projected_reference	Control_12	secondary_control_context	-0.327203534463775	-0.509944759349803	-0.0785160657346088	-0.355244203774773	0.294315584683074
main_all_projected_reference	Control_13	secondary_control_context	-0.266365176919462	0.0332075126897158	-0.0932608050904585	-0.422763108241796	0.115031614883503
main_all_projected_reference	Control_14	secondary_control_context	-0.272985558105009	-0.347613269125141	-0.179527547544914	-0.413624432752766	0.387861193339068
main_all_projected_reference	Control_15	secondary_control_context	-0.234304788183948	-0.408962716542535	-0.130846915083069	-0.420486163276341	0.30846797200921
main_all_projected_reference	Control_16	secondary_control_context	-0.257236665575676	-0.600283148201798	0.036382162550947	-0.398537858527931	0.187909255530539
main_all_projected_reference	Control_17	secondary_control_context	0.707813817066706	0.482331248997916	-0.412106755458557	-0.27108782221679	-0.210949324172895
main_all_projected_reference	Control_18	secondary_control_context	0.302775573510316	0.286162216038873	-0.217237554390654	-0.518719172712201	-0.014358765134694
main_all_projected_reference	Control_19	secondary_control_context	0.71877969909036	0.240551194716278	-0.416967088153529	-0.439872746553549	-0.0610276144869706
main_all_projected_reference	Control_20	secondary_control_context	0.693734688042518	0.131655055723639	-0.353059425985472	-0.385824264934076	-0.135942274713188
main_all_projected_reference	Control_21	secondary_control_context	0.826779089661715	0.373659458779977	-0.433950936954564	-0.376746203008681	-0.160111250549836
main_all_projected_reference	Control_22	secondary_control_context	-0.614629401490075	-0.493232250927307	0.105759948778566	-0.300590514035808	0.328683323160125
main_all_projected_reference	Control_23	secondary_control_context	0.748981569951744	0.415484195834283	-0.335666767245715	-0.324948067919925	-0.233214317513134
main_all_projected_reference	Control_24	secondary_control_context	-0.279492985478713	-0.412749106997496	-0.30932158627538	-0.539654269250912	0.296863303123998
main_all_projected_reference	Control_25	secondary_control_context	-0.0982755053011464	-0.235131200930673	-0.250018673370863	-0.196036068208195	0.258399958174134
main_all_projected_reference	Control_26	secondary_control_context	-0.386055308919395	-0.605661845027979	0.277002545228841	0.455046319293752	-0.0295121966963388
main_all_projected_reference	Control_27	secondary_control_context	-0.366739414914685	-0.409402355872436	-0.1194646397885	-0.318019357383414	0.215045229771311
main_all_projected_reference	Control_28	secondary_control_context	-0.610015655180568	-0.425105475246053	-0.0984946300244808	-0.396615590305536	0.376622137329639
main_all_projected_reference	Control_29	secondary_control_context	-0.519089532484102	-0.529483761902283	0.185337970238441	-0.358542831946067	0.293914632335729
main_all_projected_reference	Control_30	secondary_control_context	0.681118972074246	0.365680611948342	-0.424627697610071	-0.5171817238	-0.00699451673710942
main_all_projected_reference	Control_31	secondary_control_context	-0.0579796772265389	-0.322823795601713	0.0336515666872807	-0.321341123306579	0.122621971327216
main_all_projected_reference	Control_32	secondary_control_context	-0.67517259647401	-0.493776867130519	0.0795306757138819	-0.285614651769397	0.37798146802485
main_all_projected_reference	Control_33	secondary_control_context	-0.0735436112005151	-0.357656657114062	-0.111502445842068	0.110747101213314	0.257437135404392
main_all_projected_reference	Control_34	secondary_control_context	-0.0962756473852974	-0.277409472492074	-0.010907075311668	-0.275959987092607	0.178175993161844
main_all_projected_reference	Control_35	secondary_control_context	-0.225401102927521	-0.147965486530744	-0.220187390041324	-0.426352863263726	0.237160785709648
main_all_projected_reference	Control_36	secondary_control_context	-0.652201305856249	-0.436882869629177	0.0120535415291294	-0.407259799578907	0.403685130095683
main_all_projected_reference	Control_37	secondary_control_context	-0.578398395567717	-0.471511737595341	0.149841687590122	-0.346795699474576	0.323462586471365
main_all_projected_reference	Control_38	secondary_control_context	0.081236123028475	-0.0521607959560291	-0.132658389048074	-0.541773561250358	0.147636438240174
main_all_projected_reference	Control_39	secondary_control_context	0.384888939181506	-0.107030352444131	-0.288893055034788	-0.226959714757064	0.150566093767401
main_all_projected_reference	Control_40	secondary_control_context	-0.692936888134265	-0.6631136159438	0.555179502607299	0.588602543852358	-0.121953523521633
main_all_projected_reference	Control_41	secondary_control_context	-0.516693730307743	-0.271041264300855	0.035902337747766	-0.39582954177398	0.272433079421227
main_all_projected_reference	Control_42	secondary_control_context	-0.370826183536271	-0.430049294586158	-0.168642935546516	-0.485575335795632	0.387048462765754
main_all_projected_reference	Control_43	secondary_control_context	-0.147995767559526	-0.329032140922556	-0.136920791759501	-0.374967061923582	0.244164216672753
main_all_projected_reference	Control_44	secondary_control_context	0.270070729352288	-0.0860520130411702	-0.245762931493283	-0.38121618647111	0.255992013779476
main_all_projected_reference	Control_45	secondary_control_context	0.693695772114769	-0.10228638001966	-0.335118035037455	-0.422501821714837	0.0878501116480107
main_all_projected_reference	Control_46	secondary_control_context	0.265900374033219	-0.343101052624319	-0.209246995339711	-0.47824180395351	0.210151326897401
main_all_projected_reference	Control_47	secondary_control_context	0.000272387745359426	-0.284623443138165	-0.296744383868848	-0.637288665433605	0.297593557280964
main_all_projected_reference	Control_48	secondary_control_context	0.147751786836085	-0.489932055717892	0.269590199238921	0.444769113419002	-0.276563791303034
main_all_projected_reference	Control_49	secondary_control_context	-0.33805412848896	-0.39283020133103	0.059271781925285	-0.509139830870413	0.299501894889974
main_all_projected_reference	Control_50	secondary_control_context	-0.116480300621829	-0.0325313381257426	-0.351050165209458	-0.526114738158075	0.336849507735585
main_all_projected_reference	Control_51	secondary_control_context	0.0410970146241704	-0.538769763611018	0.00675647629290038	-0.392812971073837	0.219611696397643
main_all_projected_reference	Control_52	secondary_control_context	0.290299493503632	0.128889491035542	-0.388731995297422	-0.464035004198079	0.253096289604729
main_all_projected_reference	Control_53	secondary_control_context	-0.646125088300816	-0.684907872504277	0.552112942960014	0.499485991819193	-0.0291132835060845
main_all_projected_reference	Control_54	secondary_control_context	-0.131276984778416	-0.519169798755189	0.161215820020343	0.0649216478270787	0.00807465503274232
main_all_projected_reference	Control_55	secondary_control_context	0.580777986662081	0.365645422079071	-0.378381642512078	-0.506401471012706	-0.0977822626097582
main_all_projected_reference	DefiniteBacterial_01	primary_bacterial	0.732878122999565	0.537511776285052	-0.402482702482704	-0.426026711649502	-0.108285513723116
main_all_projected_reference	DefiniteBacterial_02	primary_bacterial	0.168188882247459	-0.220765669361575	0.193963101994042	0.433696842706796	-0.070933119659672
main_all_projected_reference	DefiniteBacterial_03	primary_bacterial	0.30337879615567	0.381890349475044	0.0782281272190454	0.391929305826222	-0.155901056552077
main_all_projected_reference	DefiniteBacterial_04	primary_bacterial	-0.343096234309626	-0.161530480000968	0.214230734401883	0.450811063613318	-0.192510508399497
main_all_projected_reference	DefiniteBacterial_05	primary_bacterial	-0.464468403865462	-0.248909628989655	0.279910424723104	0.428032200836224	-0.0580817506105171
main_all_projected_reference	DefiniteBacterial_06	primary_bacterial	-0.536792989188853	-0.233404617466064	0.409111516851454	0.417503774330501	-0.19787156343872
main_all_projected_reference	DefiniteBacterial_07	primary_bacterial	0.10421276230988	0.394431119120118	-0.36211460383313	-0.539009287925691	0.202850721584843
main_all_projected_reference	DefiniteBacterial_08	primary_bacterial	0.438826591134047	0.604088988460115	-0.298990306946689	0.0273874469609297	-0.131996830088458
main_all_projected_reference	DefiniteBacterial_09	primary_bacterial	0.0737923164701408	0.538383301157301	0.202942123276066	0.361091762176911	-0.363462602180953
main_all_projected_reference	DefiniteBacterial_10	primary_bacterial	0.74335518285154	0.340873752556143	-0.234894821640994	-0.231795243298994	-0.273326368755153
main_all_projected_reference	DefiniteBacterial_11	primary_bacterial	0.378669506579224	0.472641617761613	-0.322940379403795	-0.444278400593824	-0.0233248945147687
main_all_projected_reference	DefiniteBacterial_12	primary_bacterial	0.462353646919802	0.636227136227137	-0.22914653784219	-0.236598966073493	-0.182370967519291
main_all_projected_reference	DefiniteBacterial_13	primary_bacterial	0.40370659291303	0.68813019872155	-0.21351235241792	0.00348733127260112	-0.210612636273898
main_all_projected_reference	DefiniteBacterial_14	primary_bacterial	-0.105937699324624	0.438248492977143	-0.328428233859289	-0.472553816509077	0.146059253075447
main_all_projected_reference	DefiniteBacterial_15	primary_bacterial	0.691176696597011	0.383684157216118	-0.276605827729747	-0.461830494148896	-0.193927459436756
main_all_projected_reference	DefiniteBacterial_16	primary_bacterial	0.0296769184316098	0.462441209003679	-0.153420663868952	-0.462344821353933	-0.00927958810740206
main_all_projected_reference	DefiniteBacterial_17	primary_bacterial	0.72625292610547	0.680492213330305	-0.245236840481041	-0.172028434451976	-0.33878933564278
main_all_projected_reference	DefiniteBacterial_18	primary_bacterial	0.173731019309721	-0.0351542790986925	0.207374689176809	0.227101875436406	-0.0759011748549656
main_all_projected_reference	DefiniteBacterial_19	primary_bacterial	0.720593104645008	0.569224044100609	-0.37248259393521	-0.226516899458631	-0.29336830939963
main_all_projected_reference	DefiniteBacterial_20	primary_bacterial	0.495256018396469	0.40823806099514	-0.108838630749101	0.3460288058914	-0.104900104526336
main_all_projected_reference	DefiniteBacterial_21	primary_bacterial	-0.027719109466917	-0.0959817173646898	-0.330327151676454	-0.301302635018795	0.30270312724988
main_all_projected_reference	DefiniteBacterial_22	primary_bacterial	-0.505452761710665	0.105127966431869	-0.0828693253072485	-0.240703052728954	0.101958931664204
main_all_projected_reference	DefiniteBacterial_23	primary_bacterial	0.60339963352765	0.235926512721382	-0.12561425724691	-0.113014662691596	-0.125914521942872
main_all_projected_reference	DefiniteBacterial_24	primary_bacterial	0.607689988310954	0.622617901339642	-0.475603308265368	-0.216713922342665	-0.0676988695647752
main_all_projected_reference	DefiniteBacterial_25	primary_bacterial	0.691315164536922	0.440320077419822	-0.276676204315413	-0.253719104935021	-0.179689730655753
main_all_projected_reference	DefiniteBacterial_26	primary_bacterial	0.302777315055249	0.339037433155084	-0.0453239519202578	0.212985155458042	-0.201737199528867
main_all_projected_reference	DefiniteBacterial_27	primary_bacterial	0.693906428299735	0.707022943297994	-0.28364779874214	-0.0844661705985077	-0.364863666317936
main_all_projected_reference	DefiniteBacterial_28	primary_bacterial	0.316805722208061	0.392576463475999	-0.0954634594379907	-0.512663210940152	-0.237629836552859
main_all_projected_reference	DefiniteBacterial_29	primary_bacterial	-0.239042579374848	0.333692769910055	-0.318068836851308	-0.362818968349578	0.224438721845418
main_all_projected_reference	DefiniteBacterial_30	primary_bacterial	0.321761512723146	0.670357842977711	-0.234138964147996	0.0348914403874405	-0.0688009857425627
main_all_projected_reference	DefiniteBacterial_31	primary_bacterial	0.620925810106922	0.49156975875161	-0.302420859171262	-0.228417565268555	-0.182920904161684
main_all_projected_reference	DefiniteBacterial_32	primary_bacterial	0.436174536760311	0.400161264627711	-0.076448755289844	0.176632747456059	-0.131564953163453
main_all_projected_reference	DefiniteBacterial_33	primary_bacterial	0.221825739515422	0.536765362297278	-0.304816915213891	-0.243062637485174	-0.0480731364275675
main_all_projected_reference	DefiniteBacterial_34	primary_bacterial	0.636091560343554	0.431401160379957	-0.416137058363547	-0.211316646337161	0.0133739800982861
