scientific_source_sha256	input_docx_sha256	candidate_docx_sha256	promoted_docx_sha256	candidate_paragraphs	tables	sections	figure_label_paragraphs_changed	embedded_media_files	comment_related_parts	smoke_render_pdf_bytes	quality_checks	quality_checks_passed	quality_checks_failed	quality_gate	final_status
f3b61e6ddb9f5d38c6211c6cfe0d8694e6ca3b761d52a3245d58df844ab5b2ae	a21d3599e32d7479dd95402135eaaa27ee2719107bf417a727f721b082f95c8c	a82a36dac6d69fa642c0a749a1514ca2db795e8c5297418fde8d5feb69e8768e	a82a36dac6d69fa642c0a749a1514ca2db795e8c5297418fde8d5feb69e8768e	148	2	1	12	0	0	206955	55	55	0	PASS	READY_FOR_FULL_RENDER_AND_VISUAL_QA
